coords,eco_factory_closest_km,eco_factory_less500m,eco_factory_0.5-1km,eco_factory_1-3km,eco_factory_3-5km,eco_factory_5-10km,eco_factory_10-15km
"('55.59026', '37.672783')",3.0875996671110384,0,0,0,1,3,3
"('55.638084', '37.670088')",1.2521748551163963,0,0,1,0,4,5
"('55.852192', '37.345733')",7.19731410333071,0,0,0,0,1,2
"('55.584451', '37.667267')",2.704775514357733,0,0,1,0,4,2
"('55.77636', '37.642384')",4.550936051100918,0,0,0,2,4,8
"('55.636536', '37.613277')",4.71620592315038,0,0,0,1,2,7
"('55.637957', '37.591881')",5.3692995884953,0,0,0,0,3,6
"('55.647144', '37.603756')",4.25543613608892,0,0,0,1,2,8
"('55.630319', '37.593147')",5.331136619907901,0,0,0,0,3,6
"('55.639532', '37.593291')",5.18039522692222,0,0,0,0,3,6
"('55.660923', '37.5948')",2.8421300494501742,0,0,1,0,4,7
"('55.642316', '37.596237')",4.8434010341875515,0,0,0,1,2,7
"('55.648148', '37.596435')",4.201153467841123,0,0,0,1,2,9
"('55.648094', '37.603775')",4.149833172068847,0,0,0,1,2,8
"('55.640152', '37.595806')",5.085614776093991,0,0,0,0,3,6
"('55.643612', '37.59656')",4.69770768935334,0,0,0,1,2,7
"('55.6414593', '37.5912878')",4.995130599224339,0,0,0,1,2,7
"('55.64384', '37.59934')",4.648112681313816,0,0,0,1,2,7
"('55.647839', '37.600388')",4.198176859213419,0,0,0,1,2,8
"('55.642199', '37.60452')",4.8022299383502824,0,0,0,1,2,7
"('55.6535996', '37.5752921')",4.094124710319762,0,0,0,1,3,6
"('55.6395147', '37.607138')",5.053538184576827,0,0,0,0,3,6
"('55.658363', '37.60339')",3.012701235877376,0,0,0,1,3,9
"('55.661019', '37.592941')",2.8692713224977973,0,0,1,0,4,7
"('55.662548', '37.58578')",2.901333691364963,0,0,1,0,4,7
"('55.639293', '37.596579')",5.172937339614538,0,0,0,0,3,6
"('55.663918', '37.576187')",3.121861745443367,0,0,0,1,5,4
"('55.643556', '37.606227')",4.647039058682604,0,0,0,1,2,8
"('55.64171', '37.607674')",4.850850982350721,0,0,0,1,2,8
"('55.64316', '37.602984')",4.701304677919937,0,0,0,1,2,8
"('55.666843', '37.610646')",2.0576299615183147,0,0,1,0,4,7
"('55.63504', '37.611329')",4.86847216209616,0,0,0,1,2,7
"('55.6487014', '37.6044115')",4.079753763606541,0,0,0,1,2,8
"('55.6637', '37.646498')",3.363171664199089,0,0,0,2,2,10
"('55.638231', '37.695384')",0.8314200241557327,0,1,0,1,3,6
"('55.652913', '37.647307')",2.688804826714156,0,0,1,1,3,9
"('55.667007', '37.646023')",3.124209275267293,0,0,0,2,2,10
"('55.679199', '37.703658')",4.056717294412473,0,0,0,1,5,4
"('55.630863', '37.601358')",5.220250667208865,0,0,0,0,3,6
"('55.633653', '37.609182')",5.034044433738033,0,0,0,0,3,6
"('55.674082', '37.661608')",3.5757219749082982,0,0,0,2,2,10
"('55.66831', '37.646651')",3.0627207122080407,0,0,0,2,2,10
"('55.6672', '37.64359')",2.9951984636423448,0,0,1,1,3,9
"('55.67752', '37.687847')",3.732351640028568,0,0,0,1,5,4
"('55.67694', '37.54109')",4.330625233765695,0,0,0,1,3,6
"('53.9448795', '32.8480138')",540.776643393147,0,0,0,0,0,0
"('55.7267', '37.531577')",5.358850681180186,0,0,0,0,7,5
"('55.743877', '37.578224')",5.445595747501574,0,0,0,0,8,5
"('55.726395', '37.52971')",5.361395597270558,0,0,0,0,7,5
"('55.749847', '37.56705')",4.487296462491067,0,0,0,1,6,7
"('55.746452', '37.568085')",4.765956241439685,0,0,0,1,6,7
"('55.724611', '37.530463')",5.559577876804139,0,0,0,0,7,5
"('55.72702', '37.524227')",5.2184835124790165,0,0,0,0,6,6
"('55.746292', '37.57193')",4.968003887471122,0,0,0,1,7,6
"('55.73974', '37.58122')",5.877163616271856,0,0,0,0,8,5
"('55.735941', '37.583598')",5.851004913881248,0,0,0,0,8,5
"('55.747643', '37.57909')",5.25188265821073,0,0,0,0,8,5
"('55.750712', '37.564904')",4.321666621601772,0,0,0,1,6,7
"('55.74824', '37.584568')",5.5110505349727275,0,0,0,0,8,5
"('55.74871', '37.578514')",5.157996490674044,0,0,0,0,8,5
"('55.748356', '37.571545')",4.813724121259499,0,0,0,1,7,6
"('55.738074', '37.564446')",5.240144998990322,0,0,0,0,7,6
"('55.745564', '37.551214')",4.064801125445102,0,0,0,1,6,6
"('55.7333', '37.538925')",4.818230281117595,0,0,0,1,6,6
"('55.74379', '37.64798')",2.9957805622204914,0,0,1,0,8,5
"('55.753038', '37.635')",4.274073541358646,0,0,0,1,7,6
"('55.764475', '37.642869')",4.899680795438716,0,0,0,1,7,6
"('55.75398', '37.647127')",3.807680261571733,0,0,0,1,7,6
"('55.7472878', '37.6227971')",4.5476032350135505,0,0,0,1,6,6
"('55.754091', '37.642204')",4.025089830955463,0,0,0,1,7,6
"('55.746081', '37.646202')",3.238577504929701,0,0,0,1,7,6
"('55.746204', '37.636436')",3.7467930455727894,0,0,0,1,7,5
"('55.744363', '37.63888')",3.508182815381333,0,0,0,1,7,5
"('55.749405', '37.66141')",2.857744481890918,0,0,1,1,7,6
"('55.772689', '37.613216')",3.8843493982692245,0,0,0,2,5,8
"('55.736736', '37.674667')",1.2256716211016703,0,0,1,2,5,7
"('55.723252', '37.563521')",5.080550360676058,0,0,0,0,7,6
"('55.790084', '37.582709')",1.4467692092283333,0,0,2,0,6,7
"('55.738399', '37.629691')",3.7600202661962174,0,0,0,1,6,6
"('55.768785', '37.629601')",4.726429393542389,0,0,0,2,5,8
"('55.74467', '37.62874')",4.081958428595716,0,0,0,1,6,6
"('55.744885', '37.624876')",4.310080275772991,0,0,0,1,6,6
"('55.677829', '37.682449')",3.777249469558187,0,0,0,2,4,5
"('55.681286', '37.669666')",3.8834885669935875,0,0,0,2,3,10
"('55.688553', '37.687542')",4.398470322022728,0,0,0,3,4,7
"('55.680557', '37.6714')",4.001749892267518,0,0,0,2,4,9
"('55.6826878', '37.6433842')",2.2235333311086105,0,0,1,0,4,9
"('55.689451', '37.686707')",4.2981472477645895,0,0,0,2,5,6
"('55.680453', '37.674409')",4.135156207694677,0,0,0,2,4,9
"('55.6794626', '37.6953989')",3.9834798358659405,0,0,0,1,5,4
"('55.679255', '37.678146')",3.96449667776269,0,0,0,2,4,8
"('55.688862', '37.684416')",4.366017131537633,0,0,0,3,4,7
"('55.679726', '37.70533')",4.141494532894021,0,0,0,1,5,4
"('55.678703', '37.668076')",3.8287136361152214,0,0,0,2,3,10
"('55.676971', '37.671301')",3.8015010960812523,0,0,0,2,3,9
"('55.6795242', '37.6675107')",3.7772014234264435,0,0,0,2,3,10
"('55.685686', '37.674651')",4.171551431235756,0,0,0,3,3,10
"('55.684396', '37.695519')",4.529358765220496,0,0,0,2,5,4
"('55.679661', '37.68659')",3.97042509145265,0,0,0,2,4,5
"('55.687634', '37.692104')",4.513403957984447,0,0,0,2,5,6
"('55.6864418', '37.6999755')",4.708108180118103,0,0,0,2,5,4
"('55.6857222', '37.6997289')",4.713734999532763,0,0,0,2,5,4
"('55.677671', '37.666225')",3.7388805162822147,0,0,0,2,3,10
"('55.6745081', '37.6905715')",3.40406859070306,0,0,0,1,5,4
"('55.717741', '37.675217')",1.3552094452298213,0,0,1,0,6,6
"('55.71378', '37.677122')",1.6988579709558078,0,0,1,0,6,7
"('55.736235', '37.671849')",1.302248131589301,0,0,1,1,6,6
"('55.737568', '37.631748')",3.6090304116827405,0,0,0,1,7,6
"('55.599626', '37.160105')",21.367931067483944,0,0,0,0,0,0
"('55.680057', '37.672936')",4.105088715159418,0,0,0,2,4,9
"('55.68172', '37.681057')",4.216204678604741,0,0,0,2,4,7
"('55.676994', '37.69323')",3.694276142400504,0,0,0,1,5,4
"('55.667736', '37.652445')",3.3935588354879855,0,0,0,2,2,10
"('55.68794', '37.687218')",4.466509752290404,0,0,0,3,4,7
"('55.680194', '37.639312')",2.029213389999462,0,0,1,0,3,10
"('55.677539', '37.634398')",1.8522312020044533,0,0,1,1,2,11
"('55.682935', '37.64542')",2.347339149090159,0,0,1,0,4,9
"('55.709028', '37.620761')",2.757297022827494,0,0,1,1,4,9
"('55.669249', '37.568192')",3.09227232683556,0,0,0,1,5,5
"('55.590282', '37.445725')",10.715629540814566,0,0,0,0,0,5
"('55.49221', '37.31481')",28.12766642452637,0,0,0,0,0,0
"('55.575169', '37.476734')",8.135971896891538,0,0,0,0,2,3
"('55.519519', '37.39603')",11.36073132574558,0,0,0,0,0,1
"('55.591915', '37.457537')",10.28317821085782,0,0,0,0,0,5
"('55.4860975', '37.2977397')",29.965212581739053,0,0,0,0,0,0
"('55.497184', '37.320293')",27.572375359704218,0,0,0,0,0,0
"('55.574548', '37.487424')",7.585311768487145,0,0,0,0,2,3
"('55.488376', '37.332573')",26.13208054983493,0,0,0,0,0,0
"('55.5539909', '37.4633573')",7.632792091009334,0,0,0,0,1,1
"('55.518041', '37.343802')",14.66223586586821,0,0,0,0,0,1
"('55.531992', '37.384691')",12.043120257015298,0,0,0,0,0,1
"('55.567214', '37.480265')",7.414329092375204,0,0,0,0,2,0
"('55.574839', '37.477085')",8.09538277974209,0,0,0,0,2,2
"('55.592637', '37.461122')",10.177532787059464,0,0,0,0,0,5
"('55.533435', '37.376411')",12.5720498456549,0,0,0,0,0,1
"('55.591599', '37.42916')",11.62142793714363,0,0,0,0,0,4
"('55.517549', '37.3960797')",11.378337988994073,0,0,0,0,0,1
"('55.5163525', '37.3473271')",14.456286412222704,0,0,0,0,0,1
"('55.5781857', '37.4777913')",8.306727306120026,0,0,0,0,2,3
"('55.570624', '37.4872')",7.305151429954097,0,0,0,0,2,1
"('55.567214', '37.479385')",7.459329080866147,0,0,0,0,2,0
"('55.591793', '37.454861')",10.396561085407708,0,0,0,0,0,5
"('55.566155', '37.478333')",7.445583545276382,0,0,0,0,2,0
"('55.5110627', '37.3503601')",14.332252448531332,0,0,0,0,0,1
"('55.5179916', '37.3940623')",11.500118318359192,0,0,0,0,0,1
"('55.555031', '37.46732')",7.447675312705502,0,0,0,0,1,1
"('55.502523', '37.322521')",16.218074421785353,0,0,0,0,0,0
"('55.577566', '37.48269')",8.032949222746549,0,0,0,0,2,4
"('55.569571', '37.491575')",7.019585175707753,0,0,0,0,2,2
"('55.497154', '37.320014')",27.602790679765615,0,0,0,0,0,0
"('55.59078', '37.427435')",11.65317877644333,0,0,0,0,0,4
"('55.496786', '37.320122')",27.586967231602138,0,0,0,0,0,0
"('55.470207', '37.296093')",30.069846084746263,0,0,0,0,0,0
"('55.5766086', '37.481569')",8.012316002587053,0,0,0,0,2,4
"('55.5776617', '37.478889')",8.21625063324282,0,0,0,0,2,3
"('55.591498', '37.447295')",10.728788699507458,0,0,0,0,0,5
"('55.519152', '37.392499')",11.586452312167484,0,0,0,0,0,1
"('55.47647', '37.296207')",30.079955501057324,0,0,0,0,0,0
"('55.496639', '37.319206')",27.686347668699085,0,0,0,0,0,0
"('55.509441', '37.338277')",15.113136622874741,0,0,0,0,0,0
"('55.573973', '37.488943')",7.471599715153088,0,0,0,0,2,3
"('55.5792254', '37.4810338')",8.235902954059792,0,0,0,0,2,4
"('55.490616', '37.334765')",25.91036965198025,0,0,0,0,0,0
"('55.5191118', '37.3494791')",14.295749336757105,0,0,0,0,0,1
"('55.583085', '37.4643469')",9.302805163475432,0,0,0,0,1,4
"('55.56533', '37.47888')",7.365144986525203,0,0,0,0,2,0
"('55.5782812', '37.4827046')",8.087091279982463,0,0,0,0,2,4
"('55.7684938', '37.6540297')",4.265313281078005,0,0,0,2,6,7
"('55.782152', '37.662973')",3.845478483982085,0,0,0,1,6,4
"('55.776877', '37.659371')",3.9436209047613913,0,0,0,1,6,5
"('55.782947', '37.659182')",4.098767169422942,0,0,0,2,5,5
"('55.771317', '37.655346')",4.163522652130337,0,0,0,1,6,6
"('55.777616', '37.66097')",3.8560871223755115,0,0,0,1,6,5
"('55.784288', '37.657476')",4.24607519167952,0,0,0,2,5,5
"('55.78115', '37.667087')",3.566336870051818,0,0,0,1,6,4
"('55.7817272', '37.6659454')",3.653261516852245,0,0,0,1,6,4
"('55.772175', '37.659874')",3.878087095393539,0,0,0,1,6,5
"('55.646426', '37.494836')",7.19558000199625,0,0,0,0,3,4
"('55.625491', '37.504834')",8.7364487938857,0,0,0,0,4,2
"('55.651186', '37.483095')",6.408731866185147,0,0,0,0,3,4
"('55.628241', '37.506487')",8.80676775629794,0,0,0,0,4,2
"('55.647854', '37.495779')",7.0800444693397475,0,0,0,0,3,5
"('55.630146', '37.507924')",8.810219321873522,0,0,0,0,4,2
"('55.628495', '37.504762')",8.913747101636694,0,0,0,0,4,2
"('55.644694', '37.493973')",7.346009825855157,0,0,0,0,3,4
"('55.649251', '37.484406')",6.639375589135279,0,0,0,0,3,4
"('55.84368', '37.547306')",1.592830706425778,0,0,1,1,4,4
"('55.840629', '37.529852')",1.7115811857300165,0,0,1,0,5,2
"('55.837899', '37.537497')",2.0095037077223314,0,0,1,2,3,4
"('55.8539585', '37.5058702')",1.7670829567824364,0,0,1,0,5,1
"('55.831833', '37.530535')",2.6803833041759666,0,0,1,2,3,5
"('55.831875', '37.500443')",3.391928529235635,0,0,0,1,5,3
"('55.84678', '37.496964')",2.5227975759357166,0,0,1,0,6,0
"('55.8343579', '37.5301737')",2.4023164830619064,0,0,1,1,4,4
"('55.841534', '37.542957')",1.690322914653406,0,0,1,1,4,3
"('55.841623', '37.489701')",3.188053568657197,0,0,0,1,5,1
"('55.744237', '37.407591')",4.664899496230777,0,0,0,2,2,6
"('55.799472', '37.488835')",3.192079938706243,0,0,0,1,4,7
"('55.849796', '37.523087')",0.9536660118008716,0,1,0,1,4,2
"('55.813587', '37.46061')",5.362475889706359,0,0,0,0,5,3
"('55.787958', '37.461337')",3.398741328313247,0,0,0,2,5,4
"('55.699781', '37.847487')",5.731606461795251,0,0,0,0,3,4
"('55.71255', '37.864517')",5.562080916227014,0,0,0,0,3,4
"('55.700557', '37.851799')",5.839276998446237,0,0,0,0,3,4
"('55.70056', '37.84617')",5.612172993849625,0,0,0,0,3,4
"('55.704747', '37.860495')",5.892416300906743,0,0,0,0,3,4
"('55.697351', '37.845044')",5.81344161382256,0,0,0,0,3,5
"('55.584416', '37.12755')",24.01460718488956,0,0,0,0,0,0
"('55.580345', '37.157851')",22.72792194808278,0,0,0,0,0,0
"('55.5077268', '37.2658543')",19.676027832451453,0,0,0,0,0,0
"('55.2156978', '37.0674242')",58.59647985821401,0,0,0,0,0,0
"('55.770775', '37.376626')",2.350662724908805,0,0,1,0,4,3
"('55.7597798', '37.5166008')",1.560899785813915,0,0,1,0,6,5
"('55.619668', '37.761895')",4.444596967332528,0,0,0,1,3,5
"('55.61693', '37.755751')",4.931307696517419,0,0,0,1,3,4
"('55.6062176', '37.7327241')",5.098177565692935,0,0,0,0,4,3
"('55.609273', '37.759632')",5.438045477818079,0,0,0,0,4,4
"('55.60844', '37.756622')",5.62411934900294,0,0,0,0,4,4
"('55.617775', '37.754177')",4.932686260155582,0,0,0,1,3,4
"('55.613336', '37.701008')",3.5261602422040474,0,0,0,1,4,3
"('55.610645', '37.75535')",5.477556601056509,0,0,0,0,4,4
"('55.616051', '37.753901')",5.08249654080431,0,0,0,0,4,4
"('55.610157', '37.74793')",5.378502609864963,0,0,0,0,4,4
"('55.622243', '37.733635')",3.8071925061347303,0,0,0,1,3,6
"('55.610112', '37.742456')",5.141796505047043,0,0,0,0,4,4
"('55.615578', '37.722756')",3.8840172553310897,0,0,0,1,3,5
"('55.618689', '37.745034')",4.615442689252569,0,0,0,1,3,6
"('55.607941', '37.752374')",5.7512230417665595,0,0,0,0,4,4
"('55.597475', '37.720753')",5.548225856258687,0,0,0,0,4,3
"('55.614582', '37.746517')",4.978104381379717,0,0,0,1,3,5
"('55.604727', '37.715803')",4.734001560469024,0,0,0,1,3,4
"('55.610901', '37.71274')",4.026009878024424,0,0,0,1,3,4
"('55.765463', '37.559847')",3.3250403230358776,0,0,0,3,4,9
"('55.757288', '37.55681')",3.4979345036096423,0,0,0,1,6,7
"('55.7656358', '37.5670872')",3.762024206691988,0,0,0,3,4,9
"('55.767722', '37.565964')",3.648260076287122,0,0,0,3,4,9
"('55.76154', '37.554214')",3.136416106227006,0,0,0,2,5,7
"('55.7673304', '37.5727194')",3.9594019227985613,0,0,0,3,3,10
"('55.766329', '37.557861')",3.1805354023982586,0,0,0,3,4,9
"('55.753311', '37.580661')",5.0288113703213195,0,0,0,0,7,7
"('55.76018', '37.554897')",3.2397333925375777,0,0,0,2,5,8
"('55.76246', '37.567554')",3.8831826546437362,0,0,0,3,4,9
"('55.758316', '37.557843')",3.4990124044053745,0,0,0,1,6,7
"('55.7602553', '37.5648602')",3.8074596899192734,0,0,0,2,6,7
"('55.761381', '37.570186')",4.077629611878109,0,0,0,2,5,9
"('55.763984', '37.567482')",3.8306131424606797,0,0,0,3,4,9
"('55.789922', '37.677885')",3.3808503228651494,0,0,0,1,5,7
"('55.7812', '37.670967')",3.3348609698973304,0,0,0,1,5,5
"('55.7889', '37.669369')",3.770433727593618,0,0,0,1,5,6
"('55.785286', '37.67969')",3.008919322046259,0,0,0,1,5,6
"('55.791206', '37.6723')",3.749914646043572,0,0,0,1,5,7
"('55.791106', '37.681083')",3.302226723988028,0,0,0,1,5,7
"('55.791098', '37.675892')",3.5589032547971073,0,0,0,1,5,7
"('55.783266', '37.675738')",3.1334053376929907,0,0,0,1,5,6
"('55.79289', '37.682873')",3.3495884349317064,0,0,0,1,5,7
"('55.78774', '37.673096')",3.503340991572762,0,0,0,1,5,6
"('55.78', '37.69993')",1.6157333454901954,0,0,1,1,5,6
"('55.764425', '37.65214')",4.449403280256012,0,0,0,2,6,7
"('55.759881', '37.642159')",4.5131760323740995,0,0,0,1,7,6
"('55.763355', '37.646793')",4.660089895441226,0,0,0,2,6,7
"('55.766511', '37.648295')",4.64879703956039,0,0,0,2,6,7
"('55.764764', '37.65116')",4.502615432345471,0,0,0,2,6,7
"('55.7651089', '37.6555295')",4.225986584262171,0,0,0,2,6,7
"('55.761923', '37.649633')",4.430282881757157,0,0,0,2,6,7
"('55.762505', '37.649651')",4.484967416004709,0,0,0,2,6,7
"('55.765949', '37.654224')",4.290241420439599,0,0,0,2,6,7
"('55.764101', '37.66044')",3.947893296653313,0,0,0,2,6,6
"('55.761558', '37.647298')",4.475075565907314,0,0,0,2,6,7
"('55.81244', '37.532196')",3.0538453154617082,0,0,0,4,2,10
"('55.8098133', '37.5337395')",2.8703567040983327,0,0,1,2,4,8
"('55.803833', '37.526123')",3.241377007654534,0,0,0,3,2,10
"('55.799932', '37.491907')",3.1705146797318533,0,0,0,1,4,7
"('55.795226', '37.515263')",2.503394826623914,0,0,1,2,3,9
"('55.808674', '37.531666')",2.965051807986098,0,0,1,2,4,8
"('55.805817', '37.5289')",3.083645937711769,0,0,0,3,2,10
"('55.805002', '37.526618')",3.2177005768570504,0,0,0,3,2,10
"('55.81152', '37.52616')",3.3797911031708026,0,0,0,4,2,9
"('55.808178', '37.5327')",2.8898846306682224,0,0,1,2,3,9
"('55.588649', '37.604448')",1.299263625435153,0,0,1,0,3,3
"('55.603303', '37.622073')",1.950748039661776,0,0,1,0,4,3
"('55.59546', '37.615542')",1.209884756543276,0,0,1,0,3,3
"('55.60078', '37.606136')",2.0252359568182845,0,0,1,0,4,2
"('55.59224', '37.598447')",1.7876754243169497,0,0,1,0,3,3
"('55.599423', '37.605167')",1.9407184489309317,0,0,1,0,4,2
"('55.590267', '37.595869')",1.8681937340797377,0,0,1,0,3,3
"('55.601549', '37.620896')",1.763971916008729,0,0,1,0,4,3
"('55.598039', '37.586733')",2.738583296547166,0,0,1,0,4,2
"('55.599138', '37.584137')",2.941476164119181,0,0,1,0,4,3
"('55.59137', '37.652634')",1.8813536888904518,0,0,1,0,4,2
"('55.740289', '37.658796')",2.218228114518372,0,0,1,0,7,5
"('55.735824', '37.653469')",2.257839843378557,0,0,1,0,8,4
"('55.718557', '37.647908')",2.655240212163532,0,0,1,1,5,8
"('55.739073', '37.669091')",1.650360063487343,0,0,1,2,5,7
"('55.711767', '37.643345')",3.2712375100895543,0,0,0,2,4,9
"('55.738176', '37.653173')",2.386842509731133,0,0,1,0,8,4
"('55.733827', '37.653604')",2.174305013646079,0,0,1,0,7,5
"('55.73581', '37.65939')",1.9188253686768464,0,0,1,0,7,5
"('55.7116', '37.640327')",3.4405653433728336,0,0,0,2,4,9
"('55.721264', '37.653873')",2.1950034982317033,0,0,1,1,5,7
"('55.737248', '37.675172')",1.2525431856782507,0,0,1,2,5,7
"('55.710332', '37.643129')",3.3734832531113836,0,0,0,2,4,9
"('55.731262', '37.666036')",1.3444460566396483,0,0,1,0,8,4
"('55.727384', '37.652382')",2.155449942203007,0,0,1,0,8,4
"('55.73644', '37.673546')",1.2453144542675423,0,0,1,1,6,6
"('55.73348', '37.660126')",1.773445244173303,0,0,1,0,7,5
"('55.73889', '37.66663')",1.7433988704432246,0,0,1,1,6,6
"('55.740304', '37.662264')",2.0517455213619504,0,0,1,0,7,5
"('55.7226109', '37.6458793')",2.633602784212544,0,0,1,1,7,5
"('55.749588', '37.589745')",5.724427379517585,0,0,0,0,7,7
"('55.7415784', '37.5864977')",6.016170505206535,0,0,0,0,9,4
"('55.74224', '37.585035')",5.898588698482181,0,0,0,0,9,4
"('55.736458', '37.599678')",5.54443114566396,0,0,0,0,7,6
"('55.7385165', '37.588639')",6.055274549738744,0,0,0,0,9,4
"('55.739554', '37.597414')",5.751239816104731,0,0,0,0,7,6
"('55.760414', '37.40652')",3.7100649699748303,0,0,0,1,3,4
"('55.745083', '37.40912')",4.696245973299769,0,0,0,1,3,5
"('55.747566', '37.407645')",4.982147168050488,0,0,0,1,3,5
"('55.757009', '37.411472')",4.179724558089205,0,0,0,1,3,5
"('55.763209', '37.410583')",3.532335532523625,0,0,0,1,3,4
"('55.754289', '37.409352')",4.410372856768218,0,0,0,1,3,5
"('55.765789', '37.4098294')",3.256685294433734,0,0,0,1,3,4
"('55.765635', '37.405471')",3.1491430777996032,0,0,0,1,3,4
"('55.755642', '37.40946')",4.27206342137699,0,0,0,1,3,5
"('55.761796', '37.410026')",3.6574850444313,0,0,0,1,3,4
"('55.770056', '37.410879')",2.8870553037284634,0,0,1,0,4,3
"('55.750368', '37.413601')",4.91368060999255,0,0,0,1,3,5
"('55.745787', '37.426303')",4.332312855801109,0,0,0,2,2,6
"('55.743573', '37.396515')",5.008211170066673,0,0,0,0,4,3
"('55.727116', '37.457745')",2.174739072663017,0,0,2,0,4,4
"('55.7355823', '37.4076525')",3.8766008602816635,0,0,0,2,2,5
"('55.7225556', '37.4288862')",1.9129198484359489,0,0,2,0,4,3
"('55.801197', '37.3978')",1.3657594427385793,0,0,1,0,2,5
"('55.71104', '37.39654')",3.099630871339633,0,0,0,2,2,3
"('55.731693', '37.45389')",2.609653734046713,0,0,1,1,3,6
"('55.736615', '37.466009')",3.346403403322284,0,0,0,3,1,8
"('55.756336', '37.406908')",4.143643126304075,0,0,0,1,3,5
"('55.740223', '37.475109')",3.9473354276594916,0,0,0,3,2,7
"('55.772416', '37.473024')",2.234519879510503,0,0,1,0,6,3
"('55.809925', '37.412487')",2.7001938961734986,0,0,1,0,3,4
"('55.736855', '37.408714')",3.946684303294676,0,0,0,2,2,5
"('55.755325', '37.40681')",4.247823802324208,0,0,0,1,3,5
"('55.732986', '37.425405')",3.0249244737032197,0,0,0,2,2,5
"('55.760545', '37.410969')",3.8086661325512896,0,0,0,1,3,5
"('55.743512', '37.422099')",4.181167913633859,0,0,0,2,2,6
"('55.7417592', '37.4025916')",4.6141731752951305,0,0,0,2,2,5
"('55.760302', '37.419197')",4.081667155022931,0,0,0,1,3,5
"('55.7874823', '37.3596301')",1.6330465516298593,0,0,1,0,2,5
"('55.755003', '37.405435')",4.254576532717236,0,0,0,1,3,5
"('55.769955', '37.41777')",3.1614665155981827,0,0,0,1,3,4
"('55.741323', '37.417733')",4.070615797295052,0,0,0,2,2,6
"('55.770897', '37.37809')",2.319172647935451,0,0,1,0,4,3
"('55.746122', '37.405094')",4.925946008785923,0,0,0,1,3,5
"('55.7602', '37.416477')",4.003666725823367,0,0,0,1,3,5
"('55.7505', '37.405155')",4.729659304881134,0,0,0,1,3,5
"('55.741946', '37.411912')",4.306233378033164,0,0,0,2,2,6
"('55.744308', '37.419521')",4.324934001966528,0,0,0,2,2,6
"('55.767616', '37.41175')",3.1435557977042015,0,0,0,1,3,4
"('55.75896', '37.419476')",4.218157562511387,0,0,0,1,3,5
"('55.756786', '37.418362')",4.393119479801379,0,0,0,1,3,5
"('55.739544', '37.415047')",3.976021521222341,0,0,0,2,2,6
"('55.7414918', '37.4195197')",4.038753774952141,0,0,0,2,2,6
"('55.743461', '37.395563')",5.036452954441881,0,0,0,0,4,3
"('55.74388', '37.413673')",4.440392291869047,0,0,0,2,2,6
"('55.678118', '37.603514')",0.8528574240322669,0,1,0,1,2,11
"('55.686985', '37.589733')",1.185229614177619,0,0,1,0,5,8
"('55.678074', '37.59825')",1.0225473135919334,0,0,1,0,3,10
"('55.7040368', '37.6132897')",2.111665672660616,0,0,1,0,4,9
"('55.682108', '37.594135')",0.9602835573747124,0,1,0,1,4,9
"('55.7038995', '37.6133851')",2.097448209352058,0,0,1,0,4,9
"('55.6897837', '37.5926883')",1.1044731004364519,0,0,1,0,5,8
"('55.676189', '37.599453')",1.1558761696634217,0,0,1,0,3,10
"('55.675666', '37.592797')",1.4492733904727808,0,0,1,0,5,8
"('55.680889', '37.595932')",0.9204696107069216,0,1,0,1,4,9
"('55.68331', '37.588593')",1.2608389191301397,0,0,1,0,5,8
"('55.678138', '37.594953')",1.1577242750230579,0,0,1,0,5,8
"('55.6852941', '37.5919965')",1.027548422655534,0,0,1,0,5,8
"('55.681407', '37.584137')",1.5818203267891027,0,0,1,0,5,8
"('55.679925', '37.598573')",0.8556343832009926,0,1,0,1,2,11
"('55.765113', '37.615237')",4.7211059889177465,0,0,0,2,5,9
"('55.768861', '37.616333')",4.352406674386968,0,0,0,2,5,9
"('55.761674', '37.651035')",4.360884232868126,0,0,0,2,6,7
"('55.766491', '37.622333')",4.741936880034447,0,0,0,2,5,8
"('55.737542', '37.641135')",3.0491859117602216,0,0,0,1,7,6
"('55.76002', '37.64115')",4.564748873634263,0,0,0,1,7,6
"('55.716281', '37.769458')",2.9548274569414947,0,0,1,1,5,3
"('55.706293', '37.771544')",3.9383980565264705,0,0,0,1,5,2
"('55.7016731', '37.810541')",4.448167713262191,0,0,0,1,4,3
"('55.713025', '37.751367')",3.8836890670367055,0,0,0,3,4,5
"('55.70913', '37.789375')",3.437768451377766,0,0,0,1,5,2
"('55.707339', '37.785656')",3.6493833242298295,0,0,0,1,5,2
"('55.708694', '37.791378')",3.4858928163389136,0,0,0,1,5,2
"('55.721779', '37.73757')",3.2739600998813465,0,0,0,3,4,5
"('55.712558', '37.741172')",3.8353077509295184,0,0,0,3,4,5
"('55.697549', '37.753901')",5.25784513450573,0,0,0,0,7,1
"('55.711022', '37.774825')",3.374338002356293,0,0,0,1,5,2
"('55.71302', '37.77447')",3.169351841939669,0,0,0,2,4,3
"('55.710236', '37.78581')",3.3272204191980714,0,0,0,1,5,2
"('55.707554', '37.791225')",3.6126783452291322,0,0,0,1,5,2
"('55.700836', '37.791954')",4.3612769190466905,0,0,0,1,5,2
"('55.7013325', '37.8085481')",4.4511115619767105,0,0,0,1,5,2
"('55.703048', '37.752652')",4.753888394882943,0,0,0,2,5,2
"('55.719551', '37.733796')",3.1091499444761577,0,0,0,3,4,5
