coords,eco_factory_closest_km,eco_factory_less500m,eco_factory_0.5-1km,eco_factory_1-3km,eco_factory_3-5km,eco_factory_5-10km,eco_factory_10-15km
"('55.757131', '37.617114')",5.43708901349748,0,0,0,0,7,6
"('55.720585', '37.567042')",4.71079080931797,0,0,0,1,6,6
"('55.749847', '37.579815')",5.1630983781449356,0,0,0,0,8,5
"('55.7630905', '37.5930036')",4.520804476684387,0,0,0,2,5,9
"('55.760955', '37.611446')",5.097090978092776,0,0,0,0,7,7
"('55.744713', '37.5827')",5.6207789656895395,0,0,0,0,8,5
"('55.742534', '37.545465')",4.111159263012348,0,0,0,1,6,6
"('55.765716', '37.59356')",4.243540944449794,0,0,0,2,5,9
"('55.762485', '37.598887')",4.677557318792705,0,0,0,2,5,9
"('55.725214', '37.578496')",4.825799202909382,0,0,0,1,6,7
"('55.744414', '37.594072')",6.095008722500009,0,0,0,0,7,6
"('55.7180332', '37.5737618')",4.245460333588969,0,0,0,1,6,6
"('55.751933', '37.590075')",5.628743976304409,0,0,0,0,7,7
"('55.756396', '37.596929')",5.302041903093719,0,0,0,0,7,7
"('55.75571', '37.600845')",5.436660897425489,0,0,0,0,7,7
"('55.753407', '37.600082')",5.672234767397298,0,0,0,0,7,7
"('55.74536', '37.643524')",3.3250929935199,0,0,0,1,7,6
"('55.758929', '37.645393')",4.305202250885761,0,0,0,1,7,6
"('55.761492', '37.592976')",4.694561277159302,0,0,0,2,5,9
"('55.764121', '37.615416')",4.829392683217723,0,0,0,2,5,9
"('55.75554', '37.594433')",5.362200953680183,0,0,0,0,7,7
"('55.755388', '37.60054')",5.4661957113962245,0,0,0,0,7,7
"('55.749603', '37.597872')",6.053178375360936,0,0,0,0,7,7
"('55.754507', '37.602687')",5.5970565786718005,0,0,0,0,7,7
"('55.7557561', '37.6033112')",5.474981902895545,0,0,0,0,7,7
"('55.755196', '37.592796')",5.380836139298328,0,0,0,0,7,7
"('55.75768', '37.606674')",5.338443483462283,0,0,0,0,7,7
"('55.754753', '37.59622')",5.47078836328915,0,0,0,0,7,7
"('55.759436', '37.605733')",5.134501013101856,0,0,0,0,7,7
"('55.812666', '37.640911')",3.228998060636665,0,0,0,2,6,7
"('55.801455', '37.63765')",2.949299241853331,0,0,1,1,7,4
"('55.812292', '37.653316')",3.977694670108044,0,0,0,2,5,8
"('55.814062', '37.623735')",2.2672719117606004,0,0,1,1,5,8
"('55.816387', '37.656082')",4.257136289323419,0,0,0,1,5,8
"('55.8086143', '37.6472031')",3.536728087885021,0,0,0,2,6,7
"('55.817613', '37.661859')",4.643375230244882,0,0,0,1,5,7
"('55.8114519', '37.6453291')",3.4683369053853412,0,0,0,2,6,7
"('55.8064017', '37.6481266')",3.5773635313974683,0,0,0,2,6,7
"('55.81082', '37.626268')",2.289131694318865,0,0,1,1,7,5
"('55.809889', '37.624723')",2.1691798148359513,0,0,1,1,7,5
"('55.810364', '37.642968')",3.3004792474284876,0,0,0,2,6,7
"('55.8075152', '37.647491')",3.5440333543493128,0,0,0,2,6,7
"('55.813637', '37.645501')",3.5349343770040176,0,0,0,2,6,7
"('55.816328', '37.631379')",2.8085016867901826,0,0,1,1,6,7
"('55.804612', '37.635503')",2.7846609627788097,0,0,1,1,7,5
"('55.812752', '37.647549')",3.635194180878635,0,0,0,2,6,7
"('55.812337', '37.658571')",4.302169796400737,0,0,0,1,6,7
"('55.8134', '37.659847')",4.403568421219697,0,0,0,1,6,7
"('55.815367', '37.659084')",4.4073213747883795,0,0,0,1,6,7
"('55.806282', '37.640947')",3.1269802786050582,0,0,0,2,6,6
"('55.814117', '37.64788')",3.692903370366306,0,0,0,2,6,7
"('55.811331', '37.658086')",4.253149143629844,0,0,0,1,6,7
"('55.806499', '37.643911')",3.3136207053990896,0,0,0,2,6,7
"('55.80527', '37.63897')",3.0010522843666627,0,0,0,2,6,6
"('55.801536', '37.636715')",2.8899755459780825,0,0,1,1,7,4
"('55.806565', '37.642662')",3.2356838938640715,0,0,0,2,6,7
"('55.815556', '37.624374')",2.378842711640303,0,0,1,1,5,8
"('55.816045', '37.627247')",2.5632358609126515,0,0,1,1,5,8
"('55.8145435', '37.6248368')",2.3527825144773087,0,0,1,1,5,8
"('55.8158484', '37.6282409')",2.608534702080475,0,0,1,1,5,8
"('55.812216', '37.632368')",2.699708061745402,0,0,1,1,7,6
"('55.810602', '37.632098')",2.637435395347278,0,0,1,1,7,6
"('55.809904', '37.635081')",2.8047211378233867,0,0,1,1,7,6
"('55.810688', '37.63676')",2.9249649331983663,0,0,1,1,7,6
"('55.8039169', '37.6292881')",2.3987709496986502,0,0,1,1,7,4
"('55.806545', '37.632107')",2.574525662808886,0,0,1,1,7,5
"('55.808948', '37.638')",2.9683471063053166,0,0,1,1,7,6
"('55.632825', '37.744549')",3.8317116962431714,0,0,0,2,2,6
"('55.6339225', '37.7472722')",3.957890621325302,0,0,0,2,2,6
"('55.63254', '37.762471')",3.4894103936309504,0,0,0,2,1,7
"('55.633953', '37.761078')",3.4849062782009783,0,0,0,2,1,7
"('55.633537', '37.760845')",3.5204122083024836,0,0,0,2,1,7
"('55.637333', '37.77095')",2.758775349174752,0,0,1,0,3,5
"('55.632139', '37.755392')",3.8960431036761993,0,0,0,2,2,6
"('55.635157', '37.746624')",3.881589004759192,0,0,0,2,2,6
"('55.636356', '37.747639')",3.9122001340593835,0,0,0,2,2,6
"('55.663918', '37.751772')",3.984376910488573,0,0,0,2,4,5
"('55.69559', '37.604717')",1.1704047123357457,0,0,1,0,3,10
"('55.625755', '37.722882')",3.0385999750182275,0,0,0,1,4,5
"('55.6201123', '37.7485915')",4.703410736103151,0,0,0,1,3,6
"('55.679991', '37.68447')",4.010244488057527,0,0,0,2,4,5
"('55.601203', '37.727553')",5.406515893777421,0,0,0,0,4,3
"('55.644008', '37.712542')",1.6082542575923255,0,0,1,0,5,4
"('55.619118', '37.72502')",3.661799660131115,0,0,0,1,3,6
"('55.6499812', '37.738784')",3.327647131108157,0,0,0,2,2,7
"('55.64665', '37.657637')",1.8721752863289853,0,0,1,0,5,7
"('55.652496', '37.745007')",3.772530885634832,0,0,0,2,2,7
"('55.678047', '37.6773')",3.8394915111185424,0,0,0,2,4,8
"('55.641854', '37.763827')",2.9853410882386933,0,0,1,1,2,7
"('55.639517', '37.755491')",3.5629716578227604,0,0,0,2,1,8
"('55.637714', '37.76347')",3.163193847282531,0,0,0,2,1,7
"('55.6413', '37.767582')",2.777480168698644,0,0,1,0,3,6
"('55.633658', '37.753928')",3.898987887033883,0,0,0,2,2,6
"('55.629684', '37.745367')",4.006444538987366,0,0,0,2,2,6
"('55.636824', '37.764995')",3.1179763562595966,0,0,0,2,1,7
"('55.637592', '37.76461')",3.1032583903509345,0,0,0,2,1,7
"('55.537801', '37.503971')",4.6314186528465395,0,0,0,1,1,1
"('55.659414', '37.759569')",3.3404173667232695,0,0,0,2,3,6
"('55.645426', '37.733707')",2.9451390959535364,0,0,1,1,4,5
"('55.6482618', '37.7208167')",2.1813858239790314,0,0,1,0,5,4
"('55.62235', '37.737614')",3.9965089057408645,0,0,0,1,3,6
"('55.65431', '37.763728')",2.9343537113186855,0,0,1,1,3,6
"('55.616661', '37.745322')",4.770688276278994,0,0,0,1,3,5
"('55.688061', '37.7176547')",4.860338417227326,0,0,0,1,6,2
"('55.618898', '37.719163')",3.4517208723431683,0,0,0,1,3,6
"('55.63636', '37.657097')",2.0662327607596347,0,0,1,0,4,5
"('55.635889', '37.76592')",3.113882209401383,0,0,0,1,2,6
"('55.634237', '37.748601')",4.028603255036381,0,0,0,2,2,6
"('55.60817', '37.72758')",4.737910877175228,0,0,0,1,3,4
"('55.593726', '37.53826')",5.504671377344129,0,0,0,0,2,5
"('55.592744', '37.668713')",2.895392688651499,0,0,1,0,4,2
"('55.674631', '37.51344')",5.463242587714744,0,0,0,0,3,5
"('55.616676', '37.497063')",8.7327571163943,0,0,0,0,1,5
"('55.889816', '37.663322')",2.7465203950682793,0,0,1,0,6,3
"('55.77557', '37.498096')",0.7167877702419259,0,1,0,1,6,5
"('55.720956', '37.811016')",2.4795146302237074,0,0,1,0,5,3
"('55.67145', '37.766468')",3.6703008721802197,0,0,0,1,4,5
"('55.632526', '37.67765')",1.4066279093353955,0,0,1,0,4,5
"('55.896161', '37.612811')",1.5487756980959313,0,0,1,0,3,5
"('55.88001', '37.59277')",1.805810824390351,0,0,1,1,3,7
"('55.876293', '37.580788')",2.633614993191664,0,0,1,1,3,7
"('55.887276', '37.615047')",0.6039541643708851,0,1,0,1,4,6
"('55.900829', '37.589051')",2.8176967469055945,0,0,1,0,2,6
"('55.8798634', '37.5972609')",1.534367775995178,0,0,1,1,3,7
"('55.89701', '37.600998')",1.9993806997943107,0,0,1,0,3,6
"('55.897686', '37.582394')",2.91921232518671,0,0,1,0,2,7
"('55.896171', '37.618498')",1.4693463569734335,0,0,1,0,4,4
"('55.902858', '37.574543')",3.653710677838742,0,0,0,1,1,7
"('55.891182', '37.603416')",1.4298890633591888,0,0,1,0,5,4
"('55.892092', '37.621902')",1.007283080753086,0,0,1,0,5,4
"('55.898866', '37.625424')",1.7808478208096872,0,0,1,0,4,4
"('55.899199', '37.605652')",2.041090970943843,0,0,1,0,3,5
"('55.900547', '37.61407')",1.9966507467560828,0,0,1,0,3,5
"('55.90435', '37.58175')",3.4183802170356654,0,0,0,1,1,7
"('55.90553', '37.57319')",3.905093008342039,0,0,0,1,1,7
"('55.890007', '37.605481')",1.2472155228931205,0,0,1,0,5,5
"('55.907279', '37.567455')",4.306026261229416,0,0,0,1,1,7
"('55.89237', '37.577418')",2.924090712508794,0,0,1,1,3,6
"('55.881226', '37.583374')",2.3704492912615276,0,0,1,1,3,7
"('55.896626', '37.594494')",2.248647704803888,0,0,1,0,2,7
"('55.887836', '37.615784')",0.6279828443343364,0,1,0,1,4,6
"('55.894844', '37.583355')",2.702547960142142,0,0,1,0,3,6
"('55.892006', '37.613826')",1.0958074873786303,0,0,1,0,4,6
"('55.89137', '37.58552')",2.411800947356481,0,0,1,0,4,5
"('55.890163', '37.584946')",2.3973896938058434,0,0,1,1,3,6
"('55.905357', '37.575756')",3.7705346522073406,0,0,0,1,1,7
"('55.90627', '37.567528')",4.2329851959134315,0,0,0,1,1,7
"('55.900433', '37.608994')",2.0779850341929764,0,0,1,0,3,5
"('55.892844', '37.577606')",2.932281037762538,0,0,1,1,2,7
"('55.883244', '37.59594')",1.5753626827841134,0,0,1,1,3,7
"('55.895966', '37.570446')",3.480791891479649,0,0,0,1,1,8
"('55.893808', '37.577376')",2.9869898842799296,0,0,1,0,3,6
"('55.894667', '37.590057')",2.3338571286236727,0,0,1,0,3,6
"('55.893713', '37.629421')",1.2954817672806203,0,0,1,0,4,5
"('55.886086', '37.592472')",1.8236643272255515,0,0,1,1,3,6
"('55.888966', '37.598743')",1.546662755556659,0,0,1,0,4,5
"('55.904367', '37.589069')",3.106239308286578,0,0,0,1,1,7
"('55.843414', '37.566072')",2.4444363883655953,0,0,1,2,3,7
"('55.679311', '37.44727')",2.803851251904106,0,0,1,1,1,4
"('55.696161', '37.476761')",2.231403455257772,0,0,2,0,4,5
"('55.698874', '37.468312')",1.623731864816083,0,0,2,0,4,4
"('55.696123', '37.469817')",1.844809680392938,0,0,2,0,4,5
"('55.696037', '37.460421')",1.3730361329641207,0,0,2,0,4,4
"('55.694454', '37.470581')",1.9843991755371022,0,0,2,0,4,5
"('55.698004', '37.474411')",2.0159406886352773,0,0,2,0,4,5
"('55.693622', '37.469189')",1.9678721567634503,0,0,2,0,4,5
"('55.6988776', '37.4683463')",1.6255722092829954,0,0,2,0,4,4
"('55.692024', '37.467509')",2.003858027107765,0,0,2,0,4,5
"('55.700104', '37.468034')",1.5598677639064484,0,0,2,0,4,4
"('55.689918', '37.47024')",2.2905456083195976,0,0,2,0,4,5
"('55.692745', '37.453403')",1.4191183720280915,0,0,2,0,4,2
"('55.698622', '37.474517')",1.9987957294914211,0,0,2,0,4,5
"('55.70595', '37.47959')",2.0907534479464807,0,0,2,0,4,5
"('55.695611', '37.47351')",2.0753332135482476,0,0,2,0,4,5
"('55.699393', '37.468928')",1.6388662787917894,0,0,2,0,4,4
"('55.699981', '37.466479')",1.4717927889680016,0,0,2,0,4,4
"('55.696423', '37.47377')",2.048734777341035,0,0,2,0,4,5
"('55.707295', '37.456822')",0.6549669762509399,0,2,0,2,2,6
"('55.713496', '37.487469')",2.621744694554544,0,0,2,0,4,5
"('55.689035', '37.46997')",2.349366084748932,0,0,2,0,4,4
"('55.69408', '37.477095')",2.3550325695273187,0,0,2,0,4,5
"('55.702323', '37.463035')",1.192428736278862,0,0,2,0,4,4
"('55.739404', '37.739899')",1.4649692497774098,0,0,1,3,1,9
"('55.704327', '37.780437')",4.022296406889655,0,0,0,1,5,2
"('55.856982', '37.637569')",3.0804729422755415,0,0,0,1,4,8
"('55.647465', '37.610672')",4.21251105905148,0,0,0,2,1,9
"('55.873541', '37.705095')",5.026185987889271,0,0,0,0,5,5
"('55.880295', '37.496174')",3.6045750542940005,0,0,0,1,1,5
"('55.874567', '37.580077')",2.7366293191006905,0,0,1,1,3,7
"('55.81745', '37.800865')",7.073442018870996,0,0,0,0,4,8
"('55.865541', '37.653909')",2.83155888325474,0,0,1,0,7,4
"('55.714035', '37.765884')",3.2802683298279365,0,0,0,2,4,4
"('55.707491', '37.928632')",9.400981758819691,0,0,0,0,2,3
"('55.722036', '37.787498')",2.0092627033988744,0,0,1,1,4,4
"('55.81021', '37.723045')",4.230392224182377,0,0,0,1,5,7
"('55.783524', '37.467096')",2.8538765449479317,0,0,1,0,7,2
"('55.728652', '37.68067')",0.38258815094149196,1,0,1,1,5,6
"('55.70653', '37.786743')",3.734137238934885,0,0,0,1,5,2
"('55.926605', '37.5402')",7.008612070660177,0,0,0,0,2,4
"('55.738388', '37.7049')",1.6233546225032407,0,0,2,1,4,6
"('55.672306', '37.76203')",3.942328466582548,0,0,0,1,5,4
"('55.807101', '37.799328')",6.230135782134087,0,0,0,0,3,8
"('55.70053', '37.758266')",4.840340752177624,0,0,0,1,6,1
"('55.704874', '37.916936')",8.852329605985794,0,0,0,0,2,4
"('55.518265', '37.572701')",1.1021468080538657,0,0,1,0,2,1
"('55.653126', '37.558723')",4.749630080184159,0,0,0,1,4,4
"('55.500856', '37.522207')",4.517801827955462,0,0,0,1,0,2
"('55.697179', '37.512577')",4.334868704001748,0,0,0,2,2,8
"('55.566231', '37.497629')",6.487367175297613,0,0,0,0,2,2
"('55.65675', '37.563213')",4.26007732811162,0,0,0,1,4,4
"('55.661217', '37.52978')",5.621713497841393,0,0,0,0,3,4
"('55.592378', '37.604232')",1.4680429101187957,0,0,1,0,3,3
"('55.603141', '37.588656')",2.9671264435841334,0,0,1,0,4,4
"('55.587453', '37.597163')",1.7296889391957848,0,0,1,0,3,2
"('55.59687', '37.593704')",2.294850329418551,0,0,1,0,4,2
"('55.5838', '37.591288')",2.1030327788216825,0,0,1,0,3,2
"('55.596457', '37.599822')",1.951676630268667,0,0,1,0,4,2
"('55.581726', '37.580842')",2.7873742792406717,0,0,1,0,3,2
"('55.587056', '37.610538')",0.8873846217698425,0,1,0,1,2,4
"('55.584645', '37.603487')",1.3281363883745108,0,0,1,0,3,3
"('55.582392', '37.58034')",2.8075086010316395,0,0,1,0,3,2
"('55.589977', '37.601196')",1.5367937363296078,0,0,1,0,3,3
"('55.591259', '37.598339')",1.753378206320523,0,0,1,0,3,3
"('55.555184', '37.554008')",3.3052891937740494,0,0,0,1,1,4
"('55.669518', '37.628882')",2.179463855529959,0,0,1,1,3,8
"('55.582412', '37.578797')",2.9036384554600145,0,0,1,0,3,2
"('55.582629', '37.582469')",2.670910295106166,0,0,1,0,3,2
"('55.590913', '37.594953')",1.9436423939862977,0,0,1,0,3,3
"('55.588415', '37.601798')",1.4566202301191202,0,0,1,0,3,3
"('55.581872', '37.579927')",2.8417367972037435,0,0,1,0,3,2
"('55.594055', '37.598114')",1.8957977671928814,0,0,1,0,3,3
"('55.587517', '37.610997')",0.8684081039900118,0,1,0,1,2,4
"('55.5979409', '37.608826')",1.6693697179878304,0,0,1,0,4,2
"('55.593605', '37.605865')",1.456369612961598,0,0,1,0,3,3
"('55.597027', '37.588871')",2.5658544318682983,0,0,1,0,4,1
"('55.58292', '37.581164')",2.748468501169791,0,0,1,0,3,2
"('55.585321', '37.601169')",1.4687994564564302,0,0,1,0,3,3
"('55.620888', '37.601627')",4.159377855956633,0,0,0,1,2,7
"('55.601299', '37.597971')",2.398029793187263,0,0,1,0,4,2
"('55.581578', '37.581606')",2.742662267252305,0,0,1,0,3,2
"('55.568914', '37.590543')",2.84957661274101,0,0,1,1,1,4
"('55.582418', '37.5814')",2.7409003225977773,0,0,1,0,3,2
"('55.776537', '37.540928')",2.06475687728929,0,0,1,2,4,8
"('55.53399', '37.51512')",3.8557687025450464,0,0,0,1,1,1
"('55.847442', '37.564967')",2.1590598983108924,0,0,1,1,4,4
"('55.806287', '37.417994')",2.6656452577148455,0,0,1,0,3,4
"('55.642822', '37.60628')",4.728634244644196,0,0,0,1,2,8
"('55.809196', '37.574066')",0.7515229537573239,0,1,1,1,4,8
"('55.61117', '37.52794')",6.705625782522325,0,0,0,0,3,3
"('55.4866118', '36.9185187')",71.99819126547352,0,0,0,0,0,0
"('55.536166', '37.159387')",25.95281802891624,0,0,0,0,0,0
"('55.487709', '36.9149866')",72.39326577933626,0,0,0,0,0,0
"('55.4833037', '36.9148754')",72.39308918187966,0,0,0,0,0,0
"('55.4999698', '36.9183258')",72.06906726214466,0,0,0,0,0,0
"('55.545416', '37.154742')",25.42714978574907,0,0,0,0,0,0
"('55.5422995', '37.151866')",25.799600763356654,0,0,0,0,0,0
"('55.5444083', '37.1538739')",25.54472355612275,0,0,0,0,0,0
"('55.495129', '36.916608')",72.23933953712562,0,0,0,0,0,0
"('55.753007', '37.59303')",5.623433834463198,0,0,0,0,7,7
"('55.752141', '37.592411')",5.712098049923189,0,0,0,0,7,7
"('55.746243', '37.600711')",5.766577370999431,0,0,0,0,7,6
"('55.7261873', '37.5635277')",5.355299641866743,0,0,0,0,7,6
"('55.762145', '37.606227')",4.863395398223464,0,0,0,2,5,9
"('55.748376', '37.599256')",5.938454357346996,0,0,0,0,7,6
"('55.753058', '37.58579')",5.331961340599331,0,0,0,0,7,7
"('55.748939', '37.599247')",5.963100451791093,0,0,0,0,7,7
"('55.748321', '37.592482')",5.941954534769759,0,0,0,0,7,6
"('55.747267', '37.593381')",6.046916416801999,0,0,0,0,7,6
"('55.75092', '37.593695')",5.8595115419252615,0,0,0,0,7,7
"('55.753197', '37.584145')",5.231742984077656,0,0,0,0,8,6
"('55.749871', '37.59356')",5.924710372855255,0,0,0,0,7,7
"('55.750084', '37.584955')",5.4323597538333495,0,0,0,0,8,6
"('55.599153', '37.365811')",12.724930366122102,0,0,0,0,0,2
"('55.599819', '37.35636')",12.900956969239276,0,0,0,0,0,2
"('55.6178', '37.264445')",14.87936856853322,0,0,0,0,0,1
"('55.491177', '37.311867')",28.443385010267853,0,0,0,0,0,0
"('55.621374', '37.30574')",12.717633591788132,0,0,0,0,0,2
"('55.598817', '37.360196')",12.900659892657766,0,0,0,0,0,2
"('55.626101', '37.311274')",12.09598120370357,0,0,0,0,0,2
"('55.589096', '37.171143')",21.471186853415706,0,0,0,0,0,0
"('55.6238395', '37.3049863')",12.552356378573263,0,0,0,0,0,2
"('55.623697', '37.30539')",12.545980715276778,0,0,0,0,0,2
"('55.626082', '37.310203')",12.144295801319457,0,0,0,0,0,2
"('55.599396', '37.202255')",19.215554914270363,0,0,0,0,0,0
"('55.624261', '37.309585')",12.317654082805419,0,0,0,0,0,2
"('55.489014', '37.312576')",28.34674101857883,0,0,0,0,0,0
"('55.624967', '37.30654')",12.394170131295356,0,0,0,0,0,2
"('55.601416', '37.363466')",12.552374760527583,0,0,0,0,0,2
"('55.588412', '37.164133')",21.871504116570872,0,0,0,0,0,0
"('55.860337', '37.667061')",3.8304541963786076,0,0,0,1,6,6
"('55.604712', '37.240253')",16.985374558530726,0,0,0,0,0,0
"('55.616554', '37.264642')",14.960432915874952,0,0,0,0,0,1
"('55.603212', '37.358372')",12.505423546241818,0,0,0,0,0,2
"('55.612263', '37.306055')",13.461136245483281,0,0,0,0,0,2
"('55.6222077', '37.3069577')",12.597469408427997,0,0,0,0,0,2
"('55.4488835', '37.2497875')",35.206014649535476,0,0,0,0,0,0
"('55.609097', '37.305515')",13.753581728384397,0,0,0,0,0,2
"('55.588533', '37.171806')",21.475454590605004,0,0,0,0,0,0
"('55.8608539', '37.6672562')",3.8019563623308485,0,0,0,1,6,6
"('55.601956', '37.359989')",12.588309142948296,0,0,0,0,0,2
"('55.588973', '37.166081')",21.735555315372714,0,0,0,0,0,0
"('55.61408', '37.301067')",13.514990880966272,0,0,0,0,0,2
"('55.605093', '37.366394')",12.103328715999378,0,0,0,0,0,2
"('55.60477', '37.36249')",12.237760307389594,0,0,0,0,0,2
"('55.587345', '37.165618')",21.86693797455837,0,0,0,0,0,0
"('55.587969', '37.167962')",21.706947304468247,0,0,0,0,0,0
"('55.86071', '37.670967')",3.9912842626990055,0,0,0,1,6,6
"('55.593527', '37.364463')",13.336135319099492,0,0,0,0,0,2
"('55.602861', '37.35769')",12.559273775949624,0,0,0,0,0,2
"('55.56925', '37.286426')",18.044080358162066,0,0,0,0,0,0
"('55.604387', '37.369907')",12.087680425356488,0,0,0,0,0,2
"('55.5525815', '37.334048')",15.472002471600288,0,0,0,0,0,0
"('55.601788', '37.374353')",12.251364863389268,0,0,0,0,0,2
"('55.644521', '37.339885')",9.36941794792663,0,0,0,0,2,0
"('55.798473', '37.53276')",2.8636384929679806,0,0,1,2,3,9
"('55.792832', '37.51414')",2.2289777656509764,0,0,1,1,4,8
"('55.812595', '37.53138')",3.1078051320461255,0,0,0,4,2,10
"('55.799345', '37.523968')",3.081451872565752,0,0,0,3,2,10
"('55.8108538', '37.5331014')",2.942146147886907,0,0,1,2,4,8
"('55.80822', '37.532008')",2.933302308824693,0,0,1,2,3,9
"('55.793864', '37.541001')",2.511012629118991,0,0,1,2,3,9
"('55.805746', '37.557385')",1.3208049003417968,0,0,2,1,4,8
"('55.804901', '37.509289')",3.545813306013712,0,0,0,2,3,8
"('55.808144', '37.539527')",2.471846968836399,0,0,1,2,4,8
"('55.808758', '37.53307')",2.881407909642548,0,0,1,2,4,8
"('55.806454', '37.521873')",3.5294552457477066,0,0,0,3,2,9
"('55.806362', '37.52286')",3.4667983296847766,0,0,0,3,2,10
"('55.809147', '37.533436')",2.8694653496517843,0,0,1,2,4,8
"('55.793313', '37.540533')",2.5626274510639444,0,0,1,2,3,9
"('55.794606', '37.542816')",2.37397884083009,0,0,1,2,3,9
"('55.811128', '37.514688')",4.0637304006004795,0,0,0,3,2,8
"('55.79935', '37.518166')",2.9882623200747624,0,0,1,2,3,9
"('55.7952659', '37.5260396')",2.7037819759835564,0,0,1,2,3,9
"('55.793622', '37.545086')",2.2897986483644464,0,0,1,2,2,10
"('55.7907663', '37.5244215')",2.207302083596081,0,0,1,2,3,9
"('55.798961', '37.537092')",2.586698576133461,0,0,1,2,3,9
"('55.80278', '37.536285')",2.6020314138851046,0,0,1,2,3,9
"('55.797751', '37.532466')",2.8962985491908544,0,0,1,2,3,9
"('55.798136', '37.545276')",2.1028285323009466,0,0,2,1,3,9
"('55.8054', '37.538773')",2.463286186847178,0,0,1,2,3,9
"('55.806798', '37.516153')",3.7864411030142326,0,0,0,3,2,9
"('55.801186', '37.50938')",3.1323081719878534,0,0,0,2,3,8
"('55.806736', '37.54014')",2.400952138822388,0,0,1,2,4,8
"('55.794166', '37.542219')",2.4275453522056805,0,0,1,2,3,9
"('55.804956', '37.512344')",3.559393731130938,0,0,0,3,2,9
"('55.802204', '37.53941')",2.406928600681507,0,0,1,2,3,9
"('55.79307', '37.541862')",2.4984767127121987,0,0,1,2,3,9
