coords,moscow_stations_closest_km,moscow_stations_less500m,moscow_stations_0.5-1km,moscow_stations_1-3km,moscow_stations_3-5km,moscow_stations_5-10km,moscow_stations_10-15km
"('55.682869', '37.9192')",1.406366061225268,0,0,3,9,20,48
"('55.689976', '37.72704')",0.3378936127508718,2,0,10,17,90,122
"('55.693226', '37.722082')",0.39487972655925274,2,0,9,18,104,111
"('55.671514', '37.723376')",0.41323070515531063,1,0,12,10,84,117
"('55.689686', '37.730858')",0.39349772853796905,2,0,10,18,86,121
"('55.69551', '37.746113')",0.7641057592340503,0,1,9,19,86,111
"('55.67957', '37.762246')",0.33330787654339683,2,0,8,9,76,102
"('55.686684', '37.72608')",0.7087758276794472,0,2,8,16,88,126
"('55.686684', '37.72608')",0.7087758276794472,0,2,8,16,88,126
"('55.689686', '37.730858')",0.39349772853796905,2,0,10,18,86,121
"('55.693226', '37.722082')",0.39487972655925274,2,0,9,18,104,111
"('55.925707', '37.544369')",0.48309711849063763,1,0,3,3,28,46
"('55.930453', '37.54506')",0.996884285542937,0,1,2,4,25,46
"('55.912315', '37.548115')",1.0316354405210928,0,0,4,4,33,53
"('55.932551', '37.551178')",1.2608249762376107,0,0,3,3,27,40
"('55.9203', '37.550217')",0.2701857478066871,1,0,4,4,31,50
"('55.920381', '37.553217')",0.43931555774153025,1,0,4,4,32,48
"('55.896843', '37.53005')",0.9468594877476821,0,1,3,14,35,67
"('55.892304', '37.535772')",0.9035550454126248,0,1,3,15,39,75
"('55.88331', '37.538162')",0.5921545823150193,0,1,6,15,45,87
"('55.867996', '37.533616')",0.7861464322942237,0,2,7,17,54,104
"('55.930453', '37.54506')",0.996884285542937,0,1,2,4,25,46
"('55.913565', '37.553972')",1.003010114099574,0,0,4,4,32,54
"('55.831423', '37.351716')",1.1491318935579597,0,0,7,2,28,61
"('55.843876', '37.445347')",0.6647534802441191,0,1,5,14,48,107
"('55.848026', '37.427776')",0.8247947139848435,0,1,3,15,39,96
"('55.739721', '37.659874')",0.26648789553762575,2,2,19,46,122,137
"('55.741151', '37.672046')",0.8229798522168539,0,2,15,46,120,137
"('55.742032', '37.664285')",0.5372872125864175,0,3,17,46,121,136
"('55.747322', '37.66203')",0.7739891407006373,0,4,22,47,117,139
"('55.736235', '37.671849')",0.6017155590996736,0,2,16,45,121,136
"('55.735348', '37.659272')",0.5112966575181366,0,5,16,48,120,140
"('55.740289', '37.658796')",0.1804277050549408,3,1,21,43,126,133
"('55.74894', '37.655148')",0.7374433254884358,0,4,27,42,125,130
"('55.733253', '37.644592')",0.5387386010481606,0,1,24,34,137,127
"('55.781109', '37.641584')",0.526223884853927,0,2,31,38,125,126
"('55.8239989', '37.754714')",1.7348025188563243,0,0,3,7,57,110
"('55.7411641', '37.6230759')",0.1671833481902266,2,1,35,30,143,118
"('55.740249', '37.650846')",0.2855877010051117,3,0,32,30,145,116
"('55.737137', '37.651322')",0.4992786725811511,2,1,21,42,128,135
"('55.739676', '37.669639')",0.8624297139608988,0,4,14,48,116,143
"('55.7811995', '37.6439518')",0.6711978759737741,0,2,29,39,124,125
"('55.812303', '37.599757')",0.22141135635974812,1,1,15,23,130,93
"('55.801556', '37.609344')",0.9718020836728715,0,3,18,34,122,118
"('55.8053565', '37.6170284')",1.25977625102049,0,0,19,30,125,108
"('55.803738', '37.61088')",1.1635415296952893,0,0,21,28,129,106
"('55.792007', '37.615785')",0.19265597810799012,3,0,23,40,125,118
"('55.8049325', '37.6134014')",1.1482390991370672,0,0,21,27,128,106
"('55.805084', '37.618004')",1.2700751071516472,0,0,19,30,124,109
"('55.779778', '37.63897')",0.3347639029629702,1,2,33,35,128,125
"('55.77647', '37.59887')",0.37980360332004237,1,2,34,32,141,114
"('55.658129', '37.752975')",0.29706050976286985,1,0,8,9,64,101
"('55.652623', '37.718687')",0.9846187238715811,0,1,6,19,56,119
"('55.662364', '37.779098')",1.9281201080600063,0,0,4,8,56,95
"('55.65498', '37.760494')",0.8721005586208151,0,1,7,10,57,99
"('55.652319', '37.773412')",1.7318237336024704,0,0,6,7,52,80
"('55.663486', '37.76536')",1.1864200787516526,0,0,5,10,60,103
"('55.658642', '37.762929')",0.9137400044207663,0,1,6,8,57,101
"('55.633419', '37.801134')",2.2331037620411864,0,0,1,6,39,58
"('55.651765', '37.769936')",1.5657601141175703,0,0,6,7,53,81
"('55.663658', '37.748687')",0.5392477126398277,0,1,5,12,65,109
"('55.660785', '37.731919')",0.9417084880995454,0,1,6,11,66,114
"('55.664055', '37.753245')",0.6576489218993006,0,1,6,11,64,109
"('55.661796', '37.729592')",0.7937608004497734,0,1,7,10,72,108
"('55.660654', '37.749933')",0.225739420332484,1,0,6,10,64,109
"('55.662187', '37.746076')",0.40304797015568994,1,0,6,11,64,110
"('55.660516', '37.774373')",1.6447090987491189,0,0,4,9,55,98
"('55.661796', '37.729592')",0.7937608004497734,0,1,7,10,72,108
"('55.660654', '37.749933')",0.225739420332484,1,0,6,10,64,109
"('55.660008', '37.743332')",0.34631704350180514,1,0,7,9,64,109
"('55.660892', '37.747065')",0.2461514856243896,1,0,6,10,64,109
"('55.663568', '37.770537')",1.4893968238001434,0,0,5,10,58,99
"('55.641', '37.65718')",0.5481214584920768,0,1,6,13,63,125
"('55.698004', '37.474411')",0.60296039421934,0,3,6,18,75,126
"('55.698004', '37.474411')",0.60296039421934,0,3,6,18,75,126
"('55.712234', '37.489509')",0.912721126463858,0,1,10,21,91,126
"('55.712888', '37.489455')",0.9721808205529836,0,1,11,20,92,125
"('55.705067', '37.495518')",0.8456085771064217,0,2,9,21,92,131
"('55.71005', '37.47141')",0.8111545360629847,0,1,13,14,83,122
"('55.710423', '37.476017')",0.6501225029554117,0,1,13,14,85,123
"('55.704933', '37.469765')",0.7333044681503841,0,3,9,17,78,123
"('55.709596', '37.481603')",0.4633993155078241,1,0,11,17,90,119
"('55.712812', '37.485367')",0.8583819048786123,0,1,12,19,93,119
"('55.708035', '37.478962')",0.32736003666589186,1,0,11,15,85,122
"('55.718872', '37.499893')",0.5791310738722572,0,2,8,29,91,142
"('55.721027', '37.456505')",0.7167879439698052,0,1,11,13,77,128
"('55.719318', '37.445779')",0.5958598070362751,0,1,8,17,65,130
"('55.695487', '37.485702')",0.7458130705823155,0,3,7,17,82,123
"('55.783817', '37.533867')",0.3121027777966143,1,0,15,31,120,116
"('55.731518', '37.458614')",0.7154346495590282,0,4,8,17,79,128
"('55.72274', '37.46025')",0.9971717379628874,0,1,12,12,82,126
"('55.76739', '37.586094')",0.6886078286426517,0,3,26,45,125,137
"('55.764992', '37.593722')",0.5581649442285719,0,5,25,51,118,143
"('55.77647', '37.59887')",0.37980360332004237,1,2,34,32,141,114
"('55.762824', '37.591728')",0.696025092053209,0,5,26,49,120,141
"('55.7647383', '37.5928068')",0.6031163105543945,0,5,24,52,116,145
"('55.765235', '37.598295')",0.35316256910832305,2,2,28,46,123,139
"('55.7630905', '37.5930036')",0.7295776865210788,0,4,26,50,120,141
"('55.763913', '37.595465')",0.5539787007703764,0,5,25,50,119,144
"('55.765711', '37.592626')",0.5081048976693714,0,5,24,52,116,145
"('55.767058', '37.591602')",0.42040779097211195,1,3,29,47,123,138
"('55.762824', '37.591728')",0.696025092053209,0,5,26,49,120,141
"('55.774092', '37.594683')",0.48628168101071245,1,4,29,42,130,128
"('55.7755221', '37.5984969')",0.48645053877925587,1,2,32,33,142,113
"('55.773241', '37.603657')",0.6046418288900998,0,5,32,37,136,123
"('55.767621', '37.5994921')",0.3196763604230596,3,1,29,43,127,135
"('55.773241', '37.603657')",0.6046418288900998,0,5,32,37,136,123
"('55.774527', '37.592195')",0.5822139029010083,0,5,30,41,130,128
"('55.764734', '37.594414')",0.5758446149479318,0,5,25,51,118,145
"('55.882183', '37.706505')",2.888634635151698,0,0,2,1,31,80
"('55.878091', '37.716252')",3.3535716222238063,0,0,0,3,24,88
"('55.8709917', '37.6883546')",1.5037759710722234,0,0,3,3,49,92
"('55.87263', '37.634216')",1.8987657530827053,0,0,5,11,45,110
"('55.869026', '37.646236')",1.1475896899998124,0,0,5,5,51,105
"('55.875683', '37.72626')",3.9163834332266942,0,0,0,2,23,88
"('55.866783', '37.66743')",0.4710716752432385,1,0,3,6,53,98
"('55.874157', '37.694028')",1.8991371744834982,0,0,2,4,38,91
"('55.8709917', '37.6883546')",1.5037759710722234,0,0,3,3,49,92
"('55.868797', '37.63719')",1.7120752428205768,0,0,6,11,49,109
"('55.867035', '37.638485')",1.5819693957223064,0,0,6,11,51,108
"('55.869243', '37.712731')",3.0333136859382397,0,0,0,5,40,91
"('55.874294', '37.647846')",1.1097721236977387,0,0,4,6,45,103
"('55.751366', '37.53652')",0.2287558686556153,5,0,20,33,125,125
"('55.754735', '37.546354')",0.5517996046975837,0,4,16,42,119,136
"('55.7476382', '37.5349718')",0.13073170727008057,3,4,13,38,115,136
"('55.754735', '37.546354')",0.5517996046975837,0,4,16,42,119,136
"('55.7839099', '37.595828')",0.2974431956494509,1,1,24,40,127,127
"('55.789213', '37.599669')",0.8038745939029885,0,3,21,39,123,125
"('55.787376', '37.600388')",0.6037543773608331,0,2,22,42,122,130
"('55.787376', '37.600388')",0.6037543773608331,0,2,22,42,122,130
"('55.777353', '37.575648')",0.4054212845081429,2,0,19,50,114,139
"('55.7839099', '37.595828')",0.2974431956494509,1,1,24,40,127,127
"('55.779251', '37.597962')",0.21018944984844956,2,0,33,34,138,117
"('55.782856', '37.59232')",0.43847655229029603,1,3,23,42,123,132
"('55.7850895', '37.5890829')",0.7187690965751422,0,4,18,45,117,138
"('55.780796', '37.612551')",0.7212454853183946,0,2,31,36,130,127
"('55.789213', '37.599669')",0.8038745939029885,0,3,21,39,123,125
"('55.78612', '37.598778')",0.45938836414550505,1,1,22,40,125,129
"('55.781834', '37.61183')",0.708563330972991,0,2,29,38,128,128
"('55.790863', '37.603514')",0.8559356474353541,0,3,23,38,126,120
"('55.78795', '37.592106')",0.7470002141318349,0,3,20,42,120,130
"('55.786996', '37.594414')",0.6304641337508916,0,4,20,42,120,131
"('55.77676', '37.575738')",0.40675071424411546,2,0,19,50,113,140
"('55.787832', '37.598771')",0.6498487848256937,0,2,22,40,124,123
"('55.776791', '37.606011')",0.4329049570634096,1,2,35,30,142,117
"('55.781834', '37.61183')",0.708563330972991,0,2,29,38,128,128
"('55.77437', '37.60461')",0.619879428766122,0,5,33,32,140,119
"('55.78724', '37.59604')",0.6151011238935854,0,4,20,41,122,128
"('55.72833', '37.520752')",0.8538781957598872,0,1,16,25,120,124
"('55.713126', '37.513071')",0.7010657325493904,0,1,7,33,97,135
"('55.67028', '37.498231')",0.8043187061018294,0,2,5,16,72,123
"('55.712244', '37.488341')",0.8747815856434392,0,1,11,20,92,124
"('55.712234', '37.489509')",0.912721126463858,0,1,10,21,91,126
"('55.72833', '37.520752')",0.8538781957598872,0,1,16,25,120,124
"('55.707963', '37.508544')",0.48324197231328364,1,0,10,26,99,136
"('55.716038', '37.503998')",0.9610395614766376,0,2,6,32,92,142
"('55.711108', '37.504708')",0.8441606630172221,0,1,11,23,99,133
"('55.718669', '37.511221')",1.0242115217552654,0,0,11,28,104,132
"('55.719313', '37.478019')",1.2218971414154252,0,0,14,14,95,118
"('55.712196', '37.49926')",1.2010872309466472,0,0,11,22,98,129
"('55.715601', '37.516413')",0.9511801078914803,0,1,11,28,103,131
"('55.72746', '37.479977')",0.6113656260459427,0,1,11,22,94,125
"('55.849211', '37.407403')",1.8660666433390192,0,0,5,7,35,85
"('55.849211', '37.407403')",1.8660666433390192,0,0,5,7,35,85
"('55.84629', '37.40327')",1.4890477827861524,0,0,6,6,37,84
"('55.840103', '37.413358')",1.1893521903411803,0,0,7,10,39,94
"('55.843567', '37.35433')",0.5154563759233232,0,1,4,4,24,64
"('55.842766', '37.371513')",0.7438927595887095,0,1,5,7,28,71
"('55.860524', '37.410394')",1.6566836364909725,0,0,2,13,27,85
"('55.841736', '37.359504')",0.49741522828332313,1,0,6,2,30,59
"('55.837456', '37.405605')",0.6357909204782181,0,1,6,8,41,87
"('55.852137', '37.354582')",0.19053267693985015,1,1,2,5,25,58
"('55.661308', '37.322224')",1.7520113029627502,0,0,4,7,20,44
"('55.61502', '37.202885')",1.3155719615019357,0,0,3,0,13,12
"('55.633739', '37.324183')",0.5628236802908235,0,1,3,7,18,42
"('55.634639', '37.328899')",0.3500070908268795,1,0,6,4,21,40
"('55.637581', '37.333399')",0.5780598439051529,0,1,5,5,21,42
"('55.63407', '37.320023')",0.8259255419179236,0,1,3,8,17,39
"('55.639065', '37.326078')",0.8543148822332153,0,1,5,7,18,44
"('55.626579', '37.313502')",0.9887634308621053,0,1,5,3,20,32
"('55.637754', '37.321461')",0.930211679650735,0,1,4,7,18,41
"('55.6498464', '37.3145953')",0.41666208487513057,1,0,5,5,20,40
"('55.638978', '37.324524')",0.898896320150519,0,2,3,9,16,45
"('55.63407', '37.320023')",0.8259255419179236,0,1,3,8,17,39
"('55.602963', '37.360304')",3.0126441075328865,0,0,0,9,15,46
"('55.635899', '37.329788')",0.4332941678484643,1,0,6,4,21,41
"('55.637581', '37.333399')",0.5780598439051529,0,1,5,5,21,42
"('55.63973', '37.32668')",0.9025241300758018,0,1,5,7,18,44
"('55.5513855', '37.3346711')",6.872664194017533,0,0,0,0,10,26
"('55.624637', '37.313295')",0.9608441025743276,0,1,4,4,19,33
"('55.64269', '37.3577113')",0.510975206401955,0,2,5,6,27,41
"('55.655975', '37.38569')",0.16959976393576517,1,1,6,6,40,58
"('55.6393405', '37.3085458')",0.8563708380663388,0,1,3,7,17,38
"('55.634639', '37.328899')",0.3500070908268795,1,0,6,4,21,40
"('55.637073', '37.329869')",0.5520463108144182,0,1,5,6,19,44
"('55.636687', '37.315415')",1.0495491923588856,0,0,4,7,18,38
"('55.651018', '37.343362')",0.8721577332869608,0,1,5,7,25,45
"('55.649093', '37.343263')",1.0285748430062844,0,0,6,6,25,43
"('55.636646', '37.331216')",0.4831408068342772,1,0,6,4,22,41
"('55.637581', '37.319772')",0.996093922585464,0,1,4,7,18,41
"('55.637581', '37.319772')",0.996093922585464,0,1,4,7,18,41
"('55.649093', '37.343263')",1.0285748430062844,0,0,6,6,25,43
"('55.6336943', '37.3312393')",0.1744345869634705,1,0,6,4,21,40
"('55.650409', '37.343362')",0.9176908327575948,0,1,5,7,25,45
"('55.633409', '37.321524')",0.7190247184605788,0,1,3,8,17,42
"('55.634639', '37.328899')",0.3500070908268795,1,0,6,4,21,40
"('55.643678', '37.338313')",1.1655484491245793,0,0,5,5,23,43
"('55.63657', '37.321461')",0.8517816874148451,0,1,4,7,18,41
"('55.69243', '37.49232')",0.6125895764618986,0,3,8,15,88,123
"('55.688558', '37.468398')",0.9853668106612223,0,2,9,14,69,125
"('55.695487', '37.485702')",0.7458130705823155,0,3,7,17,82,123
"('55.69008', '37.492006')",0.46309546943323227,2,1,11,12,88,121
"('55.688558', '37.468398')",0.9853668106612223,0,2,9,14,69,125
"('55.689065', '37.471381')",0.8570475556390217,0,4,7,16,68,129
"('55.699393', '37.468928')",0.3512510433271108,2,0,8,15,78,119
"('55.6988776', '37.4683463')",0.2854152700942702,2,0,8,15,78,119
"('55.694214', '37.487469')",0.6224518892540191,0,3,8,16,83,125
"('55.688453', '37.469392')",0.9824013166826451,0,2,9,14,70,124
"('55.692993', '37.501205')",0.5458109769213518,0,1,10,16,88,128
"('55.69243', '37.49232')",0.6125895764618986,0,3,8,15,88,123
"('55.692648', '37.496704')",0.57567198575743,0,3,7,18,86,128
"('55.6979', '37.49557')",0.19974250886843137,1,0,12,17,86,127
"('55.682011', '37.495923')",0.8164976075750751,0,2,10,15,77,126
"('55.69639', '37.494827')",0.2847070640676265,1,0,10,17,87,125
"('55.6911051', '37.4940774')",0.6259232536918976,0,3,9,15,88,121
"('55.68659', '37.485134')",0.2461971653279834,2,0,13,10,80,120
"('55.687832', '37.494656')",0.6167929293278434,0,2,11,14,81,129
"('55.69319', '37.503651')",0.5891321953683295,0,1,10,17,88,128
"('55.687817', '37.493093')",0.520634149575299,0,2,11,14,81,128
"('55.688558', '37.468398')",0.9853668106612223,0,2,9,14,69,125
"('55.6951902', '37.487787')",0.7327315809150856,0,3,8,16,84,122
"('55.695487', '37.485702')",0.7458130705823155,0,3,7,17,82,123
"('55.679432', '37.46964')",1.2387735427343736,0,0,11,8,75,110
"('55.685158', '37.480516')",0.4939208605571987,2,0,11,13,72,127
"('55.769909', '37.484217')",0.39199833702236125,1,1,10,25,106,120
"('55.770142', '37.47368')",0.30510111399340234,1,1,7,28,91,128
"('55.773044', '37.46494')",0.93997921736139,0,1,6,21,91,119
"('55.76919', '37.472675')",0.34403975894962036,1,1,6,26,92,126
"('55.770142', '37.47368')",0.30510111399340234,1,1,7,28,91,128
"('55.769974', '37.48298')",0.3193615475539081,1,1,10,26,105,121
"('55.775692', '37.464268')",1.1415688511857611,0,0,6,20,90,120
"('55.77271', '37.463942')",0.9797071487736121,0,1,5,22,89,120
"('55.769043', '37.470842')",0.4588273496625218,1,1,5,27,91,127
"('55.77393', '37.47039')",0.7282583898816437,0,2,5,24,90,125
"('55.77474', '37.469368')",0.8382916287054178,0,2,4,23,91,124
"('55.777758', '37.457987')",1.5929965887957114,0,0,4,21,81,125
"('55.80244', '37.41213')",0.6292080320323088,0,1,2,9,55,106
"('55.770664', '37.472791')",0.38052480563030855,1,1,7,28,88,131
"('55.781337', '37.451267')",2.1708303057521636,0,0,4,15,78,121
"('55.773768', '37.469009')",0.7766063583161387,0,1,6,23,91,125
"('55.770375', '37.489859')",0.6643748450612893,0,2,8,28,106,122
"('55.785078', '37.464886')",1.6416443276316712,0,0,8,16,98,104
"('55.785078', '37.464886')",1.6416443276316712,0,0,8,16,98,104
"('55.775646', '37.459505')",1.380558159839414,0,0,5,20,84,123
"('55.775646', '37.459505')",1.380558159839414,0,0,5,20,84,123
"('55.781337', '37.451267')",2.1708303057521636,0,0,4,15,78,121
"('55.7895917', '37.4757329')",1.1890863955325448,0,0,10,16,104,104
"('55.738728', '37.491521')",0.48980550516850985,1,1,14,24,101,130
"('55.932412', '37.387076')",0.9975045376680286,0,1,1,2,17,34
"('55.901697', '37.388313')",2.545165355389584,0,0,1,2,25,41
"('55.894672', '37.390335')",3.337310172025164,0,0,0,4,25,45
"('55.900749', '37.395931')",2.7730389685700945,0,0,1,3,26,41
"('55.892718', '37.400557')",3.151338009798487,0,0,0,4,32,44
"('55.883176', '37.387442')",3.9292460311063087,0,0,0,5,30,48
"('55.892718', '37.400557')",3.151338009798487,0,0,0,4,32,44
"('55.8869013', '37.3890556')",3.9555149753517176,0,0,0,6,28,49
"('55.88972', '37.398985')",3.2863122826414273,0,0,0,5,32,46
"('55.892718', '37.400557')",3.151338009798487,0,0,0,4,32,44
"('55.73186', '37.40628')",0.913034515895952,0,2,5,7,59,106
"('55.735245', '37.414238')",0.688050373332126,0,2,4,9,62,111
"('55.739433', '37.417545')",0.24751306928204364,1,0,7,6,67,114
"('55.740421', '37.39709')",1.1691354822658009,0,0,4,7,56,99
"('55.760414', '37.40652')",0.41048064887925373,1,0,2,9,58,119
"('55.7383822', '37.4025433')",0.8867854487569959,0,1,5,6,62,100
"('55.728819', '37.409451')",0.5701498306565342,0,2,4,10,56,111
"('55.735676', '37.41581')",0.6346140588108021,0,2,4,9,63,111
"('55.7367235', '37.4186826')",0.5523055010325131,0,1,6,8,67,114
"('55.732124', '37.427723')",0.8477196455137413,0,1,8,11,64,125
"('55.742438', '37.429869')",0.9023060457976657,0,1,8,9,72,122
"('55.755738', '37.403324')",0.32634209579720813,1,0,2,9,57,116
"('55.743512', '37.422099')",0.47100047545953644,1,0,8,7,69,118
"('55.761766', '37.40866')",0.5492004462567143,0,1,1,10,62,115
"('55.736164', '37.407654')",0.7664296261265633,0,1,5,8,62,106
"('55.738243', '37.418415')",0.39020941638333195,1,0,7,7,65,116
"('55.733208', '37.4052')",1.0605551059641565,0,0,7,5,60,104
"('55.72926', '37.421713')",0.3550773807208457,1,0,7,12,59,116
"('55.737948', '37.416314')",0.3839845517900903,1,0,7,6,67,109
"('55.745351', '37.685674')",0.16874733189073843,3,0,16,46,113,136
"('55.745351', '37.685674')",0.16874733189073843,3,0,16,46,113,136
"('55.743147', '37.683769')",0.39903034719727665,3,0,19,42,119,133
"('55.738971', '37.685512')",0.7646961648014072,0,3,16,42,117,132
"('55.738323', '37.687704')",0.8173102335561789,0,1,20,34,122,127
"('55.740013', '37.68765')",0.6296250045102771,0,3,20,37,119,130
"('55.740013', '37.68765')",0.6296250045102771,0,3,20,37,119,130
"('55.73961', '37.688944')",0.6743359653217404,0,3,18,36,119,130
"('55.742103', '37.68897')",0.3977730166013571,1,2,21,36,124,127
"('55.747966', '37.687102')",0.26807318435667127,3,0,18,44,116,131
"('55.7453', '37.70232')",0.8810020299739862,0,1,18,30,115,126
"('55.743988', '37.686545')",0.21614798348742498,1,2,17,44,115,135
"('55.748356', '37.571545')",0.7463043398855393,0,2,23,42,127,131
"('55.744064', '37.67378')",0.5111003925819554,0,3,14,48,115,140
"('55.635371', '37.671849')",0.9878189342620821,0,1,6,13,54,113
"('55.870445', '37.53747')",0.7431271761704827,0,1,8,16,55,101
"('55.867869', '37.526941')",0.6296826050568476,0,1,7,15,57,100
"('55.8539585', '37.5058702')",1.5803461741689038,0,0,7,19,64,106
"('55.843363', '37.489143')",0.4987607372924537,1,0,6,18,68,102
"('55.880945', '37.54118')",0.29008600726783884,1,0,7,15,45,93
"('55.78685', '37.614509')",0.7723721578478616,0,3,25,39,126,124
"('55.856124', '37.555723')",0.38325262197185805,3,0,13,10,75,103
"('55.857158', '37.627687')",1.5355662518473672,0,0,5,19,64,111
"('55.8738384', '37.5390459')",0.7846692899384552,0,2,8,15,53,99
"('55.866576', '37.532682')",0.6246986813968495,0,2,7,17,55,103
"('55.8715345', '37.5395432')",0.7294296927002077,0,1,8,16,55,101
"('55.869359', '37.527633')",0.7984370365633875,0,1,8,16,53,103
"('55.868748', '37.535475')",0.7686324487244232,0,2,7,17,54,104
"('55.8768038', '37.5354543')",0.7133719551194304,0,1,9,12,53,92
"('55.86798', '37.528046')",0.6494321010355096,0,1,8,14,58,99
"('55.800003', '37.411564')",0.715230827624797,0,1,1,11,55,108
"('55.817603', '37.395239')",0.8961872520136113,0,1,6,6,39,90
"('55.803231', '37.347476')",1.3826466684892875,0,0,3,5,29,66
"('55.812332', '37.402201')",0.9465736176761279,0,1,6,7,50,98
"('55.806135', '37.421686')",1.2359594667963143,0,0,5,9,58,107
"('55.804283', '37.405848')",0.22169143429351754,1,0,3,8,51,101
"('55.803231', '37.347476')",1.3826466684892875,0,0,3,5,29,66
"('55.814988', '37.394098')",1.0840874737743775,0,0,7,4,45,84
"('55.808892', '37.404213')",0.5747746629294341,0,1,4,8,52,100
"('55.806408', '37.395832')",0.50220077860761,0,1,4,6,48,93
"('55.808852', '37.397099')",0.6505457533907275,0,1,4,6,48,93
"('55.817603', '37.395239')",0.8961872520136113,0,1,6,6,39,90
"('55.803231', '37.347476')",1.3826466684892875,0,0,3,5,29,66
"('55.817603', '37.395239')",0.8961872520136113,0,1,6,6,39,90
"('55.816915', '37.395293')",0.9545592470479509,0,1,6,6,40,89
"('55.67269', '37.620266')",0.6216839915183325,0,1,10,14,108,125
"('55.68057', '37.651512')",0.844083898624667,0,1,9,14,115,121
"('55.66965', '37.611482')",0.37501079646768815,1,1,10,15,100,132
"('55.66965', '37.611482')",0.37501079646768815,1,1,10,15,100,132
"('55.669518', '37.628882')",1.224676391763788,0,0,11,14,100,131
"('55.67868', '37.652912')",0.6941277963577287,0,1,8,16,104,129
"('55.68128', '37.646363')",1.1732490016644503,0,0,11,14,114,124
"('55.673519', '37.596435')",0.8806496602966898,0,1,11,15,106,132
"('55.669554', '37.588871')",1.3052399609973164,0,0,12,14,92,140
"('55.673179', '37.597396')",0.8183593679248018,0,1,11,15,105,133
"('55.672935', '37.51761')",0.4502568481179322,1,2,9,15,80,130
"('55.783524', '37.467096')",1.4253180435842054,0,0,8,16,100,108
"('55.78282', '37.473465')",1.0767054214943648,0,0,8,20,100,112
"('55.775211', '37.484478')",0.06567134644049812,1,1,8,27,104,120
"('55.782775', '37.47881')",0.8805476506267431,0,1,8,20,104,109
"('55.782972', '37.475701')",1.0008763082656673,0,0,9,19,102,110
"('55.7807015', '37.468725')",1.1672756088629108,0,0,7,22,91,119
"('55.7807015', '37.468725')",1.1672756088629108,0,0,7,22,91,119
"('55.77636', '37.496569')",0.6753500113336716,0,2,10,28,114,111
"('55.7799454', '37.4858997')",0.47585728539219596,1,0,9,23,108,114
"('55.785215', '37.456136')",2.10219761874142,0,0,5,16,83,116
"('55.786774', '37.46856')",1.6106688593449268,0,0,8,16,99,106
"('55.778674', '37.476258')",0.6447476140591477,0,1,8,20,97,117
"('55.7807015', '37.468725')",1.1672756088629108,0,0,7,22,91,119
"('55.785073', '37.459774')",1.899794570896652,0,0,7,14,88,112
"('55.793677', '37.455732')",1.8128016614615101,0,0,6,14,84,108
"('55.784267', '37.468452')",1.4134493155075352,0,0,8,19,97,112
"('55.785053', '37.471911')",1.3292612727635846,0,0,8,18,100,110
"('55.781927', '37.46363')",1.5136753462872545,0,0,7,17,92,113
"('55.781927', '37.46363')",1.5136753462872545,0,0,7,17,92,113
"('55.774325', '37.470545')",0.7553292595059122,0,2,6,22,92,123
"('55.780213', '37.471623')",0.982299792027517,0,1,7,21,94,119
"('55.773201', '37.463484')",1.029192227727876,0,0,6,21,89,120
"('55.781443', '37.481567')",0.676476290951588,0,1,8,21,108,108
"('55.7847649', '37.4665621')",1.5388515828231295,0,0,8,17,99,109
"('55.771864', '37.492689')",0.6408456428590822,0,2,8,28,107,120
"('55.781927', '37.46363')",1.5136753462872545,0,0,7,17,92,113
"('55.780846', '37.449147')",2.2433907168194738,0,0,3,15,75,123
"('55.781701', '37.485996')",0.6709873077494098,0,1,8,26,106,113
"('55.78035', '37.450027')",2.1663487269581068,0,0,3,15,76,123
"('55.78115', '37.453594')",2.045639416370575,0,0,4,15,80,120
"('55.780712', '37.472054')",0.9894171804973257,0,1,7,21,94,119
"('55.672255', '37.577238')",1.1010641263620224,0,0,12,13,102,132
"('55.657795', '37.597286')",0.5599335826204102,0,3,4,18,77,137
"('55.669752', '37.592402')",1.1532525458335312,0,0,12,13,99,133
"('55.672255', '37.577238')",1.1010641263620224,0,0,12,13,102,132
"('55.712426', '37.392706')",1.1602414547088016,0,0,3,8,48,94
"('55.71408', '37.3954')",1.1443653384769426,0,0,3,9,49,99
"('55.719994', '37.391106')",0.659356283871506,0,1,3,6,50,96
"('55.715973', '37.389553')",0.8920260863128632,0,1,2,7,48,92
"('55.714024', '37.396407')",1.1415944836251153,0,0,3,10,48,102
"('55.72834', '37.720438')",0.5652420171017677,0,3,11,32,110,118
"('55.72834', '37.720438')",0.5652420171017677,0,3,11,32,110,118
"('55.729012', '37.7373')",0.5872644336004154,0,3,11,26,108,109
"('55.716742', '37.732018')",0.83849903286607,0,2,12,25,108,114
"('55.726041', '37.745654')",0.4347190756942917,1,0,13,25,102,113
"('55.728859', '37.739546')",0.7181864127801004,0,3,12,25,105,112
"('55.727474', '37.736286')",0.6501549405699226,0,2,13,24,111,109
"('55.726483', '37.747668')",0.29939209099800423,1,0,13,24,102,110
"('55.718542', '37.746768')",1.0245390790078508,0,0,14,21,105,106
"('55.724353', '37.74101')",0.774843305726536,0,1,13,25,102,113
"('55.7027648', '37.7817378')",1.1985992702473016,0,0,9,16,70,108
"('55.712071', '37.760827')",0.7486234391734509,0,1,14,18,90,105
"('55.726918', '37.737758')",0.7584050976005177,0,3,11,26,107,111
"('55.721727', '37.735131')",1.181521953059305,0,0,14,21,110,112
