coords,moscow_stations_closest_km,moscow_stations_less500m,moscow_stations_0.5-1km,moscow_stations_1-3km,moscow_stations_3-5km,moscow_stations_5-10km,moscow_stations_10-15km
"('55.612502', '37.577364')",1.586101597474087,0,0,6,13,44,83
"('55.58992', '37.64843')",1.7815388831707082,0,0,2,9,36,51
"('55.6592015', '37.6165642')",0.6749635041202704,0,2,8,15,85,138
"('55.6002', '37.508884')",1.6826700488009885,0,0,4,4,45,53
"('55.599082', '37.582861')",1.2031317068577139,0,0,7,7,45,62
"('55.599097', '37.510718')",1.6328487583944624,0,0,4,4,42,56
"('55.600638', '37.581244')",1.3480425072896263,0,0,8,6,45,63
"('55.59712', '37.58285')",1.1762902470746592,0,0,7,6,43,61
"('55.600638', '37.581244')",1.3480425072896263,0,0,8,6,45,63
"('55.61114', '37.544818')",0.9069179124870997,0,1,4,7,53,68
"('55.598375', '37.534281')",0.8709611594725089,0,1,3,9,42,57
"('55.596986', '37.541476')",0.9134175332195273,0,2,2,10,40,60
"('55.567906', '37.579924')",0.19631731289498291,2,0,7,7,27,46
"('55.671473', '37.592078')",1.1644887441213594,0,0,12,13,103,136
"('55.535473', '37.514967')",0.2849213885223406,1,0,4,3,18,24
"('55.631686', '37.472414')",1.5825284651191867,0,0,4,7,48,80
"('55.6223609', '37.5928588')",1.0198865417927383,0,0,4,16,49,100
"('55.592953', '37.548276')",0.9315665369692052,0,1,3,10,39,60
"('55.613926', '37.544342')",1.1040109374755114,0,0,5,8,53,72
"('55.600435', '37.545905')",0.4788599985117817,1,1,3,11,39,64
"('55.60279', '37.545069')",0.5096929305576263,0,3,0,14,37,69
"('55.59752', '37.534281')",0.9659775790634624,0,1,3,8,41,58
"('55.604025', '37.539473')",0.45186403556499655,1,1,3,10,43,64
"('55.609975', '37.54109')",0.6428150960912252,0,1,4,7,52,69
"('55.617195', '37.53561')",1.2340134697491187,0,0,6,7,55,79
"('55.603654', '37.534263')",0.2866616718992515,1,0,4,8,46,60
"('55.603883', '37.518362')",0.9817617264034599,0,1,3,4,49,55
"('55.604025', '37.539473')",0.45186403556499655,1,1,3,10,43,64
"('55.613794', '37.535682')",0.8595950887970837,0,1,4,7,53,72
"('55.61895', '37.540836')",1.4967618228440156,0,0,6,8,56,81
"('55.656097', '37.59639')",0.38221394418676574,1,2,5,17,77,134
"('55.601387', '37.50867')",1.6476067660133686,0,0,4,4,45,57
"('55.604025', '37.539473')",0.45186403556499655,1,1,3,10,43,64
"('55.614358', '37.549777')",1.3761376634226543,0,0,5,11,50,77
"('55.61895', '37.540836')",1.4967618228440156,0,0,6,8,56,81
"('55.605215', '37.54215')",0.5618925012766438,0,2,2,12,44,64
"('55.568349', '37.284378')",4.317958585680144,0,0,0,2,10,19
"('55.614235', '37.542454')",1.0627373567053113,0,0,5,9,52,73
"('55.610173', '37.533032')",0.4449415905950885,1,0,5,5,54,65
"('55.569499', '37.469764')",0.6785462412228969,0,1,2,3,24,45
"('55.67406', '37.530537')",0.7064139470154681,0,1,7,19,79,144
"('55.667397', '37.574436')",1.2899060858224978,0,0,10,15,93,133
"('55.646238', '37.736419')",0.5694026780803771,0,1,6,11,56,99
"('55.627426', '37.720886')",1.5225610784021903,0,0,10,4,44,85
"('55.64568', '37.739474')",0.4750171119912514,1,0,7,10,56,96
"('55.635762', '37.720861')",1.461160677250372,0,0,9,7,49,94
"('55.647498', '37.753973')",0.6639445615944146,0,1,5,10,55,90
"('55.635741', '37.719316')",1.5550568185846612,0,0,10,8,47,96
"('55.623265', '37.73173')",0.7693524411920276,0,1,7,7,40,82
"('55.62505', '37.73676')",0.572836314567185,0,2,6,7,40,85
"('55.637932', '37.699283')",0.6982207928966685,0,1,6,13,46,116
"('55.646462', '37.750083')",0.49435699109338604,1,0,6,9,55,92
"('55.644521', '37.750828')",0.6781424156495447,0,1,5,10,54,89
"('55.646828', '37.742744')",0.26849679172205176,1,0,7,11,55,96
"('55.626406', '37.745519')",0.5411347334885512,0,2,5,8,38,84
"('55.655117', '37.758186')",0.7402405418374957,0,1,7,10,57,102
"('55.652847', '37.749598')",0.5476343057593215,0,2,6,12,57,101
"('55.62624', '37.747917')",0.576891316588428,0,2,5,8,36,84
"('55.646238', '37.736419')",0.5694026780803771,0,1,6,11,56,99
"('55.63634', '37.792583')",1.7239209134281028,0,0,1,8,36,70
"('55.669939', '37.758768')",0.7628581467966389,0,2,5,12,67,106
"('55.508876', '37.343532')",9.741518809942036,0,0,0,0,2,16
"('55.632057', '37.754116')",0.680943796938442,0,2,4,11,35,88
"('55.644521', '37.750828')",0.6781424156495447,0,1,5,10,54,89
"('55.686832', '37.724813')",0.7132539462094007,0,2,8,17,87,127
"('55.67341', '37.8093')",3.0195154366445935,0,0,0,17,47,89
"('55.726583', '37.622064')",0.17145153632153284,2,1,19,42,126,140
"('55.716402', '37.6109705')",0.3322466393453006,1,0,14,31,134,128
"('55.76952', '37.601852')",0.3566847508902598,3,1,35,38,135,127
"('55.739732', '37.605508')",0.6248742393804204,0,3,25,43,135,126
"('55.740162', '37.604978')",0.5737106360794806,0,3,25,44,134,128
"('55.7407249', '37.6011633')",0.5439763182329272,0,2,26,38,144,118
"('55.6438807', '37.3571627')",0.6238102583500728,0,2,5,6,28,41
"('55.644227', '37.38878')",0.5511136413136174,0,1,6,7,35,64
"('55.640073', '37.365354')",0.7116866821924698,0,2,4,8,28,44
"('55.6396042', '37.366312')",0.7601416431583798,0,2,4,8,28,44
"('55.645151', '37.350063')",0.7892450670533273,0,1,6,5,25,45
"('55.643144', '37.38499')",0.7570133320502259,0,1,6,6,36,60
"('55.641796', '37.36662')",0.6194382420614297,0,2,4,8,28,46
"('55.638765', '37.358049')",0.2316773302050028,1,0,7,4,27,42
"('55.640909', '37.36157')",0.5251621061904526,0,2,5,6,28,42
"('55.6438807', '37.3571627')",0.6238102583500728,0,2,5,6,28,41
"('55.641244', '37.356172')",0.32524464854448504,1,0,7,4,27,41
"('55.63976', '37.362245')",0.5135535622341585,0,2,4,7,28,43
"('55.640909', '37.36157')",0.5251621061904526,0,2,5,6,28,42
"('55.634934', '37.34576')",0.67356642738949,0,2,3,7,18,47
"('55.641244', '37.356172')",0.32524464854448504,1,0,7,4,27,41
"('55.641244', '37.356172')",0.32524464854448504,1,0,7,4,27,41
"('55.639638', '37.397908')",1.1270252723603222,0,0,8,5,39,60
"('55.638088', '37.400121')",1.3411193598019109,0,0,8,5,39,59
"('55.6375', '37.363564')",0.5877416210357846,0,1,5,8,27,45
"('55.644704', '37.385861')",0.5810068607135016,0,1,6,6,36,59
"('55.624714', '37.376059')",2.053492445226267,0,0,4,9,26,54
"('55.643053', '37.391107')",0.6621116452360966,0,1,6,7,36,60
"('55.638912', '37.36164')",0.4582303374445269,1,0,6,5,30,41
"('55.641829', '37.360699')",0.5428685226078184,0,2,5,6,28,43
"('55.633851', '37.41405')",1.3907319263752016,0,0,5,7,38,64
"('55.645852', '37.389059')",0.37329789044085987,1,0,7,5,37,62
"('55.646223', '37.385978')",0.44674716520010344,1,0,7,5,37,60
"('55.64216', '37.368979')",0.5434660809902696,0,1,5,7,32,44
"('55.644221', '37.352327')",0.6501875058489892,0,1,6,5,25,43
"('55.643053', '37.391107')",0.6621116452360966,0,1,6,7,36,60
"('55.642083', '37.327381')",0.8993568516450134,0,1,5,7,18,44
"('55.661816', '37.419916')",0.37125445114889016,2,0,5,10,45,79
"('55.601305', '37.411346')",0.21170597940903513,1,0,3,2,27,54
"('55.636605', '37.314023')",1.0601398718602786,0,0,4,6,18,38
"('55.6433374', '37.3590022')",0.6115927016579048,0,2,5,6,28,41
"('55.64216', '37.368979')",0.5434660809902696,0,1,5,7,32,44
"('55.6438807', '37.3571627')",0.6238102583500728,0,2,5,6,28,41
"('55.647204', '37.371587')",0.09633728863082025,1,0,6,5,35,45
"('55.635945', '37.344619')",0.6784796963622999,0,2,3,7,18,47
"('55.648094', '37.394028')",0.21013358150642414,1,0,7,6,39,66
"('55.692648', '37.496704')",0.57567198575743,0,3,7,18,86,128
"('55.626579', '37.313502')",0.9887634308621053,0,1,5,3,20,32
"('55.681091', '37.459845')",0.601372221759561,0,1,8,10,70,107
"('55.66164', '37.41553')",0.33738776910391155,2,0,5,8,45,72
"('55.6674', '37.450333')",0.2722986195324188,1,0,6,12,55,99
"('55.635945', '37.344619')",0.6784796963622999,0,2,3,7,18,47
"('55.64447', '37.348994')",0.7467718378018419,0,1,6,5,25,44
"('55.64269', '37.3577113')",0.510975206401955,0,2,5,6,27,41
"('55.633409', '37.321524')",0.7190247184605788,0,1,3,8,17,42
"('55.675346', '37.500973')",0.2637247274115614,2,0,8,14,76,122
"('55.625303', '37.314346')",1.0267480496749626,0,0,6,2,21,31
"('55.653858', '37.396362')",0.6342482319229258,0,2,4,9,38,66
"('55.655869', '37.427381')",0.7079367779072491,0,2,4,9,47,79
"('55.836999', '37.661329')",0.4871983435526174,1,0,8,9,91,105
"('55.849498', '37.623171')",1.0671038914334185,0,0,6,20,76,109
"('55.854168', '37.623563')",1.3899584653081465,0,0,4,22,69,110
"('55.847295', '37.638521')",0.30366723061150047,1,0,7,19,72,115
"('55.850535', '37.654439')",0.5631830598353826,0,1,4,13,67,117
"('55.852734', '37.615677')",1.4464031240447492,0,0,5,22,73,110
"('55.857946', '37.617307')",1.041029706902419,0,0,5,21,56,123
"('55.84771', '37.6366')",0.35480249860782065,1,0,8,18,72,115
"('55.852734', '37.615677')",1.4464031240447492,0,0,5,22,73,110
"('55.849691', '37.620905')",1.2012879190318242,0,0,6,22,73,111
"('55.856184', '37.659254')",0.3744641173966979,1,0,4,10,60,113
"('55.827656', '37.665436')",1.2939790929492452,0,0,8,17,100,105
"('55.849498', '37.623171')",1.0671038914334185,0,0,6,20,76,109
"('55.85973', '37.6653')",0.8792343396803857,0,1,3,10,56,113
"('55.838147', '37.661257')",0.4333250480836753,1,0,8,9,90,104
"('55.8558', '37.68467')",1.9597865850736031,0,0,3,6,60,107
"('55.858817', '37.638755')",0.9850591349869845,0,1,4,16,59,112
"('55.793156', '37.622772')",0.4182754517802308,3,3,16,45,118,125
"('55.810596', '37.617374')",0.9645067159782393,0,1,19,24,125,102
"('55.855083', '37.660054')",0.4213583895042765,1,0,4,10,62,111
"('55.86071', '37.670967')",1.1809724800078885,0,0,4,7,56,108
"('55.849498', '37.623171')",1.0671038914334185,0,0,6,20,76,109
"('55.848731', '37.639743')",0.475919502710329,1,0,7,19,70,116
"('55.8495', '37.63888')",0.5499868215269387,0,1,6,20,68,116
"('55.862793', '37.643058')",1.0327593064166813,0,0,4,10,56,110
"('55.8495825', '37.6409167')",0.5881832983109909,0,1,6,17,71,112
"('55.84771', '37.6366')",0.35480249860782065,1,0,8,18,72,115
"('55.850141', '37.622425')",1.144481697250903,0,0,6,21,74,111
"('55.835508', '37.654718')",0.9208855214906994,0,2,6,16,94,104
"('55.847311', '37.628999')",0.6292870380439914,0,1,7,20,77,110
"('55.860822', '37.66123')",0.7649895283554647,0,1,3,10,56,113
"('55.860822', '37.66123')",0.7649895283554647,0,1,3,10,56,113
"('55.836266', '37.642528')",0.7903203557370081,0,2,6,19,90,107
"('55.827338', '37.666423')",1.3505390310385448,0,0,8,17,100,105
"('55.852177', '37.635916')",0.8522562832909308,0,1,6,20,67,115
"('55.86169', '37.642643')",0.9581753272916875,0,1,4,11,56,112
"('55.858868', '37.665993')",0.8716608589797693,0,1,3,10,57,113
"('55.860873', '37.613737')",0.6618696803224456,0,1,6,21,55,120
"('55.849615', '37.637614')",0.5588355923548898,0,1,7,19,69,115
"('55.847311', '37.628999')",0.6292870380439914,0,1,7,20,77,110
"('55.809231', '37.636392')",0.2156889862074015,1,0,14,29,119,104
"('55.830892', '37.646606')",0.20343954705359482,1,1,8,20,98,104
"('55.889563', '37.669872')",0.5447885563932996,0,1,1,4,32,83
"('55.881631', '37.6835')",1.550463780509825,0,0,2,2,35,88
"('55.851635', '37.63419')",0.8157685261010851,0,1,6,20,67,115
"('55.854458', '37.68516')",1.9940865302278818,0,0,4,5,61,109
"('55.848816', '37.59704')",0.41773401753255845,1,0,11,19,82,106
"('55.864242', '37.620034')",0.9371720311682872,0,1,6,17,54,112
"('55.853041', '37.647603')",0.45758853226264823,1,0,6,14,67,110
"('55.848816', '37.59704')",0.41773401753255845,1,0,11,19,82,106
"('55.862767', '37.611563')",0.4399958064141856,1,0,6,19,54,118
"('55.847244', '37.635567')",0.3265200572149848,1,0,8,19,76,112
"('55.858817', '37.638755')",0.9850591349869845,0,1,4,16,59,112
"('55.837807', '37.662598')",0.3722170642674482,1,0,8,9,89,107
"('55.860615', '37.668417')",1.0971834532074696,0,0,4,7,57,108
"('55.834421', '37.659596')",0.7586641028495789,0,1,7,13,96,103
"('55.849615', '37.637614')",0.5588355923548898,0,1,7,19,69,115
"('55.806656', '37.7715')",1.659909994389303,0,0,8,6,66,103
"('55.811138', '37.808689')",0.6667926994715432,0,1,1,7,33,111
"('55.6583', '37.574696')",0.29446867900576906,1,0,11,13,78,135
"('55.80376', '37.769936')",1.5183764718125126,0,0,8,6,68,104
"('55.87106', '37.663223')",0.0841106210611431,1,0,3,5,46,99
"('55.824501', '37.583095')",0.36535467018372647,1,2,11,27,111,101
"('55.80663', '37.640766')",0.1832855539720631,1,0,14,33,115,113
"('55.867556', '37.603361')",0.38079550174313853,1,0,8,12,57,111
"('55.663887', '37.769398')",1.4361911553208373,0,0,5,10,58,100
"('55.663481', '37.73041')",0.8748703756523455,0,1,7,10,74,107
"('55.663887', '37.769398')",1.4361911553208373,0,0,5,10,58,100
"('55.670062', '37.743759')",1.0863388510112453,0,0,10,8,76,104
"('55.671493', '37.750927')",0.8814877795915428,0,2,7,10,75,104
"('55.643917', '37.702616')",0.6652498314177275,0,2,3,17,47,121
"('55.645476', '37.707215')",0.608223728095832,0,1,5,17,48,120
"('55.667709', '37.777411')",1.4013561058793162,0,0,5,9,59,101
"('55.662821', '37.760809')",0.8984500040863411,0,1,5,10,59,108
"('55.667361', '37.752993')",0.9939266983413932,0,1,6,11,68,106
"('55.642728', '37.713036')",1.0783138338618847,0,0,6,16,46,113
"('55.664445', '37.777007')",1.662906149692956,0,0,4,8,57,99
"('55.659504', '37.777084')",1.806069054849907,0,0,5,8,55,94
"('55.647681', '37.730562')",0.8522237173126833,0,1,7,13,57,100
"('55.658662', '37.759452')",0.6948989566623713,0,1,6,9,58,104
"('55.655127', '37.746004')",0.4379618318279003,1,1,8,10,63,102
"('55.667145', '37.764111')",1.0636687397579963,0,0,6,8,66,101
"('55.661796', '37.729592')",0.7937608004497734,0,1,7,10,72,108
"('55.654934', '37.75635')",0.6605766321834836,0,1,7,10,60,100
"('55.67159', '37.764483')",0.5853666167762434,0,2,4,12,66,105
"('55.673126', '37.755726')",0.5363337476447599,0,2,7,10,72,105
"('55.672448', '37.761599')",0.46182816724910775,2,0,6,10,68,102
"('55.667178', '37.759937')",1.0540154770481942,0,0,7,9,64,109
"('55.646228', '37.705841')",0.4897693841052866,1,0,5,17,49,122
"('55.636032', '37.802265')",2.321560972499923,0,0,1,6,39,60
"('55.654635', '37.765525')",1.1733206362373887,0,0,6,9,54,99
"('55.669986', '37.773143')",1.0322275107488135,0,0,6,8,66,100
"('55.667731', '37.774014')",1.2571493167719583,0,0,6,8,62,100
"('55.667539', '37.756545')",1.0580819455240862,0,0,7,10,64,109
"('55.673847', '37.759235')",0.34139427894157415,2,0,9,8,74,100
"('55.64066', '37.79885')",2.2363708890690437,0,0,1,8,38,70
"('55.657768', '37.761438')",0.8279741266705861,0,1,6,9,57,101
"('55.679737', '37.76539')",0.4218759716943999,2,0,8,9,76,100
"('55.635371', '37.794262')",1.8123728160285955,0,0,1,6,38,65
"('55.672757', '37.749724')",0.8629313497094073,0,2,7,10,76,103
"('55.667477', '37.78686')",1.8838930581659326,0,0,3,13,55,94
"('55.653279', '37.711428')",0.7353632029478364,0,2,4,20,59,121
"('55.661796', '37.729592')",0.7937608004497734,0,1,7,10,72,108
"('55.663481', '37.73041')",0.8748703756523455,0,1,7,10,74,107
"('55.675895', '37.771984')",0.6555014114592587,0,2,3,15,63,104
"('55.670849', '37.775442')",1.0787066032823416,0,0,4,10,64,101
"('55.673407', '37.753335')",0.6316752476718062,0,2,7,10,73,105
"('55.650099', '37.730203')",0.8651504068222398,0,1,7,14,56,110
"('55.649926', '37.708823')",0.4649316097037632,1,0,7,17,55,124
"('55.6649677', '37.7456397')",0.7067171761893052,0,1,6,13,66,110
"('55.667361', '37.752993')",0.9939266983413932,0,1,6,11,68,106
"('55.665233', '37.761734')",1.1013285388782728,0,0,7,8,62,107
"('55.6854618', '37.7258237')",0.8453994789509184,0,2,8,15,87,128
"('55.632972', '37.798637')",2.0766365091169705,0,0,1,6,38,61
"('55.669828', '37.761581')",0.7535300409613683,0,2,5,11,66,104
"('55.648443', '37.725415')",1.1629692724734124,0,0,7,16,54,111
"('55.650759', '37.765264')",1.3602369072677087,0,0,6,8,51,86
"('55.662222', '37.732656')",0.9895470711493226,0,1,6,11,68,112
"('55.644089', '37.716288')",1.1340838966607956,0,0,6,16,46,117
"('55.659414', '37.759569')",0.705181515319903,0,1,6,9,58,104
"('55.645182', '37.721355')",1.357551821435477,0,0,7,14,52,107
"('55.546557', '37.519557')",0.9218716744061851,0,2,2,8,16,41
"('55.543779', '37.45699')",1.9574433999959,0,0,2,3,17,32
"('55.547397', '37.566584')",0.6851492697845604,0,2,4,7,17,39
"('55.537424', '37.540102')",0.7416076226051684,0,2,3,5,17,30
"('55.54293', '37.545168')",0.31045563103929474,1,2,3,6,17,32
"('55.541922', '37.494144')",1.4419527507895853,0,0,3,4,17,35
"('55.539548', '37.538889')",0.5275240348212565,0,2,3,6,16,31
"('55.55061', '37.558167')",0.4427837856132865,1,0,6,5,19,40
"('55.539884', '37.451887')",2.4840704542311336,0,0,1,2,16,30
"('55.562968', '37.500504')",2.0356168210540777,0,0,3,6,23,47
"('55.5541523', '37.5028576')",1.9800840270441415,0,0,4,5,22,40
"('55.547535', '37.548941')",0.2468290828692767,2,0,7,3,21,37
"('55.524936', '37.515892')",1.4518974350046547,0,0,3,4,15,19
"('55.55003', '37.500288')",1.6648772105722862,0,0,4,3,22,35
"('55.567194', '37.498941')",2.069179154500463,0,0,2,8,21,52
"('55.549022', '37.569099')",0.8214912785046604,0,1,5,6,18,38
"('55.564409', '37.500917')",2.0924254386273806,0,0,2,7,22,50
"('55.563757', '37.498617')",1.9348396676939583,0,0,2,7,22,48
"('55.537801', '37.503971')",0.7533314936400825,0,1,2,6,15,31
"('55.539677', '37.460086')",2.33399012741363,0,0,1,3,16,31
"('55.5567986', '37.5068015')",2.1727320310002485,0,0,4,5,23,42
"('55.535553', '37.502274')",0.9015800187802553,0,1,2,6,15,29
"('55.550434', '37.49033')",1.7386912303087672,0,0,4,2,23,35
"('55.530225', '37.515838')",0.8630645935257892,0,1,2,5,15,24
"('55.537149', '37.529322')",0.5969930164051432,0,2,3,6,16,28
"('55.540939', '37.523645')",0.5520257535052375,0,2,3,6,17,30
"('55.556986', '37.510215')",2.140524355034737,0,0,5,4,24,39
"('55.523682', '37.511814')",1.6122783087226538,0,0,2,5,14,18
"('55.534688', '37.522072')",0.5347791339010105,0,1,3,4,17,24
"('55.542681', '37.485116')",2.012700483587465,0,0,3,3,19,35
"('55.541004', '37.493225')",1.4706044489322678,0,0,3,4,17,34
"('55.54343', '37.555795')",0.5552686301708225,0,3,2,8,15,38
"('55.554975', '37.507205')",1.970410079628859,0,0,5,4,24,39
"('55.546083', '37.549184')",0.3168926126109165,2,0,5,5,19,35
"('55.5567986', '37.5068015')",2.1727320310002485,0,0,4,5,23,42
"('55.5541523', '37.5028576')",1.9800840270441415,0,0,4,5,22,40
"('55.54484', '37.556289')",0.4274297814021813,1,2,5,5,19,34
"('55.523575', '37.508661')",1.6672914331970121,0,0,2,5,13,19
"('55.540939', '37.452678')",2.356535482279107,0,0,1,2,16,31
"('55.547276', '37.534317')",0.5557207431305664,0,2,3,7,18,37
"('55.529675', '37.512532')",0.948424300215587,0,1,2,5,15,24
"('55.53743', '37.506332')",0.6070795541044819,0,1,2,6,15,31
"('55.564511', '37.487038')",1.2611280956781534,0,0,2,5,22,48
"('55.554348', '37.512757')",1.8137787870973865,0,0,5,4,24,36
"('55.5539', '37.553981')",0.6502819835598981,0,1,6,5,19,43
"('55.541805', '37.521201')",0.5419174377663488,0,2,2,8,15,33
"('55.531672', '37.50089')",1.1793309110088444,0,0,2,6,15,23
"('55.487264', '37.30742')",27.49549734249779,0,0,0,0,0,0
"('55.572482', '37.567581')",0.6488774606272483,0,2,4,11,24,56
"('55.567178', '37.573312')",0.25092001112526935,2,0,7,7,25,47
"('55.570793', '37.571983')",0.3135207070938213,2,0,6,9,25,52
"('55.563421', '37.573914')",0.56361623794537,0,2,6,8,22,48
"('55.577854', '37.572002')",0.5600261354930339,0,2,6,10,30,57
"('55.518265', '37.572701')",1.1207480418101812,0,0,2,4,13,20
"('55.563905', '37.582224')",0.5860524463385157,0,2,5,8,24,46
