coords,train_stations_closest_km,train_stations_less500m,train_stations_0.5-1km,train_stations_1-3km,train_stations_3-5km,train_stations_5-10km,train_stations_10-15km
"('55.912315', '37.548115')",13.369734334034,0,0,0,0,0,2
"('55.932551', '37.551178')",15.558928069143663,0,0,0,0,0,0
"('55.9203', '37.550217')",14.221444225933384,0,0,0,0,0,1
"('55.920381', '37.553217')",14.2002335999821,0,0,0,0,0,1
"('55.896843', '37.53005')",11.975795033303221,0,0,0,0,0,3
"('55.892304', '37.535772')",11.38706771175639,0,0,0,0,0,5
"('55.88331', '37.538162')",10.38607850411242,0,0,0,0,0,6
"('55.867996', '37.533616')",8.881008915157114,0,0,0,0,1,7
"('55.930453', '37.54506')",15.390396899659608,0,0,0,0,0,0
"('55.913565', '37.553972')",13.443306863301988,0,0,0,0,0,2
"('55.831423', '37.351716')",15.38306937089742,0,0,0,0,0,0
"('55.843876', '37.445347')",10.509859399316923,0,0,0,0,0,4
"('55.848026', '37.427776')",11.690943539898536,0,0,0,0,0,4
"('55.739721', '37.659874')",1.6932074614226396,0,0,2,3,7,3
"('55.741151', '37.672046')",1.9508253587901023,0,0,2,3,7,3
"('55.742032', '37.664285')",1.735236839156095,0,0,2,3,7,3
"('55.747322', '37.66203')",1.13525586582261,0,0,3,2,8,2
"('55.736235', '37.671849')",2.155026106601469,0,0,2,3,7,3
"('55.735348', '37.659272')",1.3882526418051808,0,0,2,3,7,3
"('55.740289', '37.658796')",1.6861031438891771,0,0,2,3,7,3
"('55.74894', '37.655148')",1.0179589460447067,0,0,3,2,8,2
"('55.733253', '37.644592')",0.5037095062122131,0,1,1,4,5,5
"('55.781109', '37.641584')",0.9778377777089005,0,1,4,3,7,3
"('55.8239989', '37.754714')",2.4121535856365957,0,0,1,0,6,4
"('55.7411641', '37.6230759')",1.6387320206564207,0,0,2,5,4,6
"('55.740249', '37.650846')",1.368651742109386,0,0,2,3,7,3
"('55.737137', '37.651322')",1.107328579893452,0,0,2,3,7,3
"('55.739676', '37.669639')",2.059347645520835,0,0,2,3,7,3
"('55.7811995', '37.6439518')",0.8591469914894856,0,2,3,4,6,4
"('55.812303', '37.599757')",2.1277069453950315,0,0,1,2,8,2
"('55.801556', '37.609344')",1.5553616028962527,0,0,2,4,6,4
"('55.8053565', '37.6170284')",1.7254763918054181,0,0,2,4,6,4
"('55.803738', '37.61088')",1.7701847798459376,0,0,2,4,6,4
"('55.792007', '37.615785')",1.056839585419356,0,0,4,3,7,3
"('55.8049325', '37.6134014')",1.827928821188312,0,0,2,4,6,4
"('55.805084', '37.618004')",1.666163876181178,0,0,2,4,6,4
"('55.779778', '37.63897')",1.064889280493574,0,0,5,2,8,2
"('55.77647', '37.59887')",1.10281900489587,0,0,3,5,5,5
"('55.658129', '37.752975')",10.69883761053447,0,0,0,0,0,5
"('55.652623', '37.718687')",9.924973284695032,0,0,0,0,1,5
"('55.662364', '37.779098')",11.545429562935057,0,0,0,0,0,5
"('55.65498', '37.760494')",11.276226180582237,0,0,0,0,0,3
"('55.652319', '37.773412')",12.049791149909865,0,0,0,0,0,2
"('55.663486', '37.76536')",10.817579448515755,0,0,0,0,0,5
"('55.658642', '37.762929')",11.085106197343794,0,0,0,0,0,5
"('55.633419', '37.801134')",14.77668075818975,0,0,0,0,0,1
"('55.651765', '37.769936')",11.94287445355697,0,0,0,0,0,2
"('55.663658', '37.748687')",10.062133093503137,0,0,0,0,0,6
"('55.660785', '37.731919')",9.627881460951588,0,0,0,0,1,5
"('55.664055', '37.753245')",10.228102532083561,0,0,0,0,0,6
"('55.661796', '37.729592')",9.449908613382002,0,0,0,0,1,5
"('55.660654', '37.749933')",10.361725436248555,0,0,0,0,0,6
"('55.662187', '37.746076')",10.072647167610686,0,0,0,0,0,6
"('55.660516', '37.774373')",11.458746467273901,0,0,0,0,0,5
"('55.661796', '37.729592')",9.449908613382002,0,0,0,0,1,5
"('55.660654', '37.749933')",10.361725436248555,0,0,0,0,0,6
"('55.660008', '37.743332')",10.143304980801103,0,0,0,0,0,6
"('55.660892', '37.747065')",10.221867808955576,0,0,0,0,0,6
"('55.663568', '37.770537')",11.051812630959196,0,0,0,0,0,5
"('55.641', '37.65718')",9.942515778654464,0,0,0,0,1,3
"('55.698004', '37.474411')",7.65260195897885,0,0,0,0,1,8
"('55.698004', '37.474411')",7.65260195897885,0,0,0,0,1,8
"('55.712234', '37.489509')",5.9244441244386765,0,0,0,0,3,6
"('55.712888', '37.489455')",5.88528386229276,0,0,0,0,3,6
"('55.705067', '37.495518')",6.141482065819384,0,0,0,0,3,6
"('55.71005', '37.47141')",7.007331739061639,0,0,0,0,1,8
"('55.710423', '37.476017')",6.740122174867274,0,0,0,0,2,7
"('55.704933', '37.469765')",7.407166521405831,0,0,0,0,1,8
"('55.709596', '37.481603')",6.499792794923426,0,0,0,0,2,7
"('55.712812', '37.485367')",6.1025485125661385,0,0,0,0,3,6
"('55.708035', '37.478962')",6.735664497272093,0,0,0,0,1,8
"('55.718872', '37.499893')",4.969141933978456,0,0,0,1,2,7
"('55.721027', '37.456505')",7.324143065044707,0,0,0,0,1,8
"('55.719318', '37.445779')",8.023075264279388,0,0,0,0,1,8
"('55.695487', '37.485702')",7.33216114117615,0,0,0,0,1,8
"('55.783817', '37.533867')",3.075159974631951,0,0,0,3,6,4
"('55.731518', '37.458614')",6.888251375859706,0,0,0,0,2,7
"('55.72274', '37.46025')",7.039127908503554,0,0,0,0,2,7
"('55.76739', '37.586094')",1.0998529910525194,0,0,2,6,3,7
"('55.764992', '37.593722')",1.5370552292512667,0,0,2,7,2,8
"('55.77647', '37.59887')",1.10281900489587,0,0,3,5,5,5
"('55.762824', '37.591728')",1.6974234057469992,0,0,2,7,2,8
"('55.7647383', '37.5928068')",1.5336302365418681,0,0,2,7,2,8
"('55.765235', '37.598295')",1.67958994838393,0,0,1,8,1,9
"('55.7630905', '37.5930036')",1.7030126625039244,0,0,2,7,2,8
"('55.763913', '37.595465')",1.6963913395177574,0,0,2,7,2,8
"('55.765711', '37.592626')",1.433305312713325,0,0,1,8,1,9
"('55.767058', '37.591602')",1.2713212005268084,0,0,1,7,2,8
"('55.762824', '37.591728')",1.6974234057469992,0,0,2,7,2,8
"('55.774092', '37.594683')",0.8951955476157853,0,1,1,7,2,8
"('55.7755221', '37.5984969')",1.0891679869423672,0,0,3,5,5,5
"('55.773241', '37.603657')",1.4600424892257042,0,0,3,5,5,5
"('55.767621', '37.5994921')",1.5387219591501322,0,0,1,8,1,9
"('55.773241', '37.603657')",1.4600424892257042,0,0,3,5,5,5
"('55.774527', '37.592195')",0.732024575561867,0,1,1,7,2,8
"('55.764734', '37.594414')",1.5839937897336525,0,0,2,7,2,8
"('55.882183', '37.706505')",9.20626804674791,0,0,0,0,1,7
"('55.878091', '37.716252')",8.611470379583515,0,0,0,0,1,7
"('55.8709917', '37.6883546')",8.448164321978359,0,0,0,0,2,6
"('55.87263', '37.634216')",8.913137265647809,0,0,0,0,2,6
"('55.869026', '37.646236')",8.554067830306677,0,0,0,0,3,6
"('55.875683', '37.72626')",8.227192323197,0,0,0,0,1,7
"('55.866783', '37.66743')",8.544990582546015,0,0,0,0,3,5
"('55.874157', '37.694028')",8.622787149850929,0,0,0,0,2,6
"('55.8709917', '37.6883546')",8.448164321978359,0,0,0,0,2,6
"('55.868797', '37.63719')",8.490667794485177,0,0,0,0,2,7
"('55.867035', '37.638485')",8.297812219380866,0,0,0,0,3,6
"('55.869243', '37.712731')",7.7140231010266636,0,0,0,0,2,6
"('55.874294', '37.647846')",9.147836888671272,0,0,0,0,2,6
"('55.751366', '37.53652')",2.0875395149683444,0,0,1,1,8,2
"('55.754735', '37.546354')",1.8051848158727748,0,0,1,1,8,2
"('55.7476382', '37.5349718')",2.0343043833906043,0,0,1,1,8,2
"('55.754735', '37.546354')",1.8051848158727748,0,0,1,1,8,2
"('55.7839099', '37.595828')",1.1999373410818046,0,0,3,4,6,4
"('55.789213', '37.599669')",0.9250284703275404,0,1,2,4,6,4
"('55.787376', '37.600388')",1.0951749668696251,0,0,3,3,7,3
"('55.787376', '37.600388')",1.0951749668696251,0,0,3,3,7,3
"('55.777353', '37.575648')",0.35907567202641294,1,0,2,3,6,4
"('55.7839099', '37.595828')",1.1999373410818046,0,0,3,4,6,4
"('55.779251', '37.597962')",1.0772564836764693,0,0,3,5,5,5
"('55.782856', '37.59232')",0.9580103479868791,0,1,2,5,5,5
"('55.7850895', '37.5890829')",1.033813453985989,0,0,3,4,5,5
"('55.780796', '37.612551')",1.8177087693062837,0,0,6,1,9,1
"('55.789213', '37.599669')",0.9250284703275404,0,1,2,4,6,4
"('55.78612', '37.598778')",1.1361204000623055,0,0,3,3,7,3
"('55.781834', '37.61183')",1.7691648888421687,0,0,6,1,9,1
"('55.790863', '37.603514')",1.042808645484152,0,0,3,3,7,3
"('55.78795', '37.592106')",0.7566214792282313,0,1,2,4,6,4
"('55.786996', '37.594414')",0.9106186759775998,0,1,2,4,6,4
"('55.77676', '37.575738')",0.3500859362579682,1,0,2,3,6,4
"('55.787832', '37.598771')",0.9883505568797478,0,1,2,4,6,4
"('55.776791', '37.606011')",1.5499581867267116,0,0,3,5,5,5
"('55.781834', '37.61183')",1.7691648888421687,0,0,6,1,9,1
"('55.77437', '37.60461')",1.488800209758099,0,0,3,5,5,5
"('55.78724', '37.59604')",0.9363524807577842,0,1,2,4,6,4
"('55.72833', '37.520752')",3.301296359396459,0,0,0,1,6,3
"('55.713126', '37.513071')",4.724936817706887,0,0,0,1,2,7
"('55.67028', '37.498231')",9.166838030867863,0,0,0,0,1,4
"('55.712244', '37.488341')",5.983752926049676,0,0,0,0,3,6
"('55.712234', '37.489509')",5.9244441244386765,0,0,0,0,3,6
"('55.72833', '37.520752')",3.301296359396459,0,0,0,1,6,3
"('55.707963', '37.508544')",5.336320738741197,0,0,0,0,3,6
"('55.716038', '37.503998')",4.940370114702352,0,0,0,1,2,7
"('55.711108', '37.504708')",5.260066798354329,0,0,0,0,3,6
"('55.718669', '37.511221')",4.402190134558003,0,0,0,1,3,6
"('55.719313', '37.478019')",6.147529105656351,0,0,0,0,2,7
"('55.712196', '37.49926')",5.4395197145753045,0,0,0,0,3,6
"('55.715601', '37.516413')",4.381873954292019,0,0,0,1,3,6
"('55.72746', '37.479977')",5.6971956195423825,0,0,0,0,2,7
"('55.849211', '37.407403')",12.867125657179818,0,0,0,0,0,2
"('55.849211', '37.407403')",12.867125657179818,0,0,0,0,0,2
"('55.84629', '37.40327')",12.947633925730171,0,0,0,0,0,2
"('55.840103', '37.413358')",12.079637797785622,0,0,0,0,0,4
"('55.843567', '37.35433')",15.643827117321566,0,0,0,0,0,0
"('55.842766', '37.371513')",14.606793689718288,0,0,0,0,0,1
"('55.860524', '37.410394')",13.352426867063967,0,0,0,0,0,2
"('55.841736', '37.359504')",15.269155560861423,0,0,0,0,0,0
"('55.837456', '37.405605')",12.405421911261516,0,0,0,0,0,3
"('55.852137', '37.354582')",15.987043552764863,0,0,0,0,0,0
"('55.661308', '37.322224')",17.84517336092987,0,0,0,0,0,0
"('55.61502', '37.202885')",26.94570941146724,0,0,0,0,0,0
"('55.633739', '37.324183')",19.497661518727664,0,0,0,0,0,0
"('55.634639', '37.328899')",19.203575298575014,0,0,0,0,0,0
"('55.637581', '37.333399')",18.777284389256593,0,0,0,0,0,0
"('55.63407', '37.320023')",19.67991148418276,0,0,0,0,0,0
"('55.639065', '37.326078')",19.03748638045611,0,0,0,0,0,0
"('55.626579', '37.313502')",20.52225096067705,0,0,0,0,0,0
"('55.637754', '37.321461')",19.357034172009172,0,0,0,0,0,0
"('55.6498464', '37.3145953')",18.929880065749295,0,0,0,0,0,0
"('55.638978', '37.324524')",19.121030067591466,0,0,0,0,0,0
"('55.63407', '37.320023')",19.67991148418276,0,0,0,0,0,0
"('55.602963', '37.360304')",20.28344160302917,0,0,0,0,0,0
"('55.635899', '37.329788')",19.07185577478296,0,0,0,0,0,0
"('55.637581', '37.333399')",18.777284389256593,0,0,0,0,0,0
"('55.63973', '37.32668')",18.96233129760231,0,0,0,0,0,0
"('55.5513855', '37.3346711')",25.850531185480214,0,0,0,0,0,0
"('55.624637', '37.313295')",20.669913269900494,0,0,0,0,0,0
"('55.64269', '37.3577113')",17.235523011822664,0,0,0,0,0,0
"('55.655975', '37.38569')",14.935532748625224,0,0,0,0,0,1
"('55.6393405', '37.3085458')",19.90604029662383,0,0,0,0,0,0
"('55.634639', '37.328899')",19.203575298575014,0,0,0,0,0,0
"('55.637073', '37.329869')",18.986180823853044,0,0,0,0,0,0
"('55.636687', '37.315415')",19.732158742697827,0,0,0,0,0,0
"('55.651018', '37.343362')",17.367982230844838,0,0,0,0,0,0
"('55.649093', '37.343263')",17.500587720166763,0,0,0,0,0,0
"('55.636646', '37.331216')",18.94965281964665,0,0,0,0,0,0
"('55.637581', '37.319772')",19.453302675244455,0,0,0,0,0,0
"('55.637581', '37.319772')",19.453302675244455,0,0,0,0,0,0
"('55.649093', '37.343263')",17.500587720166763,0,0,0,0,0,0
"('55.6336943', '37.3312393')",19.156173958462592,0,0,0,0,0,0
"('55.650409', '37.343362')",17.40817115861128,0,0,0,0,0,0
"('55.633409', '37.321524')",19.651429280457076,0,0,0,0,0,0
"('55.634639', '37.328899')",19.203575298575014,0,0,0,0,0,0
"('55.643678', '37.338313')",18.11378501281795,0,0,0,0,0,0
"('55.63657', '37.321461')",19.43736003683318,0,0,0,0,0,0
"('55.69243', '37.49232')",7.310462538667036,0,0,0,0,1,8
"('55.688558', '37.468398')",8.645375595882452,0,0,0,0,1,4
"('55.695487', '37.485702')",7.33216114117615,0,0,0,0,1,8
"('55.69008', '37.492006')",7.52645872483714,0,0,0,0,1,8
"('55.688558', '37.468398')",8.645375595882452,0,0,0,0,1,4
"('55.689065', '37.471381')",8.472716973357594,0,0,0,0,1,5
"('55.699393', '37.468928')",7.818726605879783,0,0,0,0,1,8
"('55.6988776', '37.4683463')",7.883107649477845,0,0,0,0,1,8
"('55.694214', '37.487469')",7.360053387609711,0,0,0,0,1,8
"('55.688453', '37.469392')",8.60926636932688,0,0,0,0,1,4
"('55.692993', '37.501205')",6.917814614718627,0,0,0,0,2,7
"('55.69243', '37.49232')",7.310462538667036,0,0,0,0,1,8
"('55.692648', '37.496704')",7.119136459358643,0,0,0,0,2,7
"('55.6979', '37.49557')",6.714427528985658,0,0,0,0,2,7
"('55.682011', '37.495923')",8.113055052449099,0,0,0,0,1,7
"('55.69639', '37.494827')",6.871786771062655,0,0,0,0,2,7
"('55.6911051', '37.4940774')",7.3561980403276825,0,0,0,0,1,8
"('55.68659', '37.485134')",8.09992001777732,0,0,0,0,1,7
"('55.687832', '37.494656')",7.624749369682707,0,0,0,0,1,8
"('55.69319', '37.503651')",6.810068805637085,0,0,0,0,2,7
"('55.687817', '37.493093')",7.684541997065782,0,0,0,0,1,8
"('55.688558', '37.468398')",8.645375595882452,0,0,0,0,1,4
"('55.6951902', '37.487787')",7.26644382401899,0,0,0,0,1,8
"('55.695487', '37.485702')",7.33216114117615,0,0,0,0,1,8
"('55.679432', '37.46964')",9.33618556779335,0,0,0,0,1,4
"('55.685158', '37.480516')",8.407601984586162,0,0,0,0,1,6
"('55.769909', '37.484217')",5.958759672923525,0,0,0,0,4,5
"('55.770142', '37.47368')",6.551490735424584,0,0,0,0,3,6
"('55.773044', '37.46494')",7.187218313164641,0,0,0,0,3,6
"('55.76919', '37.472675')",6.559997372689946,0,0,0,0,3,6
"('55.770142', '37.47368')",6.551490735424584,0,0,0,0,3,6
"('55.769974', '37.48298')",6.02967454311595,0,0,0,0,4,5
"('55.775692', '37.464268')",7.346034678195257,0,0,0,0,3,6
"('55.77271', '37.463942')",7.225746859173015,0,0,0,0,3,6
"('55.769043', '37.470842')",6.656248454926392,0,0,0,0,3,6
"('55.77393', '37.47039')",6.934245421882867,0,0,0,0,3,6
"('55.77474', '37.469368')",7.028954328180631,0,0,0,0,3,6
"('55.777758', '37.457987')",7.739359491965559,0,0,0,0,3,6
"('55.80244', '37.41213')",10.987503809310152,0,0,0,0,0,4
"('55.770664', '37.472791')",6.627796849458827,0,0,0,0,3,6
"('55.781337', '37.451267')",8.175056562928695,0,0,0,0,3,6
"('55.773768', '37.469009')",7.000886504962965,0,0,0,0,3,6
"('55.770375', '37.489859')",5.682585699212221,0,0,0,0,4,5
"('55.785078', '37.464886')",7.361770241024139,0,0,0,0,3,6
"('55.785078', '37.464886')",7.361770241024139,0,0,0,0,3,6
"('55.775646', '37.459505')",7.624357206261072,0,0,0,0,3,6
"('55.775646', '37.459505')",7.624357206261072,0,0,0,0,3,6
"('55.781337', '37.451267')",8.175056562928695,0,0,0,0,3,6
"('55.7895917', '37.4757329')",6.773372635021328,0,0,0,0,4,5
"('55.738728', '37.491521')",4.724302474122884,0,0,0,1,3,6
"('55.932412', '37.387076')",19.866311087775188,0,0,0,0,0,0
"('55.901697', '37.388313')",17.303600354984237,0,0,0,0,0,0
"('55.894672', '37.390335')",16.679480934883234,0,0,0,0,0,0
"('55.900749', '37.395931')",16.887626664027973,0,0,0,0,0,0
"('55.892718', '37.400557')",16.060657241565107,0,0,0,0,0,0
"('55.883176', '37.387442')",15.994421413407638,0,0,0,0,0,0
"('55.892718', '37.400557')",16.060657241565107,0,0,0,0,0,0
"('55.8869013', '37.3890556')",16.17561276148308,0,0,0,0,0,0
"('55.88972', '37.398985')",15.90847029426348,0,0,0,0,0,0
"('55.892718', '37.400557')",16.060657241565107,0,0,0,0,0,0
"('55.73186', '37.40628')",10.131528050347372,0,0,0,0,0,4
"('55.735245', '37.414238')",9.59366196364266,0,0,0,0,1,3
"('55.739433', '37.417545')",9.354509281332861,0,0,0,0,1,4
"('55.740421', '37.39709')",10.634434197136502,0,0,0,0,0,3
"('55.760414', '37.40652')",10.219319580445081,0,0,0,0,0,4
"('55.7383822', '37.4025433')",10.301359655006591,0,0,0,0,0,4
"('55.728819', '37.409451')",9.98250466991332,0,0,0,0,1,3
"('55.735676', '37.41581')",9.49099362455367,0,0,0,0,1,3
"('55.7367235', '37.4186826')",9.301529968999247,0,0,0,0,1,4
"('55.732124', '37.427723')",8.792278419041912,0,0,0,0,1,5
"('55.742438', '37.429869')",8.571598589371813,0,0,0,0,1,8
"('55.755738', '37.403324')",10.33329161404299,0,0,0,0,0,4
"('55.743512', '37.422099')",9.059308492456688,0,0,0,0,1,4
"('55.761766', '37.40866')",10.117102103567408,0,0,0,0,0,5
"('55.736164', '37.407654')",9.997055862172482,0,0,0,0,1,3
"('55.738243', '37.418415')",9.306786691704417,0,0,0,0,1,4
"('55.733208', '37.4052')",10.181385170920489,0,0,0,0,0,4
"('55.72926', '37.421713')",9.21448147031509,0,0,0,0,1,4
"('55.737948', '37.416314')",9.44049909476636,0,0,0,0,1,4
"('55.745351', '37.685674')",2.063222772901709,0,0,1,4,6,4
"('55.745351', '37.685674')",2.063222772901709,0,0,1,4,6,4
"('55.743147', '37.683769')",2.1499802393482126,0,0,1,4,6,4
"('55.738971', '37.685512')",2.5790371239726406,0,0,1,4,6,4
"('55.738323', '37.687704')",2.72019961876622,0,0,1,4,6,4
"('55.740013', '37.68765')",2.572932519625514,0,0,1,4,6,4
"('55.740013', '37.68765')",2.572932519625514,0,0,1,4,6,4
"('55.73961', '37.688944')",2.660215012319019,0,0,1,4,6,4
"('55.742103', '37.68897')",2.460449728268156,0,0,1,4,6,4
"('55.747966', '37.687102')",1.9599792089434045,0,0,1,4,6,4
"('55.7453', '37.70232')",2.936380421163399,0,0,1,4,6,4
"('55.743988', '37.686545')",2.2054210462962573,0,0,1,4,6,4
"('55.748356', '37.571545')",0.672096313118293,0,1,0,3,6,4
"('55.744064', '37.67378')",1.7015327271393974,0,0,2,3,7,3
"('55.635371', '37.671849')",10.701905834311521,0,0,0,0,0,3
"('55.870445', '37.53747')",9.045808834414798,0,0,0,0,1,7
"('55.867869', '37.526941')",9.037221602069533,0,0,0,0,1,7
"('55.8539585', '37.5058702')",8.401770593494795,0,0,0,0,2,6
"('55.843363', '37.489143')",8.260726789140714,0,0,0,0,2,6
"('55.880945', '37.54118')",10.078570266081481,0,0,0,0,0,6
"('55.78685', '37.614509')",1.302078333179257,0,0,5,2,8,2
"('55.856124', '37.555723')",7.169900237140226,0,0,0,0,3,6
"('55.857158', '37.627687')",7.196518073386448,0,0,0,0,7,3
"('55.8738384', '37.5390459')",9.367668536566383,0,0,0,0,1,6
"('55.866576', '37.532682')",8.758326589083236,0,0,0,0,1,7
"('55.8715345', '37.5395432')",9.11532108455613,0,0,0,0,1,7
"('55.869359', '37.527633')",9.169704754143755,0,0,0,0,1,7
"('55.868748', '37.535475')",8.9146110614651,0,0,0,0,1,7
"('55.8768038', '37.5354543')",9.753906200006476,0,0,0,0,1,5
"('55.86798', '37.528046')",9.019307717910786,0,0,0,0,1,7
"('55.800003', '37.411564')",10.955243643396134,0,0,0,0,0,4
"('55.817603', '37.395239')",12.366565631727632,0,0,0,0,0,3
"('55.803231', '37.347476')",14.958873994525893,0,0,0,0,0,1
"('55.812332', '37.402201')",11.827485729582591,0,0,0,0,0,4
"('55.806135', '37.421686')",10.51795043761464,0,0,0,0,0,5
"('55.804283', '37.405848')",11.42142091035564,0,0,0,0,0,4
"('55.803231', '37.347476')",14.958873994525893,0,0,0,0,0,1
"('55.814988', '37.394098')",12.3796246376898,0,0,0,0,0,3
"('55.808892', '37.404213')",11.644281378936045,0,0,0,0,0,4
"('55.806408', '37.395832')",12.089927305708954,0,0,0,0,0,4
"('55.808852', '37.397099')",12.085654739896324,0,0,0,0,0,4
"('55.817603', '37.395239')",12.366565631727632,0,0,0,0,0,3
"('55.803231', '37.347476')",14.958873994525893,0,0,0,0,0,1
"('55.817603', '37.395239')",12.366565631727632,0,0,0,0,0,3
"('55.816915', '37.395293')",12.347550941994493,0,0,0,0,0,3
"('55.67269', '37.620266')",6.466598999657911,0,0,0,0,3,6
"('55.68057', '37.651512')",5.52636524275737,0,0,0,0,3,7
"('55.66965', '37.611482')",6.919146434694955,0,0,0,0,2,7
"('55.66965', '37.611482')",6.919146434694955,0,0,0,0,2,7
"('55.669518', '37.628882')",6.7386445636793635,0,0,0,0,3,6
"('55.67868', '37.652912')",5.747122493126037,0,0,0,0,3,6
"('55.68128', '37.646363')",5.4128187329978035,0,0,0,0,3,7
"('55.673519', '37.596435')",6.821116529937692,0,0,0,0,2,7
"('55.669554', '37.588871')",7.419817415036571,0,0,0,0,2,7
"('55.673179', '37.597396')",6.832222386190637,0,0,0,0,2,7
"('55.672935', '37.51761')",8.389137967616664,0,0,0,0,2,6
"('55.783524', '37.467096')",7.2045530262824435,0,0,0,0,3,6
"('55.78282', '37.473465')",6.799154871719208,0,0,0,0,3,6
"('55.775211', '37.484478')",6.079509302497348,0,0,0,0,4,5
"('55.782775', '37.47881')",6.46493167664276,0,0,0,0,4,5
"('55.782972', '37.475701')",6.661214079258576,0,0,0,0,4,5
"('55.7807015', '37.468725')",7.077384248518647,0,0,0,0,3,6
"('55.7807015', '37.468725')",7.077384248518647,0,0,0,0,3,6
"('55.77636', '37.496569')",5.318128499810983,0,0,0,0,5,4
"('55.7799454', '37.4858997')",5.996676992428657,0,0,0,0,4,5
"('55.785215', '37.456136')",7.908618818318479,0,0,0,0,3,6
"('55.786774', '37.46856')",7.159494903533209,0,0,0,0,3,6
"('55.778674', '37.476258')",6.595139604861366,0,0,0,0,4,5
"('55.7807015', '37.468725')",7.077384248518647,0,0,0,0,3,6
"('55.785073', '37.459774')",7.680093781740519,0,0,0,0,3,6
"('55.793677', '37.455732')",8.097222799375153,0,0,0,0,3,6
"('55.784267', '37.468452')",7.128907016814469,0,0,0,0,3,6
"('55.785053', '37.471911')",6.924226776290569,0,0,0,0,3,6
"('55.781927', '37.46363')",7.405497477953423,0,0,0,0,3,6
"('55.781927', '37.46363')",7.405497477953423,0,0,0,0,3,6
"('55.774325', '37.470545')",6.947681748973034,0,0,0,0,3,6
"('55.780213', '37.471623')",6.892786776310557,0,0,0,0,3,6
"('55.773201', '37.463484')",7.276337458638779,0,0,0,0,3,6
"('55.781443', '37.481567')",6.279259351753947,0,0,0,0,4,5
"('55.7847649', '37.4665621')",7.25315771067672,0,0,0,0,3,6
"('55.771864', '37.492689')",5.589716051841015,0,0,0,0,4,5
"('55.781927', '37.46363')",7.405497477953423,0,0,0,0,3,6
"('55.780846', '37.449147')",8.304818754367847,0,0,0,0,3,6
"('55.781701', '37.485996')",6.004768278259622,0,0,0,0,4,5
"('55.78035', '37.450027')",8.246969083314161,0,0,0,0,3,6
"('55.78115', '37.453594')",8.028077373283088,0,0,0,0,3,6
"('55.780712', '37.472054')",6.868951858826923,0,0,0,0,3,6
"('55.672255', '37.577238')",7.503827249291788,0,0,0,0,2,7
"('55.657795', '37.597286')",8.4395258081602,0,0,0,0,2,5
"('55.669752', '37.592402')",7.307091042436655,0,0,0,0,2,7
"('55.672255', '37.577238')",7.503827249291788,0,0,0,0,2,7
"('55.712426', '37.392706')",11.430992745130242,0,0,0,0,0,2
"('55.71408', '37.3954')",11.21494608218213,0,0,0,0,0,2
"('55.719994', '37.391106')",11.305131791238557,0,0,0,0,0,3
"('55.715973', '37.389553')",11.509924889443496,0,0,0,0,0,2
"('55.714024', '37.396407')",11.156184633779846,0,0,0,0,0,3
"('55.72834', '37.720438')",4.953857698146063,0,0,0,1,7,3
"('55.72834', '37.720438')",4.953857698146063,0,0,0,1,7,3
"('55.729012', '37.7373')",5.753914398703759,0,0,0,0,7,3
"('55.716742', '37.732018')",5.989180247825025,0,0,0,0,6,4
"('55.726041', '37.745654')",6.374202532124392,0,0,0,0,6,4
"('55.728859', '37.739546')",5.881354698667909,0,0,0,0,7,3
"('55.727474', '37.736286')",5.797967159462575,0,0,0,0,7,3
"('55.726483', '37.747668')",6.453777613750334,0,0,0,0,6,4
"('55.718542', '37.746768')",6.852760260582037,0,0,0,0,6,4
"('55.724353', '37.74101')",6.241909801148529,0,0,0,0,6,4
"('55.7027648', '37.7817378')",9.42874427943577,0,0,0,0,2,6
"('55.712071', '37.760827')",7.872226187001369,0,0,0,0,5,5
"('55.726918', '37.737758')",5.90922516683286,0,0,0,0,7,3
"('55.721727', '37.735131')",6.072795318163388,0,0,0,0,6,4
"('55.717731', '37.734093')",6.090588343071807,0,0,0,0,6,4
"('55.718903', '37.7388')",6.353307382168449,0,0,0,0,6,4
"('55.727474', '37.736286')",5.797967159462575,0,0,0,0,7,3
"('55.73296', '37.717115')",4.466074276543529,0,0,0,2,7,3
"('55.72817', '37.738764')",5.8824132867213414,0,0,0,0,7,3
"('55.726041', '37.745654')",6.374202532124392,0,0,0,0,6,4
"('55.726041', '37.745654')",6.374202532124392,0,0,0,0,6,4
"('55.728004', '37.734947')",5.695206307462542,0,0,0,0,7,3
"('55.72642', '37.741413')",6.129444086016551,0,0,0,0,6,4
"('55.729224', '37.738252')",5.791021722061956,0,0,0,0,7,3
"('55.728004', '37.734947')",5.695206307462542,0,0,0,0,7,3
"('55.612017', '37.411121')",17.55811569793017,0,0,0,0,0,0
"('55.750738', '37.682323')",1.5436028301975213,0,0,1,4,6,4
"('55.666127', '37.508589')",9.305355998397587,0,0,0,0,1,3
"('55.673783', '37.50434')",8.643963308004784,0,0,0,0,1,7
"('55.673046', '37.51035')",8.555061196941537,0,0,0,0,1,7
"('55.667061', '37.507699')",9.231883237879998,0,0,0,0,1,3
"('55.6737', '37.538063')",7.926564177653532,0,0,0,0,2,7
"('55.667061', '37.507699')",9.231883237879998,0,0,0,0,1,3
"('55.680641', '37.51644')",7.626716502986817,0,0,0,0,2,7
"('55.686726', '37.538943')",6.506416957031382,0,0,0,0,2,7
