coords,eco_boiler_closest_km,eco_boiler_less500m,eco_boiler_0.5-1km,eco_boiler_1-3km,eco_boiler_3-5km,eco_boiler_5-10km,eco_boiler_10-15km
"('55.673844', '37.529016')",8.130957770649351,0,0,0,0,1,2
"('55.69076', '37.53252')",6.571369637697161,0,0,0,0,2,1
"('55.676651', '37.529789')",7.867067629030346,0,0,0,0,1,2
"('55.668117', '37.574606')",7.5391036432284935,0,0,0,0,1,2
"('55.668343', '37.5881')",7.042323065005944,0,0,0,0,1,2
"('55.67107', '37.57536')",7.763762548957826,0,0,0,0,2,1
"('55.600893', '37.724077')",4.870920198713222,0,0,0,1,0,1
"('55.617032', '37.74286')",5.740377935909682,0,0,0,0,1,1
"('55.622395', '37.755347')",6.560952538046966,0,0,0,0,1,1
"('55.604637', '37.74746')",6.169751657807175,0,0,0,0,1,1
"('55.602144', '37.720142')",4.589862097686636,0,0,0,1,0,1
"('55.576574', '37.675828')",4.679809694586767,0,0,0,1,0,1
"('55.609751', '37.739635')",5.58552064973902,0,0,0,0,1,1
"('55.6049465', '37.7220236')",4.60572295850379,0,0,0,1,0,1
"('55.605831', '37.737956')",5.556176019359168,0,0,0,0,1,1
"('55.598665', '37.71486')",4.436707703929241,0,0,0,1,0,1
"('55.620342', '37.736366')",5.349061644954103,0,0,0,0,1,1
"('55.601335', '37.744774')",6.094978223169818,0,0,0,0,1,1
"('55.607997', '37.732018')",5.141850893942219,0,0,0,0,1,1
"('55.596702', '37.723538')",5.02414302341589,0,0,0,0,1,0
"('55.618384', '37.739034')",5.503407574657954,0,0,0,0,1,1
"('55.6048731', '37.7292926')",5.049735261942223,0,0,0,0,1,0
"('55.608292', '37.707063')",3.598013961027809,0,0,0,1,0,1
"('55.788722', '37.741549')",10.77250595243276,0,0,0,0,0,2
"('55.7848', '37.733986')",10.241095640632262,0,0,0,0,0,2
"('55.784393', '37.73731')",10.442661759345691,0,0,0,0,0,2
"('55.779449', '37.729988')",9.934151816961684,0,0,0,0,1,1
"('55.7963772', '37.768664')",10.523391646739553,0,0,0,0,0,2
"('55.775665', '37.732925')",10.098745702555517,0,0,0,0,0,2
"('55.803626', '37.827886')",9.799976183639126,0,0,0,0,1,0
"('55.786972', '37.737713')",10.505191023031676,0,0,0,0,0,2
"('55.787806', '37.737713')",10.518940399328857,0,0,0,0,0,2
"('55.792725', '37.74341')",10.966391258517424,0,0,0,0,0,2
"('55.784319', '37.738953')",10.544088472654783,0,0,0,0,0,2
"('55.790099', '37.739222')",10.65405622773821,0,0,0,0,0,2
"('55.781514', '37.728469')",9.857475341813522,0,0,0,0,1,1
"('55.781773', '37.73898')",10.492699510739792,0,0,0,0,0,2
"('55.821274', '37.755769')",12.700139227799529,0,0,0,0,0,2
"('55.791283', '37.76998')",10.008537584746875,0,0,0,0,0,2
"('55.789385', '37.737165')",10.513279151754093,0,0,0,0,0,2
"('55.787735', '37.732691')",10.206444641726005,0,0,0,0,0,2
"('55.791687', '37.72785')",9.98695390426059,0,0,0,0,1,1
"('55.7801135', '37.7318568')",10.056375456746531,0,0,0,0,0,2
"('55.82129', '37.819073')",11.840069099309352,0,0,0,0,0,1
"('55.819427', '37.80879')",11.802322382287587,0,0,0,0,0,1
"('55.792797', '37.814079')",8.87817813706343,0,0,0,0,1,0
"('55.795631', '37.809794')",9.266752669330694,0,0,0,0,1,0
"('55.80781', '37.789896')",10.995980713048494,0,0,0,0,0,2
"('55.7982714', '37.7644879')",10.844565935696329,0,0,0,0,0,2
"('55.805992', '37.784733')",10.950229440142978,0,0,0,0,0,2
"('55.825478', '37.82707')",12.196110778198461,0,0,0,0,0,1
"('55.822857', '37.832378')",11.85317753702057,0,0,0,0,0,1
"('55.790868', '37.817663')",8.601586517287677,0,0,0,0,1,0
"('55.79307', '37.783392')",9.721444179310065,0,0,0,0,1,1
"('55.823859', '37.810755')",12.24412312499511,0,0,0,0,0,1
"('55.792377', '37.816998')",8.774121633466358,0,0,0,0,1,0
"('55.801986', '37.801251')",10.120381574375001,0,0,0,0,0,2
"('55.794421', '37.772262')",10.217255364237973,0,0,0,0,0,2
"('55.793065', '37.807027')",9.063791654038088,0,0,0,0,1,1
"('55.79173', '37.773197')",9.935255474379757,0,0,0,0,1,1
"('55.80275', '37.8215')",9.799632926437713,0,0,0,0,1,0
"('55.8018915', '37.782743')",10.599911480283739,0,0,0,0,0,2
"('55.807617', '37.78095')",11.217917600775325,0,0,0,0,0,2
"('55.816326', '37.806343')",11.516527099589943,0,0,0,0,0,1
"('55.806372', '37.826392')",10.118743612400026,0,0,0,0,0,1
"('55.809373', '37.807027')",10.767046673472791,0,0,0,0,0,1
"('55.806959', '37.824468')",10.209330891808609,0,0,0,0,0,1
"('55.799394', '37.776151')",10.558571179566234,0,0,0,0,0,2
"('55.808216', '37.816588')",10.467780923908945,0,0,0,0,0,1
"('55.805068', '37.775276')",11.134028331815555,0,0,0,0,0,2
"('55.792635', '37.807898')",8.998896299596273,0,0,0,0,1,1
"('55.811958', '37.796427')",11.2640194081074,0,0,0,0,0,2
"('55.820177', '37.873197')",11.437203301309578,0,0,0,0,0,1
"('55.809474', '37.787911')",11.216012073640849,0,0,0,0,0,2
"('55.804081', '37.7734')",11.096344180853135,0,0,0,0,0,2
"('55.79225', '37.812588')",8.85283646731164,0,0,0,0,1,0
"('55.793167', '37.776764')",9.946881780277357,0,0,0,0,1,1
"('55.819909', '37.828003')",11.57563367719735,0,0,0,0,0,1
"('55.79137', '37.802518')",9.0019524919909,0,0,0,0,1,1
"('55.801197', '37.794298')",10.211317669356427,0,0,0,0,0,2
"('55.791668', '37.787794')",9.448686230395358,0,0,0,0,1,1
"('55.801329', '37.803766')",9.99427931695769,0,0,0,0,1,1
"('55.792508', '37.787776')",9.530873886519995,0,0,0,0,1,1
"('55.790615', '37.788971')",9.310311754355839,0,0,0,0,1,1
"('55.794872', '37.79013')",9.692595828701995,0,0,0,0,1,1
"('55.792847', '37.801934')",9.166969482670373,0,0,0,0,1,1
"('55.812794', '37.792988')",11.430210553278247,0,0,0,0,0,2
"('55.792267', '37.797676')",9.220975873991478,0,0,0,0,1,1
"('55.824283', '37.807997')",12.335662032645129,0,0,0,0,0,1
"('55.8182', '37.811617')",11.62224422538615,0,0,0,0,0,1
"('55.7917793', '37.8064779')",8.944642759797535,0,0,0,0,1,1
"('55.8103', '37.820072')",10.635893942437068,0,0,0,0,0,1
"('55.805412', '37.814377')",10.206800104977223,0,0,0,0,0,1
"('55.804435', '37.812767')",10.132771892752153,0,0,0,0,0,1
"('55.809616', '37.79281')",11.107537314271545,0,0,0,0,0,2
"('55.82134', '37.822685')",11.79665105962795,0,0,0,0,0,1
"('55.8025764', '37.8154515')",9.885149892158996,0,0,0,0,1,0
"('55.797306', '37.803234')",9.590938197693974,0,0,0,0,1,1
"('55.789536', '37.800972')",8.85743215004481,0,0,0,0,1,1
"('55.813885', '37.807925')",11.227512492553727,0,0,0,0,0,1
"('55.792058', '37.80523')",9.003704134484394,0,0,0,0,1,1
"('55.802427', '37.800326')",10.187670477947979,0,0,0,0,0,2
"('55.81297', '37.784973')",11.64657515931659,0,0,0,0,0,2
"('55.792311', '37.794406')",9.316347641159561,0,0,0,0,1,1
"('55.799526', '37.81851')",9.504648301169684,0,0,0,0,1,0
"('55.791658', '37.786438')",9.489686031340936,0,0,0,0,1,1
"('55.789062', '37.79854')",8.876692976515564,0,0,0,0,1,1
"('55.82575', '37.823125')",12.272041236931912,0,0,0,0,0,1
"('55.788882', '37.797839')",8.878470799040095,0,0,0,0,1,1
"('55.804541', '37.817528')",10.058002219187479,0,0,0,0,0,1
"('55.802372', '37.83059')",9.628082651878499,0,0,0,0,1,0
"('55.80347', '37.806507')",10.157057690463528,0,0,0,0,0,1
"('55.789978', '37.79903')",8.954606246665088,0,0,0,0,1,1
"('55.797822', '37.793049')",9.90412651163686,0,0,0,0,1,1
"('55.824122', '37.82352')",12.089454138671142,0,0,0,0,0,1
"('55.809616', '37.812767')",10.684103422135147,0,0,0,0,0,1
"('55.792346', '37.774733')",9.939068169853352,0,0,0,0,1,1
"('55.802249', '37.794028')",10.325022985422128,0,0,0,0,0,2
"('55.797707', '37.783894')",10.15533762859833,0,0,0,0,0,2
"('55.808877', '37.779161')",11.393777632352952,0,0,0,0,0,2
"('55.809011', '37.794655')",11.000830034358678,0,0,0,0,0,2
"('55.812762', '37.796086')",11.355199260049478,0,0,0,0,0,2
"('55.79644', '37.810883')",9.327673510342334,0,0,0,0,1,0
"('55.793844', '37.821499')",8.844832343542778,0,0,0,0,1,0
"('55.806782', '37.823538')",10.203604086382896,0,0,0,0,0,1
"('55.82742', '37.818733')",12.510577255413232,0,0,0,0,0,1
"('55.7361667', '37.6862061')",8.273845419893926,0,0,0,0,1,3
"('55.7289952', '37.7115655')",9.502943632882902,0,0,0,0,1,3
"('55.7287119', '37.7131528')",9.39994772264299,0,0,0,0,1,3
"('55.729318', '37.716887')",9.176594455517128,0,0,0,0,1,2
"('55.728023', '37.712848')",9.409309783265646,0,0,0,0,1,3
"('55.736995', '37.690489')",8.463350250065043,0,0,0,0,1,3
"('55.7390377', '37.6910292')",8.387147503431219,0,0,0,0,1,3
"('55.711002', '37.74484')",7.367080300148451,0,0,0,0,1,2
"('55.736356', '37.694881')",8.739936801305868,0,0,0,0,1,3
"('55.737137', '37.709901')",9.545255826295236,0,0,0,0,2,2
"('55.731886', '37.713854')",9.408874903634798,0,0,0,0,1,3
"('55.73812', '37.70825')",9.405171941574142,0,0,0,0,2,2
"('55.737243', '37.702984')",9.148119444024859,0,0,0,0,1,3
"('55.738155', '37.693523')",8.571378918869605,0,0,0,0,1,3
"('55.727187', '37.667546')",7.893605785691954,0,0,0,0,1,3
"('55.723536', '37.410897')",4.529854871872573,0,0,0,1,0,2
"('55.669381', '37.506891')",8.153083540481735,0,0,0,0,1,2
"('55.663136', '37.520303')",9.05105327094648,0,0,0,0,2,1
"('55.656763', '37.560655')",7.292364108186612,0,0,0,0,1,2
"('55.659443', '37.512974')",9.319182083615104,0,0,0,0,2,1
"('55.670097', '37.550217')",8.758269359463444,0,0,0,0,2,1
"('55.662009', '37.514248')",9.063297037819614,0,0,0,0,1,2
"('55.666244', '37.552768')",8.350552136821946,0,0,0,0,2,1
"('55.681', '37.497135')",6.75777532637434,0,0,0,0,1,2
"('55.599625', '37.669514')",2.1711128282361645,0,0,1,0,1,0
"('55.60571', '37.661826')",1.3424543290887163,0,0,1,0,1,0
"('55.599865', '37.667347')",2.080408837308975,0,0,1,0,1,0
"('55.595277', '37.668273')",2.56531085562176,0,0,1,0,1,0
"('55.601157', '37.666719')",1.9351914269519919,0,0,1,0,1,0
"('55.622283', '37.656442')",0.7245427791255341,0,1,0,1,0,1
"('55.61531', '37.64825')",0.249249445041292,1,0,1,0,1,0
"('55.6357', '37.67501')",2.6060022036101698,0,0,1,0,1,1
"('55.639425', '37.65911')",2.6117114380012696,0,0,1,0,1,0
"('55.645822', '37.655472')",3.290902153657497,0,0,0,1,0,1
"('55.637434', '37.680194')",2.953598872254203,0,0,1,0,1,1
"('55.620663', '37.66494')",0.9597091781576341,0,1,0,1,0,1
"('55.585158', '37.662326')",3.5346776368868693,0,0,0,1,0,1
"('55.621845', '37.64955')",0.6287892904751438,0,1,0,1,0,1
"('55.630914', '37.65373')",1.6275379137309542,0,0,1,0,1,0
"('55.633568', '37.682404')",2.721305043711094,0,0,1,0,1,1
"('55.618537', '37.646318')",0.42152630165090765,1,0,1,0,1,0
"('55.643576', '37.653011')",3.033562084633947,0,0,0,1,0,1
"('55.645116', '37.659218')",3.238218058100306,0,0,0,1,0,1
"('55.628591', '37.648178')",1.3827670977566593,0,0,1,0,1,0
"('55.633333', '37.664177')",2.0473542748496474,0,0,1,0,1,0
"('55.62398', '37.657944')",0.9356808259048125,0,1,0,1,0,1
"('55.605846', '37.651398')",1.1683517816904418,0,0,1,0,1,0
"('55.634125', '37.659164')",2.0344432216519284,0,0,1,0,1,0
"('55.624855', '37.6698')",1.4799900386025617,0,0,1,0,1,0
"('55.606898', '37.659108')",1.1483824058556868,0,0,1,0,1,0
"('55.633516', '37.683473')",2.7654709664248314,0,0,1,0,1,1
"('55.678288', '37.687874')",7.262262156357111,0,0,0,0,1,3
"('55.627575', '37.615273')",2.617316308477727,0,0,1,0,1,0
"('55.622207', '37.66185')",0.9114715580273496,0,1,0,1,0,1
"('55.625272', '37.660278')",1.1300828782040626,0,0,1,0,1,0
"('55.59427', '37.657808')",2.4862885363272866,0,0,1,0,1,0
"('55.618476', '37.658589')",0.49151201718198806,1,0,1,0,1,0
"('55.622498', '37.65249')",0.687346615265019,0,1,0,1,0,1
"('55.637545', '37.657592')",2.389452912427567,0,0,1,0,1,0
"('55.59026', '37.672783')",3.1913671905645273,0,0,0,1,0,1
"('55.638084', '37.670088')",2.6821659174832724,0,0,1,0,1,1
"('55.852192', '37.345733')",14.887683542493278,0,0,0,0,0,1
"('55.584451', '37.667267')",3.682168780081859,0,0,0,1,0,1
"('55.77636', '37.642384')",4.426467606940552,0,0,0,1,0,2
"('55.636536', '37.613277')",3.3067615002070596,0,0,0,1,0,2
"('55.637957', '37.591881')",4.474660189948557,0,0,0,1,0,2
"('55.647144', '37.603756')",4.572379133071808,0,0,0,1,0,3
"('55.630319', '37.593147')",4.007425159224725,0,0,0,1,0,2
"('55.639532', '37.593291')",4.498303266193968,0,0,0,1,0,3
"('55.660923', '37.5948')",6.124407168045355,0,0,0,0,1,2
"('55.642316', '37.596237')",4.538520706663451,0,0,0,1,0,3
"('55.648148', '37.596435')",4.968583094092826,0,0,0,1,0,3
"('55.648094', '37.603775')",4.651441653205283,0,0,0,1,0,3
"('55.640152', '37.595806')",4.4106553478719634,0,0,0,1,0,3
"('55.643612', '37.59656')",4.616420571518356,0,0,0,1,0,3
"('55.6414593', '37.5912878')",4.725856697668989,0,0,0,1,0,3
"('55.64384', '37.59934')",4.503221390713585,0,0,0,1,0,3
"('55.647839', '37.600388')",4.771908990264869,0,0,0,1,0,3
"('55.642199', '37.60452')",4.1407266213058485,0,0,0,1,0,3
"('55.6535996', '37.5752921')",6.356550600014865,0,0,0,0,1,2
"('55.6395147', '37.607138')",3.8157891474725827,0,0,0,1,0,2
"('55.658363', '37.60339')",5.58321035853327,0,0,0,0,1,2
"('55.661019', '37.592941')",6.202270535103053,0,0,0,0,1,2
"('55.662548', '37.58578')",6.613200746773737,0,0,0,0,1,2
"('55.639293', '37.596579')",4.314542156712351,0,0,0,1,0,3
"('55.663918', '37.576187')",7.1212025740974125,0,0,0,0,1,2
"('55.643556', '37.606227')",4.172503616476871,0,0,0,1,0,3
"('55.64171', '37.607674')",3.961343069540142,0,0,0,1,0,3
"('55.64316', '37.602984')",4.284640053117952,0,0,0,1,0,3
"('55.666843', '37.610646')",6.190455532594677,0,0,0,0,1,2
"('55.63504', '37.611329')",3.289929084182911,0,0,0,1,0,2
"('55.6487014', '37.6044115')",4.677370461983106,0,0,0,1,0,3
"('55.6637', '37.646498')",5.283477659359793,0,0,0,0,1,3
"('55.638231', '37.695384')",3.6730221131604828,0,0,0,1,0,2
"('55.652913', '37.647307')",4.081747278436913,0,0,0,1,0,3
"('55.667007', '37.646023')",5.652819409622567,0,0,0,0,1,3
"('55.679199', '37.703658')",7.72371277050008,0,0,0,0,1,2
"('55.630863', '37.601358')",3.563528472430175,0,0,0,1,0,2
"('55.633653', '37.609182')",3.3033260726182285,0,0,0,1,0,2
"('55.674082', '37.661608')",6.45875775573734,0,0,0,0,1,3
"('55.66831', '37.646651')",5.795268734402174,0,0,0,0,1,3
"('55.6672', '37.64359')",5.686079666949329,0,0,0,0,1,3
"('55.67752', '37.687847')",7.18057298719862,0,0,0,0,1,2
"('55.67694', '37.54109')",8.167483135326297,0,0,0,0,2,1
"('53.9448795', '32.8480138')",2828.9295597070786,0,0,0,0,0,0
"('55.7267', '37.531577')",3.794708440467765,0,0,0,1,1,2
"('55.743877', '37.578224')",3.2983424594518,0,0,0,1,1,2
"('55.726395', '37.52971')",3.702204325933719,0,0,0,1,1,2
"('55.749847', '37.56705')",2.629724037586464,0,0,1,0,2,0
"('55.746452', '37.568085')",2.9992431257964465,0,0,1,0,2,0
"('55.724611', '37.530463')",3.8329839836628254,0,0,0,1,1,2
"('55.72702', '37.524227')",3.361937845186604,0,0,0,1,1,2
"('55.746292', '37.57193')",3.0066787159431536,0,0,0,1,1,1
"('55.73974', '37.58122')",3.7801719675532244,0,0,0,1,1,2
"('55.735941', '37.583598')",4.2217608636685755,0,0,0,1,1,2
"('55.747643', '37.57909')",2.8901652415331625,0,0,1,0,2,0
"('55.750712', '37.564904')",2.5543466261869283,0,0,1,0,2,0
"('55.74824', '37.584568')",2.898216910540471,0,0,1,0,2,0
"('55.74871', '37.578514')",2.7672942333077395,0,0,1,0,2,0
"('55.748356', '37.571545')",2.777054682152215,0,0,1,0,2,0
"('55.738074', '37.564446')",3.950651329815893,0,0,0,1,1,2
"('55.745564', '37.551214')",3.353566749578638,0,0,0,2,0,2
"('55.7333', '37.538925')",4.010466428941537,0,0,0,2,0,3
"('55.74379', '37.64798')",5.7889582330809874,0,0,0,0,1,3
"('55.753038', '37.635')",4.549606395496051,0,0,0,1,0,3
"('55.764475', '37.642869')",4.5516652737766625,0,0,0,1,0,3
"('55.75398', '37.647127')",5.179902020796129,0,0,0,0,1,2
"('55.7472878', '37.6227971')",4.304870123946176,0,0,0,1,1,2
"('55.754091', '37.642204')",4.895030216434111,0,0,0,1,0,3
"('55.746081', '37.646202')",5.554117694950051,0,0,0,0,1,3
"('55.746204', '37.636436')",5.043175914690742,0,0,0,0,1,3
"('55.744363', '37.63888')",5.28931132110942,0,0,0,0,1,3
"('55.749405', '37.66141')",6.208009476386847,0,0,0,0,1,3
"('55.772689', '37.613216')",2.583880417697463,0,0,1,0,2,0
"('55.736736', '37.674667')",7.6207346874739095,0,0,0,0,1,3
"('55.723252', '37.563521')",5.597603928628018,0,0,0,0,2,1
"('55.790084', '37.582709')",1.9849117548965853,0,0,1,0,2,0
"('55.738399', '37.629691')",5.309464476482277,0,0,0,0,2,2
"('55.768785', '37.629601')",3.646235188590154,0,0,0,1,0,2
"('55.74467', '37.62874')",4.777206300936776,0,0,0,1,1,3
"('55.744885', '37.624876')",4.582792692944083,0,0,0,1,1,2
"('55.677829', '37.682449')",7.1134931630202045,0,0,0,0,1,3
"('55.681286', '37.669666')",7.318321224414999,0,0,0,0,1,3
"('55.688553', '37.687542')",8.349601986939966,0,0,0,0,1,3
"('55.680557', '37.6714')",7.255938410680327,0,0,0,0,1,3
"('55.6826878', '37.6433842')",7.405898677295085,0,0,0,0,1,3
"('55.689451', '37.686707')",8.432046998849419,0,0,0,0,1,3
"('55.680453', '37.674409')",7.279250111892985,0,0,0,0,1,3
"('55.6794626', '37.6953989')",7.545856195535068,0,0,0,0,1,2
"('55.679255', '37.678146')",7.199121558313803,0,0,0,0,1,3
"('55.688862', '37.684416')",8.332016404088069,0,0,0,0,1,3
"('55.679726', '37.70533')",7.821716422559695,0,0,0,0,1,2
"('55.678703', '37.668076')",7.018972356618504,0,0,0,0,1,3
"('55.676971', '37.671301')",6.861752225127391,0,0,0,0,1,3
"('55.6795242', '37.6675107')",7.104374615668281,0,0,0,0,1,3
"('55.685686', '37.674651')",7.854180353717981,0,0,0,0,1,3
"('55.684396', '37.695519')",8.062428957100616,0,0,0,0,1,2
"('55.679661', '37.68659')",7.383176062715849,0,0,0,0,1,3
"('55.687634', '37.692104')",8.334104496718476,0,0,0,0,1,3
"('55.6864418', '37.6999755')",8.374382843710746,0,0,0,0,1,2
"('55.6857222', '37.6997289')",8.294108800871733,0,0,0,0,1,2
"('55.677671', '37.666225')",6.888964158042242,0,0,0,0,1,3
"('55.6745081', '37.6905715')",6.921991162455678,0,0,0,0,1,2
"('55.717741', '37.675217')",8.957235690253885,0,0,0,0,1,3
"('55.71378', '37.677122')",9.351527766018437,0,0,0,0,1,3
"('55.736235', '37.671849')",7.502322797068644,0,0,0,0,1,3
"('55.737568', '37.631748')",5.465307486554599,0,0,0,0,2,2
"('55.599626', '37.160105')",25.34295624520529,0,0,0,0,0,0
"('55.680057', '37.672936')",7.2183223235795,0,0,0,0,1,3
"('55.68172', '37.681057')",7.5093118288335035,0,0,0,0,1,3
"('55.676994', '37.69323')",7.240240577834165,0,0,0,0,1,2
"('55.667736', '37.652445')",5.722572725385109,0,0,0,0,1,3
"('55.68794', '37.687218')",8.2783857953729,0,0,0,0,1,3
"('55.680194', '37.639312')",7.152527274680723,0,0,0,0,1,3
"('55.677539', '37.634398')",6.901002732967596,0,0,0,0,1,3
"('55.682935', '37.64542')",7.425355618052103,0,0,0,0,1,3
"('55.709028', '37.620761')",7.781964333032782,0,0,0,0,2,1
"('55.669249', '37.568192')",7.89897706234624,0,0,0,0,2,1
"('55.590282', '37.445725')",13.306760570906937,0,0,0,0,0,1
"('55.49221', '37.31481')",2437.0057020352524,0,0,0,0,0,0
"('55.575169', '37.476734')",11.948425725681924,0,0,0,0,0,1
"('55.519519', '37.39603')",19.40312676400516,0,0,0,0,0,0
"('55.591915', '37.457537')",12.540280008424253,0,0,0,0,0,1
"('55.4860975', '37.2977397')",2438.4410631369124,0,0,0,0,0,0
"('55.497184', '37.320293')",2436.6672023176297,0,0,0,0,0,0
"('55.574548', '37.487424')",11.357233596324235,0,0,0,0,0,1
"('55.488376', '37.332573')",2435.0980657841837,0,0,0,0,0,0
"('55.5539909', '37.4633573')",13.759952293926364,0,0,0,0,0,1
"('55.518041', '37.343802')",22.298942882475167,0,0,0,0,0,0
"('55.531992', '37.384691')",19.286682794855473,0,0,0,0,0,0
"('55.567214', '37.480265')",12.11729492470678,0,0,0,0,0,1
"('55.574839', '37.477085')",11.942202549380985,0,0,0,0,0,1
"('55.592637', '37.461122')",12.30219484613162,0,0,0,0,0,1
"('55.533435', '37.376411')",19.668327695511984,0,0,0,0,0,0
"('55.591599', '37.42916')",14.298354642494989,0,0,0,0,0,1
"('55.517549', '37.3960797')",19.523565574793217,0,0,0,0,0,0
"('55.5163525', '37.3473271')",22.199468993893703,0,0,0,0,0,0
"('55.5781857', '37.4777913')",11.761082393766854,0,0,0,0,0,1
"('55.570624', '37.4872')",11.55622890234881,0,0,0,0,0,1
"('55.567214', '37.479385')",12.16683059895118,0,0,0,0,0,1
"('55.591793', '37.454861')",12.70791817733698,0,0,0,0,0,1
"('55.566155', '37.478333')",12.279441237681652,0,0,0,0,0,1
"('55.5110627', '37.3503601')",22.33852307790421,0,0,0,0,0,0
"('55.5179916', '37.3940623')",19.60120949445061,0,0,0,0,0,0
"('55.555031', '37.46732')",13.485669772688974,0,0,0,0,0,1
"('55.502523', '37.322521')",24.33482182609588,0,0,0,0,0,0
"('55.577566', '37.48269')",11.49945325230771,0,0,0,0,0,1
"('55.569571', '37.491575')",11.362607968070739,0,0,0,0,0,1
"('55.497154', '37.320014')",2436.6934958875463,0,0,0,0,0,0
"('55.59078', '37.427435')",14.422915534259769,0,0,0,0,0,1
"('55.496786', '37.320122')",2436.667881043355,0,0,0,0,0,0
"('55.470207', '37.296093')",2437.955411362542,0,0,0,0,0,0
"('55.5766086', '37.481569')",11.60531164473881,0,0,0,0,0,1
"('55.5776617', '37.478889')",11.717960525523761,0,0,0,0,0,1
"('55.591498', '37.447295')",13.180937983566254,0,0,0,0,0,1
"('55.519152', '37.392499')",19.611317074083612,0,0,0,0,0,0
"('55.47647', '37.296207')",2438.2012434474964,0,0,0,0,0,0
"('55.496639', '37.319206')",2436.752235489733,0,0,0,0,0,0
"('55.509441', '37.338277')",23.083916403731013,0,0,0,0,0,0
"('55.573973', '37.488943')",11.296591546259753,0,0,0,0,0,1
"('55.5792254', '37.4810338')",11.528583791986033,0,0,0,0,0,1
"('55.490616', '37.334765')",2434.973007027923,0,0,0,0,0,0
"('55.5191118', '37.3494791')",21.928270291799024,0,0,0,0,0,0
"('55.583085', '37.4643469')",12.380544839521717,0,0,0,0,0,1
"('55.56533', '37.47888')",12.291009256907723,0,0,0,0,0,1
"('55.5782812', '37.4827046')",11.468855354239853,0,0,0,0,0,1
"('55.7684938', '37.6540297')",5.172375364775883,0,0,0,0,1,2
"('55.782152', '37.662973')",5.789513215027435,0,0,0,0,1,2
"('55.776877', '37.659371')",5.493773204978242,0,0,0,0,1,2
"('55.782947', '37.659182')",5.571583781766264,0,0,0,0,1,2
"('55.771317', '37.655346')",5.231725980919955,0,0,0,0,1,2
"('55.777616', '37.66097')",5.600269648479935,0,0,0,0,1,2
"('55.784288', '37.657476')",5.4977850215238036,0,0,0,0,1,2
"('55.78115', '37.667087')",6.02694080923021,0,0,0,0,1,2
"('55.7817272', '37.6659454')",5.96580044974622,0,0,0,0,1,2
"('55.772175', '37.659874')",5.512607616677533,0,0,0,0,1,2
"('55.646426', '37.494836')",10.436382534339094,0,0,0,0,0,3
"('55.625491', '37.504834')",9.312820790091584,0,0,0,0,1,1
"('55.651186', '37.483095')",9.959055624773402,0,0,0,0,1,2
"('55.628241', '37.506487')",9.247880161865377,0,0,0,0,1,1
"('55.647854', '37.495779')",10.392869831443555,0,0,0,0,0,3
"('55.630146', '37.507924')",9.191162573237479,0,0,0,0,1,1
"('55.628495', '37.504762')",9.359464335240107,0,0,0,0,1,1
"('55.644694', '37.493973')",10.428096073202589,0,0,0,0,0,2
"('55.649251', '37.484406')",10.17805125708938,0,0,0,0,0,3
"('55.84368', '37.547306')",7.988531488754059,0,0,0,0,1,1
"('55.840629', '37.529852')",7.950045704331239,0,0,0,0,1,1
"('55.837899', '37.537497')",7.51207065482399,0,0,0,0,1,1
"('55.8539585', '37.5058702')",9.893011828889948,0,0,0,0,1,1
"('55.831833', '37.530535')",7.018230859689169,0,0,0,0,1,1
"('55.831875', '37.500443')",7.918664494697752,0,0,0,0,1,1
"('55.84678', '37.496964')",9.43951450772188,0,0,0,0,1,1
"('55.8343579', '37.5301737')",7.2881362318505145,0,0,0,0,1,1
"('55.841534', '37.542957')",7.813446668741859,0,0,0,0,1,1
"('55.841623', '37.489701')",9.194449589255681,0,0,0,0,1,1
"('55.744237', '37.407591')",4.34039782279632,0,0,0,1,0,2
"('55.799472', '37.488835')",5.979384445764331,0,0,0,0,2,0
"('55.849796', '37.523087')",9.053764333127882,0,0,0,0,1,1
"('55.813587', '37.46061')",8.191174185679019,0,0,0,0,2,0
"('55.787958', '37.461337')",5.3615318657494155,0,0,0,0,2,0
"('55.699781', '37.847487')",2.1761968211469895,0,0,1,0,1,0
"('55.71255', '37.864517')",0.6010855589833365,0,1,0,1,0,1
"('55.700557', '37.851799')",1.9991584584819104,0,0,1,0,1,0
"('55.70056', '37.84617')",2.1331214665589937,0,0,1,0,1,0
"('55.704747', '37.860495')",1.4395163872371326,0,0,1,0,1,0
"('55.697351', '37.845044')",2.4859195519550616,0,0,1,0,1,0
"('55.584416', '37.12755')",28.00341482333211,0,0,0,0,0,0
"('55.580345', '37.157851')",26.8346753278957,0,0,0,0,0,0
"('55.5077268', '37.2658543')",27.18670515157262,0,0,0,0,0,0
"('55.2156978', '37.0674242')",2450.090855121306,0,0,0,0,0,0
"('55.770775', '37.376626')",7.110123103521017,0,0,0,0,1,1
"('55.7597798', '37.5166008')",3.3101441817851023,0,0,0,2,0,2
"('55.619668', '37.761895')",6.948896372333616,0,0,0,0,1,1
"('55.61693', '37.755751')",6.5524453751514296,0,0,0,0,1,1
"('55.6062176', '37.7327241')",5.2248480208542265,0,0,0,0,1,1
"('55.609273', '37.759632')",6.842673749947401,0,0,0,0,1,1
"('55.60844', '37.756622')",6.665959642694765,0,0,0,0,1,1
"('55.617775', '37.754177')",6.454851399100912,0,0,0,0,1,1
