coords,eco_boiler_closest_km,eco_boiler_less500m,eco_boiler_0.5-1km,eco_boiler_1-3km,eco_boiler_3-5km,eco_boiler_5-10km,eco_boiler_10-15km
"('55.789472', '37.567186')",1.8266501786782734,0,0,1,0,2,0
"('55.782896', '37.565201')",1.1520953753085497,0,0,1,0,2,0
"('55.787958', '37.567042')",1.662389313741667,0,0,1,0,2,0
"('55.7861643', '37.5418715')",2.3748836837368494,0,0,1,0,2,0
"('55.794806', '37.571543')",2.394984805360596,0,0,1,0,2,0
"('55.829881', '37.570635')",6.300593684633659,0,0,0,0,1,1
"('55.833708', '37.568677')",6.729395945940037,0,0,0,0,1,1
"('55.801541', '37.54922')",3.4556375007520885,0,0,0,1,1,1
"('55.841614', '37.572953')",7.606507300362592,0,0,0,0,1,1
"('55.72699', '37.473698')",1.5198285703857626,0,0,1,0,2,0
"('55.73297', '37.46856')",0.9773480493556564,0,1,0,1,1,1
"('55.73165', '37.465702')",1.1974503784563744,0,0,1,0,2,0
"('55.731855', '37.460601')",1.3863780841030724,0,0,1,0,2,0
"('55.734146', '37.468605')",0.8651019815718455,0,1,0,1,1,1
"('55.73413', '37.473976')",0.7313315256150663,0,1,0,1,1,1
"('55.73472', '37.473022')",0.6833177451037038,0,1,0,1,1,1
"('55.731415', '37.46433')",1.2687031133430648,0,0,1,0,2,0
"('55.73249', '37.469765')",0.9897578634791625,0,1,0,1,1,1
"('55.733315', '37.482197')",0.8849006627165064,0,1,0,1,1,1
"('55.7402898', '37.4809734')",0.28946887872245586,1,0,1,0,2,0
"('55.730593', '37.466628')",1.2674428576806362,0,0,1,0,2,0
"('55.730289', '37.464796')",1.3553683960023257,0,0,1,0,2,0
"('55.726963', '37.471632')",1.542626158498063,0,0,1,0,2,0
"('55.733948', '37.482727')",0.8365282993518338,0,1,0,1,1,1
"('55.722553', '37.411616')",4.536198904877197,0,0,0,1,0,2
"('55.861115', '37.4244')",13.463936631028442,0,0,0,0,0,2
"('55.850014', '37.421874')",12.657440333390737,0,0,0,0,0,2
"('55.864652', '37.441467')",13.056267288289957,0,0,0,0,0,2
"('55.84725', '37.443308')",11.530775401189647,0,0,0,0,0,2
"('55.885095', '37.395823')",16.64072438542706,0,0,0,0,0,0
"('55.83852', '37.438755')",11.072627846779474,0,0,0,0,0,2
"('55.866692', '37.438646')",13.343944848594713,0,0,0,0,0,2
"('55.851376', '37.421333')",12.812599220089936,0,0,0,0,0,2
"('55.8416072', '37.4571413')",10.47685948794566,0,0,0,0,0,2
"('55.846684', '37.43234')",11.979202555163056,0,0,0,0,0,2
"('55.851765', '37.41184')",13.026888024495978,0,0,0,0,0,2
"('55.857745', '37.424156')",13.204994901679205,0,0,0,0,0,2
"('55.863192', '37.421443')",13.759155922980284,0,0,0,0,0,2
"('55.84846', '37.439007')",11.816076752569384,0,0,0,0,0,2
"('55.8632703', '37.4242085')",13.647176134996966,0,0,0,0,0,2
"('55.854897', '37.42562')",12.915970060280182,0,0,0,0,0,2
"('55.852263', '37.421156')",12.910693935202442,0,0,0,0,0,2
"('55.867753', '37.44285')",13.273728785333551,0,0,0,0,0,2
"('55.853102', '37.445716')",11.90330934115645,0,0,0,0,0,2
"('55.85705', '37.432816')",12.773079505025153,0,0,0,0,0,2
"('55.849812', '37.43622')",12.045955990274935,0,0,0,0,0,2
"('55.851156', '37.411454')",12.970049275164476,0,0,0,0,0,2
"('55.85023', '37.41972')",12.717690152558,0,0,0,0,0,2
"('55.845365', '37.44232')",11.426015857509054,0,0,0,0,0,2
"('55.862045', '37.431388')",13.243628830285948,0,0,0,0,0,2
"('55.843763', '37.438206')",11.488656814498475,0,0,0,0,0,2
"('55.84425', '37.447567')",11.105617278310328,0,0,0,0,0,2
"('55.85938', '37.423275')",13.373547828423385,0,0,0,0,0,2
"('55.847887', '37.420302')",12.457103223986206,0,0,0,0,0,2
"('55.85655', '37.419807')",13.304904747237526,0,0,0,0,0,2
"('55.852895', '37.44082')",12.092842459836804,0,0,0,0,0,2
"('55.885625', '37.400836')",16.478599064488968,0,0,0,0,0,0
"('55.88461', '37.388421')",16.912574714953823,0,0,0,0,0,0
"('55.8445023', '37.4454836')",11.217633779363336,0,0,0,0,0,2
"('55.851677', '37.425737')",12.661312178847592,0,0,0,0,0,2
"('55.861686', '37.439104')",12.89610955908536,0,0,0,0,0,2
"('55.706715', '37.61577')",7.90515879064602,0,0,0,0,2,1
"('55.706168', '37.578801')",7.485938452073359,0,0,0,0,2,1
"('55.71195', '37.593433')",6.960884901100602,0,0,0,0,2,1
"('55.737345', '37.693624')",8.618604386114603,0,0,0,0,1,3
"('55.743162', '37.675406')",7.304513209289843,0,0,0,0,1,3
"('55.746416', '37.677292')",7.252792310711187,0,0,0,0,1,3
"('55.737005', '37.67334')",7.534306705332554,0,0,0,0,1,3
"('55.756695', '37.679684')",7.004081684488554,0,0,0,0,1,2
"('55.756604', '37.682673')",7.1878436294933055,0,0,0,0,1,2
"('55.750957', '37.695259')",8.124116690172052,0,0,0,0,1,2
"('55.736143', '37.676286')",7.741978360671725,0,0,0,0,1,3
"('55.737263', '37.67281')",7.490799984864284,0,0,0,0,1,3
"('55.748072', '37.690462')",7.946014052580083,0,0,0,0,1,3
"('55.7411918', '37.6741144')",7.337053612703003,0,0,0,0,1,3
"('55.740588', '37.675729')",7.458380670642923,0,0,0,0,1,3
"('55.73919', '37.68906')",8.269414826484985,0,0,0,0,1,3
"('55.7658', '37.60274')",2.098828819209024,0,0,1,0,2,0
"('55.7500009', '37.647137')",5.379726177254287,0,0,0,0,1,3
"('55.7788126', '37.638215')",4.19672749579759,0,0,0,1,0,2
"('55.776578', '37.634604')",3.942028266598739,0,0,0,1,0,2
"('55.779465', '37.643517')",4.536513856871761,0,0,0,1,0,2
"('55.776806', '37.639887')",4.274479121724942,0,0,0,1,0,2
"('55.77792', '37.63767')",4.149449093392496,0,0,0,1,0,2
"('55.775383', '37.639202')",4.220073133494546,0,0,0,1,0,2
"('55.7815827', '37.6418004')",4.472567271521827,0,0,0,1,0,2
"('55.794378', '37.654239')",5.665168108460443,0,0,0,0,1,1
"('55.715317', '37.89868')",2.3539796035058935,0,0,1,0,1,0
"('55.729958', '37.767483')",6.061581481042642,0,0,0,0,1,2
"('55.740198', '37.763396')",6.6522476378885615,0,0,0,0,1,1
"('55.7307157', '37.7700697')",5.923425709531278,0,0,0,0,1,2
"('55.725701', '37.769379')",5.854982375211453,0,0,0,0,1,2
"('55.603747', '37.653182')",1.404660868100167,0,0,1,0,1,0
"('55.595673', '37.658733')",2.342281437706802,0,0,1,0,1,0
"('55.593721', '37.651313')",2.5182157631784943,0,0,1,0,1,0
"('55.597748', '37.66495')",2.230320953771646,0,0,1,0,1,0
"('55.601996', '37.617986')",2.6610347068080973,0,0,1,0,1,0
"('55.601676', '37.610898')",3.049181351910235,0,0,0,1,0,1
"('55.604607', '37.658752')",1.3783118966372319,0,0,1,0,1,0
"('55.605795', '37.621714')",2.2279734748637123,0,0,1,0,1,0
"('55.603419', '37.662498')",1.5894632248644545,0,0,1,0,1,0
"('55.784552', '37.528756')",2.9921721331354303,0,0,1,0,2,0
"('55.772457', '37.4833904')",3.5788727533932794,0,0,0,1,1,1
"('55.77634', '37.525109')",2.9657031509284337,0,0,1,0,2,0
"('55.77792', '37.538125')",2.1907485790978045,0,0,1,0,2,0
"('55.786106', '37.510376')",4.124757899052349,0,0,0,1,1,1
"('55.77942', '37.526833')",2.9187166155781146,0,0,1,0,2,0
"('55.780876', '37.533544')",2.559884495720137,0,0,1,0,2,0
"('55.775322', '37.534245')",2.383674493425236,0,0,1,0,2,0
"('55.785152', '37.512695')",3.951848171461035,0,0,0,1,1,1
"('55.773034', '37.485026')",3.656449680744939,0,0,0,1,1,1
"('55.81255', '37.465702')",7.975335869582561,0,0,0,0,2,0
"('55.779682', '37.462997')",4.436577191444714,0,0,0,1,1,1
"('55.77432', '37.534757')",2.3436563781452384,0,0,1,0,2,0
"('55.777084', '37.53199')",2.5495518984713637,0,0,1,0,2,0
"('55.774558', '37.536984')",2.2055942567239164,0,0,1,0,2,0
"('55.775852', '37.531693')",2.549046603659699,0,0,1,0,2,0
"('55.786708', '37.523249')",3.4072058969644776,0,0,0,1,1,1
"('55.779859', '37.539527')",2.1681926012444883,0,0,1,0,2,0
"('55.775307', '37.527238')",2.821607672003595,0,0,1,0,2,0
"('55.774937', '37.473877')",3.831139212513458,0,0,0,1,1,1
"('55.767638', '37.50186')",3.4131164591207557,0,0,0,2,0,2
"('55.784767', '37.53457')",2.6766014993307823,0,0,1,0,2,0
"('55.769135', '37.494521')",3.379443441308834,0,0,0,2,0,2
"('55.774517', '37.473007')",3.78708702263984,0,0,0,1,1,1
"('55.7772862', '37.5269129')",2.867653336814916,0,0,1,0,2,0
"('55.77515', '37.528648')",2.7320395123663364,0,0,1,0,2,0
"('55.778831', '37.530472')",2.68139870095004,0,0,1,0,2,0
"('55.778512', '37.522881')",3.140166449649932,0,0,0,1,1,1
"('55.784622', '37.52318')",3.3160912870308445,0,0,0,1,1,1
"('55.785701', '37.524705')",3.276550890424285,0,0,0,1,1,1
"('55.778275', '37.521355')",3.229702060587752,0,0,0,1,1,1
"('55.774274', '37.545932')",1.643186517617844,0,0,1,0,2,0
"('55.739727', '37.618507')",4.740705633953026,0,0,0,1,1,2
"('55.60995', '37.586392')",4.18033212607812,0,0,0,1,0,1
"('55.60246', '37.614716')",2.7997447789722014,0,0,1,0,1,0
"('55.629592', '37.606209')",3.2270552084075317,0,0,0,1,0,2
"('55.58742', '37.651566')",3.2195973540653786,0,0,0,1,0,1
"('55.611297', '37.582736')",4.385753934072406,0,0,0,1,0,1
"('55.607972', '37.606074')",3.0261189177011434,0,0,0,1,0,1
"('55.63101', '37.612084')",2.986148825595335,0,0,1,0,1,1
"('55.620197', '37.602634')",3.125176142553355,0,0,0,1,0,1
"('55.62863', '37.60469')",3.2661766127627825,0,0,0,1,0,2
"('55.60576', '37.602528')",3.318740349218831,0,0,0,1,0,1
"('55.601264', '37.657017')",1.7105992010695052,0,0,1,0,1,0
"('55.589558', '37.654205')",2.985507564499022,0,0,1,0,1,0
"('55.628932', '37.593911')",3.9051094378263183,0,0,0,1,0,2
"('55.603766', '37.582736')",4.569752158117015,0,0,0,1,0,1
"('55.577531', '37.648132')",4.326619822401048,0,0,0,1,0,1
"('55.63292', '37.604645')",3.495596221067925,0,0,0,1,0,2
"('55.607666', '37.596256')",3.628716901623112,0,0,0,1,0,1
"('55.628296', '37.593596')",3.8989218167457422,0,0,0,1,0,2
"('55.577546', '37.650936')",4.31920264718196,0,0,0,1,0,1
"('55.61995', '37.586068')",4.158767170947323,0,0,0,1,0,1
"('55.589849', '37.649813')",2.951704814169626,0,0,1,0,1,0
"('55.57809', '37.67747')",4.556243088642964,0,0,0,1,0,1
"('55.627991', '37.595411')",3.7798742982778624,0,0,0,1,0,2
"('55.620479', '37.596794')",3.493997778972461,0,0,0,1,0,1
"('55.626858', '37.61006')",2.876632093124386,0,0,1,0,1,0
"('55.796916', '37.715658')",9.38519447072806,0,0,0,0,1,1
"('55.799866', '37.716057')",9.505929324414224,0,0,0,0,1,1
"('55.793842', '37.70645')",8.736651878137394,0,0,0,0,1,1
"('55.788778', '37.715228')",9.147072169001575,0,0,0,0,1,1
"('55.79851', '37.726733')",10.101756539965123,0,0,0,0,0,2
"('55.7999917', '37.7223353')",9.885193445584573,0,0,0,0,1,1
"('55.790464', '37.690605')",7.679727544418189,0,0,0,0,1,2
"('55.796425', '37.697549')",8.283570262319243,0,0,0,0,1,1
"('55.7935299', '37.6859761')",7.493957877019501,0,0,0,0,1,2
"('55.79425', '37.69323')",7.952289699704712,0,0,0,0,1,2
"('55.795489', '37.697927')",8.274489987078821,0,0,0,0,1,1
"('55.78969', '37.708904')",8.778150875682202,0,0,0,0,1,1
"('55.79269', '37.691531')",7.800739107917208,0,0,0,0,1,2
"('55.798541', '37.689186')",7.867454485636924,0,0,0,0,1,2
"('55.816409', '37.733545')",11.208709756474551,0,0,0,0,0,2
"('55.797482', '37.720671')",9.704735841612138,0,0,0,0,1,1
"('55.800873', '37.716989')",9.596681560912366,0,0,0,0,1,1
"('55.607214', '37.413017')",15.079310823515268,0,0,0,0,0,0
"('55.593245', '37.425689')",14.47913872523682,0,0,0,0,0,1
"('55.558518', '37.311656')",22.391067399862152,0,0,0,0,0,0
"('55.602312', '37.415613')",14.964095828154278,0,0,0,0,0,1
"('55.614312', '37.385448')",15.175286721338596,0,0,0,0,0,0
"('55.549786', '37.312999')",22.61188880565492,0,0,0,0,0,0
"('55.557851', '37.314746')",22.226336625828598,0,0,0,0,0,0
"('55.566445', '37.47987')",12.178429692233543,0,0,0,0,0,1
"('55.589187', '37.44538')",13.355225169596796,0,0,0,0,0,1
"('55.588323', '37.4576')",12.629721101307616,0,0,0,0,0,1
"('55.5527279', '37.3387129')",20.97298766665133,0,0,0,0,0,0
"('55.603446', '37.417616')",14.825593733992022,0,0,0,0,0,1
"('55.600231', '37.413448')",15.1259079722364,0,0,0,0,0,0
"('55.568807', '37.287388')",22.520769693102476,0,0,0,0,0,0
"('55.551777', '37.316355')",22.33923280495925,0,0,0,0,0,0
"('55.594293', '37.428913')",14.25848058600005,0,0,0,0,0,1
"('55.5519175', '37.3435318')",20.718458131888408,0,0,0,0,0,0
"('55.5475991', '37.3249159')",21.987349120183385,0,0,0,0,0,0
"('55.551254', '37.3366111')",21.15378686952057,0,0,0,0,0,0
"('55.614724', '37.384954')",15.14457694386415,0,0,0,0,0,0
"('55.593568', '37.46052')",12.317368072800335,0,0,0,0,0,1
"('55.566802', '37.478621')",12.230544246493855,0,0,0,0,0,1
"('55.591549', '37.425117')",14.549555751659861,0,0,0,0,0,1
"('55.551023', '37.314651')",22.468222112796006,0,0,0,0,0,0
"('55.591467', '37.452651')",12.851810501638123,0,0,0,0,0,1
"('55.549124', '37.313412')",22.611737420481624,0,0,0,0,0,0
"('55.5525622', '37.3350953')",21.194068143333595,0,0,0,0,0,0
"('55.56614', '37.34276')",20.268336961429526,0,0,0,0,0,0
"('55.733624', '37.654448')",6.802412027012934,0,0,0,0,1,3
"('55.7087011', '37.6453376')",8.538622102696591,0,0,0,0,1,3
"('55.733361', '37.657053')",6.946338476200852,0,0,0,0,1,3
"('55.72507', '37.66903')",8.11867205023815,0,0,0,0,1,3
"('55.724353', '37.644432')",7.0958073904943415,0,0,0,0,1,3
"('55.67383', '37.48961')",7.475385034854083,0,0,0,0,1,2
"('55.672757', '37.494126')",7.630411218952738,0,0,0,0,1,2
"('55.671727', '37.495455')",7.756347154656268,0,0,0,0,1,2
"('55.665431', '37.492662')",8.426487536791452,0,0,0,0,1,2
"('55.679234', '37.492672')",6.903676027875807,0,0,0,0,1,2
"('55.667493', '37.493156')",8.20258895082297,0,0,0,0,1,2
"('55.672844', '37.491431')",7.597889293571079,0,0,0,0,1,2
"('55.687923', '37.534963')",6.920470381130549,0,0,0,0,2,1
"('55.661917', '37.492626')",8.814697728896206,0,0,0,0,1,2
"('55.688989', '37.529358')",6.6367103464846435,0,0,0,0,2,1
"('55.787923', '37.632224')",4.1114007006506,0,0,0,1,0,2
"('55.786436', '37.640217')",4.520037249171913,0,0,0,1,0,2
"('55.77665', '37.624454')",3.3092254968970733,0,0,0,1,0,2
"('55.787153', '37.622819')",3.5390077811798006,0,0,0,1,0,2
"('55.788596', '37.641486')",4.677451817481401,0,0,0,1,0,2
"('55.77872', '37.640461')",4.334759823199221,0,0,0,1,0,2
"('55.775682', '37.625226')",3.3471389443461574,0,0,0,1,0,2
"('55.783494', '37.633859')",4.040740711424757,0,0,0,1,0,2
"('55.783398', '37.635098')",4.112482182244266,0,0,0,1,0,2
"('55.79089', '37.63668')",4.50295075286036,0,0,0,1,0,2
"('55.773525', '37.629897')",3.6299095144080664,0,0,0,1,0,2
"('55.777598', '37.6219685')",3.168481225231508,0,0,0,1,0,2
"('55.787853', '37.633194')",4.164320170879612,0,0,0,1,0,2
"('55.774715', '37.625154')",3.335850068327862,0,0,0,1,0,2
"('55.78809', '37.634317')",4.239488066504763,0,0,0,1,0,2
"('55.773933', '37.62679')",3.435545648286896,0,0,0,1,0,2
"('55.78507', '37.639626')",4.437759423370242,0,0,0,1,0,2
"('55.784045', '37.635332')",4.146787381268548,0,0,0,1,0,2
"('55.670757', '37.587712')",7.278345674164878,0,0,0,0,1,2
"('55.68324', '37.539482')",7.513272276149431,0,0,0,0,1,2
"('55.681859', '37.539769')",7.653705244895493,0,0,0,0,1,2
"('55.679417', '37.546112')",8.095902420534603,0,0,0,0,2,1
"('55.681047', '37.551088')",8.120626385155495,0,0,0,0,2,1
"('55.763067', '37.605831')",2.4064039487977427,0,0,1,0,2,0
"('55.76174', '37.608311')",2.614096366998967,0,0,1,0,2,0
"('55.771266', '37.597998')",1.6436016327014638,0,0,1,0,2,0
"('55.762637', '37.600504')",2.1439316285880734,0,0,1,0,2,0
"('55.7705968', '37.5954692')",1.499720817412083,0,0,1,0,2,0
"('55.764445', '37.59312')",1.6489018242737048,0,0,1,0,2,0
"('55.771565', '37.602885')",1.9442552403355018,0,0,1,0,2,0
"('55.768243', '37.59833')",1.7422429016792107,0,0,1,0,2,0
"('55.76011', '37.591953')",1.9274507964173615,0,0,1,0,2,0
"('55.765069', '37.5912871')",1.5151947185776178,0,0,1,0,2,0
"('55.764577', '37.595842')",1.7807308619210587,0,0,1,0,2,0
"('55.765478', '37.595833')",1.7275830763307194,0,0,1,0,2,0
"('55.765063', '37.607053')",2.3800723553597227,0,0,1,0,2,0
"('55.766309', '37.590623')",1.4010751100480976,0,0,1,0,2,0
"('55.768233', '37.619477')",3.029026926833686,0,0,0,1,1,1
"('55.761173', '37.599507')",2.1887191897738,0,0,1,0,2,0
"('55.617856', '37.265711')",19.033506533215107,0,0,0,0,0,0
"('55.627727', '37.342984')",15.106800271681795,0,0,0,0,0,0
"('55.626303', '37.310895')",16.437023212622726,0,0,0,0,0,0
"('55.605', '37.36147')",16.734901366222864,0,0,0,0,0,0
"('55.860746', '37.372431')",14.88541754902251,0,0,0,0,0,1
"('55.856544', '37.35072')",15.129031629139002,0,0,0,0,0,0
"('55.8515', '37.363089')",14.250557911745227,0,0,0,0,0,1
"('55.854042', '37.349937')",14.918139040541211,0,0,0,0,0,1
"('55.84487', '37.356414')",13.839150622280869,0,0,0,0,0,1
"('55.7342195', '37.4108729')",4.1754376039189,0,0,0,1,0,2
"('55.707783', '37.403152')",5.872987701042086,0,0,0,0,1,1
"('55.72271', '37.418354')",4.152261719305777,0,0,0,1,0,2
"('55.7074', '37.401923')",5.960029158762603,0,0,0,0,1,1
"('55.736786', '37.407005')",4.378391875628718,0,0,0,1,0,2
"('55.745362', '37.416206')",3.8175540383927666,0,0,0,1,0,2
"('55.746978', '37.40698')",4.4174772752823905,0,0,0,1,0,2
"('55.7246098', '37.4031854')",4.9296639578327985,0,0,0,1,0,2
"('55.708739', '37.404133')",5.758689946838953,0,0,0,0,1,1
"('55.7116087', '37.3956923')",6.008034707802479,0,0,0,0,1,1
"('55.712502', '37.403297')",5.554054937368527,0,0,0,0,1,1
"('55.719622', '37.418506')",4.319400299919242,0,0,0,1,0,2
"('55.7130368', '37.4076638')",5.2947097806967305,0,0,0,0,1,1
"('55.7187331', '37.4305778')",3.7666296398211605,0,0,0,1,0,2
"('55.711184', '37.40875')",5.362524982510429,0,0,0,0,1,1
"('55.723237', '37.403782')",4.952278908664492,0,0,0,1,0,2
"('55.739858', '37.421874')",3.4250048962992614,0,0,0,1,0,2
"('55.7186535', '37.4004304')",5.359237989832243,0,0,0,0,1,1
"('55.704655', '37.47077')",4.012666854621316,0,0,0,1,1,1
"('55.688507', '37.518318')",6.366039244576452,0,0,0,0,1,2
"('55.701708', '37.512237')",4.876705246533304,0,0,0,1,1,2
"('55.70016', '37.506496')",4.8793133434704306,0,0,0,1,1,2
"('55.623158', '37.300817')",17.111872538443716,0,0,0,0,0,0
"('55.61873', '37.266259')",18.939607899798144,0,0,0,0,0,0
"('55.2919543', '37.1163118')",2448.3621267657827,0,0,0,0,0,0
"('55.620169', '37.263052')",18.96723747937822,0,0,0,0,0,0
"('55.613941', '37.386813')",15.181476547977521,0,0,0,0,0,0
"('55.858246', '37.501905')",10.430554366902273,0,0,0,0,0,2
"('55.857851', '37.482358')",10.965694843810448,0,0,0,0,0,2
"('55.869445', '37.456657')",12.919677452124056,0,0,0,0,0,2
"('55.848934', '37.48111')",10.170187387202493,0,0,0,0,0,2
"('55.867748', '37.47359')",12.193531769631683,0,0,0,0,0,2
"('55.855564', '37.47527')",10.986988928600734,0,0,0,0,0,2
"('55.86471', '37.475593')",11.838552677347502,0,0,0,0,0,2
"('55.868844', '37.465164')",12.572230078271497,0,0,0,0,0,2
"('55.7422', '37.587236')",3.591000463025562,0,0,0,1,1,2
"('55.771064', '37.729431')",9.879745967506409,0,0,0,0,1,1
"('55.839643', '37.659739')",9.208321279536793,0,0,0,0,1,0
"('55.852257', '37.682129')",11.176205944202835,0,0,0,0,0,1
"('55.632413', '37.415694')",12.630931416269288,0,0,0,0,0,2
"('55.631793', '37.412047')",12.767601673479437,0,0,0,0,0,1
"('55.619599', '37.417167')",13.972680024230455,0,0,0,0,0,2
"('55.638938', '37.42721')",11.728916267570344,0,0,0,0,0,2
"('55.63193', '37.456243')",12.160196000954091,0,0,0,0,0,2
"('55.612375', '37.470599')",11.424203181673791,0,0,0,0,0,2
"('55.619544', '37.416251')",13.994050096121425,0,0,0,0,0,2
"('55.713309', '37.878326')",1.1658816689351184,0,0,1,0,1,0
"('55.717918', '37.893175')",1.9935692579271338,0,0,1,0,1,0
"('55.719395', '37.72776')",8.404457081119178,0,0,0,0,1,2
"('55.711437', '37.889843')",1.9141234511084126,0,0,1,0,1,0
"('55.717756', '37.891172')",1.8675197435767263,0,0,1,0,1,0
"('55.711458', '37.884174')",1.586253713143959,0,0,1,0,1,0
"('55.71767', '37.886672')",1.5846835632377074,0,0,1,0,1,0
"('55.786991', '37.579493')",1.5944371599144804,0,0,1,0,2,0
"('55.792513', '37.565587')",2.177651309369635,0,0,1,0,2,0
"('55.794993', '37.58376')",2.5246955256965973,0,0,1,0,2,0
"('55.796024', '37.572613')",2.5306162163746175,0,0,1,0,2,0
"('55.764754', '37.564599')",1.060128999737957,0,0,1,0,2,0
"('55.5526627', '37.3437658')",20.675848834181643,0,0,0,0,0,0
"('55.6138', '37.471264')",11.377079680212654,0,0,0,0,0,2
"('55.606309', '37.410753')",15.228889822594176,0,0,0,0,0,0
"('55.4741509', '37.3065139')",2437.0902278829935,0,0,0,0,0,0
"('55.64169', '37.409801')",11.777043213319939,0,0,0,0,0,1
"('55.892531', '37.671579')",14.667137563888703,0,0,0,0,0,1
"('55.865166', '37.672333')",12.005507982579049,0,0,0,0,0,1
"('55.84724', '37.630975')",9.023455054493093,0,0,0,0,1,0
"('55.877167', '37.652481')",12.615437228262087,0,0,0,0,0,1
"('55.889386', '37.675532')",14.46044907516034,0,0,0,0,0,1
"('55.872683', '37.683257')",13.077528682607689,0,0,0,0,0,1
"('55.876758', '37.663395')",12.863197076466264,0,0,0,0,0,1
"('55.638917', '37.595043')",4.368661488688612,0,0,0,1,0,2
"('55.63595', '37.606606')",3.58606088486935,0,0,0,1,0,2
"('55.877087', '37.549624')",11.641061584127574,0,0,0,0,0,1
"('55.880631', '37.539347')",12.124987808438433,0,0,0,0,0,1
"('55.924845', '37.548546')",16.9373610641367,0,0,0,0,0,0
"('55.866465', '37.536895')",10.604770788470962,0,0,0,0,0,2
"('55.862894', '37.569252')",9.977147810482938,0,0,0,0,1,1
"('55.777277', '37.726008')",9.671181074937099,0,0,0,0,1,1
"('55.7802395', '37.7269646')",9.751369516316748,0,0,0,0,1,1
"('55.790868', '37.71362')",9.094970560424933,0,0,0,0,1,1
"('55.778854', '37.724167')",9.56533109184429,0,0,0,0,1,1
"('55.771374', '37.73101')",9.977971937459412,0,0,0,0,1,1
"('55.779084', '37.721678')",9.411162257727455,0,0,0,0,1,1
"('55.7770912', '37.7234507')",9.509952176020061,0,0,0,0,1,1
"('55.773383', '37.737021')",9.977724389352684,0,0,0,0,1,1
"('55.782299', '37.714357')",8.985372833612777,0,0,0,0,1,1
"('55.772618', '37.735916')",9.97978809511847,0,0,0,0,1,1
"('55.773636', '37.73217')",10.048255016690861,0,0,0,0,0,2
"('55.816146', '37.725676')",10.751770804669764,0,0,0,0,0,2
"('55.77673', '37.722755')",9.46467156679218,0,0,0,0,1,1
"('55.709682', '37.624336')",7.806805445470075,0,0,0,0,2,2
"('55.719414', '37.637657')",7.277489654447125,0,0,0,0,1,3
"('55.734674', '37.408409')",4.320077339126743,0,0,0,1,0,2
"('55.715925', '37.407123')",5.1439380615836825,0,0,0,0,1,1
"('55.71907', '37.3968')",5.543122397636925,0,0,0,0,1,1
"('55.71967', '37.41654')",4.421079789458286,0,0,0,1,0,2
"('55.713603', '37.40663')",5.311925931545452,0,0,0,0,1,1
"('55.7243893', '37.4080044')",4.657957348737154,0,0,0,1,0,2
"('55.724167', '37.41173')",4.453100269367415,0,0,0,1,0,2
"('55.722989', '37.384729')",6.081554601138583,0,0,0,0,1,1
"('55.724996', '37.41546')",4.201504908547508,0,0,0,1,0,2
"('55.718826', '37.406586')",5.008624287372577,0,0,0,0,1,1
"('55.503757', '37.53541')",14.52605662387293,0,0,0,0,0,1
"('55.721027', '37.463898')",2.3115835856510945,0,0,1,0,2,0
"('55.723744', '37.464014')",2.026829903464316,0,0,1,0,2,0
"('55.749714', '37.59428')",2.973252252661463,0,0,1,0,2,0
"('55.739514', '37.565228')",3.785676616300022,0,0,0,1,1,2
"('55.754497', '37.592384')",2.4513710450172956,0,0,1,0,2,0
"('55.803396', '37.527122')",4.379150377843092,0,0,0,1,1,1
"('55.795307', '37.52363')",3.9034391969939723,0,0,0,1,1,1
"('55.759277', '37.7389')",8.984819331277308,0,0,0,0,1,1
"('55.804734', '37.785647')",10.799243501444199,0,0,0,0,0,2
"('55.766415', '37.740579')",9.332699076571767,0,0,0,0,1,1
"('55.767215', '37.742789')",9.27278760186089,0,0,0,0,1,1
"('55.76898', '37.72979')",9.91107342535678,0,0,0,0,1,1
"('55.779099', '37.708167')",8.565619007963182,0,0,0,0,1,1
"('55.79131', '37.659782')",5.858065192651659,0,0,0,0,1,1
"('55.794786', '37.652984')",5.612788052517279,0,0,0,0,1,1
"('55.794161', '37.652784')",5.572109415245249,0,0,0,0,1,1
"('55.785245', '37.682188')",7.037300248621578,0,0,0,0,1,2
"('55.789264', '37.693507')",7.824893410592342,0,0,0,0,1,2
"('55.785746', '37.69286')",7.705703728868182,0,0,0,0,1,2
"('55.794968', '37.653577')",5.655070986896688,0,0,0,0,1,1
"('55.655045', '37.382843')",11.190981745686036,0,0,0,0,0,1
"('55.642428', '37.416476')",11.556674966873908,0,0,0,0,0,1
"('55.655899', '37.401123')",10.546821683700497,0,0,0,0,0,1
"('55.65658', '37.404788')",10.377064463037481,0,0,0,0,0,1
"('55.645335', '37.416389')",11.2529894047578,0,0,0,0,0,1
"('55.64898', '37.41053')",11.004749489791498,0,0,0,0,0,1
"('55.64284', '37.409816')",11.657103284960296,0,0,0,0,0,1
"('55.64905', '37.402866')",11.187928123006342,0,0,0,0,0,1
"('55.655585', '37.490802')",9.503668343057472,0,0,0,0,1,2
"('55.648138', '37.414679')",10.99691951967077,0,0,0,0,0,1
"('55.652832', '37.406989')",10.697445427504366,0,0,0,0,0,1
"('55.760434', '37.715767')",9.133282846695183,0,0,0,0,1,1
"('55.766734', '37.727427')",9.778727259202135,0,0,0,0,1,1
"('55.86695', '37.659245')",11.772565624577922,0,0,0,0,0,1
