coords,kids_hospitals_closest_km,kids_hospitals_less500m,kids_hospitals_0.5-1km,kids_hospitals_1-3km,kids_hospitals_3-5km,kids_hospitals_5-10km,kids_hospitals_10-15km
"('55.8039169', '37.6292881')",4.364672777983249,0,0,0,2,4,3
"('55.806545', '37.632107')",4.333528601114179,0,0,0,1,5,2
"('55.806545', '37.632107')",4.333528601114179,0,0,0,1,5,2
"('55.808948', '37.638')",4.154329202271706,0,0,0,1,5,2
"('55.806499', '37.643911')",3.694699183273247,0,0,0,1,5,2
"('55.632825', '37.744549')",5.667358900058937,0,0,0,0,2,2
"('55.632825', '37.744549')",5.667358900058937,0,0,0,0,2,2
"('55.6339225', '37.7472722')",5.510876289103201,0,0,0,0,2,2
"('55.63254', '37.762471')",5.550816011275467,0,0,0,0,2,2
"('55.633953', '37.761078')",5.397068592953178,0,0,0,0,2,2
"('55.633537', '37.760845')",5.444048103518292,0,0,0,0,2,2
"('55.637333', '37.77095')",5.02764331881805,0,0,0,0,2,2
"('55.632139', '37.755392')",5.626716712849497,0,0,0,0,2,2
"('55.635157', '37.746624')",5.385116547030287,0,0,0,0,2,2
"('55.635157', '37.746624')",5.385116547030287,0,0,0,0,2,2
"('55.636356', '37.747639')",5.241046728994296,0,0,0,0,2,2
"('55.663918', '37.751772')",2.2213474366255945,0,0,1,0,2,3
"('55.69559', '37.604717')",3.287156693213939,0,0,0,1,4,4
"('55.625755', '37.722882')",4.6163712810864705,0,0,0,1,1,3
"('55.6201123', '37.7485915')",6.306375073087431,0,0,0,0,2,1
"('55.679991', '37.68447')",5.0845681729046515,0,0,0,0,4,3
"('55.601203', '37.727553')",5.826363352433978,0,0,0,0,2,0
"('55.644008', '37.712542')",4.119212137229142,0,0,0,1,1,3
"('55.619118', '37.72502')",4.874336839674263,0,0,0,1,1,2
"('55.6499812', '37.738784')",3.9707508393937876,0,0,0,1,1,3
"('55.64665', '37.657637')",1.6428111288653486,0,0,1,0,3,3
"('55.652496', '37.745007')",3.560564243975877,0,0,0,1,1,3
"('55.678047', '37.6773')",5.349755125269892,0,0,0,0,4,3
"('55.641854', '37.763827')",4.512017244975473,0,0,0,1,1,3
"('55.639517', '37.755491')",4.8102737575764065,0,0,0,1,1,3
"('55.637714', '37.76347')",4.973307875644099,0,0,0,1,1,3
"('55.639517', '37.755491')",4.8102737575764065,0,0,0,1,1,3
"('55.6413', '37.767582')",4.575362903486804,0,0,0,1,1,3
"('55.633658', '37.753928')",5.469823202875525,0,0,0,0,2,2
"('55.629684', '37.745367')",5.981883151382114,0,0,0,0,2,2
"('55.636824', '37.764995')",5.071234224634089,0,0,0,0,2,2
"('55.637592', '37.76461')",4.985847183545466,0,0,0,1,1,3
"('55.537801', '37.503971')",13.710045297663767,0,0,0,0,0,1
"('55.659414', '37.759569')",2.580494691941078,0,0,1,0,2,3
"('55.645426', '37.733707')",4.5657780769447776,0,0,0,1,1,3
"('55.6482618', '37.7208167')",4.7138669871976555,0,0,0,2,0,4
"('55.62235', '37.737614')",5.584189686515955,0,0,0,0,2,1
"('55.65431', '37.763728')",3.1257611154657075,0,0,0,1,1,3
"('55.616661', '37.745322')",6.181893338656972,0,0,0,0,2,1
"('55.688061', '37.7176547')",3.0561755617432826,0,0,0,1,3,4
"('55.618898', '37.719163')",4.523408522338475,0,0,0,1,1,2
"('55.63636', '37.657097')",0.6138285980657088,0,1,0,1,1,4
"('55.635889', '37.76592')",5.175522623819367,0,0,0,0,2,2
"('55.634237', '37.748601')",5.459997488720098,0,0,0,0,2,2
"('55.60817', '37.72758')",5.445469524807644,0,0,0,0,2,1
"('55.593726', '37.53826')",8.030141951168128,0,0,0,0,1,0
"('55.592744', '37.668713')",4.272856052121287,0,0,0,1,0,3
"('55.674631', '37.51344')",8.549354838513898,0,0,0,0,3,2
"('55.616676', '37.497063')",9.663838815492404,0,0,0,0,1,1
"('55.889816', '37.663322')",3.5840882267496466,0,0,0,1,0,4
"('55.77557', '37.498096')",2.0805861989439074,0,0,1,1,3,5
"('55.720956', '37.811016')",4.908024089451092,0,0,0,1,1,5
"('55.67145', '37.766468')",1.2187756851676448,0,0,1,0,2,3
"('55.632526', '37.67765')",1.7098528594561406,0,0,1,0,2,2
"('55.896161', '37.612811')",4.449144091166589,0,0,0,1,0,4
"('55.88001', '37.59277')",3.836120846529559,0,0,0,1,0,6
"('55.876293', '37.580788')",4.272956671021766,0,0,0,1,0,6
"('55.887276', '37.615047')",3.503361441587917,0,0,0,1,0,4
"('55.900829', '37.589051')",5.656522326359939,0,0,0,0,1,3
"('55.8798634', '37.5972609')",3.6018199390879277,0,0,0,1,0,6
"('55.89701', '37.600998')",4.884470470141813,0,0,0,1,0,4
"('55.897686', '37.582394')",5.646605789377179,0,0,0,0,1,3
"('55.900829', '37.589051')",5.656522326359939,0,0,0,0,1,3
"('55.896171', '37.618498')",4.313926593223637,0,0,0,1,0,4
"('55.902858', '37.574543')",6.403261529173946,0,0,0,0,1,3
"('55.891182', '37.603416')",4.259907155739828,0,0,0,1,0,4
"('55.892092', '37.621902')",3.814290806371239,0,0,0,1,0,4
"('55.898866', '37.625424')",4.473882629102588,0,0,0,1,0,4
"('55.899199', '37.605652')",4.950539163066954,0,0,0,1,0,4
"('55.900547', '37.61407')",4.867901607346446,0,0,0,1,0,4
"('55.90435', '37.58175')",6.244179106678647,0,0,0,0,1,2
"('55.90553', '37.57319')",6.683238956496971,0,0,0,0,1,1
"('55.8798634', '37.5972609')",3.6018199390879277,0,0,0,1,0,6
"('55.890007', '37.605481')",4.078741995809239,0,0,0,1,0,4
"('55.898866', '37.625424')",4.473882629102588,0,0,0,1,0,4
"('55.907279', '37.567455')",7.06569024691344,0,0,0,0,1,1
"('55.89237', '37.577418')",5.448570436147179,0,0,0,0,1,3
"('55.881226', '37.583374')",4.398474156820336,0,0,0,1,0,6
"('55.896626', '37.594494')",5.077800955702829,0,0,0,0,1,3
"('55.898866', '37.625424')",4.473882629102588,0,0,0,1,0,4
"('55.887836', '37.615784')",3.535840696320719,0,0,0,1,0,4
"('55.894844', '37.583355')",5.373085612874245,0,0,0,0,1,3
"('55.892006', '37.613826')",4.004494545170538,0,0,0,1,0,4
"('55.89137', '37.58552')",5.002180295761925,0,0,0,0,1,3
"('55.890163', '37.584946')",4.934985372810681,0,0,0,1,0,4
"('55.905357', '37.575756')",6.565353376437041,0,0,0,0,1,2
"('55.898866', '37.625424')",4.473882629102588,0,0,0,1,0,4
"('55.90627', '37.567528')",6.979080652710378,0,0,0,0,1,1
"('55.900433', '37.608994')",4.981069138968691,0,0,0,1,0,4
"('55.881226', '37.583374')",4.398474156820336,0,0,0,1,0,6
"('55.892844', '37.577606')",5.475046322358288,0,0,0,0,1,3
"('55.883244', '37.59594')",3.907299886078376,0,0,0,1,0,6
"('55.895966', '37.570446')",6.040587257751097,0,0,0,0,1,3
"('55.893808', '37.577376')",5.558157663031512,0,0,0,0,1,3
"('55.894667', '37.590057')",5.078356949991499,0,0,0,0,1,3
"('55.893713', '37.629421')",3.8585515088008906,0,0,0,1,0,4
"('55.886086', '37.592472')",4.280976939906474,0,0,0,1,0,5
"('55.888966', '37.598743')",4.242759562000409,0,0,0,1,0,4
"('55.904367', '37.589069')",5.978154849782144,0,0,0,0,1,2
"('55.843414', '37.566072')",5.101681066264503,0,0,0,0,3,5
"('55.679311', '37.44727')",10.153407291285232,0,0,0,0,0,5
"('55.694454', '37.470581')",7.935871740017405,0,0,0,0,3,2
"('55.698004', '37.474411')",7.473253878102203,0,0,0,0,3,2
"('55.693622', '37.469189')",8.06129460187078,0,0,0,0,3,2
"('55.6988776', '37.4683463')",7.6096397231094794,0,0,0,0,3,2
"('55.689918', '37.47024')",8.374746627469777,0,0,0,0,3,2
"('55.692745', '37.453403')",8.721582004241283,0,0,0,0,2,3
"('55.698622', '37.474517')",7.412087973120568,0,0,0,0,3,2
"('55.70595', '37.47959')",6.558040058945063,0,0,0,0,4,1
"('55.699393', '37.468928')",7.541717325006525,0,0,0,0,3,2
"('55.699981', '37.466479')",7.581045683591053,0,0,0,0,3,2
"('55.698622', '37.474517')",7.412087973120568,0,0,0,0,3,2
"('55.696423', '37.47377')",7.642892511769149,0,0,0,0,3,2
"('55.713496', '37.487469')",5.5863341763293075,0,0,0,0,4,2
"('55.689035', '37.46997')",8.46764477127558,0,0,0,0,2,3
"('55.699393', '37.468928')",7.541717325006525,0,0,0,0,3,2
"('55.69408', '37.477095')",7.755869075956566,0,0,0,0,3,2
"('55.698004', '37.474411')",7.473253878102203,0,0,0,0,3,2
"('55.702323', '37.463035')",7.511759341791607,0,0,0,0,3,2
"('55.739404', '37.739899')",3.0019809910234576,0,0,0,1,3,5
"('55.704327', '37.780437')",2.4507615337552253,0,0,1,0,2,4
"('55.856982', '37.637569')",0.39296001621557014,1,0,1,0,2,6
"('55.647465', '37.610672')",2.9585562495857736,0,0,1,0,2,4
"('55.873541', '37.705095')",4.208234146138544,0,0,0,1,1,3
"('55.663918', '37.751772')",2.2213474366255945,0,0,1,0,2,3
"('55.69559', '37.604717')",3.287156693213939,0,0,0,1,4,4
"('55.880295', '37.496174')",6.32335686175791,0,0,0,0,2,3
"('55.874567', '37.580077')",4.2352513983203695,0,0,0,1,0,6
"('55.81745', '37.800865')",7.24906985639161,0,0,0,0,2,2
"('55.865541', '37.653909')",0.9579398117198759,0,1,0,1,1,4
"('55.714035', '37.765884')",3.468284851200212,0,0,0,1,3,4
"('55.707491', '37.928632')",10.211528442224337,0,0,0,0,0,1
"('55.722036', '37.787498')",4.471261472086557,0,0,0,1,2,4
"('55.81021', '37.723045')",2.932728696678378,0,0,1,0,4,3
"('55.783524', '37.467096')",1.4102442982079848,0,0,1,0,4,3
"('55.728652', '37.68067')",3.6793048698423725,0,0,0,2,4,5
"('55.70653', '37.786743')",2.805547435426212,0,0,1,0,2,4
"('55.926605', '37.5402')",9.807296025638308,0,0,0,0,1,1
"('55.738388', '37.7049')",2.233534765029236,0,0,1,0,5,3
"('55.672306', '37.76203')",1.1382927877787505,0,0,1,0,2,3
"('55.807101', '37.799328')",6.716542535738484,0,0,0,0,2,4
"('55.70053', '37.758266')",2.035791389555435,0,0,1,0,3,4
"('55.704874', '37.916936')",9.425293825052695,0,0,0,0,1,1
"('55.518265', '37.572701')",13.298737257098812,0,0,0,0,0,1
"('55.653126', '37.558723')",6.158564193976979,0,0,0,0,2,5
"('55.500856', '37.522207')",16.413928284934464,0,0,0,0,0,0
"('55.566231', '37.497629')",11.858615527966416,0,0,0,0,0,1
"('55.65675', '37.563213')",6.065856252218005,0,0,0,0,2,5
"('55.661217', '37.52978')",8.186349492271383,0,0,0,0,2,4
"('55.592378', '37.604232')",5.0107946294025725,0,0,0,0,1,2
"('55.603141', '37.588656')",4.801707106141369,0,0,0,1,0,3
"('55.587453', '37.597163')",5.714968585686333,0,0,0,0,1,1
"('55.59687', '37.593704')",5.036298426623752,0,0,0,0,1,2
"('55.587453', '37.597163')",5.714968585686333,0,0,0,0,1,1
"('55.5838', '37.591288')",6.260587077611737,0,0,0,0,1,0
"('55.596457', '37.599822')",4.814298600985299,0,0,0,1,0,3
"('55.581726', '37.580842')",6.841664937891975,0,0,0,0,1,0
"('55.584645', '37.603487')",5.767740560765918,0,0,0,0,1,1
"('55.581726', '37.580842')",6.841664937891975,0,0,0,0,1,0
"('55.582392', '37.58034')",6.803941698257236,0,0,0,0,1,0
"('55.589977', '37.601196')",5.339457673870979,0,0,0,0,1,2
"('55.591259', '37.598339')",5.32721806454778,0,0,0,0,1,2
"('55.596457', '37.599822')",4.814298600985299,0,0,0,1,0,3
"('55.591259', '37.598339')",5.32721806454778,0,0,0,0,1,2
"('55.669518', '37.628882')",4.324350052229196,0,0,0,1,2,5
"('55.582412', '37.578797')",6.86425464268597,0,0,0,0,1,0
"('55.582629', '37.582469')",6.699078165255385,0,0,0,0,1,0
"('55.590913', '37.594953')",5.487361903218928,0,0,0,0,1,2
"('55.588415', '37.601798')",5.463683863824046,0,0,0,0,1,1
"('55.581872', '37.579927')",6.865264174601579,0,0,0,0,1,0
"('55.594055', '37.598114')",5.08947561106716,0,0,0,0,1,2
"('55.59687', '37.593704')",5.036298426623752,0,0,0,0,1,2
"('55.587517', '37.610997')",5.2618658266293545,0,0,0,0,1,1
"('55.581726', '37.580842')",6.841664937891975,0,0,0,0,1,0
"('55.5979409', '37.608826')",4.336713468870785,0,0,0,1,0,3
"('55.593605', '37.605865')",4.8399762392885926,0,0,0,1,0,3
"('55.597027', '37.588871')",5.238476222008367,0,0,0,0,1,2
"('55.58292', '37.581164')",6.725540344229913,0,0,0,0,1,0
"('55.585321', '37.601169')",5.776863411747578,0,0,0,0,1,1
"('55.601299', '37.597971')",4.495751822152966,0,0,0,1,0,3
"('55.581578', '37.581606')",6.824580826253751,0,0,0,0,1,0
"('55.568914', '37.590543')",7.695389056718184,0,0,0,0,1,0
"('55.582418', '37.5814')",6.759561578079193,0,0,0,0,1,0
"('55.776537', '37.540928')",2.2959144758986794,0,0,2,1,4,4
"('55.53399', '37.51512')",13.582717374923813,0,0,0,0,0,1
"('55.847442', '37.564967')",5.0329107197790615,0,0,0,0,3,5
"('55.806287', '37.417994')",4.961806321263386,0,0,0,1,2,2
"('55.642822', '37.60628')",2.9531187775888594,0,0,1,0,2,4
"('55.809196', '37.574066')",4.594169142636815,0,0,0,1,6,2
"('55.61117', '37.52794')",7.884156165664067,0,0,0,0,1,1
"('55.4866118', '36.9185187')",2466.61126246885,0,0,0,0,0,0
"('55.536166', '37.159387')",22.837498862896332,0,0,0,0,0,0
"('55.487709', '36.9149866')",2467.0032779384596,0,0,0,0,0,0
"('55.4833037', '36.9148754')",2466.8299702318695,0,0,0,0,0,0
"('55.4999698', '36.9183258')",2467.188932114459,0,0,0,0,0,0
"('55.545416', '37.154742')",23.836859857588678,0,0,0,0,0,0
"('55.5422995', '37.151866')",23.66839195211915,0,0,0,0,0,0
"('55.545416', '37.154742')",23.836859857588678,0,0,0,0,0,0
"('55.5444083', '37.1538739')",23.779474330077026,0,0,0,0,0,0
"('55.495129', '36.916608')",2467.1547310490173,0,0,0,0,0,0
"('55.753007', '37.59303')",1.373429381497296,0,0,1,2,4,5
"('55.748936', '37.595627')",1.855117677061206,0,0,2,1,5,4
"('55.746243', '37.600711')",2.2532350643235506,0,0,2,1,5,4
"('55.7261873', '37.5635277')",3.3145310285235365,0,0,0,3,2,6
"('55.762145', '37.606227')",1.2498287378788857,0,0,1,2,4,5
"('55.748376', '37.599256')",1.9993316690603808,0,0,2,1,5,4
"('55.747363', '37.594486')",2.000298395631994,0,0,2,1,5,4
"('55.753058', '37.58579')",1.2899418495085122,0,0,2,1,5,4
"('55.748939', '37.599247')",1.9424788830054498,0,0,2,1,5,4
"('55.748936', '37.595627')",1.855117677061206,0,0,2,1,5,4
"('55.747267', '37.593381')",1.9928192390549309,0,0,2,1,5,4
"('55.75092', '37.593695')",1.6069258185208959,0,0,1,2,4,5
"('55.747363', '37.594486')",2.000298395631994,0,0,2,1,5,4
"('55.753058', '37.58579')",1.2899418495085122,0,0,2,1,5,4
"('55.753197', '37.584145')",1.2785477441174256,0,0,2,1,5,4
"('55.753129', '37.589096')",1.298918240458045,0,0,2,1,5,4
"('55.749871', '37.59356')",1.715928541875685,0,0,2,1,5,4
"('55.750084', '37.584955')",1.6218680429508352,0,0,2,1,5,4
"('55.747936', '37.599058')",2.038699919832507,0,0,2,1,5,4
"('55.599153', '37.365811')",18.148481750357693,0,0,0,0,0,0
"('55.599819', '37.35636')",18.720347591817724,0,0,0,0,0,0
"('55.6178', '37.264445')",21.239251568407973,0,0,0,0,0,0
"('55.491177', '37.311867')",2428.338792203674,0,0,0,0,0,0
"('55.621374', '37.30574')",19.457801181049966,0,0,0,0,0,0
"('55.598817', '37.360196')",18.503142697348554,0,0,0,0,0,0
"('55.626101', '37.311274')",18.82709087351332,0,0,0,0,0,0
"('55.626101', '37.311274')",18.82709087351332,0,0,0,0,0,0
"('55.6238395', '37.3049863')",19.24823801481693,0,0,0,0,0,0
"('55.623697', '37.30539')",19.248411223716385,0,0,0,0,0,0
"('55.626082', '37.310203')",18.863788135619018,0,0,0,0,0,0
"('55.599396', '37.202255')",25.292414027512542,0,0,0,0,0,0
"('55.624261', '37.309585')",19.057479240236994,0,0,0,0,0,0
"('55.491177', '37.311867')",2428.338792203674,0,0,0,0,0,0
"('55.489014', '37.312576')",2428.1782538669795,0,0,0,0,0,0
"('55.624967', '37.30654')",19.09002027690157,0,0,0,0,0,0
"('55.601416', '37.363466')",18.248018788730395,0,0,0,0,0,0
"('55.860337', '37.667061')",1.5368425863936657,0,0,1,0,2,3
"('55.604712', '37.240253')",23.320434349707845,0,0,0,0,0,0
"('55.616554', '37.264642')",21.34349167157343,0,0,0,0,0,0
"('55.603212', '37.358372')",18.5310148997241,0,0,0,0,0,0
"('55.612263', '37.306055')",20.323071893476055,0,0,0,0,0,0
"('55.6222077', '37.3069577')",19.33869556342202,0,0,0,0,0,0
"('55.4488835', '37.2497875')",2432.6161138729954,0,0,0,0,0,0
"('55.609097', '37.305515')",20.64686802652847,0,0,0,0,0,0
"('55.8608539', '37.6672562')",1.555278754632062,0,0,1,0,2,3
"('55.601956', '37.359989')",18.453590684247835,0,0,0,0,0,0
"('55.588973', '37.166081')",27.529504974364155,0,0,0,0,0,0
"('55.61408', '37.301067')",20.305857485137988,0,0,0,0,0,0
"('55.605093', '37.366394')",17.998710782322657,0,0,0,0,0,0
"('55.60477', '37.36249')",18.247373708913653,0,0,0,0,0,0
"('55.588973', '37.166081')",27.529504974364155,0,0,0,0,0,0
"('55.587345', '37.165618')",27.385861184820165,0,0,0,0,0,0
"('55.587969', '37.167962')",27.374071103600205,0,0,0,0,0,0
"('55.860337', '37.667061')",1.5368425863936657,0,0,1,0,2,3
"('55.86071', '37.670967')",1.7842951807073533,0,0,1,0,2,3
"('55.593527', '37.364463')",18.360246548026808,0,0,0,0,0,0
"('55.588973', '37.166081')",27.529504974364155,0,0,0,0,0,0
"('55.602861', '37.35769')",18.579761905437323,0,0,0,0,0,0
"('55.56925', '37.286426')",22.603109153137677,0,0,0,0,0,0
"('55.604387', '37.369907')",17.792396284453105,0,0,0,0,0,0
"('55.5525815', '37.334048')",20.183338768389184,0,0,0,0,0,0
"('55.601788', '37.374353')",17.565246036098525,0,0,0,0,0,0
"('55.644521', '37.339885')",16.1479255971075,0,0,0,0,0,0
"('55.798473', '37.53276')",4.651062595549745,0,0,0,2,3,5
"('55.792832', '37.51414')",3.885616200964266,0,0,0,2,3,5
"('55.812595', '37.53138')",5.934891193693747,0,0,0,0,5,3
"('55.812595', '37.53138')",5.934891193693747,0,0,0,0,5,3
"('55.812595', '37.53138')",5.934891193693747,0,0,0,0,5,3
"('55.799345', '37.523968')",4.824134612517361,0,0,0,2,4,4
"('55.8108538', '37.5331014')",5.713805147751966,0,0,0,0,5,3
"('55.80822', '37.532008')",5.513628783062409,0,0,0,0,5,3
"('55.793864', '37.541001')",3.922966177229112,0,0,0,2,4,4
"('55.805746', '37.557385')",4.490601324728016,0,0,0,1,5,3
"('55.804901', '37.509289')",4.661148766159777,0,0,0,1,3,5
"('55.808144', '37.539527')",5.240872782479755,0,0,0,0,6,2
"('55.812595', '37.53138')",5.934891193693747,0,0,0,0,5,3
"('55.808758', '37.53307')",5.523139156287085,0,0,0,0,5,3
"('55.806454', '37.521873')",5.289246937479052,0,0,0,0,5,3
"('55.806362', '37.52286')",5.322868780777401,0,0,0,0,5,3
"('55.809147', '37.533436')",5.545310788070277,0,0,0,0,5,3
"('55.794606', '37.542816')",3.9068963980928233,0,0,0,2,4,4
"('55.811128', '37.514688')",5.423364642151174,0,0,0,0,5,3
"('55.808758', '37.53307')",5.523139156287085,0,0,0,0,5,3
"('55.811128', '37.514688')",5.423364642151174,0,0,0,0,5,3
"('55.79935', '37.518166')",4.556422805464386,0,0,0,1,3,5
"('55.793622', '37.545086')",3.7306511930321373,0,0,0,2,4,4
"('55.798961', '37.537092')",4.508234538253217,0,0,0,2,4,4
"('55.80278', '37.536285')",4.868914127014978,0,0,0,1,6,2
"('55.797751', '37.532466')",4.606340424319879,0,0,0,2,3,5
"('55.798136', '37.545276')",4.116212270594149,0,0,0,2,4,4
"('55.8054', '37.538773')",5.011776400603698,0,0,0,0,6,2
"('55.801186', '37.50938')",4.335318044001359,0,0,0,1,3,5
"('55.806736', '37.54014')",5.088024575809233,0,0,0,0,6,2
"('55.804956', '37.512344')",4.780189948780308,0,0,0,1,3,5
"('55.802204', '37.53941')",4.699096566972103,0,0,0,1,5,3
"('55.803894', '37.532986')",5.0947845437606745,0,0,0,0,5,3
"('55.81081', '37.53465')",5.65594511776324,0,0,0,0,5,3
"('55.793186', '37.526968')",4.249757017385154,0,0,0,3,1,7
"('55.807127', '37.515901')",5.1078085013852395,0,0,0,0,5,3
"('55.798363', '37.546435')",4.094260886207147,0,0,0,2,4,4
"('55.797943', '37.546993')",4.03587596969939,0,0,0,2,4,4
"('55.809303', '37.53296')",5.576666301037235,0,0,0,0,5,3
"('55.79422', '37.51759')",4.151083612476715,0,0,0,2,3,5
"('55.8038226', '37.5305733')",5.185261763669938,0,0,0,0,5,3
"('55.808144', '37.539527')",5.240872782479755,0,0,0,0,6,2
"('55.806105', '37.515569')",5.0054329455873106,0,0,0,0,5,3
"('55.792832', '37.51414')",3.885616200964266,0,0,0,2,3,5
"('55.797837', '37.543066')",4.173420621460789,0,0,0,2,4,4
"('55.793864', '37.541001')",3.922966177229112,0,0,0,2,4,4
"('55.800843', '37.515703')",4.566717356381405,0,0,0,1,3,5
"('55.793864', '37.541001')",3.922966177229112,0,0,0,2,4,4
"('55.798136', '37.545276')",4.116212270594149,0,0,0,2,4,4
"('55.78571', '37.52138')",3.5516101841693724,0,0,0,3,1,7
"('55.811295', '37.561787')",4.984745943407193,0,0,0,1,4,4
"('55.885963', '37.67846')",3.6797316768089576,0,0,0,1,0,4
"('55.886248', '37.646099')",2.9490923350468616,0,0,1,0,1,3
"('55.881207', '37.65417')",2.4895330767422332,0,0,1,0,1,3
"('55.87685', '37.646893')",1.9141791180939873,0,0,1,0,1,4
"('55.88158', '37.634827')",2.467096348069627,0,0,1,0,1,4
"('55.881757', '37.694953')",4.093542334169906,0,0,0,1,0,4
"('55.86602', '37.650253')",0.8438666370053465,0,1,0,1,1,4
"('55.867314', '37.671624')",2.0072486522126587,0,0,1,0,2,3
"('55.875657', '37.644432')",1.7654010951125152,0,0,1,0,1,4
"('55.893046', '37.660305')",3.8623376849362856,0,0,0,1,0,3
"('55.885812', '37.699346')",4.587633201307559,0,0,0,1,0,4
"('55.856184', '37.659254')",1.0902294586898302,0,0,1,0,2,4
"('55.87851', '37.717728')",5.150720851079692,0,0,0,0,1,3
"('55.876274', '37.650253')",1.8938178809799664,0,0,1,0,1,3
"('55.878864', '37.639752')",2.1248270974535517,0,0,1,0,1,4
"('55.87685', '37.646893')",1.9141791180939873,0,0,1,0,1,4
"('55.868693', '37.656011')",1.3009368043375344,0,0,1,0,2,3
"('55.88158', '37.634827')",2.467096348069627,0,0,1,0,1,4
"('55.890347', '37.66663')",3.718560867094433,0,0,0,1,0,4
"('55.882145', '37.657394')",2.6537607214335273,0,0,1,0,1,3
"('55.867622', '37.686743')",2.905456704585473,0,0,1,0,2,2
"('55.877693', '37.677643')",2.9673505757631844,0,0,1,0,1,3
"('55.8522635', '37.6602582')",1.3398851710721515,0,0,1,0,2,4
"('55.86752', '37.633034')",1.03862134810685,0,0,1,0,2,4
"('55.87517', '37.698906')",3.925010073590975,0,0,0,1,1,3
"('55.886625', '37.703972')",4.8707588172562275,0,0,0,1,0,3
"('55.886625', '37.703972')",4.8707588172562275,0,0,0,1,0,3
"('55.87024', '37.64314')",1.1587149208149763,0,0,1,0,2,4
