coords,kids_hospitals_closest_km,kids_hospitals_less500m,kids_hospitals_0.5-1km,kids_hospitals_1-3km,kids_hospitals_3-5km,kids_hospitals_5-10km,kids_hospitals_10-15km
"('55.746452', '37.568085')",1.8935222993726482,0,0,2,1,5,4
"('55.741029', '37.576313')",2.6636504243496706,0,0,3,0,6,3
"('55.72702', '37.524227')",3.1718573260627756,0,0,0,1,3,4
"('55.73974', '37.58122')",2.6412676310115284,0,0,3,0,6,3
"('55.747643', '37.57909')",1.938756035544257,0,0,2,1,5,4
"('55.742954', '37.58051')",2.4373821485616434,0,0,3,0,6,3
"('55.74824', '37.584568')",1.827925808580962,0,0,2,1,5,4
"('55.74871', '37.578514')",1.831612600189119,0,0,2,1,5,4
"('55.747692', '37.568929')",1.8698546301327859,0,0,2,1,5,4
"('55.749847', '37.56705')",1.6604735159965,0,0,2,1,5,4
"('55.748356', '37.571545')",1.985350240216438,0,0,2,1,5,4
"('55.738074', '37.564446')",2.3780014943318895,0,0,1,2,4,5
"('55.74871', '37.578514')",1.831612600189119,0,0,2,1,5,4
"('55.745564', '37.551214')",1.2057745548917935,0,0,1,2,3,5
"('55.7333', '37.538925')",2.3234899952035315,0,0,1,2,2,5
"('55.74379', '37.64798')",2.6384346083521564,0,0,1,2,3,6
"('55.764475', '37.642869')",3.5062942627632823,0,0,0,4,1,8
"('55.75398', '37.647127')",3.51720285053351,0,0,0,4,1,8
"('55.754091', '37.642204')",3.382908365662092,0,0,0,4,1,8
"('55.746081', '37.646202')",2.756928097217375,0,0,1,2,3,6
"('55.746204', '37.636436')",2.4351631439440857,0,0,1,2,3,6
"('55.746204', '37.636436')",2.4351631439440857,0,0,1,2,3,6
"('55.744363', '37.63888')",2.3333344461853502,0,0,1,2,3,6
"('55.749405', '37.66141')",2.951039836428939,0,0,1,3,3,6
"('55.772689', '37.613216')",1.8481713666461597,0,0,1,1,6,2
"('55.736736', '37.674667')",3.109792587360074,0,0,0,2,4,5
"('55.736012', '37.618659')",1.036278259664501,0,0,1,1,4,5
"('55.790084', '37.582709')",2.4247520906544873,0,0,1,1,6,2
"('55.738399', '37.629691')",1.46863573878268,0,0,1,1,4,5
"('55.768785', '37.629601')",2.703801450875104,0,0,1,3,2,6
"('55.74467', '37.62874')",2.0939691899543353,0,0,1,1,4,5
"('55.744885', '37.624876')",2.0589026397974943,0,0,1,1,4,5
"('55.677829', '37.682449')",5.229451370427761,0,0,0,0,4,3
"('55.681286', '37.669666')",5.566899869009844,0,0,0,0,4,3
"('55.688553', '37.687542')",4.9320994390610915,0,0,0,1,3,4
"('55.680557', '37.6714')",5.513306051041569,0,0,0,0,4,3
"('55.6826878', '37.6433842')",4.874126614431225,0,0,0,1,4,4
"('55.689451', '37.686707')",4.998838889605576,0,0,0,1,3,4
"('55.680453', '37.674409')",5.551277778960306,0,0,0,0,4,3
"('55.679255', '37.678146')",5.4865057955225565,0,0,0,0,4,3
"('55.679726', '37.70533')",3.776967895869289,0,0,0,1,3,4
"('55.678703', '37.668076')",5.264419639985771,0,0,0,0,4,3
"('55.676971', '37.671301')",5.125354337521858,0,0,0,0,4,3
"('55.6795242', '37.6675107')",5.346335276006119,0,0,0,0,4,3
"('55.685686', '37.674651')",5.543895662374202,0,0,0,0,4,3
"('55.679661', '37.68659')",4.953519570059044,0,0,0,1,3,4
"('55.687634', '37.692104')",4.634146939664369,0,0,0,1,3,4
"('55.6864418', '37.6999755')",4.1268691946794895,0,0,0,1,3,4
"('55.6857222', '37.6997289')",4.134329880348683,0,0,0,1,3,4
"('55.677671', '37.666225')",5.127935110271931,0,0,0,0,4,3
"('55.6745081', '37.6905715')",4.775130141851577,0,0,0,1,3,4
"('55.717741', '37.675217')",3.5739771482527485,0,0,0,2,5,3
"('55.71378', '37.677122')",3.8093903129127002,0,0,0,1,6,2
"('55.736235', '37.671849')",3.2652691390665014,0,0,0,2,4,5
"('55.599626', '37.160105')",27.087278886819593,0,0,0,0,0,0
"('55.680057', '37.672936')",5.483878546612372,0,0,0,0,4,3
"('55.68172', '37.681057')",5.292726280746953,0,0,0,0,4,3
"('55.676994', '37.69323')",4.5662110973299255,0,0,0,1,3,4
"('55.667736', '37.652445')",3.923088073748114,0,0,0,1,2,5
"('55.68794', '37.687218')",4.943297775241025,0,0,0,1,3,4
"('55.892242', '37.574245')",5.5892971030527585,0,0,0,0,1,3
"('55.680174', '37.666557')",5.4053350709394605,0,0,0,0,4,3
"('55.680194', '37.639312')",5.066875759342019,0,0,0,0,5,3
"('55.682935', '37.64542')",4.890425945304388,0,0,0,1,4,4
"('55.682935', '37.64542')",4.890425945304388,0,0,0,1,4,4
"('55.669249', '37.568192')",6.553150764886314,0,0,0,0,3,4
"('55.680057', '37.672936')",5.483878546612372,0,0,0,0,4,3
"('55.590282', '37.445725')",13.524290212758704,0,0,0,0,0,1
"('55.49221', '37.31481')",2428.0952665269783,0,0,0,0,0,0
"('55.575169', '37.476734')",12.42418657437512,0,0,0,0,0,1
"('55.508524', '37.339337')",15.283390247461808,0,0,0,0,0,0
"('55.519519', '37.39603')",16.34670935420778,0,0,0,0,0,0
"('55.532675', '37.38292')",17.775054909710924,0,0,0,0,0,0
"('55.591915', '37.457537')",12.76112630260364,0,0,0,0,0,1
"('55.4860975', '37.2977397')",2429.5029334479036,0,0,0,0,0,0
"('55.497184', '37.320293')",2427.7704580656577,0,0,0,0,0,0
"('55.574548', '37.487424')",11.876453075449339,0,0,0,0,0,1
"('55.488376', '37.332573')",2426.2002572857477,0,0,0,0,0,0
"('55.497184', '37.320293')",2427.7704580656577,0,0,0,0,0,0
"('55.5539909', '37.4633573')",14.408452417445465,0,0,0,0,0,1
"('55.518041', '37.343802')",16.289754388581308,0,0,0,0,0,0
"('55.531992', '37.384691')",17.701255236869876,0,0,0,0,0,0
"('55.567214', '37.480265')",12.694125932063809,0,0,0,0,0,1
"('55.574839', '37.477085')",12.422940497084703,0,0,0,0,0,1
"('55.508524', '37.339337')",15.283390247461808,0,0,0,0,0,0
"('55.592637', '37.461122')",12.52123352856951,0,0,0,0,0,1
"('55.533435', '37.376411')",17.857572839862943,0,0,0,0,0,0
"('55.517549', '37.3960797')",16.128133068652467,0,0,0,0,0,0
"('55.5163525', '37.3473271')",16.07481488124749,0,0,0,0,0,0
"('55.533435', '37.376411')",17.857572839862943,0,0,0,0,0,0
"('55.5781857', '37.4777913')",12.204398492080932,0,0,0,0,0,1
"('55.570624', '37.4872')",12.120292622932316,0,0,0,0,0,1
"('55.567214', '37.479385')",12.740570635011373,0,0,0,0,0,1
"('55.570624', '37.4872')",12.120292622932316,0,0,0,0,0,1
"('55.591793', '37.454861')",12.924911973154858,0,0,0,0,0,1
"('55.566155', '37.478333')",12.860764833699905,0,0,0,0,0,1
"('55.5110627', '37.3503601')",15.46737542989351,0,0,0,0,0,0
"('55.532675', '37.38292')",17.775054909710924,0,0,0,0,0,0
"('55.5179916', '37.3940623')",16.168878987940797,0,0,0,0,0,0
"('55.555031', '37.46732')",14.138042451109452,0,0,0,0,0,1
"('55.502523', '37.322521')",14.840769939805199,0,0,0,0,0,1
"('55.531992', '37.384691')",17.701255236869876,0,0,0,0,0,0
"('55.569571', '37.491575')",11.954890554448522,0,0,0,0,0,1
"('55.497154', '37.320014')",2427.7964097909535,0,0,0,0,0,0
"('55.59078', '37.427435')",14.602778344395661,0,0,0,0,0,1
"('55.496786', '37.320122')",2427.7703233783864,0,0,0,0,0,0
"('55.497154', '37.320014')",2427.7964097909535,0,0,0,0,0,0
"('55.470207', '37.296093')",2428.993060499242,0,0,0,0,0,0
"('55.5766086', '37.481569')",12.079805111501635,0,0,0,0,0,1
"('55.5776617', '37.478889')",12.171075213365283,0,0,0,0,0,1
"('55.519152', '37.392499')",16.292043359438885,0,0,0,0,0,0
"('55.508524', '37.339337')",15.283390247461808,0,0,0,0,0,0
"('55.47647', '37.296207')",2429.246187708864,0,0,0,0,0,0
"('55.531992', '37.384691')",17.701255236869876,0,0,0,0,0,0
"('55.496639', '37.319206')",2427.8534783836667,0,0,0,0,0,0
"('55.59078', '37.427435')",14.602778344395661,0,0,0,0,0,1
"('55.569499', '37.469764')",13.120892332796533,0,0,0,0,0,1
"('55.509441', '37.338277')",15.395032049407181,0,0,0,0,0,0
"('55.569571', '37.491575')",11.954890554448522,0,0,0,0,0,1
"('55.573973', '37.488943')",11.828090700164452,0,0,0,0,0,1
"('55.5792254', '37.4810338')",11.969481522031876,0,0,0,0,0,1
"('55.490616', '37.334765')",2426.081076231072,0,0,0,0,0,0
"('55.5191118', '37.3494791')",16.36406318959848,0,0,0,0,0,0
"('55.583085', '37.4643469')",12.7260387495787,0,0,0,0,0,1
"('55.56533', '37.47888')",12.882921559517198,0,0,0,0,0,1
"('55.7684938', '37.6540297')",3.2830979611445668,0,0,0,3,2,6
"('55.782152', '37.662973')",1.9998062952534545,0,0,1,1,5,3
"('55.776877', '37.659371')",2.4563514269189604,0,0,1,2,4,4
"('55.782947', '37.659182')",2.20033773424986,0,0,1,2,4,4
"('55.771317', '37.655346')",3.0171474726660836,0,0,0,3,3,5
"('55.7931271', '37.5672822')",2.9559762959971967,0,0,1,1,6,2
"('55.777616', '37.66097')",2.3281208778415428,0,0,1,2,4,4
"('55.784288', '37.657476')",2.270673504278558,0,0,1,2,4,4
"('55.7684938', '37.6540297')",3.2830979611445668,0,0,0,3,2,6
"('55.78115', '37.667087')",1.8041283927387084,0,0,1,1,5,3
"('55.7817272', '37.6659454')",1.843018836341521,0,0,1,1,5,3
"('55.772175', '37.659874')",2.7370888635250847,0,0,1,2,4,4
"('55.626213', '37.510152')",8.737694051628562,0,0,0,0,1,2
"('55.646426', '37.494836')",9.859562570298367,0,0,0,0,1,4
"('55.625491', '37.504834')",9.07622016212099,0,0,0,0,1,2
"('55.628241', '37.506487')",8.961235686195565,0,0,0,0,1,2
"('55.647854', '37.495779')",9.827233390564803,0,0,0,0,1,4
"('55.630146', '37.507924')",8.869233219290424,0,0,0,0,1,2
"('55.628495', '37.504762')",9.069391294721152,0,0,0,0,1,2
"('55.628241', '37.506487')",8.961235686195565,0,0,0,0,1,2
"('55.644694', '37.493973')",9.885030790089184,0,0,0,0,1,4
"('55.649251', '37.484406')",10.559411163815815,0,0,0,0,0,5
"('55.642718', '37.503396')",9.267270952992714,0,0,0,0,1,4
"('55.84368', '37.547306')",6.210978389680749,0,0,0,0,5,3
"('55.840629', '37.529852')",7.3557581917633925,0,0,0,0,5,3
"('55.837899', '37.537497')",6.994007953908274,0,0,0,0,5,3
"('55.8539585', '37.5058702')",6.251015683124468,0,0,0,0,3,3
"('55.831833', '37.530535')",7.648380146223974,0,0,0,0,5,3
"('55.831875', '37.500443')",6.413219823849192,0,0,0,0,5,2
"('55.84678', '37.496964')",5.760165764219965,0,0,0,0,3,3
"('55.8343579', '37.5301737')",7.562174900922219,0,0,0,0,5,3
"('55.841534', '37.542957')",6.540716788908319,0,0,0,0,5,3
"('55.841623', '37.489701')",5.432393682775335,0,0,0,0,3,3
"('55.799472', '37.488835')",3.4914488296261097,0,0,0,1,3,5
"('55.849796', '37.523087')",7.349001124511746,0,0,0,0,4,3
"('55.813587', '37.46061')",4.767787195527929,0,0,0,1,3,4
"('55.787958', '37.461337')",1.9247079567851482,0,0,1,0,4,3
"('55.699781', '37.847487')",5.0975747389268795,0,0,0,0,1,4
"('55.71255', '37.864517')",6.684718975334928,0,0,0,0,1,2
"('55.700557', '37.851799')",5.38139158386886,0,0,0,0,1,4
"('55.70056', '37.84617')",5.0543306829384855,0,0,0,0,1,4
"('55.704747', '37.860495')",6.066177315696748,0,0,0,0,1,2
"('55.697351', '37.845044')",4.857983499971357,0,0,0,1,0,5
"('55.584416', '37.12755')",28.37353378243711,0,0,0,0,0,0
"('55.580345', '37.157851')",26.96077314442651,0,0,0,0,0,0
"('55.5077268', '37.2658543')",16.596494122429252,0,0,0,0,0,0
"('55.2156978', '37.0674242')",2440.716817423325,0,0,0,0,0,0
"('55.770775', '37.376626')",5.609745925616886,0,0,0,0,2,2
"('55.619668', '37.761895')",6.98436244574039,0,0,0,0,2,1
"('55.61693', '37.755751')",6.816203057955411,0,0,0,0,2,1
"('55.6062176', '37.7327241')",5.832427616454561,0,0,0,0,2,1
"('55.609273', '37.759632')",7.274977965745569,0,0,0,0,2,0
"('55.60844', '37.756622')",7.125219588379166,0,0,0,0,2,0
"('55.617775', '37.754177')",6.7000139099126095,0,0,0,0,2,1
"('55.613336', '37.701008')",3.69482424561695,0,0,0,1,1,2
"('55.610645', '37.75535')",6.9712027812525585,0,0,0,0,2,0
"('55.616051', '37.753901')",6.723604576214421,0,0,0,0,2,1
"('55.610157', '37.74793')",6.545047295945003,0,0,0,0,2,0
"('55.61969', '37.73191')",5.283018523070154,0,0,0,0,2,1
"('55.610112', '37.742456')",6.222404030871893,0,0,0,0,2,1
"('55.615578', '37.722756')",4.848526386802952,0,0,0,1,1,2
"('55.618689', '37.745034')",6.115210581052297,0,0,0,0,2,1
"('55.607941', '37.752374')",6.892513279224898,0,0,0,0,2,0
"('55.597475', '37.720753')",5.721652461631858,0,0,0,0,2,0
"('55.614582', '37.746517')",6.312670821274806,0,0,0,0,2,1
"('55.604727', '37.715803')",4.991967531641404,0,0,0,1,1,2
"('55.610901', '37.71274')",4.473791584992776,0,0,0,1,1,2
"('55.614582', '37.746517')",6.312670821274806,0,0,0,0,2,1
"('55.620342', '37.736366')",5.54380732079696,0,0,0,0,2,1
"('55.763523', '37.556559')",1.244575787634903,0,0,2,0,6,2
"('55.765463', '37.559847')",1.5379856816195474,0,0,2,0,6,2
"('55.763523', '37.556559')",1.244575787634903,0,0,2,0,6,2
"('55.765463', '37.559847')",1.5379856816195474,0,0,2,0,6,2
"('55.757288', '37.55681')",0.9106651765290688,0,1,1,1,5,3
"('55.764222', '37.565183')",1.207134853149791,0,0,2,0,6,2
"('55.7656358', '37.5670872')",1.0844588354100222,0,0,2,0,6,2
"('55.767722', '37.565964')",1.1379917952175425,0,0,2,0,6,2
"('55.76154', '37.554214')",0.985341061017925,0,1,1,1,5,3
"('55.76154', '37.554214')",0.985341061017925,0,1,1,1,5,3
"('55.7673304', '37.5727194')",0.7205007840344348,0,1,1,1,5,3
"('55.760915', '37.554861')",0.9715788769129252,0,1,1,1,5,3
"('55.766329', '37.557861')",1.532797824071135,0,0,2,0,6,2
"('55.76246', '37.567554')",1.0956936297051658,0,0,2,0,6,2
"('55.76154', '37.554214')",0.985341061017925,0,1,1,1,5,3
"('55.758316', '37.557843')",1.0029393347591304,0,0,2,0,6,2
"('55.7602553', '37.5648602')",1.3390636952079422,0,0,2,1,5,3
"('55.761381', '37.570186')",0.9829048782078595,0,1,1,2,4,4
"('55.760915', '37.554861')",0.9715788769129252,0,1,1,1,5,3
"('55.763984', '37.567482')",1.0663414403123659,0,0,2,0,6,2
"('55.789922', '37.677885')",0.9688507017360845,0,1,0,2,4,4
"('55.7812', '37.670967')",1.5854467712496771,0,0,1,1,5,3
"('55.7889', '37.669369')",1.485364373253965,0,0,1,1,5,3
"('55.785286', '37.67969')",0.8949518244498147,0,1,0,2,4,4
"('55.791206', '37.6723')",1.3426384142885532,0,0,1,1,5,3
"('55.791106', '37.681083')",0.8168255444527844,0,1,0,2,4,4
"('55.791098', '37.675892')",1.122478919674824,0,0,1,1,5,3
"('55.783266', '37.675738')",1.213056825550896,0,0,1,1,5,3
"('55.79289', '37.682873')",0.8254596534397951,0,1,0,2,4,4
"('55.78774', '37.673096')",1.2501953997643735,0,0,1,1,5,3
"('55.7812', '37.670967')",1.5854467712496771,0,0,1,1,5,3
"('55.78', '37.69993')",0.7581520448274002,0,1,1,1,4,4
"('55.759881', '37.642159')",3.509773602089577,0,0,0,4,1,8
"('55.763355', '37.646793')",3.7230042948795115,0,0,0,4,1,8
"('55.766511', '37.648295')",3.697236520303142,0,0,0,4,1,8
"('55.764764', '37.65116')",3.4793464973315373,0,0,0,4,1,8
"('55.7651089', '37.6555295')",3.219318920960775,0,0,0,4,1,8
"('55.761923', '37.649633')",3.5263892956393827,0,0,0,4,1,8
"('55.762505', '37.649651')",3.532637777259659,0,0,0,4,1,8
"('55.765949', '37.654224')",3.320998562719968,0,0,0,4,1,8
"('55.764101', '37.66044')",2.8940127405325695,0,0,1,3,2,7
"('55.761558', '37.647298')",3.668337514088023,0,0,0,4,1,8
"('55.81244', '37.532196')",5.892148545092621,0,0,0,0,5,3
"('55.8098133', '37.5337395')",5.595504638468384,0,0,0,0,5,3
"('55.81244', '37.532196')",5.892148545092621,0,0,0,0,5,3
"('55.812595', '37.53138')",5.934891193693747,0,0,0,0,5,3
"('55.803894', '37.532986')",5.0947845437606745,0,0,0,0,5,3
"('55.803833', '37.526123')",5.262124886405268,0,0,0,0,5,3
"('55.799932', '37.491907')",3.6205185680106364,0,0,0,1,3,5
"('55.795226', '37.515263')",4.111250309997803,0,0,0,2,3,5
"('55.808674', '37.531666')",5.56706690330725,0,0,0,0,5,3
"('55.805817', '37.5289')",5.422797570062988,0,0,0,0,5,3
"('55.805002', '37.526618')",5.375586200079491,0,0,0,0,5,3
"('55.81152', '37.52616')",5.892260614820335,0,0,0,0,5,3
"('55.808674', '37.531666')",5.56706690330725,0,0,0,0,5,3
"('55.808178', '37.5327')",5.484244647525146,0,0,0,0,5,3
"('55.603303', '37.622073')",3.3827883997428745,0,0,0,1,0,3
"('55.59546', '37.615542')",4.345839887748485,0,0,0,1,0,3
"('55.60078', '37.606136')",4.189747320923137,0,0,0,1,0,3
"('55.59224', '37.598447')",5.235784612010184,0,0,0,0,1,2
"('55.599423', '37.605167')",4.345188921573688,0,0,0,1,0,3
"('55.590267', '37.595869')",5.509025074592163,0,0,0,0,1,2
"('55.588415', '37.601798')",5.463683863824046,0,0,0,0,1,1
"('55.592378', '37.604232')",5.0107946294025725,0,0,0,0,1,2
"('55.601549', '37.620896')",3.589286463921181,0,0,0,1,0,3
"('55.598039', '37.586733')",5.2601636779963306,0,0,0,0,1,2
"('55.599138', '37.584137')",5.303465605267836,0,0,0,0,1,2
"('55.59137', '37.652634')",4.261590334891917,0,0,0,1,0,3
"('55.740289', '37.658796')",2.9286855732416197,0,0,1,1,5,4
"('55.735824', '37.653469')",2.3988761835875794,0,0,1,1,5,4
"('55.736736', '37.674667')",3.109792587360074,0,0,0,2,4,5
"('55.718557', '37.647908')",1.901921912777099,0,0,1,0,7,1
"('55.739073', '37.669091')",3.1543763849891704,0,0,0,2,4,5
"('55.711767', '37.643345')",2.074693198143994,0,0,1,0,7,1
"('55.739073', '37.669091')",3.1543763849891704,0,0,0,2,4,5
"('55.726335', '37.661437')",2.6209782616329695,0,0,1,1,5,4
"('55.738176', '37.653173')",2.5048217752788404,0,0,1,1,5,4
"('55.7289955', '37.667081')",2.9984660363470015,0,0,1,1,5,4
"('55.733827', '37.653604')",2.3173133915222266,0,0,1,1,5,4
"('55.713207', '37.646714')",2.13086984042452,0,0,1,0,7,1
"('55.73581', '37.65939')",2.739153976182637,0,0,1,1,5,4
"('55.711767', '37.643345')",2.074693198143994,0,0,1,0,7,1
"('55.7116', '37.640327')",1.950853486203076,0,0,1,0,7,1
"('55.737248', '37.675172')",3.045449258716861,0,0,0,2,4,5
"('55.710332', '37.643129')",2.174952309920234,0,0,1,0,7,1
"('55.731262', '37.666036')",2.9766011159527253,0,0,1,1,5,4
"('55.710332', '37.643129')",2.174952309920234,0,0,1,0,7,1
"('55.73644', '37.673546')",3.1796003140183373,0,0,0,2,4,5
"('55.73348', '37.660126')",2.6854565159200323,0,0,1,1,5,4
"('55.73889', '37.66663')",3.28170026809402,0,0,0,2,4,5
"('55.740304', '37.662264')",3.118094243670675,0,0,0,2,4,5
"('55.7226109', '37.6458793')",1.6607540368520495,0,0,1,0,6,2
"('55.7417', '37.59354')",2.2024170591460472,0,0,2,1,5,4
"('55.749588', '37.589745')",1.694747028806237,0,0,1,2,4,5
"('55.745868', '37.597926')",2.225404024085567,0,0,2,1,5,4
"('55.7415784', '37.5864977')",2.502946542080129,0,0,2,1,5,4
"('55.74224', '37.585035')",2.4948157022745825,0,0,2,1,5,4
"('55.7385165', '37.588639')",2.1822318571271806,0,0,2,1,5,4
"('55.760414', '37.40652')",3.9113846604314984,0,0,0,1,1,4
"('55.745083', '37.40912')",4.582625264419049,0,0,0,1,1,4
"('55.757009', '37.411472')",3.7552386393168513,0,0,0,1,1,4
"('55.754289', '37.409352')",4.007260729671847,0,0,0,1,1,4
"('55.760414', '37.40652')",3.9113846604314984,0,0,0,1,1,4
"('55.765789', '37.4098294')",3.571201614932651,0,0,0,1,2,3
"('55.755642', '37.40946')",3.9339477814653128,0,0,0,1,1,4
"('55.761796', '37.410026')",3.6563311166919057,0,0,0,1,1,4
"('55.770056', '37.410879')",3.461192585214485,0,0,0,1,2,3
"('55.750368', '37.413601')",4.004465689002953,0,0,0,1,1,4
"('55.745787', '37.426303')",3.743568010188323,0,0,0,1,1,4
"('55.770775', '37.376626')",5.609745925616886,0,0,0,0,2,2
"('55.743573', '37.396515')",5.31732786277008,0,0,0,0,2,3
"('55.727116', '37.457745')",4.899282693520305,0,0,0,1,3,2
"('55.7355823', '37.4076525')",5.3724948450219445,0,0,0,0,2,3
"('55.7225556', '37.4288862')",5.862882414459754,0,0,0,0,2,3
"('55.801197', '37.3978')",5.450721387286142,0,0,0,0,2,2
"('55.71104', '37.39654')",7.9633179200719955,0,0,0,0,1,3
"('55.731693', '37.45389')",4.428007328553591,0,0,0,1,2,3
"('55.736615', '37.466009')",3.814138757834113,0,0,0,1,3,2
"('55.756336', '37.406908')",4.047542379603868,0,0,0,1,1,4
"('55.740223', '37.475109')",3.4599477153647538,0,0,0,2,2,5
"('55.772416', '37.473024')",0.472682096069171,1,0,1,1,3,5
"('55.809925', '37.412487')",4.756634251330327,0,0,0,1,1,3
"('55.736855', '37.408714')",5.223587230760834,0,0,0,0,2,3
"('55.755325', '37.40681')",4.099471076628995,0,0,0,1,1,4
"('55.732986', '37.425405')",4.928806076546436,0,0,0,1,1,4
"('55.760545', '37.410969')",3.6410942113940803,0,0,0,1,1,4
"('55.743512', '37.422099')",4.108437521029059,0,0,0,1,1,4
"('55.7417592', '37.4025916')",5.1341596344102705,0,0,0,0,2,3
"('55.760302', '37.419197')",3.165240403054362,0,0,0,1,1,4
"('55.7874823', '37.3596301')",6.926432399449401,0,0,0,0,2,2
"('55.755003', '37.405435')",4.192866998054161,0,0,0,1,1,4
"('55.770897', '37.37809')",5.5178446921644335,0,0,0,0,2,2
"('55.746122', '37.405094')",4.713652102556726,0,0,0,1,1,4
"('55.7602', '37.416477')",3.328381188583917,0,0,0,1,1,4
"('55.770775', '37.376626')",5.609745925616886,0,0,0,0,2,2
"('55.760302', '37.419197')",3.165240403054362,0,0,0,1,1,4
"('55.7602', '37.416477')",3.328381188583917,0,0,0,1,1,4
"('55.7505', '37.405155')",4.442836195786119,0,0,0,1,1,4
"('55.741946', '37.411912')",4.680567365116561,0,0,0,1,1,4
"('55.743512', '37.422099')",4.108437521029059,0,0,0,1,1,4
"('55.767616', '37.41175')",3.424685876233879,0,0,0,1,2,3
"('55.75896', '37.419476')",3.2078724891083135,0,0,0,1,1,4
"('55.743512', '37.422099')",4.108437521029059,0,0,0,1,1,4
"('55.756786', '37.418362')",3.3771246675821054,0,0,0,1,1,4
"('55.760545', '37.410969')",3.6410942113940803,0,0,0,1,1,4
"('55.770775', '37.376626')",5.609745925616886,0,0,0,0,2,2
"('55.746122', '37.405094')",4.713652102556726,0,0,0,1,1,4
"('55.7414918', '37.4195197')",4.38402731300419,0,0,0,1,1,4
"('55.743461', '37.395563')",5.373556695686686,0,0,0,0,2,3
"('55.74388', '37.413673')",4.452838838723732,0,0,0,1,1,4
"('55.7417592', '37.4025916')",5.1341596344102705,0,0,0,0,2,3
"('55.678118', '37.603514')",5.20898768391271,0,0,0,0,4,4
"('55.683676', '37.582215')",5.0253824385373,0,0,0,0,4,4
"('55.678074', '37.59825')",5.27852070373593,0,0,0,0,4,4
"('55.7040368', '37.6132897')",2.265117833926328,0,0,1,0,6,2
"('55.682108', '37.594135')",4.9120609966545095,0,0,0,1,3,5
"('55.7038995', '37.6133851')",2.279677527224749,0,0,1,0,6,2
"('55.6897837', '37.5926883')",4.1362578221106165,0,0,0,1,3,5
"('55.67855', '37.593623')",5.300768257786781,0,0,0,0,4,4
"('55.67855', '37.593623')",5.300768257786781,0,0,0,0,4,4
"('55.676189', '37.599453')",5.467254892206225,0,0,0,0,4,4
"('55.675666', '37.592797')",5.623733246925923,0,0,0,0,4,4
"('55.680889', '37.595932')",5.010582298951599,0,0,0,0,4,4
"('55.68331', '37.588593')",4.901187231628014,0,0,0,1,3,5
"('55.67855', '37.593623')",5.300768257786781,0,0,0,0,4,4
"('55.678138', '37.594953')",5.322247383253915,0,0,0,0,4,4
"('55.683036', '37.585655')",4.999915203333549,0,0,0,1,3,5
"('55.6852941', '37.5919965')",4.618680886190602,0,0,0,1,3,5
"('55.681407', '37.584137')",5.204298257359858,0,0,0,0,4,4
"('55.68665', '37.592644')",4.462926789897846,0,0,0,1,3,5
"('55.679925', '37.598573')",5.0732343152455845,0,0,0,0,4,4
"('55.76705', '37.61186')",1.5740193411431618,0,0,1,2,4,4
"('55.765113', '37.615237')",1.7710830224797485,0,0,1,2,4,5
"('55.768861', '37.616333')",1.8866938236516915,0,0,1,2,4,4
"('55.761674', '37.651035')",3.4360079684125084,0,0,0,4,1,8
"('55.766491', '37.622333')",2.221821686033644,0,0,1,1,5,3
"('55.737542', '37.641135')",1.84705499633438,0,0,1,2,4,5
"('55.76002', '37.64115')",3.4447421038070987,0,0,0,4,1,8
"('55.716281', '37.769458')",3.7057035243216903,0,0,0,1,3,4
"('55.706293', '37.771544')",2.59325662805436,0,0,1,0,3,3
"('55.7016731', '37.810541')",3.2026260476984745,0,0,0,1,1,4
"('55.713025', '37.751367')",3.490184656727091,0,0,0,1,3,4
"('55.70913', '37.789375')",3.134802412530685,0,0,0,1,1,5
"('55.707339', '37.785656')",2.8667443483044,0,0,1,0,2,4
"('55.715753', '37.753964')",3.7502674881687246,0,0,0,1,3,4
"('55.708694', '37.791378')",3.1352479498696244,0,0,0,1,1,5
"('55.721779', '37.73757')",4.53664313819603,0,0,0,2,2,5
"('55.712558', '37.741172')",3.656782250146884,0,0,0,1,3,4
"('55.697549', '37.753901')",1.804583560423596,0,0,1,0,4,3
"('55.711022', '37.774825')",3.129781684645331,0,0,0,1,3,3
"('55.71302', '37.77447')",3.349903979615718,0,0,0,1,3,3
"('55.710236', '37.78581')",3.1761800693609876,0,0,0,1,1,5
"('55.7156246', '37.7789853')",3.668430390225485,0,0,0,1,2,4
"('55.707554', '37.791225')",3.0145710696639254,0,0,0,1,1,5
"('55.713142', '37.776917')",3.3776354202470382,0,0,0,1,3,3
"('55.716281', '37.769458')",3.7057035243216903,0,0,0,1,3,4
"('55.700836', '37.791954')",2.3696676137119637,0,0,1,0,2,4
"('55.716281', '37.769458')",3.7057035243216903,0,0,0,1,3,4
"('55.716281', '37.769458')",3.7057035243216903,0,0,0,1,3,4
"('55.715753', '37.753964')",3.7502674881687246,0,0,0,1,3,4
"('55.7013325', '37.8085481')",3.0839550395681017,0,0,0,1,1,4
"('55.703048', '37.752652')",2.4034214921756374,0,0,1,0,4,3
"('55.719551', '37.733796')",4.558700836794626,0,0,0,2,2,5
"('55.7155', '37.734074')",4.149033532140453,0,0,0,1,3,4
"('55.682864', '37.854225')",5.153431868105097,0,0,0,0,1,2
"('55.69585', '37.745377')",1.93045700593962,0,0,1,0,4,3
"('55.759068', '37.804413')",6.176277405924933,0,0,0,0,3,2
"('55.720626', '37.736393')",4.599665984983218,0,0,0,2,2,5
