coords,adult_hospitals_closest_km,adult_hospitals_less500m,adult_hospitals_0.5-1km,adult_hospitals_1-3km,adult_hospitals_3-5km,adult_hospitals_5-10km,adult_hospitals_10-15km
"('55.709906', '37.503846')",4.41553636980784,0,0,0,2,12,11
"('55.710707', '37.50778')",4.516326638686908,0,0,0,2,12,11
"('55.700689', '37.502795')",3.388538400455139,0,0,0,2,10,13
"('55.704905', '37.492114')",3.912170841440199,0,0,0,2,9,13
"('55.709429', '37.502983')",4.3616789596119965,0,0,0,2,11,12
"('55.708946', '37.511913')",4.348752919005963,0,0,0,1,13,11
"('55.6935', '37.50549')",2.595159198004274,0,0,1,1,10,12
"('55.7141629', '37.5210614')",4.710989872537384,0,0,0,2,12,14
"('55.701846', '37.492177')",3.5760549188871718,0,0,0,2,9,14
"('55.704093', '37.493165')",3.8123754944996167,0,0,0,2,9,13
"('55.729008', '37.527283')",4.333251024037633,0,0,0,2,13,14
"('55.732742', '37.471991')",2.6344303908579105,0,0,1,2,12,10
"('55.696453', '37.549022')",3.0825663163627253,0,0,0,4,9,17
"('55.711108', '37.504708')",4.550711538588445,0,0,0,2,12,11
"('55.72778', '37.536438')",3.7424913667310507,0,0,0,2,14,13
"('55.701846', '37.492177')",3.5760549188871718,0,0,0,2,9,14
"('55.703038', '37.491287')",3.7168221032165696,0,0,0,2,9,13
"('55.701212', '37.492662')",3.5011632789855733,0,0,0,3,8,15
"('55.703921', '37.49029')",3.8254424864234684,0,0,0,2,9,13
"('55.705665', '37.49109')",4.006610257015159,0,0,0,2,9,13
"('55.702728', '37.509685')",3.644065060516614,0,0,0,1,13,10
"('55.702728', '37.509685')",3.644065060516614,0,0,0,1,13,10
"('55.71262', '37.5120788')",4.755592717269551,0,0,0,1,14,10
"('55.705665', '37.49109')",4.006610257015159,0,0,0,2,9,13
"('55.766694', '37.570564')",1.7643907594614074,0,0,2,1,18,9
"('55.704823', '37.497495')",3.8612894270357456,0,0,0,2,10,12
"('55.716171', '37.496692')",4.011974569433111,0,0,0,1,12,11
"('55.701212', '37.492662')",3.5011632789855733,0,0,0,3,8,15
"('55.72778', '37.536438')",3.7424913667310507,0,0,0,2,14,13
"('55.701846', '37.492177')",3.5760549188871718,0,0,0,2,9,14
"('55.700444', '37.51071')",3.4011769175964206,0,0,0,1,12,12
"('55.727394', '37.535754')",3.776890318556117,0,0,0,2,14,13
"('55.724697', '37.528118')",4.213470774323256,0,0,0,2,14,13
"('55.71232', '37.511625')",4.718888806806437,0,0,0,1,13,11
"('55.701648', '37.498644')",3.5033934825669446,0,0,0,2,10,13
"('55.727278', '37.525522')",4.409254760778573,0,0,0,2,13,14
"('55.700039', '37.509028')",3.3418678942321036,0,0,0,1,12,11
"('55.705488', '37.493344')",3.964288758643673,0,0,0,2,9,13
"('55.696316', '37.504555')",2.9046331796331235,0,0,1,1,11,12
"('55.703454', '37.489509')",3.7847650453691886,0,0,0,2,9,13
"('55.718032', '37.496631')",3.9751744218626053,0,0,0,1,12,11
"('55.7622179', '37.6337951')",1.9596310221326463,0,0,3,3,13,15
"('55.7622179', '37.6337951')",1.9596310221326463,0,0,3,3,13,15
"('55.770126', '37.628326')",1.8569073055455267,0,0,2,5,12,16
"('55.768936', '37.61811')",1.2021890362019472,0,0,1,6,12,16
"('55.762145', '37.606227')",0.6801977063787565,0,1,0,7,11,18
"('55.761112', '37.635961')",1.7881531173646459,0,0,3,3,13,15
"('55.731374', '37.589985')",1.0199331501857425,0,0,2,4,13,16
"('55.75371', '37.642124')",0.8779301809104925,0,1,1,5,11,18
"('55.734567', '37.595716')",1.096558738381036,0,0,2,4,14,14
"('55.729437', '37.572872')",1.648872479818825,0,0,2,3,15,12
"('55.729594', '37.56688')",1.983712276150427,0,0,2,2,15,12
"('55.721234', '37.576816')",1.137584461536364,0,0,3,1,14,12
"('55.7305892', '37.5712284')",1.8059461365108858,0,0,2,3,15,12
"('55.719337', '37.581318')",0.8849423148227833,0,1,2,2,13,14
"('55.729437', '37.572872')",1.648872479818825,0,0,2,3,15,12
"('55.721929', '37.577804')",1.0769299486757982,0,0,2,2,13,13
"('55.720585', '37.567042')",1.7540152005768441,0,0,2,1,14,13
"('55.7224843', '37.5740008')",1.3198260955060594,0,0,2,1,15,11
"('55.725085', '37.572834')",1.446899232969098,0,0,2,2,14,13
"('55.728297', '37.561221')",2.2520994761788624,0,0,2,2,15,12
"('55.723004', '37.575468')",1.2350509126975557,0,0,2,2,14,12
"('55.7246313', '37.5723859')",1.4606871431468809,0,0,2,2,14,13
"('55.721006', '37.584326')",0.6669583146349933,0,2,1,4,11,16
"('55.720687', '37.572378')",1.4185664422445812,0,0,2,1,14,12
"('55.722091', '37.56777')",1.7075922300556625,0,0,2,1,15,12
"('55.725085', '37.572834')",1.446899232969098,0,0,2,2,14,13
"('55.725575', '37.574634')",1.3565047582252545,0,0,2,3,13,14
"('55.719337', '37.581318')",0.8849423148227833,0,1,2,2,13,14
"('55.727399', '37.571767')",1.600497632590305,0,0,2,2,15,12
"('55.707054', '37.93703')",6.857066537590921,0,0,0,0,2,4
"('55.706695', '37.922398')",6.039683142599508,0,0,0,0,2,5
"('55.699657', '37.92538')",6.589639288372717,0,0,0,0,2,4
"('55.71236', '37.882566')",3.5662772486691,0,0,0,1,2,11
"('55.701815', '37.942727')",7.42590253074657,0,0,0,0,1,4
"('55.703271', '37.916819')",5.919997277272349,0,0,0,0,2,5
"('55.704433', '37.918984')",5.970636714810941,0,0,0,0,2,5
"('55.70319', '37.931713')",6.738942458566437,0,0,0,0,2,4
"('55.70492', '37.943427')",7.320439436945819,0,0,0,0,2,4
"('55.699639', '37.941783')",7.483389374993953,0,0,0,0,1,4
"('55.710951', '37.893131')",4.2040496345698815,0,0,0,1,2,7
"('55.700111', '37.929988')",6.810693404572867,0,0,0,0,2,4
"('55.70526', '37.93386')",6.757172091387115,0,0,0,0,2,4
"('55.717574', '37.888621')",3.600517735588146,0,0,0,1,2,9
"('55.713365', '37.88757')",3.765120469898196,0,0,0,1,2,9
"('55.703261', '37.947838')",7.64870628507891,0,0,0,0,1,4
"('55.705919', '37.931731')",6.604816427414508,0,0,0,0,2,4
"('55.69963', '37.92916')",6.793470148088432,0,0,0,0,2,4
"('55.720859', '37.90533')",4.466625626510938,0,0,0,1,2,7
"('55.699639', '37.941783')",7.483389374993953,0,0,0,0,1,4
"('55.712284', '37.891433')",4.034986463836095,0,0,0,1,2,8
"('55.700101', '37.941981')",7.470389960701572,0,0,0,0,1,4
"('55.712878', '37.896948')",4.3028121275177424,0,0,0,1,2,7
"('55.70492', '37.943427')",7.320439436945819,0,0,0,0,2,4
"('55.705696', '37.938602')",7.0079955696184175,0,0,0,0,2,4
"('55.685178', '37.927311')",7.662561063946284,0,0,0,0,1,3
"('55.682788', '37.928542')",7.899433628617702,0,0,0,0,1,3
"('55.68113', '37.92423')",7.833660933811887,0,0,0,0,1,3
"('55.698584', '37.932216')",7.01815750431067,0,0,0,0,2,4
"('55.702318', '37.928174')",6.5893631346929675,0,0,0,0,2,4
"('55.70143', '37.944514')",7.5456538789769905,0,0,0,0,1,4
"('55.698584', '37.932216')",7.01815750431067,0,0,0,0,2,4
"('55.682788', '37.928542')",7.899433628617702,0,0,0,0,1,3
"('55.682808', '37.917331')",7.397950118166756,0,0,0,0,1,4
"('55.682869', '37.9192')",7.474117744862119,0,0,0,0,1,4
"('55.689976', '37.72704')",1.4802982925751473,0,0,1,2,10,10
"('55.693226', '37.722082')",1.746192679062134,0,0,1,2,10,11
"('55.671514', '37.723376')",2.938442310097418,0,0,1,1,8,10
"('55.689686', '37.730858')",1.2588642833922297,0,0,1,0,12,8
"('55.69551', '37.746113')",0.34353122091570143,1,0,1,0,11,7
"('55.67957', '37.762246')",1.4241612251143538,0,0,1,0,7,11
"('55.686684', '37.72608')",1.6645125359725232,0,0,1,1,11,9
"('55.686684', '37.72608')",1.6645125359725232,0,0,1,1,11,9
"('55.689686', '37.730858')",1.2588642833922297,0,0,1,0,12,8
"('55.693226', '37.722082')",1.746192679062134,0,0,1,2,10,11
"('55.925707', '37.544369')",3.9324116037549337,0,0,0,1,1,6
"('55.930453', '37.54506')",4.461607850801793,0,0,0,1,1,6
"('55.912315', '37.548115')",2.5317943257377187,0,0,1,0,3,5
"('55.932551', '37.551178')",4.758528340314082,0,0,0,1,1,6
"('55.9203', '37.550217')",3.4199648145548607,0,0,0,1,2,5
"('55.920381', '37.553217')",3.4847532438586364,0,0,0,1,2,5
"('55.896843', '37.53005')",0.6852489505699809,0,1,0,1,4,6
"('55.892304', '37.535772')",0.17502747637203342,1,0,1,0,5,8
"('55.88331', '37.538162')",0.733854343482687,0,1,0,2,5,9
"('55.867996', '37.533616')",2.402105120283879,0,0,2,0,8,7
"('55.930453', '37.54506')",4.461607850801793,0,0,0,1,1,6
"('55.913565', '37.553972')",2.7971115772577155,0,0,1,0,3,5
"('55.831423', '37.351716')",4.8315087375197985,0,0,0,1,5,6
"('55.843876', '37.445347')",3.0400580954039507,0,0,0,2,8,5
"('55.848026', '37.427776')",3.848640563757294,0,0,0,2,6,7
"('55.739721', '37.659874')",0.6720739970553063,0,2,0,6,11,18
"('55.741151', '37.672046')",1.3383040371326735,0,0,2,2,16,11
"('55.742032', '37.664285')",0.8580317317373656,0,1,1,5,13,16
"('55.747322', '37.66203')",0.6202096283588732,0,1,1,4,15,14
"('55.736235', '37.671849')",1.4546141742034093,0,0,2,3,15,13
"('55.735348', '37.659272')",0.7535449939674173,0,1,1,4,12,17
"('55.740289', '37.658796')",0.615737014472747,0,2,0,6,10,19
"('55.74894', '37.655148')",0.37688771227678963,1,0,2,4,14,16
"('55.733253', '37.644592')",0.6679368103477584,0,1,2,4,11,19
"('55.781109', '37.641584')",3.016029542423808,0,0,0,8,10,17
"('55.8239989', '37.754714')",2.919043389268466,0,0,1,4,6,13
"('55.7411641', '37.6230759')",1.6382255683300575,0,0,4,2,14,16
"('55.740249', '37.650846')",0.166634935916117,1,1,1,5,11,19
"('55.737137', '37.651322')",0.2400571899609462,1,1,1,6,9,21
"('55.739676', '37.669639')",1.2819168047094687,0,0,2,2,16,13
"('55.7811995', '37.6439518')",2.877143167436887,0,0,1,7,10,17
"('55.812303', '37.599757')",1.9395986284469429,0,0,2,2,16,10
"('55.801556', '37.609344')",1.8837493157406064,0,0,1,4,15,12
"('55.8053565', '37.6170284')",2.447273996448918,0,0,1,4,13,13
"('55.803738', '37.61088')",2.027282306877442,0,0,1,4,15,11
"('55.792007', '37.615785')",2.400202740806069,0,0,2,3,15,12
"('55.8049325', '37.6134014')",2.2159163992927287,0,0,1,4,15,11
"('55.805084', '37.618004')",2.4976723006398127,0,0,1,4,12,15
"('55.779778', '37.63897')",2.874753948837294,0,0,1,7,11,17
"('55.77647', '37.59887')",1.0506797692502605,0,0,3,2,17,12
"('55.658129', '37.752975')",3.728588172068716,0,0,0,1,4,9
"('55.652623', '37.718687')",4.579374997683508,0,0,0,2,4,11
"('55.662364', '37.779098')",3.602605762563416,0,0,0,1,4,9
"('55.65498', '37.760494')",4.094752391235743,0,0,0,1,4,8
"('55.652319', '37.773412')",4.531718798260161,0,0,0,1,3,9
"('55.663486', '37.76536')",3.203395401350878,0,0,0,1,4,10
"('55.658642', '37.762929')",3.707496862600271,0,0,0,1,4,9
"('55.633419', '37.801134')",7.110033994087491,0,0,0,0,2,6
"('55.651765', '37.769936')",4.539760595894388,0,0,0,1,4,8
"('55.663658', '37.748687')",3.133657648620183,0,0,0,1,5,10
"('55.660785', '37.731919')",3.715907998223168,0,0,0,1,6,10
"('55.664055', '37.753245')",3.068595002473661,0,0,0,1,5,10
"('55.661796', '37.729592')",3.672459459674882,0,0,0,2,5,11
"('55.660654', '37.749933')",3.458480062726666,0,0,0,1,5,9
"('55.662187', '37.746076')",3.3188330116645175,0,0,0,1,5,10
"('55.660516', '37.774373')",3.6786199037065956,0,0,0,1,4,9
"('55.661796', '37.729592')",3.672459459674882,0,0,0,2,5,11
"('55.660654', '37.749933')",3.458480062726666,0,0,0,1,5,9
"('55.660008', '37.743332')",3.588496422164052,0,0,0,1,5,10
"('55.660892', '37.747065')",3.4521348011110486,0,0,0,1,5,9
"('55.663568', '37.770537')",3.2790943821350194,0,0,0,1,4,10
"('55.641', '37.65718')",2.4846811185973263,0,0,2,0,7,8
"('55.698004', '37.474411')",3.5572539524191704,0,0,0,3,6,16
"('55.698004', '37.474411')",3.5572539524191704,0,0,0,3,6,16
"('55.712234', '37.489509')",3.685102326622854,0,0,0,2,10,12
"('55.712888', '37.489455')",3.659241874315194,0,0,0,2,10,12
"('55.705067', '37.495518')",3.9002883454666706,0,0,0,2,9,13
"('55.71005', '37.47141')",2.749685201464807,0,0,1,1,9,11
"('55.710423', '37.476017')",2.9819476951241355,0,0,1,1,10,10
"('55.704933', '37.469765')",3.004559647385178,0,0,0,2,8,12
"('55.709596', '37.481603')",3.336832246658944,0,0,0,2,9,12
"('55.712812', '37.485367')",3.4179165106284763,0,0,0,2,10,12
"('55.708035', '37.478962')",3.272484863401087,0,0,0,2,9,12
"('55.718872', '37.499893')",4.167522632926937,0,0,0,1,13,11
"('55.721027', '37.456505')",1.431575038889224,0,0,1,0,12,8
"('55.719318', '37.445779')",0.8388965545451862,0,1,0,1,11,9
"('55.695487', '37.485702')",3.0001649587370425,0,0,0,3,6,16
"('55.783817', '37.533867')",0.9457067586384246,0,1,0,8,7,19
"('55.731518', '37.458614')",1.8289328015371382,0,0,1,2,11,9
"('55.72274', '37.46025')",1.653194745423796,0,0,1,0,13,7
"('55.76739', '37.586094')",0.7901891917151369,0,1,1,4,15,15
"('55.764992', '37.593722')",0.3847547860387314,1,0,2,4,14,16
"('55.77647', '37.59887')",1.0506797692502605,0,0,3,2,17,12
"('55.762824', '37.591728')",0.6398644805582581,0,1,0,7,11,19
"('55.7647383', '37.5928068')",0.44793072011325363,1,0,2,4,14,16
"('55.765235', '37.598295')",0.19101694470343625,1,0,1,5,13,17
"('55.7630905', '37.5930036')",0.5649310897363604,0,1,0,7,11,19
"('55.763913', '37.595465')",0.40141792427686823,1,0,1,6,12,18
"('55.765711', '37.592626')",0.40680229711253085,1,0,2,4,14,16
"('55.767058', '37.591602')",0.4434813154110689,1,0,2,4,15,15
"('55.762824', '37.591728')",0.6398644805582581,0,1,0,7,11,19
"('55.774092', '37.594683')",0.8246690096494844,0,1,2,3,16,14
"('55.7755221', '37.5984969')",0.9451262423452328,0,1,2,3,16,13
"('55.773241', '37.603657')",0.7587371862332629,0,1,0,5,13,16
"('55.767621', '37.5994921')",0.08339051346948478,1,0,1,5,13,17
"('55.773241', '37.603657')",0.7587371862332629,0,1,0,5,13,16
"('55.774527', '37.592195')",0.9279124206438808,0,1,2,3,16,14
"('55.764734', '37.594414')",0.36992198464837744,1,0,1,5,13,17
"('55.882183', '37.706505')",3.036672244764968,0,0,0,1,2,11
"('55.878091', '37.716252')",3.3319063114899685,0,0,0,1,4,11
"('55.8709917', '37.6883546')",1.4151180740662805,0,0,1,0,6,11
"('55.87263', '37.634216')",2.001418528186309,0,0,1,0,7,10
"('55.869026', '37.646236')",1.152173380685544,0,0,1,0,7,10
"('55.875683', '37.72626')",3.82607905874156,0,0,0,1,5,9
"('55.866783', '37.66743')",0.10789471068232369,1,0,1,0,7,10
"('55.874157', '37.694028')",1.8915286324456937,0,0,1,0,5,9
"('55.8709917', '37.6883546')",1.4151180740662805,0,0,1,0,6,11
"('55.868797', '37.63719')",1.6865001883870208,0,0,1,0,7,10
"('55.867035', '37.638485')",1.5715892038332346,0,0,1,0,7,11
"('55.869243', '37.712731')",2.8436123987706683,0,0,1,0,6,10
"('55.874294', '37.647846')",1.3724307375447338,0,0,1,0,7,9
"('55.751366', '37.53652')",3.185272815434458,0,0,0,5,11,16
"('55.754735', '37.546354')",2.6993030820508395,0,0,1,2,16,11
"('55.7476382', '37.5349718')",3.6110950471267276,0,0,0,5,11,15
"('55.754735', '37.546354')",2.6993030820508395,0,0,1,2,16,11
"('55.7839099', '37.595828')",1.8873744583201784,0,0,3,1,19,10
"('55.789213', '37.599669')",1.6597395336623528,0,0,3,1,19,10
"('55.787376', '37.600388')",1.825905485333462,0,0,3,1,19,10
"('55.787376', '37.600388')",1.825905485333462,0,0,3,1,19,10
"('55.777353', '37.575648')",1.3150151387451061,0,0,3,1,17,12
"('55.7839099', '37.595828')",1.8873744583201784,0,0,3,1,19,10
"('55.779251', '37.597962')",1.3609531873067153,0,0,3,2,17,12
"('55.782856', '37.59232')",1.8060783880962128,0,0,3,1,18,11
"('55.7850895', '37.5890829')",1.613596300521988,0,0,3,1,18,11
"('55.780796', '37.612551')",1.7607786900161067,0,0,2,4,15,13
"('55.789213', '37.599669')",1.6597395336623528,0,0,3,1,19,10
"('55.78612', '37.598778')",1.8527071784635796,0,0,3,1,19,10
"('55.781834', '37.61183')",1.8432679075952116,0,0,2,4,15,13
"('55.790863', '37.603514')",1.754860199127938,0,0,2,2,17,12
"('55.78795', '37.592106')",1.4296538488569954,0,0,3,1,19,10
"('55.786996', '37.594414')",1.6014009491433043,0,0,3,1,19,10
"('55.77676', '37.575738')",1.3390077857598361,0,0,3,1,17,12
"('55.787832', '37.598771')",1.716876179122629,0,0,3,1,19,10
"('55.776791', '37.606011')",1.1800662051468267,0,0,2,2,16,12
"('55.781834', '37.61183')",1.8432679075952116,0,0,2,4,15,13
"('55.77437', '37.60461')",0.8979197866943748,0,1,0,5,13,15
"('55.78724', '37.59604')",1.6452044660907779,0,0,3,1,19,10
"('55.72833', '37.520752')",4.72352036499982,0,0,0,2,13,14
"('55.713126', '37.513071')",4.819731264536954,0,0,0,1,14,10
"('55.67028', '37.498231')",0.1881556577276924,1,0,2,0,8,9
"('55.712244', '37.488341')",3.6152519377247647,0,0,0,2,10,12
"('55.712234', '37.489509')",3.685102326622854,0,0,0,2,10,12
"('55.72833', '37.520752')",4.72352036499982,0,0,0,2,13,14
"('55.707963', '37.508544')",4.215828224949001,0,0,0,2,12,11
"('55.716038', '37.503998')",4.466552759713526,0,0,0,1,13,11
"('55.711108', '37.504708')",4.550711538588445,0,0,0,2,12,11
"('55.718669', '37.511221')",4.878126062909547,0,0,0,1,13,12
"('55.719313', '37.478019')",2.7969763136021415,0,0,1,0,12,9
"('55.712196', '37.49926')",4.271506664061394,0,0,0,2,11,12
"('55.715601', '37.516413')",4.975672282479778,0,0,0,1,13,13
"('55.72746', '37.479977')",2.9387614377890974,0,0,1,2,11,11
"('55.849211', '37.407403')",4.089982811408452,0,0,0,2,6,5
"('55.849211', '37.407403')",4.089982811408452,0,0,0,2,6,5
"('55.84629', '37.40327')",4.318436705252267,0,0,0,2,6,5
"('55.840103', '37.413358')",3.656903602821419,0,0,0,1,7,5
"('55.843567', '37.35433')",4.693896415297675,0,0,0,1,3,8
"('55.842766', '37.371513')",4.585042736410357,0,0,0,1,5,6
"('55.860524', '37.410394')",3.039517790672968,0,0,0,1,5,5
"('55.841736', '37.359504')",4.81098409482277,0,0,0,1,5,6
"('55.837456', '37.405605')",3.8238052310920594,0,0,0,1,7,5
"('55.852137', '37.354582')",3.783594773385195,0,0,0,1,3,6
"('55.661308', '37.322224')",6.077658422750928,0,0,0,0,2,4
"('55.61502', '37.202885')",13.579243604793472,0,0,0,0,0,1
"('55.633739', '37.324183')",5.672377423078688,0,0,0,0,1,4
"('55.634639', '37.328899')",5.36267350374983,0,0,0,0,1,4
"('55.637581', '37.333399')",5.03668283952109,0,0,0,0,2,3
"('55.63407', '37.320023')",5.924550368791639,0,0,0,0,1,4
"('55.639065', '37.326078')",5.480818095046288,0,0,0,0,1,4
"('55.626579', '37.313502')",6.5078789050017,0,0,0,0,1,4
"('55.637754', '37.321461')",5.782630112801719,0,0,0,0,1,4
"('55.6498464', '37.3145953')",6.242108903305907,0,0,0,0,1,4
"('55.638978', '37.324524')",5.5791214074001125,0,0,0,0,1,4
"('55.63407', '37.320023')",5.924550368791639,0,0,0,0,1,4
"('55.602963', '37.360304')",5.514935377575998,0,0,0,0,3,2
"('55.635899', '37.329788')",5.28587360567805,0,0,0,0,2,3
"('55.637581', '37.333399')",5.03668283952109,0,0,0,0,2,3
"('55.63973', '37.32668')",5.438166669348527,0,0,0,0,1,4
"('55.5513855', '37.3346711')",8.463963815546348,0,0,0,0,2,0
"('55.624637', '37.313295')",6.582859389883222,0,0,0,0,1,4
"('55.64269', '37.3577113')",3.474889355382847,0,0,0,1,3,2
"('55.655975', '37.38569')",2.2520751034799598,0,0,1,0,4,5
"('55.6393405', '37.3085458')",6.580736815850964,0,0,0,0,1,4
"('55.634639', '37.328899')",5.36267350374983,0,0,0,0,1,4
"('55.637073', '37.329869')",5.263976604168235,0,0,0,0,2,3
"('55.636687', '37.315415')",6.173357137334611,0,0,0,0,1,4
"('55.651018', '37.343362')",4.478024945820287,0,0,0,1,2,3
"('55.649093', '37.343263')",4.444168451268607,0,0,0,1,2,3
"('55.636646', '37.331216')",5.185587562924642,0,0,0,0,2,3
"('55.637581', '37.319772')",5.8903350180037215,0,0,0,0,1,4
"('55.637581', '37.319772')",5.8903350180037215,0,0,0,0,1,4
"('55.649093', '37.343263')",4.444168451268607,0,0,0,1,2,3
"('55.6336943', '37.3312393')",5.236228426069366,0,0,0,0,2,3
"('55.650409', '37.343362')",4.464294870918793,0,0,0,1,2,3
"('55.633409', '37.321524')",5.843687241666408,0,0,0,0,1,4
"('55.634639', '37.328899')",5.36267350374983,0,0,0,0,1,4
"('55.643678', '37.338313')",4.697903670744402,0,0,0,1,1,4
"('55.63657', '37.321461')",5.796404291654106,0,0,0,0,1,4
"('55.69243', '37.49232')",2.549729528329742,0,0,1,2,8,13
"('55.688558', '37.468398')",2.937719121320369,0,0,1,2,7,14
"('55.695487', '37.485702')",3.0001649587370425,0,0,0,3,6,16
"('55.69008', '37.492006')",2.302867764453184,0,0,1,1,9,12
"('55.688558', '37.468398')",2.937719121320369,0,0,1,2,7,14
"('55.689065', '37.471381')",2.8503870006335323,0,0,1,2,7,14
"('55.699393', '37.468928')",3.4100581367397025,0,0,0,3,6,16
"('55.6988776', '37.4683463')",3.4309573809399545,0,0,0,3,6,16
"('55.694214', '37.487469')",2.8289657043873184,0,0,1,2,7,14
"('55.688453', '37.469392')",2.8858966190513597,0,0,1,2,7,14
"('55.692993', '37.501205')",2.532818153546244,0,0,1,1,9,13
"('55.69243', '37.49232')",2.549729528329742,0,0,1,2,8,13
"('55.692648', '37.496704')",2.5192073199332294,0,0,1,1,9,12
"('55.6979', '37.49557')",3.108156818954369,0,0,0,3,8,15
"('55.682011', '37.495923')",1.3716878325331476,0,0,2,0,10,10
"('55.69639', '37.494827')",2.9489973208738873,0,0,1,2,9,13
"('55.6911051', '37.4940774')",2.3803236401966967,0,0,1,1,9,12
"('55.68659', '37.485134')",2.1197755705529144,0,0,1,1,9,12
"('55.687832', '37.494656')",2.01738747527817,0,0,1,1,9,12
"('55.69319', '37.503651')",2.5546862249272273,0,0,1,1,10,12
"('55.687817', '37.493093')",2.0418900596281135,0,0,1,1,9,12
"('55.688558', '37.468398')",2.937719121320369,0,0,1,2,7,14
"('55.6951902', '37.487787')",2.925305587385377,0,0,1,2,7,14
"('55.695487', '37.485702')",3.0001649587370425,0,0,0,3,6,16
"('55.679432', '37.46964')",2.2534813451780282,0,0,2,0,7,12
"('55.685158', '37.480516')",2.147844681547285,0,0,1,1,8,13
"('55.769909', '37.484217')",0.944151280206816,0,1,1,3,10,14
"('55.770142', '37.47368')",0.31423224112193854,2,0,2,2,11,13
"('55.773044', '37.46494')",0.08380755548263615,2,0,2,2,10,13
"('55.76919', '37.472675')",0.32953957711558884,2,0,2,2,11,13
"('55.770142', '37.47368')",0.31423224112193854,2,0,2,2,11,13
"('55.769974', '37.48298')",0.8667994206822397,0,2,0,4,9,15
"('55.775692', '37.464268')",0.1571796008529282,1,1,1,3,8,14
"('55.77271', '37.463942')",0.13417270935296552,2,0,2,2,9,14
"('55.769043', '37.470842')",0.24620594643590085,2,0,2,2,11,13
"('55.77393', '37.47039')",0.2532155243530626,2,0,2,3,9,15
"('55.77474', '37.469368')",0.2541554647635631,1,1,1,4,8,15
"('55.777758', '37.457987')",0.5396273017185822,0,1,2,2,9,11
"('55.80244', '37.41213')",3.0200150739100655,0,0,0,4,6,8
"('55.770664', '37.472791')",0.23619062597884982,2,0,2,2,11,13
"('55.781337', '37.451267')",1.1195570353115634,0,0,3,1,10,10
"('55.773768', '37.469009')",0.22348085407833124,2,0,2,3,9,15
"('55.770375', '37.489859')",1.2853324642237327,0,0,2,2,11,14
"('55.785078', '37.464886')",1.2025490166625374,0,0,3,1,10,13
"('55.785078', '37.464886')",1.2025490166625374,0,0,3,1,10,13
"('55.775646', '37.459505')",0.3195707753517735,1,1,1,3,8,13
"('55.775646', '37.459505')",0.3195707753517735,1,1,1,3,8,13
"('55.781337', '37.451267')",1.1195570353115634,0,0,3,1,10,10
"('55.7895917', '37.4757329')",1.3023686185382741,0,0,3,2,9,15
"('55.738728', '37.491521')",3.7974204588649334,0,0,0,3,14,10
"('55.932412', '37.387076')",5.315994859835417,0,0,0,0,1,4
"('55.901697', '37.388313')",1.9379613230840826,0,0,1,0,2,6
"('55.894672', '37.390335')",1.2308622033233156,0,0,1,0,4,5
"('55.900749', '37.395931')",1.9918393573880036,0,0,1,0,3,5
"('55.892718', '37.400557')",1.4288505000439602,0,0,1,0,4,5
"('55.883176', '37.387442')",0.1919110594102421,1,0,1,0,4,5
"('55.892718', '37.400557')",1.4288505000439602,0,0,1,0,4,5
"('55.8869013', '37.3890556')",0.46546602337749515,1,0,1,0,4,5
"('55.88972', '37.398985')",1.1347490330991759,0,0,1,0,4,5
"('55.892718', '37.400557')",1.4288505000439602,0,0,1,0,4,5
"('55.73186', '37.40628')",1.864352567255703,0,0,1,0,9,8
"('55.735245', '37.414238')",1.7438275688985725,0,0,1,0,9,10
"('55.739433', '37.417545')",2.0330545772077615,0,0,1,2,6,13
"('55.740421', '37.39709')",2.9041598140259066,0,0,1,0,6,11
"('55.760414', '37.40652')",3.924209506365178,0,0,0,4,3,15
"('55.7383822', '37.4025433')",2.4985956535967584,0,0,1,0,7,10
"('55.728819', '37.409451')",1.525880299835509,0,0,1,0,8,9
"('55.735676', '37.41581')",1.7239381945597299,0,0,1,0,9,10
"('55.7367235', '37.4186826')",1.7309854843508998,0,0,1,2,7,12
"('55.732124', '37.427723')",1.0496725933160562,0,0,1,2,8,11
"('55.742438', '37.429869')",2.1746844259973783,0,0,1,2,6,13
"('55.755738', '37.403324')",4.056067137899188,0,0,0,4,3,15
"('55.743512', '37.422099')",2.365104266583054,0,0,1,2,6,13
"('55.761766', '37.40866')",3.7423979580152515,0,0,0,4,3,15
"('55.736164', '37.407654')",2.096167573901862,0,0,1,0,7,10
"('55.738243', '37.418415')",1.889932171321609,0,0,1,2,7,12
"('55.733208', '37.4052')",2.003862237515039,0,0,1,0,8,9
"('55.72926', '37.421713')",0.9306615414072944,0,1,0,1,9,10
"('55.737948', '37.416314')",1.9217840220792015,0,0,1,2,7,12
"('55.745351', '37.685674')",2.085740611877252,0,0,3,1,18,9
"('55.745351', '37.685674')",2.085740611877252,0,0,3,1,18,9
"('55.743147', '37.683769')",1.9891403446598337,0,0,3,1,18,9
"('55.738971', '37.685512')",2.2139233575122943,0,0,2,2,16,11
"('55.738323', '37.687704')",2.3682147449247912,0,0,2,2,16,11
"('55.740013', '37.68765')",2.3045208330086635,0,0,2,2,17,10
"('55.740013', '37.68765')",2.3045208330086635,0,0,2,2,17,10
"('55.73961', '37.688944')",2.3952992850091,0,0,2,2,17,10
"('55.742103', '37.68897')",2.330742077405365,0,0,3,1,18,9
