coords,adult_hospitals_closest_km,adult_hospitals_less500m,adult_hospitals_0.5-1km,adult_hospitals_1-3km,adult_hospitals_3-5km,adult_hospitals_5-10km,adult_hospitals_10-15km
"('55.723719', '37.452103')",1.1457852629103278,0,0,1,0,12,8
"('55.723876', '37.777149')",3.531183116403481,0,0,0,3,10,9
"('55.724211', '37.580265')",0.9723082503159304,0,1,1,5,11,16
"('55.724271', '37.44691')",0.8311649167864775,0,1,0,1,11,9
"('55.724611', '37.530463')",4.065846826297037,0,0,0,2,14,13
"('55.724996', '37.41546')",1.026258372816386,0,0,1,0,8,11
"('55.725143', '37.62175')",1.1539227941982897,0,0,5,1,15,14
"('55.725184', '37.772891')",3.704948623929614,0,0,0,3,10,10
"('55.725433', '37.432655')",0.2907053375535058,1,0,1,0,9,11
"('55.725478', '37.743345')",3.5993899782239067,0,0,0,3,13,7
"('55.726198', '37.766118')",3.7002544151293133,0,0,0,3,11,9
"('55.7262713', '37.6758841')",0.9066311739917302,0,1,1,4,12,15
"('55.7263668', '37.741592')",3.717940746425557,0,0,0,3,13,7
"('55.7263761', '37.6769525')",0.9593896101862002,0,1,1,4,12,15
"('55.72662', '37.753174')",3.665929753394854,0,0,0,4,12,8
"('55.726853', '37.749696')",3.7007676723010867,0,0,0,2,14,6
"('55.726894', '37.574345')",1.4299217804254958,0,0,2,3,13,14
"('55.72729', '37.63783')",1.4514076005590335,0,0,4,1,14,15
"('55.727384', '37.652382')",1.1264065043979268,0,0,3,2,13,15
"('55.727455', '37.45036')",1.1544500558405346,0,0,1,2,11,9
"('55.7278', '37.634047')",1.5326552310754014,0,0,4,2,13,16
"('55.727947', '37.630751')",1.6541549090537588,0,0,4,2,13,16
"('55.728515', '37.737587')",4.000234980346192,0,0,0,4,13,8
"('55.728601', '37.527867')",4.288591491046907,0,0,0,2,13,14
"('55.72923', '37.417724')",1.1084010971021903,0,0,1,0,10,9
"('55.72961', '37.570474')",1.7870977805738493,0,0,2,2,15,12
"('55.729818', '37.762201')",4.056041583984085,0,0,0,4,10,10
"('55.73002', '37.633652')",1.3614176206610091,0,0,4,2,13,16
"('55.730431', '37.574067')",1.6512439704977673,0,0,2,3,15,12
"('55.730948', '37.64401')",0.9205644966786021,0,1,2,4,11,18
"('55.730957', '37.67653')",1.357428018320076,0,0,2,2,15,13
"('55.730995', '37.58041')",1.3957580050243905,0,0,2,4,13,16
"('55.731024', '37.623097')",1.4325387185403196,0,0,4,2,14,15
"('55.731212', '37.415442')",1.3614609626071947,0,0,1,0,10,9
"('55.7315262', '37.5863649')",1.1644654231094007,0,0,2,4,13,16
"('55.731992', '37.672756')",1.360807782095248,0,0,2,3,14,14
"('55.732037', '37.622547')",1.4544781031653886,0,0,4,2,14,15
"('55.732063', '37.419395')",1.265630783858518,0,0,1,0,10,9
"('55.732839', '37.461867')",2.08025678814267,0,0,1,2,11,9
"('55.733443', '37.671094')",1.4857707754923135,0,0,2,3,14,15
"('55.73348', '37.632584')",1.1765402329683128,0,0,4,2,14,16
"('55.733624', '37.654448')",0.6727666960905072,0,1,1,5,10,19
"('55.733696', '37.620052')",1.431268589194312,0,0,4,2,14,16
"('55.733795', '37.614033')",1.173967037629634,0,0,4,2,15,15
"('55.733964', '37.620905')",1.4916127064748514,0,0,4,2,14,16
"('55.734139', '37.740579')",3.9243081434323375,0,0,0,4,13,8
"('55.734202', '37.618866')",1.4127538045117314,0,0,4,2,14,16
"('55.734324', '37.5267398')",4.518683293833294,0,0,0,2,13,13
"('55.734385', '37.525342')",4.604147083073368,0,0,0,2,14,12
"('55.734653', '37.744503')",3.877899433351891,0,0,0,4,13,8
"('55.734805', '37.668156')",1.2791717233335569,0,0,2,3,14,15
"('55.734897', '37.638818')",0.7607850240998847,0,1,2,4,11,19
"('55.734973', '37.571013')",2.130332120945109,0,0,2,3,14,13
"('55.735084', '37.698834')",2.6268166949868434,0,0,1,3,14,11
"('55.735505', '37.635593')",0.9057619899732932,0,1,3,3,13,17
"('55.73554', '37.626556')",1.442996813893845,0,0,4,2,14,16
"('55.7355913', '37.5720679')",2.1242357941927086,0,0,2,4,13,15
"('55.735738', '37.499435')",4.313595296150587,0,0,0,3,13,11
"('55.735941', '37.583598')",1.6626369764877427,0,0,2,4,14,16
"('55.736047', '37.672765')",1.5153407220660393,0,0,2,2,16,12
"('55.736265', '37.456585')",2.066621533191421,0,0,1,2,11,9
"('55.73635', '37.588505')",1.49493308857816,0,0,2,4,15,13
"('55.736458', '37.599678')",1.233518279154898,0,0,2,4,14,16
"('55.736477', '37.422367')",1.6115714987798941,0,0,1,2,7,12
"('55.736508', '37.522054')",4.876989111689901,0,0,0,1,15,10
"('55.736878', '37.56936')",2.346613531122683,0,0,2,4,13,14
"('55.736883', '37.617105')",1.5647721252162459,0,0,4,2,14,16
"('55.736909', '37.62599')",1.4480138318051305,0,0,4,2,14,16
"('55.737431', '37.632969')",1.0058282846443596,0,0,4,2,14,16
"('55.737507', '37.518371')",4.832983772054084,0,0,0,2,14,11
"('55.737568', '37.631748')",1.079764331122383,0,0,4,2,14,16
"('55.738049', '37.625873')",1.442768769364272,0,0,4,2,14,16
"('55.73829', '37.710342')",3.136084623151962,0,0,0,4,13,10
"('55.738308', '37.64216')",0.4205760783733779,1,1,2,5,11,19
"('55.738363', '37.438817')",1.7594661759509362,0,0,1,2,8,11
"('55.738561', '37.493452')",3.864429244480875,0,0,0,3,14,10
"('55.738591', '37.490326')",3.7820723769740625,0,0,0,3,14,10
"('55.738617', '37.538161')",4.048211128938047,0,0,0,4,13,13
"('55.7388', '37.570976')",2.4154387193056563,0,0,2,5,12,16
"('55.73888', '37.602005')",1.490619724883771,0,0,3,3,15,15
"('55.738885', '37.58323')",1.9208360156750452,0,0,2,5,14,16
"('55.73913', '37.414364')",2.097056010701394,0,0,1,2,6,13
"('55.739245', '37.76203')",3.5912178744039123,0,0,0,4,10,9
"('55.739544', '37.415047')",2.1157082285785895,0,0,1,2,6,13
"('55.739554', '37.597414')",1.5977200695628198,0,0,2,4,15,15
"('55.73959', '37.476636')",3.2693362396073895,0,0,0,3,12,10
"('55.73973', '37.601303')",1.586730477391546,0,0,3,3,15,15
"('55.74031', '37.593796')",1.737952161290562,0,0,3,3,16,14
"('55.740451', '37.635476')",0.8582556904228753,0,1,2,5,11,19
"('55.740472', '37.584272')",2.0231970178747054,0,0,2,5,14,16
"('55.740522', '37.661958')",0.8153563633723975,0,2,0,6,11,18
"('55.740537', '37.604807')",1.6809767889804639,0,0,5,1,16,14
"('55.740664', '37.60284')",1.6890358914676726,0,0,5,1,16,14
"('55.740807', '37.588493')",1.9187998615629882,0,0,3,4,15,14
"('55.741075', '37.631236')",1.1333598756388321,0,0,3,3,13,17
"('55.741075', '37.687605')",2.2708945415787363,0,0,3,1,18,9
"('55.741115', '37.573151')",2.5164999477209777,0,0,2,4,15,15
"('55.741191', '37.58888')",1.9460636649773704,0,0,3,4,16,13
"('55.741323', '37.417733')",2.220523860630961,0,0,1,2,6,13
"('55.741475', '37.535826')",4.263885054329664,0,0,0,4,13,13
"('55.741632', '37.546156')",3.8022160063723174,0,0,0,4,12,14
"('55.741733', '37.619028')",1.8995119835307668,0,0,4,2,15,15
"('55.74185', '37.599148')",1.8331572764668085,0,0,3,3,15,15
"('55.742027', '37.670277')",1.1985276948578292,0,0,2,2,16,11
"('55.742124', '37.433687')",2.142600165776705,0,0,1,2,6,13
"('55.742163', '37.6364893')",0.8614595355393293,0,2,1,5,11,19
"('55.742189', '37.574992')",2.5383164885882588,0,0,2,4,15,15
"('55.742256', '37.87776')",2.847953171386137,0,0,1,1,5,7
"('55.74255', '37.799274')",1.6970672854612108,0,0,2,1,11,6
"('55.742585', '37.577499')",2.467624068442308,0,0,2,4,16,13
"('55.742625', '37.510242')",4.067881521282185,0,0,0,3,14,11
"('55.742625', '37.548195')",3.768083623819946,0,0,0,4,13,13
"('55.74296', '37.600963')",1.9469633930021983,0,0,3,3,15,15
"('55.743005', '37.602256')",1.9496134245991443,0,0,5,1,17,13
"('55.743188', '37.684874')",2.0570541995969025,0,0,3,1,18,9
"('55.743324', '37.542393')",3.9898219626723415,0,0,0,4,12,14
"('55.74333', '37.60144')",1.9868690989139466,0,0,4,2,16,14
"('55.744022', '37.644325')",0.3931668907017155,1,1,1,5,11,19
"('55.74419', '37.803318')",1.4317855767403171,0,0,2,1,11,6
"('55.744191', '37.594863')",2.136296732191616,0,0,3,4,14,16
"('55.744237', '37.407591')",2.8041162837507674,0,0,1,2,5,12
"('55.744308', '37.419521')",2.494557604851841,0,0,1,2,6,13
"('55.74446', '37.613018')",2.2123294877014783,0,0,5,1,16,14
"('55.744476', '37.79976')",1.4903498970892393,0,0,2,1,11,6
"('55.7445153', '37.5898298')",2.2625435333553936,0,0,3,3,17,14
"('55.744526', '37.545267')",3.8374477746219045,0,0,0,4,12,14
"('55.744617', '37.562172')",3.2650656524943464,0,0,0,4,14,13
"('55.744774', '37.659866')",0.4809130762640726,1,1,1,5,14,16
"('55.745063', '37.557127')",3.5257160382584183,0,0,0,4,13,14
"('55.74536', '37.643524')",0.3424278285509345,1,1,1,5,11,19
"('55.74602', '37.60752')",2.3068043055009366,0,0,5,0,18,12
"('55.746292', '37.57193')",2.854999937359878,0,0,1,5,15,12
"('55.746365', '37.54797')",3.622054644491545,0,0,0,4,13,13
"('55.746421', '37.634344')",0.8863507665282484,0,1,1,5,11,19
"('55.746547', '37.628038')",1.2819891263733358,0,0,4,1,15,15
"('55.746785', '37.552184')",3.5733021338671955,0,0,0,4,14,13
"('55.74692', '37.57678')",2.627420633341806,0,0,2,4,16,12
"('55.746922', '37.593111')",2.252795236415808,0,0,2,4,15,15
"('55.746978', '37.40698')",3.08553421365401,0,0,0,3,4,13
"('55.747115', '37.539078')",3.6072001204774957,0,0,0,4,12,14
"('55.7472878', '37.6227971')",1.612450447692473,0,0,4,1,16,14
"('55.747566', '37.407645')",3.122360729631386,0,0,0,3,4,13
"('55.747585', '37.629807')",1.17514199626376,0,0,4,2,14,16
"('55.74772', '37.588432')",2.2369438505244017,0,0,2,4,15,16
"('55.747844', '37.418703')",2.886438992730362,0,0,1,2,5,14
"('55.7482025', '37.6930091')",2.0613807164896456,0,0,3,3,16,11
"('55.748306', '37.56645')",2.9049845867104116,0,0,1,3,16,11
"('55.748321', '37.592482')",2.1072392854602304,0,0,2,4,15,16
"('55.748473', '37.518883')",3.92341150621176,0,0,0,3,13,12
"('55.748914', '37.557304')",3.2884235227620815,0,0,0,4,14,13
"('55.749152', '37.518695')",3.8644777524640466,0,0,0,3,13,12
"('55.749172', '37.560538')",3.1121237110107804,0,0,0,4,15,13
"('55.74931', '37.798027')",1.1112173457528733,0,0,2,1,11,7
"('55.74938', '37.534092')",3.4409172802175068,0,0,0,5,11,15
"('55.749582', '37.599561')",1.9227479211768483,0,0,2,4,15,15
"('55.749626', '37.537427')",3.3575306186097817,0,0,0,5,11,15
"('55.749633', '37.577561')",2.3471747501410998,0,0,1,5,14,15
"('55.749674', '37.502292')",3.1526948322563095,0,0,0,3,14,10
"('55.749785', '37.590326')",1.982158300948647,0,0,2,4,15,15
"('55.749866', '37.595116')",1.909370848093899,0,0,2,4,15,14
"('55.749902', '37.516719')",3.8244509801463145,0,0,0,3,13,12
"('55.749962', '37.691215')",1.9034935132328008,0,0,3,3,16,11
"('55.750028', '37.534397')",3.3663479703024692,0,0,0,5,11,15
"('55.750028', '37.590452')",1.953970375113041,0,0,2,4,15,15
"('55.750054', '37.522809')",3.6489401555384227,0,0,0,3,13,12
"('55.750246', '37.584802')",2.06114615485914,0,0,2,4,16,14
"('55.750494', '37.592761')",1.8670797473811507,0,0,2,4,15,15
"('55.75052', '37.539401')",3.2321177983985434,0,0,0,4,12,15
"('55.750663', '37.5907465')",1.8809337545761289,0,0,2,4,15,15
"('55.750712', '37.564904')",2.7920214851857876,0,0,1,3,16,11
"('55.750727', '37.562272')",2.918411692697619,0,0,1,3,16,11
"('55.750859', '37.415308')",3.2698383640624624,0,0,0,3,4,16
"('55.750957', '37.695259')",1.7299355171563169,0,0,2,4,15,11
"('55.751017', '37.6985938')",1.6855972642003363,0,0,2,4,15,11
"('55.75133', '37.526896')",3.4054196732799853,0,0,0,4,12,13
"('55.7513508', '37.5341325')",3.23142418002861,0,0,0,4,12,13
"('55.75136', '37.521946')",3.5488438577168355,0,0,0,3,13,12
"('55.751381', '37.681946')",1.9482712321668307,0,0,3,3,16,11
"('55.751447', '37.703775')",1.629951267445807,0,0,1,5,14,11
"('55.751457', '37.577355')",2.190423013951567,0,0,1,5,14,15
"('55.751568', '37.535314')",3.1855117481374964,0,0,0,4,12,15
"('55.7516028', '37.6554001')",0.6600163663028005,0,1,1,5,13,16
"('55.751644', '37.51626')",3.6880291858120153,0,0,0,3,13,12
"('55.751867', '37.416871')",3.348729198558224,0,0,0,3,4,16
"('55.751903', '37.664069')",0.9875716018793286,0,1,2,5,14,15
"('55.751928', '37.696364')",1.6089309115268562,0,0,2,4,15,10
"('55.751974', '37.578855')",2.0876927758109094,0,0,1,5,14,15
"('55.752141', '37.592411')",1.6941896473783842,0,0,1,5,14,16
"('55.7522727', '37.5266276')",3.3188160759387126,0,0,0,4,12,13
"('55.752551', '37.835126')",1.3147616462562517,0,0,2,0,10,5
"('55.753038', '37.635')",1.1021665760575954,0,0,3,3,13,17
"('55.753044', '37.661007')",0.9581417478647245,0,1,2,5,14,15
"('55.753225', '37.706973')",1.4634277056711709,0,0,2,5,14,9
"('55.753311', '37.580661')",1.9005782117041747,0,0,1,5,13,16
"('55.753686', '37.513143')",3.395137305335007,0,0,0,3,13,12
"('55.7538036', '37.5246841')",3.2272133385815276,0,0,0,4,12,13
"('55.75396', '37.620393')",1.9394351733900639,0,0,3,2,17,12
"('55.753985', '37.592635')",1.4926267238423216,0,0,1,5,14,16
"('55.754157', '37.645977')",0.8470358700655547,0,1,1,6,11,18
"('55.754481', '37.607933')",1.4796517427396105,0,0,2,4,15,14
"('55.7546089', '37.5420957')",2.751898898568905,0,0,1,4,13,14
"('55.754618', '37.524058')",3.169548550918378,0,0,0,4,12,13
"('55.754707', '37.680016')",1.8220896914445353,0,0,3,4,15,11
"('55.7547649', '37.5098127')",3.1555905888922746,0,0,0,3,14,11
"('55.754955', '37.5105626')",3.180986364816701,0,0,0,3,14,11
"('55.7550202', '37.5435738')",2.690398071051402,0,0,1,2,16,11
"('55.755267', '37.651187')",0.9715763956169552,0,1,1,5,13,15
"('55.755388', '37.60054')",1.2785695768333758,0,0,1,6,13,16
"('55.755424', '37.639015')",1.1398241657073067,0,0,3,3,13,16
"('55.7554262', '37.5450296')",2.6322971633680474,0,0,1,2,16,11
"('55.755621', '37.71875')",1.5731344172630126,0,0,2,5,13,9
"('55.7559', '37.506675')",2.92216556873614,0,0,2,1,16,9
"('55.7561254', '37.5136497')",3.2688601191293207,0,0,0,3,13,12
"('55.756133', '37.538718')",2.637083775552087,0,0,1,3,13,13
"('55.756376', '37.508975')",3.0082539237479766,0,0,0,3,14,11
"('55.756396', '37.596929')",1.1736478374309178,0,0,1,6,13,16
"('55.756462', '37.569953')",2.1528326550439276,0,0,2,3,16,11
"('55.75667', '37.70716')",1.096098052213182,0,0,2,5,14,9
"('55.757206', '37.834354')",1.1899210780499068,0,0,2,1,9,6
"('55.7572367', '37.591218')",1.185039434205983,0,0,1,6,12,18
"('55.7572408', '37.6507576')",1.1849067309598704,0,0,2,5,12,16
"('55.7573443', '37.5119741')",3.1082123797006025,0,0,0,3,14,11
"('55.757584', '37.555653')",2.3912766110460937,0,0,2,2,16,11
"('55.7578', '37.6031')",1.0353202922559235,0,0,1,6,13,16
"('55.757896', '37.656119')",1.338465009565433,0,0,3,4,14,14
"('55.757908', '37.60697')",1.1055326977009288,0,0,2,5,14,15
"('55.757921', '37.653235')",1.2872969418961708,0,0,2,5,13,15
"('55.758073', '37.547144')",2.3246423478373277,0,0,1,2,15,11
"('55.758357', '37.559415')",2.3507012303626276,0,0,2,3,16,11
"('55.758686', '37.591431')",1.0344943639030761,0,0,1,6,12,18
"('55.758934', '37.607691')",1.0263043648855326,0,0,2,5,14,15
"('55.759051', '37.595905')",0.8944566203101424,0,1,0,7,11,19
"('55.759152', '37.58084')",1.4221264605117634,0,0,2,5,13,17
"('55.75961', '37.52148')",2.8137578843722317,0,0,1,3,12,14
"('55.759628', '37.702373')",0.7153410711063574,0,1,1,6,12,13
"('55.7597798', '37.5166008')",2.993047518639998,0,0,1,2,13,13
"('55.7598634', '37.6331784')",1.753450581382896,0,0,3,4,12,17
"('55.759897', '37.644477')",1.4927478842517525,0,0,3,4,13,15
"('55.759983', '37.636581')",1.6582404874815384,0,0,3,3,13,16
"('55.76018', '37.554897')",2.098500104373893,0,0,2,2,16,11
"('55.760195', '37.654906')",1.5585626373766979,0,0,3,3,15,13
"('55.760692', '37.68217')",1.31346409105414,0,0,2,5,15,10
"('55.760727', '37.603819')",0.7380775735396822,0,1,0,7,11,18
"('55.76077', '37.592194')",0.8071443130984427,0,1,0,7,11,19
"('55.760834', '37.593444')",0.7641871145149118,0,1,0,7,11,19
"('55.761154', '37.7025')",0.5462397895112154,0,1,1,6,12,13
"('55.761492', '37.592976')",0.7129767270850348,0,1,0,7,11,19
"('55.76174', '37.608311')",0.8015943863969658,0,1,0,7,11,18
"('55.7621', '37.590201')",0.7643194614081175,0,1,1,6,12,18
"('55.76233', '37.574005')",1.6342729481150429,0,0,2,3,16,12
"('55.762333', '37.616054')",1.1648193967323137,0,0,2,5,13,16
"('55.762789', '37.480373')",1.1468511871476663,0,0,2,2,11,14
"('55.763042', '37.636715')",1.9652655325961843,0,0,3,3,13,15
"('55.763067', '37.605831')",0.5870989707391538,0,1,0,7,11,18
"('55.763169', '37.600495')",0.41656097141773946,1,0,1,6,12,17
"('55.763184', '37.413233')",3.4173897427614013,0,0,0,4,3,16
"('55.763209', '37.410583')",3.5719928519937603,0,0,0,4,3,15
"('55.763245', '37.624822')",1.650540670192755,0,0,2,6,12,17
"('55.763341', '37.591162')",0.6252929686610057,0,1,1,6,12,18
"('55.763457', '37.636024')",2.0244945921957513,0,0,3,3,13,15
"('55.763548', '37.645681')",1.8862759822386865,0,0,3,3,12,16
"('55.763812', '37.732081')",0.7884336333764885,0,1,2,4,11,11
"('55.763847', '37.644782')",1.9253606716263514,0,0,3,3,12,16
"('55.76391', '37.552803')",1.6712919896670868,0,0,2,1,17,10
"('55.763941', '37.509791')",2.671756888327746,0,0,3,1,15,11
"('55.7640156', '37.5381361')",1.8268046900873072,0,0,1,4,12,13
"('55.764121', '37.513071')",2.8104964238588352,0,0,3,1,15,11
"('55.764156', '37.579133')",1.267338974695916,0,0,2,3,15,15
"('55.7642421', '37.5957485')",0.36080223242681275,1,0,1,6,12,18
"('55.7642819', '37.6599564')",2.0880306596896587,0,0,3,4,15,13
"('55.764425', '37.65214')",1.9894209802408445,0,0,2,5,11,17
"('55.764526', '37.648196')",1.987196803670638,0,0,2,4,11,17
"('55.764564', '37.511544')",2.7552463822582838,0,0,3,1,15,11
"('55.764592', '37.405372')",3.6969171671979844,0,0,0,4,3,15
"('55.764755', '37.704197')",0.2064849297762182,1,0,2,5,13,12
"('55.765174', '37.592105')",0.46102882065550416,1,0,2,4,14,16
"('55.765377', '37.581165')",1.1139808515907432,0,0,2,3,16,14
"('55.765625', '37.612495')",0.83835372958534,0,1,0,6,12,17
"('55.765635', '37.405471')",3.618002035008156,0,0,0,3,4,14
"('55.765757', '37.616162')",1.0643308715112432,0,0,2,4,14,15
"('55.76603', '37.613557')",0.8984843770678959,0,1,0,6,12,17
"('55.7660893', '37.6114805')",0.7681787000148805,0,1,0,6,12,17
"('55.766121', '37.582529')",1.018060754221279,0,0,2,3,16,14
"('55.766754', '37.566395')",1.664698558666046,0,0,2,1,18,9
"('55.76703', '37.67458')",1.6400097601190242,0,0,3,5,14,12
"('55.767038', '37.564302')",1.5756571763543687,0,0,2,2,17,10
"('55.767165', '37.658356')",2.3642161997143796,0,0,2,5,13,15
"('55.767392', '37.593021')",0.35664112549873034,1,0,2,4,14,16
"('55.767428', '37.498536')",1.8827123194643323,0,0,2,2,13,12
"('55.767477', '37.50025')",1.9856671276144955,0,0,2,2,14,13
"('55.767833', '37.585116')",0.8552164587872653,0,1,1,4,15,15
"('55.76796', '37.557376')",1.288273082896805,0,0,2,2,17,10
"('55.768046', '37.499659')",1.9353040359213027,0,0,2,2,13,13
"('55.768167', '37.59595')",0.21215015092944453,1,0,2,4,14,16
"('55.76817', '37.502879')",2.1306863674462675,0,0,2,2,14,13
"('55.768284', '37.596363')",0.20073292033228568,1,0,2,4,14,16
"('55.768385', '37.606685')",0.4929926871895152,1,0,1,5,13,16
"('55.768653', '37.597549')",0.19345937225451426,1,0,2,4,14,16
"('55.768696', '37.68357')",1.1083513788671135,0,0,3,4,15,10
"('55.768745', '37.63827')",2.4540128552296636,0,0,2,5,11,17
"('55.7689221', '37.5714596')",1.6280474403861005,0,0,2,2,16,11
"('55.768936', '37.398438')",3.0465580646741093,0,0,0,3,4,14
"('55.768962', '37.59825')",0.21627148774741126,1,0,2,4,14,16
"('55.768972', '37.580104')",1.1849605307223214,0,0,2,3,16,14
"('55.769093', '37.601833')",0.2953765048896209,1,0,1,5,13,16
"('55.7691245', '37.5918648')",0.48629529316951375,1,0,2,4,15,15
"('55.769325', '37.602802')",0.3517356957685856,1,0,1,5,13,16
"('55.769666', '37.570069')",1.5090760387029887,0,0,2,2,16,11
"('55.769722', '37.603497')",0.41353092261857893,1,0,1,5,13,16
"('55.769924', '37.62602')",1.7105883847832368,0,0,2,5,13,15
"('55.769955', '37.41777')",2.9407316709908757,0,0,1,2,7,13
"('55.769972', '37.409031')",3.4695388509801233,0,0,0,3,4,14
"('55.770244', '37.564689')",1.271067279247822,0,0,2,2,17,10
"('55.770289', '37.473671')",0.3049614822877426,2,0,2,2,11,13
"('55.770335', '37.57165')",1.515628424901041,0,0,2,2,16,11
"('55.7705968', '37.5954692')",0.4445880549880532,1,0,2,3,16,14
"('55.770801', '37.635754')",2.3288570336151913,0,0,2,5,12,16
"('55.770811', '37.591189')",0.6302124393638954,0,1,1,3,16,14
"('55.770856', '37.517985')",2.1284562306287125,0,0,1,4,12,13
"('55.770978', '37.587281')",0.8387928836896917,0,1,1,4,15,15
"('55.771434', '37.60593')",0.6577522529109422,0,1,0,5,13,16
"('55.771545', '37.568956')",1.3026717200622595,0,0,2,2,16,11
"('55.772396', '37.498285')",1.8071093530548215,0,0,2,2,12,13
"('55.772416', '37.4743')",0.31033663491560887,1,1,1,4,9,15
"('55.772793', '37.59411')",0.7021176119376901,0,1,1,4,15,15
"('55.772892', '37.584919')",1.081656841001433,0,0,3,2,17,13
"('55.772943', '37.472899')",0.252822468043731,2,0,2,3,10,14
"('55.773008', '37.596085')",0.6846126891556609,0,1,1,4,15,15
"('55.773196', '37.591243')",0.8293600322304379,0,1,2,3,16,14
