coords,parks_closest_km,parks_less500m,parks_0.5-1km,parks_1-3km,parks_3-5km,parks_5-10km,parks_10-15km,parks_area_less500m,parks_area_0.5-1km,parks_area_1-3km,parks_area_3-5km,parks_area_5-10km,parks_area_10-15km
"('55.610321', '37.752895')",0.07114847272487608,4,0,23,25,131,212,1.459765365884468,0.0,13.047868947685004,9.856426067361113,39.74161116930276,59.26367476927865
"('55.615476', '37.743274')",0.23771136583385655,2,2,24,28,153,234,0.993252607902051,0.10058230973199367,20.687105433676457,2.396162726226841,74.53414168267938,34.05236502324823
"('55.75946', '37.777428')",0.3178666702440286,3,1,21,67,280,417,16.701749445020614,4.440934603907245,25.924336977050963,7.674840823579075,61.349589713028905,57.542254711873966
"('55.76799', '37.837437')",0.28364415123460507,1,2,8,29,170,320,0.16293941121216501,16.82983281136276,0.8010115847822306,32.352362614823235,32.45740391528902,57.17733593761686
"('55.829502', '37.82185')",0.4467176588602508,1,1,11,13,114,285,0.10053511434261911,0.20998810236052237,17.09938844895885,0.80559676996862,41.02517331807118,37.26242829464621
"('55.802103', '37.814483')",0.08675765338687118,2,4,14,23,140,377,0.20030874915380886,16.79649930158521,0.9208220938750458,22.632125720118047,22.565674185792922,60.99473161935486
"('55.828674', '37.361018')",0.09080860260527306,3,1,25,29,152,193,3.6571694125605383,0.010857816887035021,14.72582450415532,4.81631208137107,41.5000843306908,25.265319666146752
"('55.774406', '37.708931')",0.1379595867456133,4,9,56,96,387,431,0.10680497172033965,0.1722232766397257,28.801295771133134,2.875445512278862,70.1209505570294,63.90292684255081
"('55.787513', '37.706766')",0.3821641781548342,4,12,54,79,402,400,0.08019508411591218,0.13187698398094644,29.47864036407585,2.252441899318484,56.73833256831082,73.72389861702462
"('55.780834', '37.692688')",0.38328158160249426,1,8,57,109,395,447,0.0062846268094137545,0.06324577244951037,7.927371596923178,24.067718593155256,35.27352975523683,97.31571888134911
"('55.774603', '37.696489')",0.05681861814646091,2,10,58,110,389,451,0.014582274070486848,0.36262851469079854,7.645809603150167,24.36911665519852,47.530827702197485,85.59314707022625
"('55.7814011', '37.7250089')",0.17216815341484012,7,2,55,58,386,392,0.14944212237966142,0.04598560775801028,29.76362775785216,1.5883067896376772,69.63108230155257,50.87284861349876
"('55.774887', '37.707783')",0.2244438434992586,4,10,56,99,387,431,0.10680497172033965,0.17902476070933615,28.849272228718572,2.844090274235434,70.38198612170558,63.73366724885648
"('55.772861', '37.710287')",0.027783722054898225,3,9,57,100,385,429,0.08938502645700545,0.18513538814814268,28.81405606484464,2.927772393531658,70.10920687394962,64.05816757002545
"('55.773388', '37.708965')",0.05885145808515832,4,8,58,98,388,428,0.10131539173403015,0.173205022871118,28.825986430121663,2.91083356812409,70.1417784390985,64.14844431679718
"('55.780294', '37.705535')",0.08922781240383007,5,10,56,81,405,409,0.05006309085990802,0.20893406755212046,29.270872279418814,1.9747944176366943,69.35792446724199,62.560641210498574
"('55.780319', '37.699211')",0.18152568585233328,5,5,58,98,398,430,0.05006309085990802,0.022409517952576265,12.691413450524283,19.102262967329654,51.29267438715493,81.51087386939611
"('55.78202', '37.726655')",0.2694870564492637,3,6,50,58,379,393,0.05982100841803537,0.13560672171963634,29.671227521720777,1.6410736069679288,68.82356936334438,51.419748666348795
"('55.77309', '37.706074')",0.14515132742921294,3,9,59,97,397,429,0.032442197049495344,0.4656826927732966,28.631447968727084,2.902479419164827,70.46066091630496,64.1400636870261
"('55.708225', '37.819244')",0.2892586787460091,2,1,44,43,201,337,0.04677320159426534,0.02180498990723429,26.981371385175887,4.071556233772331,68.16894286772776,35.20974873282829
"('55.703641', '37.790934')",0.7062120537141179,0,3,43,65,224,411,0.0,11.879570042767352,12.546517522566553,18.67182255055929,68.88429147905441,67.55410743329602
"('55.694096', '37.81723')",0.2252996765270175,3,7,32,58,161,362,12.115168888739442,2.6921259508107127,14.805730710468037,18.139480585753066,61.92530238053335,41.404879102014675
"('55.70041', '37.809479')",0.1339768867361912,4,4,41,59,182,382,0.08745719138120239,11.83110449877846,14.097846793976176,19.43930164438141,60.96336801748409,44.894872301354916
"('55.712409', '37.803657')",0.7175496009135653,0,3,40,57,223,379,0.0,0.07933806497733478,26.343783385469493,4.956481820976354,68.47782616115738,37.96864320106586
"('55.704002', '37.813073')",0.22790352707422068,2,4,39,54,193,367,0.04677320159426534,0.08745719138120236,26.09378627482284,5.085883278722946,70.87289134498556,34.87692076747028
"('55.67559', '37.465694')",0.23572942903788102,4,3,32,37,224,386,1.5995026405711468,0.20809219758759578,16.395958125650388,9.602475137157118,76.30500609007427,43.91611281755915
"('55.675103', '37.499516')",0.3346060955238107,3,7,28,49,276,384,1.5360880146764218,1.7816817795542814,9.336653601586724,44.746005733335934,47.00780962626557,97.44142658606948
"('55.661328', '37.468308')",0.3674454171304504,1,4,26,44,200,353,3.683771814710778,0.8483094709274779,15.267337737781418,37.257843965554834,48.935887395388384,78.20043973510084
"('55.67558', '37.475612')",0.08350853622878353,2,4,31,36,248,385,0.8619693178958848,0.899540623546839,15.425402873864796,11.209718894933113,75.67025688548136,55.82100015662584
"('55.665492', '37.498743')",0.13500716251668352,1,7,30,44,250,387,0.7334974317780105,1.2474394109482372,14.847044840113517,38.9574017734061,48.14173238739594,81.40324682271535
"('55.667126', '37.495132')",0.1423383605583381,2,6,32,41,252,382,0.8251805907994071,1.1557562519268405,14.967046996587205,39.162846803562616,46.935152655184396,82.59098404419103
"('55.608139', '37.58597')",0.02949359773745116,3,2,18,37,163,288,0.16591494281126082,26.653215793380838,0.7591199583614383,36.83521840709979,40.851391492071826,82.55130299360621
"('55.61545', '37.587723')",0.19475916869645435,3,2,18,48,164,337,26.72797460782248,0.09992624923684446,27.378791400357926,8.567091353452035,71.1686053037933,54.2445796870425
"('55.881177', '37.5349')",0.13395457603609973,1,2,28,50,235,294,0.4162498557278421,0.2338512301243606,2.965282256156027,9.044019611332892,37.904855047354516,41.295476649025616
"('55.495937', '37.519247')",2405.3285717439257,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"('55.497256', '37.519036')",2405.4053246857716,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"('55.498654', '36.9174438')",2464.151051336182,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"('55.504986', '37.534794')",0.6905900463183126,0,1,7,10,33,70,0.0,0.12685618384296787,1.4792471060816794,1.8065760462561768,32.254560988496806,21.05564089270164
"('55.508542', '37.581629')",0.11873491329620868,1,3,4,13,36,75,0.16393652823359037,0.24722841876068244,1.2717520276739334,3.3133310921506984,31.332291492611787,24.623629817352203
"('55.520161', '37.212217')",3.922912430257738,0,0,0,1,15,23,0.0,0.0,0.0,0.03729743461655501,1.749387678841407,5.716273985880491
"('55.532666', '37.521408')",0.2750249596927495,2,2,9,19,47,107,0.7261109784289929,0.49914652277586524,2.2854136927059105,30.090710233525193,10.516277026614333,56.64299325454607
"('55.53827', '37.51017')",0.20745130732383893,4,0,11,18,51,123,1.259252718406679,0.0,2.784560215481776,29.479555543365343,11.43133293738542,59.624402506427145
"('55.539732', '37.581271')",0.15286914944087118,2,2,8,21,58,126,0.07166317094597296,1.007884279864044,2.4274504580022285,30.12431706585231,16.217459117054588,62.96504965543454
"('55.540928', '37.57667')",0.07984789813501231,2,2,10,19,63,125,0.07166317094597296,1.007884279864044,3.0479262516949372,29.503841272159598,21.592588182366242,57.813560449598015
"('55.541504', '37.57544')",0.024743067248356388,2,2,11,18,65,126,0.07166317094597296,1.007884279864044,29.650605370078516,2.9011621537760206,48.23066016204942,31.41815128534411
"('55.54193', '37.560745')",0.3131693371590016,1,2,14,16,67,126,0.97056631601203,0.039046114412269906,31.253944994104568,1.424678713592936,49.87612335931924,28.692474060981482
"('55.543516', '37.511544')",0.12507157439319275,2,3,8,21,54,145,0.6850935356825223,0.6448963765327571,2.139663838949019,30.208815883505245,11.393763559118234,65.50341090815198
"('55.5437', '37.483508')",1.0948516085575173,0,0,13,9,60,131,0.0,0.0,2.1083692601064175,29.893733901253047,11.443235150284952,62.14410597059317
"('55.544255', '37.52324')",0.1526011656663048,2,4,9,21,57,149,0.6690025970248079,0.8224813038201884,3.9121620422936143,28.68512248940346,12.604642564685072,67.02109758042133
"('55.54753', '37.323517')",0.15043637998463846,2,0,5,2,33,60,0.37722926705622695,0.0,0.6552459851021926,0.15114419343049723,7.553737940642985,46.45474904851202
"('55.547712', '37.487459')",1.142555893682587,0,0,12,10,60,142,0.0,0.0,1.9484043190366906,30.053698842322774,11.297372100453273,62.72761101479256
"('55.5479124', '37.5569644')",0.6769435172786873,0,2,17,13,76,134,0.0,1.9500831306320272,29.770324417864362,2.6926114031156594,48.977512770522864,32.85963979719067
"('55.548894', '37.53835')",0.054507502614614074,2,2,15,18,67,146,0.2587170390545087,0.669002597024808,30.77730100227056,2.289738222580535,44.21540825877419,40.10609225291758
"('55.54921', '37.556559')",0.5581822781496973,0,2,17,13,76,138,0.0,1.9500831306320272,29.770324417864362,2.6926114031156594,48.977512770522864,33.201978425848836
"('55.549725', '37.489455')",1.2470420319036228,0,0,14,9,65,146,0.0,0.0,2.0567140541854734,29.956355432642088,11.614986244497562,71.4066799760334
"('55.554236', '37.465838')",1.0291175417499114,0,0,9,11,68,141,0.0,0.0,1.2295173113616702,27.862902728821844,19.94593867666753,60.88240534981771
"('55.565136', '37.576405')",0.15680543749489603,1,4,11,26,88,169,0.019141542156934747,2.311683567669667,28.08397377857313,4.890933100741989,50.93431823218574,37.48925309394486
"('55.57462', '37.469227')",0.05394035494341026,2,0,5,16,84,167,0.16911538092850095,0.0,0.2649305451922281,29.628764662118183,22.793094581896508,69.6858723300046
"('55.585067', '37.602067')",0.3099118241389871,2,1,17,29,135,207,26.73607926301236,0.14556225913526077,27.71770104260228,13.666051267532922,55.59624478290313,60.32290597895634
"('55.587285', '37.456981')",1.4754726670244205,0,0,5,14,113,157,0.0,0.0,0.2649305451922281,33.780334300154294,24.611721271644747,68.28888924172892
"('55.589198', '37.602714')",0.5085642841911622,0,3,16,32,139,219,0.0,26.76307149999663,1.1998546421593907,40.29510700251706,29.300304807544336,87.12860554944186
"('55.590343', '37.606334')",0.44780106835890204,1,2,18,29,143,218,0.026992236984271722,26.73607926301236,1.2537747128018886,40.184345542000756,29.28351678439411,88.43515721460878
"('55.593735', '37.596184')",0.1447183800189587,1,1,18,29,148,234,26.60267911838358,0.026992236984270335,27.772486200046558,13.605985736327533,60.801579757135066,58.05750090788337
"('55.594102', '37.664976')",0.45426574912207146,1,4,14,30,140,211,0.02433166151943271,9.711674011572265,1.1263413646064553,42.28572507563887,22.403343475551388,87.35364298113078
"('55.598405', '37.519476')",0.047571157134945294,3,2,14,26,138,213,0.7230817551805726,0.2180233777770414,32.79296323057067,3.8250986174709567,63.183850291230286,44.907901919676135
"('55.601004', '37.717178')",0.2564317308001945,2,2,17,28,135,226,4.917208652653746,0.008523870813737844,14.374729688294474,8.013930921369566,66.58734328670998,40.110167970913395
"('55.602615', '37.584515')",0.1973718023364479,3,1,18,34,153,255,26.702605367620425,0.06598869357441473,27.49024752061082,9.87963628472664,65.92502869497177,56.571579149790594
"('55.604692', '37.661105')",0.47137657406963307,1,1,20,41,152,268,4.8455759948915125,4.829739280414306,8.426543522674056,42.21414311727504,24.009855521541326,88.91610970876071
"('55.604866', '37.55593')",0.041879312690767445,2,0,19,31,147,255,26.641774541771575,0.0,28.491258043526415,8.71786800657135,65.6719817290818,57.70691955777437
"('55.605583', '37.743668')",0.06708008833755028,2,2,19,25,128,216,0.4665127579824168,1.0900430177326068,16.75817093805609,5.964335942096859,67.60681739143286,32.212753691639506
"('55.605858', '37.664731')",0.2086940036429585,1,1,20,41,155,271,4.8455759948915125,4.829739280414306,8.426543522674056,42.29987663196991,24.09636390640594,88.97910076492282
"('55.606131', '37.411705')",1.522582664046929,0,0,1,17,100,170,0.0,0.0,0.46454230756265574,13.562646433393633,50.15201173604317,41.3576300030876
"('55.606945', '37.72538')",0.15079327837462034,3,3,20,27,140,232,0.09599324305317614,1.0393054732799683,17.021977630481476,5.971672783409872,68.28233868465182,40.821464576964246
"('55.607377', '37.705023')",0.19027098701372716,3,2,20,33,147,255,9.700353455560501,0.09182342173270008,15.387130804219145,10.96425012723177,65.80409498476078,48.03891666686428
"('55.607377', '37.712749')",0.2654937518354094,3,3,19,32,141,253,0.11686160198738235,9.679485096626294,6.165362657640021,20.001283289397847,56.40462736171837,54.82688559831246
"('55.607956', '37.729035')",0.3500176164782033,2,6,16,31,135,239,0.00852387081373829,1.3031328799587205,16.548682675858917,6.600708697904594,67.45640821107065,42.4016804023173
"('55.608348', '37.546417')",0.307100872217685,1,5,17,33,157,267,26.60267911838358,0.2723635946987102,32.99186651077815,4.321460448661817,71.52827546515684,41.20610328058501
"('55.608389', '37.613683')",0.4332677915410204,1,4,16,41,164,284,0.04092777302244675,0.2670398924241654,27.35064369966876,12.30068916649649,65.44452281432154,56.55964116035864
"('55.608816', '37.535412')",0.08923724001172145,1,4,18,26,163,268,0.15498406397145903,26.680963225722838,6.552906854968871,29.002372307453566,43.663049814775476,69.45004720485954
"('55.612506', '37.749863')",0.05976831823128596,3,1,23,27,136,220,1.0561476850132794,0.40361768087118866,13.435553027175862,9.57494390563586,40.16329494911422,59.72426383478246
"('55.6131349', '37.7484728')",0.13616253138057052,3,1,23,27,138,222,1.0561476850132794,0.40361768087118866,13.435553027175862,9.57494390563586,66.81961904834083,34.585350915560426
"('55.615967', '37.546543')",0.1677144527078613,4,0,24,25,178,305,26.680963225722834,0.0,33.3591655701306,2.4345452549439486,75.08009937671221,60.152488641976504
"('55.616127', '37.756587')",0.11683948390984461,2,4,23,30,136,230,0.993252607902051,2.8859816982205873,13.805503890767476,9.55057779650857,40.06352521013443,62.136490907302885
"('55.617378', '37.411463')",2.2053083656765065,0,0,5,23,91,191,0.0,0.0,2.5627617909248315,13.09219368584621,49.549991164956026,46.63394224198605
"('55.618336', '37.74964')",0.4601923239287333,1,3,23,36,145,247,0.01667254749753032,3.4443172562682873,13.11773249409891,10.353470244851877,66.57072104311564,37.88889558198757
"('55.618679', '37.586006')",0.19064708489939391,3,1,21,48,167,365,26.72797460782248,0.046217569478862686,27.49159969603015,8.497487342579142,72.11142006402912,54.30561474379786
"('55.618761', '37.263555')",0.6176420821648939,0,3,6,8,32,62,0.0,1.523339559683976,0.7776718922220471,4.362225050912291,4.5440694569974545,26.234613313688243
"('55.619467', '37.415344')",2.2893745495696924,0,0,6,23,93,200,0.0,0.0,2.613225058069096,12.999468334305014,49.57385738082273,46.98705602283026
"('55.621333', '37.303602')",0.2773717721559246,2,2,11,11,35,119,0.08554437854882638,1.886983910219697,3.0471312200489473,3.858634516855873,16.388033615021175,52.00047773893547
"('55.623238', '37.588825')",0.18970486255452482,2,4,19,46,186,389,26.64889668786244,0.17765186901212715,27.646985961777688,7.892613125304514,77.61278985594711,53.884592323749075
"('55.623427', '37.697963')",0.08286380402110946,4,4,26,36,185,306,12.344147224846266,1.1449817858339237,21.12270523371057,6.387398199506389,70.31054891770691,58.52782113162826
"('55.62451', '37.652077')",0.35319432365893794,2,1,22,52,200,359,0.28617792875275316,0.11599929876011117,18.00271249002775,32.29163265201532,53.707504646552394,78.56753358994172
"('55.627397', '37.718471')",0.04128650233204605,5,2,27,44,171,318,7.572184010464476,1.2585606044150586,19.505965796843377,8.719717582254503,69.88811943245491,68.92955531106006
"('55.627663', '37.488953')",0.05000771846279068,2,1,17,25,164,293,4.9333448342258555,0.18959682444518222,37.27175819971258,5.234778202279401,64.41131125605752,57.75523437782728
"('55.62883', '37.512937')",0.1209283543934288,3,3,18,26,185,314,26.650326313805238,4.749102875753273,29.033807086413326,12.125064093699685,67.29896917806758,58.07437135045488
"('55.628932', '37.341843')",0.37349572938899916,1,0,15,15,55,140,1.6954527495607172,0.0,4.385729227685319,2.5457270571277943,26.416394006672483,57.213096212125244
"('55.630085', '37.655463')",0.28963869955731697,2,3,23,57,210,385,0.26816016145972643,0.15507273648449438,18.96115884685086,31.97775628811009,57.298018089207645,75.84922342455793
"('55.633932', '37.529214')",0.14552412107241436,3,2,16,53,175,391,26.67798914606907,0.14795705053220942,33.104140672254545,9.043371880578654,77.01797352328782,64.8577912591557
"('55.634812', '37.539715')",0.1758411777823531,3,0,17,59,174,416,26.67798914606907,0.0,32.84347417614119,9.663336554709645,78.90833614238655,63.052764665479444
"('55.636621', '37.60549')",0.12668905057248667,2,7,25,50,225,433,0.07227335158768515,26.929634044923183,1.050967622875742,38.52243244136328,49.86381481678713,88.83282109661964
"('55.637581', '37.428073')",0.2863693879977388,2,0,16,27,124,241,1.3442343347441386,0.0,11.417780642916371,11.302472431256225,53.59011766056212,55.892830018786704
"('55.63786', '37.429815')",0.30475379596854224,2,0,16,28,124,245,1.3442343347441386,0.0,11.417780642916371,11.328775475254107,53.62031339104301,56.01074547447517
"('55.63816', '37.756299')",0.1466110615697336,3,3,40,39,177,298,0.8329311471209229,4.898008349056332,12.546240435432892,28.17803678239396,30.880677834889518,101.30750791747329
"('55.638175', '37.531765')",0.17649742021492307,1,4,17,59,177,415,0.03991716638589672,26.806520075194065,7.773606598003518,36.04683932377299,50.311907681287614,91.97322463370077
"('55.640335', '37.309199')",0.6937004590491901,0,1,11,12,46,122,0.0,0.4058821561195401,3.4376872867195227,3.593895563625177,22.909163661346806,55.649305960947586
"('55.640423', '37.61026')",0.32814008927642424,3,4,34,41,247,430,0.18114516535171346,0.27046244583799217,28.21000441934996,11.475363594984362,94.83725494252901,53.62270068589645
"('55.641773', '37.362869')",0.11803397049501571,3,4,16,14,84,159,0.5512650259203788,1.389701789318359,3.3909119860331636,4.071720044070912,55.76563257869151,33.682934325701254
"('55.641919', '37.677708')",0.2796795774834143,3,3,29,46,229,416,3.6651170834955407,5.338469040508689,16.77782551580366,10.822948807904616,71.045863236857,84.78057160524182
"('55.642372', '37.672468')",0.263684650141214,3,2,27,50,230,425,0.055333068417703704,4.102677060695015,17.88628669426285,6.434336567257461,77.00205727608922,79.18848748294742
"('55.642977', '37.393074')",0.5115343631058387,0,5,14,20,114,191,0.0,0.8492773051806569,3.1383780206611283,18.609097840804147,45.4279077129787,54.411068776497665
"('55.643465', '37.725496')",0.09102691973459144,4,2,35,66,193,383,3.033954887830912,0.9781288852560324,23.410746974109475,7.777030316695363,72.00101089035434,76.21606192623901
"('55.643744', '37.492284')",0.09189947240164474,1,1,22,35,192,330,4.696264118645527,0.06804385811367375,38.07251020961937,7.659431371640515,68.3138767768531,56.664860734508764
"('55.644206', '37.490551')",0.06996068550599874,2,2,22,36,192,330,4.764307976759201,0.36822860675129654,38.0169624498264,7.725441645654286,67.96153570736007,57.058821376091515
"('55.645367', '37.34869')",0.216107503184686,3,4,13,16,71,143,0.5658248332202415,0.8838137797487323,3.697368099884364,3.300721622657056,29.110958259981295,57.760489978216775
"('55.645553', '37.495779')",0.26049034623271466,1,3,21,41,200,345,4.696264118645527,0.8603286033567485,37.31252132821418,8.757471273234486,66.15455125934393,60.516284067435876
"('55.647728', '37.65381')",0.14533463275808614,1,7,22,59,269,432,0.11599929876011117,4.080120627211789,6.651300876232126,44.540414556815456,51.57208154072868,111.04581154157958
"('55.648794', '37.388188')",0.08504604825336042,4,5,15,18,115,191,0.31889006418101756,1.3707749355029402,2.686451778070614,18.87132472768988,45.0673333671085,54.6028025175153
"('55.649276', '37.660215')",0.1406617968756441,2,6,24,54,274,425,3.754207158044551,0.759598633784031,13.077441406609548,37.936941282503625,55.59952069397397,103.08408426260712
"('55.649312', '37.717842')",0.07887127420360618,2,2,33,66,218,413,0.1635114915196352,2.1889351066241036,19.994059391702653,22.340948551104848,65.93639492279286,83.86102112510503
"('55.6495', '37.387846')",0.11958257648081168,4,5,15,18,116,190,0.31889006418101756,1.3707749355029402,2.686451778070614,18.87132472768988,45.072770563024285,54.44085056088122
"('55.649571', '37.400135')",0.14029451160473688,4,5,18,21,127,211,0.1611672010686128,0.41546986135041686,7.707984524277009,14.755890140540401,59.47235868617858,41.27850103408039
"('55.650836', '37.597387')",0.2807326989667222,3,7,34,48,266,448,0.06744087451683738,0.30293742349892655,28.2997659008451,8.001673529319529,96.3010642249062,53.495893288920584
"('55.6522', '37.47304')",0.13864907664380677,2,2,21,47,184,342,3.9898446692201013,0.1301996103556471,14.124028347064367,38.5810581729718,44.59223083533491,82.30902055084715
"('55.652796', '37.474192')",0.07689910200939166,3,1,22,45,193,335,4.0520004214620755,0.06804385811367286,14.03842247126363,38.61049554031427,44.71313453890108,81.8471429304281
"('55.65313', '37.715218')",0.2772675317066574,1,4,31,68,231,431,0.10979347067487447,0.18171587868188518,22.125084318780882,20.00133875827569,68.72437561177153,86.62175304521898
"('55.654823', '37.409011')",0.3343748635362183,2,8,13,31,130,240,0.16673472407578754,1.173944919520168,12.821646573576949,9.109348788409594,69.81843155541887,32.09040531936169
"('55.655254', '37.609595')",0.174631228927278,5,3,42,36,318,423,0.05816775565470791,0.03834403664284034,32.91178155216806,3.175003921798364,102.41496124853673,70.64485552967439
"('55.65559', '37.469305')",0.07985149227529777,1,3,20,48,187,343,3.683771814710778,0.5710302951368735,13.348663337990711,38.97827788508026,44.12222401651442,82.6220202944996
"('55.6561864', '37.516193')",0.1720560873288804,1,3,29,42,239,407,0.7372266667042657,0.7888086958726259,40.33099962009252,4.993667050134725,82.03477588585267,61.684741980239835
"('55.656301', '37.413089')",0.4246878159135204,2,4,19,23,142,247,0.16673472407578754,1.4810901061500825,12.787457373243996,9.07887535670124,70.79654861057449,32.19018099966338
"('55.65724', '37.494548')",0.2622958392409654,3,4,23,39,222,377,1.4842001661744249,0.4408015118062034,14.783766789725894,37.04711511541984,45.734016372421735,82.66790538426875
"('55.658124', '37.602005')",0.2064484231864518,4,8,35,46,317,434,0.044272375347113826,0.45505893535047337,28.800778159379174,7.317682393090902,96.92385636600122,80.76150856456536
"('55.658581', '37.744262')",0.06155889697138088,5,4,48,50,224,384,0.18781406483056104,0.3960827629815671,9.629226529645694,33.152220085131795,56.97339277145138,90.61494698065331
"('55.660374', '37.602049')",0.308452280483589,5,8,35,48,326,437,0.08975721827842904,0.456538134850843,28.799298959878804,7.258319824117329,96.22367242724212,82.47230009631619
"('55.660977', '37.514252')",0.3354812263476383,3,0,31,46,255,405,1.4842001661744249,0.0,14.62551426589629,32.10559483544118,55.39924963771301,88.58026337926748
"('55.661496', '37.47147')",0.5014709685732136,0,7,23,46,203,354,0.0,4.598766084821464,11.516881123887433,40.75054893718968,45.54776739808395,81.74317706383621
"('55.661547', '37.473923')",0.3483845217617982,1,6,23,45,205,355,0.30607285450932276,4.1815747009479605,10.689659582166207,41.51761855174044,44.56895649690806,82.75675759645364
"('55.661836', '37.516')",0.4085136803227151,1,4,28,52,249,420,0.01347606769214849,2.54734330192629,12.223489603247701,34.80806185469439,52.7052469369016,91.61785108196963
"('55.6620528', '37.5125239')",0.18920728043254503,3,2,29,49,254,405,1.4842001661744249,0.0398611270436906,14.5856531388526,32.49095726686951,54.602871991894695,88.39306955423874
"('55.662434', '37.58476')",0.2038955664999999,4,8,33,61,303,456,0.23362026030758284,0.45225661435934117,29.12176649246029,10.104216563869656,82.48088452477724,72.63658185957347
"('55.662816', '37.471614')",0.5141959258910898,0,8,21,49,203,360,0.0,4.690449243842861,10.180785039271306,42.38108444243949,44.052704807229404,83.37096876914393
"('55.666086', '37.561688')",0.05596106157519593,4,1,38,55,310,448,0.2922876056307744,0.0813350618696681,29.698231134416176,13.007343436003005,83.43090332445772,67.60392259037505
"('55.666142', '37.511356')",0.32433777173932676,2,6,27,51,259,411,0.746973499470159,1.953528406341381,12.960074894219405,39.74610666394756,47.14381027935036,96.26735979697366
"('55.666589', '37.586518')",0.06356213899599417,2,9,36,61,323,454,0.16545193757988924,0.5443090110552526,29.276009050040663,12.664503621863325,91.54124342190983,91.38776990647273
"('55.666868', '37.505678')",0.09386231440370738,2,4,32,44,261,399,0.7657932956159067,0.8499511566236052,15.041731406052572,37.44856905255315,49.358112732368205,93.83408627496533
"('55.668021', '37.508741')",0.2726955371064721,3,5,32,46,267,397,0.7733585588217011,0.9475812192494011,14.981707141074498,37.5058877973825,49.33887414928316,93.81847924041202
"('55.668386', '37.56379')",0.059755512774213294,4,2,36,57,320,447,0.2922876056307744,0.1668284650527564,29.57090253483062,15.929920337721708,81.46522564682662,69.70310423001969
"('55.669544', '37.78783')",0.06997507881622438,5,0,41,61,178,358,0.82333101400844,0.0,20.472750135003867,6.680779238554646,59.14516338406118,69.32659108824747
"('55.67065', '37.6115')",0.3908693685733426,2,6,38,60,398,408,0.3109311352424177,0.21832183343225936,2.302483681944206,37.84637594322706,68.5017796796198,116.49148334030235
"('55.6714126', '37.5485865')",0.09315919445257712,1,3,36,66,314,440,0.08133506186966809,1.1142250010917372,31.4838902789604,20.07004089619174,71.74546853637288,78.4784085416105
"('55.671494', '37.599518')",0.037007647828790756,4,3,41,53,387,416,0.4031969093106463,0.2109367805112045,1.9457427080802783,38.92390828857658,65.58269334080353,120.18315423723851
"('55.671555', '37.78962')",0.07889486338953947,3,2,40,62,183,360,0.7771108162754793,0.04622019773296071,20.76555350940307,6.391009407908516,76.18083505841228,52.19549291746891
"('55.6726', '37.464283')",0.1894690315762949,3,2,32,36,218,370,0.8323312618631749,4.45094319341875,12.169478292377322,13.590265573949457,72.62413158602277,47.60601596302183
"('55.672905', '37.524318')",0.03805179244688912,3,6,27,62,295,422,1.1764406125934244,0.22058111992165585,6.387417251284353,49.767685941597875,38.22787702584057,110.70736667283904
"('55.673138', '37.66627')",0.08045101430542823,1,2,20,77,358,414,3.63820785928444,0.5425159293041992,5.0802234930708945,24.636777834717627,80.20871968181052,98.12282527556886
"('55.67335', '37.51068')",0.15430322329768653,4,5,31,48,287,399,0.1450564528752811,3.3201538652198863,4.412805660824179,49.36519298201196,40.7785347372169,104.70596500876552
"('55.6736287', '37.4948009')",0.3566405687764019,3,4,34,40,275,371,0.8574764546373033,2.3412876713966773,9.145136710187813,19.795484007608206,68.09973959101599,63.75124811700364
"('55.674118', '37.507008')",0.2711550479430236,5,3,32,46,288,390,1.6434746870316264,0.8367995866409246,10.456832553283107,43.32753741024068,48.697286227838504,96.23898376208652
"('55.674671', '37.487712')",0.2838959692535241,2,6,33,38,267,376,0.8374955205581524,2.7567654824908843,14.64803184050206,12.7476815136564,74.41893146429152,57.53492115909489
"('55.675529', '37.598618')",0.31869228830824303,3,4,39,60,400,416,0.35623286687896155,0.35075391157801855,1.7355203681504214,40.576764853731675,64.28307074042722,122.79568477187105
"('55.675798', '37.443982')",0.0979799072310252,2,6,22,40,174,368,0.20797316640981167,10.504965390852398,3.317884428197317,21.533515800841364,63.3477708964302,50.0237537338328
"('55.6758988', '37.4906266')",0.3812753967220626,2,5,33,43,269,379,0.8374955205581524,2.361268605475828,9.125155776108661,19.976981638526134,67.3332484931953,64.72893176418972
"('55.676154', '37.536131')",0.04475745226604084,3,4,30,64,326,419,0.1740848386046393,1.2037526348631293,6.02517280060462,51.48289565391019,38.01857845839426,113.84381724988499
"('55.6773', '37.50356')",0.11337382156393505,3,5,29,46,292,384,1.603613559987936,0.8553016965133986,10.35677038634679,45.38281793612748,46.67673183827594,97.8660346792673
"('55.677837', '37.763638')",0.15049168329898763,3,9,44,60,235,406,0.13380603349884285,11.94057288972549,6.7757523637559185,20.245552500044738,67.74715332567413,77.66404475185894
"('55.678169', '37.580939')",0.29959517335683233,2,3,41,61,392,422,0.1686785546475896,0.25029423754141544,3.7214692219806045,37.64114190788551,72.91831581088654,111.6926209160794
