coords,parks_closest_km,parks_less500m,parks_0.5-1km,parks_1-3km,parks_3-5km,parks_5-10km,parks_10-15km,parks_area_less500m,parks_area_0.5-1km,parks_area_1-3km,parks_area_3-5km,parks_area_5-10km,parks_area_10-15km
"('55.8343579', '37.5301737')",0.07726395243025136,2,3,28,78,333,449,0.1263841017703887,0.20640270060991098,5.868092924552003,9.947829982713394,63.95590967144171,57.67131110396185
"('55.841534', '37.542957')",0.3489948588343085,2,1,31,55,338,432,0.11700961472168012,0.046034244085642495,2.022181459365051,12.808809861063697,51.18846715520813,69.38017102170069
"('55.841623', '37.489701')",0.714185161087273,0,5,42,75,260,426,0.0,1.275105824549676,6.58496084965574,19.539030102517454,44.850998399894095,52.13291463910679
"('55.744237', '37.407591')",0.09213626884006036,2,4,25,28,206,382,2.893319770206883,0.9684795152947823,13.490405047905096,12.397025694517474,42.12591341011748,78.99789369709927
"('55.799472', '37.488835')",0.31402550084449,2,4,49,53,397,414,0.17903821967687045,3.672134561379983,12.47870978617999,6.008522091905586,61.9756931026665,48.62057923403043
"('55.849796', '37.523087')",0.3605661099539599,2,3,29,68,296,424,0.15004566028124527,0.5351960298827221,2.6459274534809745,9.493554343338692,57.64640948611228,39.57723034032045
"('55.813587', '37.46061')",0.30849747979667275,3,8,40,84,264,451,0.08836049182408141,3.7768457362592938,11.138852018594074,12.736368820740113,53.966059985749055,47.847112318960285
"('55.787958', '37.461337')",0.5031086235000057,0,3,33,58,347,405,0.0,1.9665611904104123,12.727478209261267,12.147357512774018,50.33112111540839,57.63882204558048
"('55.699781', '37.847487')",0.08153119613799785,3,9,24,44,141,294,0.8480548054674563,1.5474447224309382,17.19145411802801,14.967527485351777,50.71661258212886,48.462441032248364
"('55.71255', '37.864517')",0.07179297958013604,1,5,26,39,138,256,0.49455209525667987,1.9655704705470196,6.509800008129849,25.12201145520052,39.90524046459046,57.887416424346085
"('55.700557', '37.851799')",0.2884518778422859,2,7,25,40,142,284,0.06031864280767294,2.204264216019164,15.267138319744957,16.642777989718155,48.985457545810064,49.751251607707275
"('55.70056', '37.84617')",0.03564604344717732,2,8,27,39,147,294,0.06031864280767294,2.257764007786093,16.547557756022144,15.534206664046934,50.2704049879153,48.962628230442235
"('55.704747', '37.860495')",0.879589030337621,0,4,26,38,136,262,0.0,0.5813470786912924,19.349263475463527,12.211092617504406,53.18616771386711,44.76103371482404
"('55.697351', '37.845044')",0.18716782477489058,5,10,24,40,147,289,2.108667677565065,0.8319703849034239,17.948251186131074,13.750612756684752,52.90787257496766,46.256067480595256
"('55.584416', '37.12755')",1.5390617096268573,0,0,2,1,6,22,0.0,0.0,0.06386641438022403,0.19668570898290075,1.624503408680755,5.092196616243917
"('55.580345', '37.157851')",0.6110126568963047,0,1,2,2,9,28,0.0,0.05803271197091961,0.20251941139220517,0.0953301465874746,2.277563864891191,6.325274072276841
"('55.5077268', '37.2658543')",2.0267512690851186,0,0,3,2,12,30,0.0,0.0,0.12829015618818548,0.15114419343049726,1.0447084834907094,6.624942442254887
"('55.2156978', '37.0674242')",2437.6165022998975,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"('55.770775', '37.376626')",0.2728846686632907,1,1,13,26,175,326,0.8315625288875378,2.8822417889621734,11.199415511181602,7.407744555334904,40.33579441604462,46.17031685063317
"('55.7597798', '37.5166008')",0.1526088746011729,1,5,49,103,425,448,0.04933958271660904,2.039499602600796,13.3470555581296,16.703434592565877,51.793389724943715,115.1044452072471
"('55.619668', '37.761895')",0.25379518739237716,3,2,25,32,136,239,3.396049000642691,0.4068977373314322,16.211475454774742,7.751003064282941,41.96346546414934,59.892216799071804
"('55.61693', '37.755751')",0.20021449131239788,2,3,24,30,140,230,0.993252607902051,2.482364017349399,14.209121571638663,9.192677091908346,40.65468449378254,63.150472344936006
"('55.6062176', '37.7327241')",0.5911867131922199,0,6,15,27,134,229,0.0,1.248931337897011,16.599282617891685,6.19239171634219,67.62321820437474,39.739359361770866
"('55.609273', '37.759632')",0.15851928532544812,2,2,19,27,117,218,1.3801977412757094,0.07956762460875866,13.511024944387835,9.26596441979843,39.6886239744594,60.58902842717807
"('55.60844', '37.756622')",0.13968218484507194,3,1,20,26,120,213,1.4430928183869376,0.016672547497530443,13.573920021499063,9.220846670539988,38.85583537105917,59.85593919769289
"('55.617775', '37.754177')",0.3148962348092437,2,3,24,33,140,239,0.993252607902051,2.482364017349399,14.209121571638663,9.235398347829642,40.73997357494319,63.373360478881665
"('55.613336', '37.701008')",0.3812778745516661,2,4,20,39,158,272,9.675315275305818,2.7143475564334327,13.614344461989395,13.483022410408902,64.2739039801975,55.82403452468439
"('55.610645', '37.75535')",0.0733494028932062,4,0,24,24,131,211,1.459765365884468,0.0,13.667806949535262,9.236488065510855,40.29280732576306,61.3072967933877
"('55.616051', '37.753901')",0.1491135072855597,2,4,22,31,139,230,0.993252607902051,2.8859816982205873,13.676068052146611,9.680013635129434,40.27171027446957,63.51545290043454
"('55.610157', '37.74793')",0.06759145776549391,3,1,22,25,130,222,1.0561476850132794,0.40361768087118866,12.644251266813814,10.150520481174794,63.460125956756414,36.321322498659725
"('55.622243', '37.733635')",0.42923773746478183,3,3,28,43,157,282,2.7065191821612116,6.088299884829367,15.197660495001845,12.99021103151384,65.12933059146002,51.78096330753853
"('55.610112', '37.742456')",0.06925045698985992,2,4,20,28,132,228,1.039475137515749,0.5714404183175708,18.097541332151934,4.721562077356111,68.99341090970101,37.253778513438775
"('55.615578', '37.722756')",0.4116926954583137,1,8,17,42,144,272,0.037687232620765586,1.1917016908604041,19.75739025653222,7.7783215386809275,67.37993622483502,47.85292107597502
"('55.618689', '37.745034')",0.603390762887365,0,4,22,40,144,253,0.0,1.0938349176340447,14.93427089703711,8.58458660255393,68.38923846593286,42.897019250934235
"('55.607941', '37.752374')",0.14802328919766344,3,1,20,25,121,215,1.4430928183869376,0.016672547497530443,13.011829847689473,9.755156239002027,37.00215209397428,61.78278842518845
"('55.597475', '37.720753')",0.26477086078031564,2,0,19,23,134,204,4.917208652653746,0.0,14.383253559108212,7.693620214966629,66.74564477226048,36.31644905863763
"('55.614582', '37.746517')",0.2525663352722635,2,1,24,27,146,224,0.993252607902051,0.06289507711122833,15.879216671405715,7.214372252325862,69.49629514615683,34.6578384324209
"('55.604727', '37.715803')",0.14916604670993108,2,3,17,31,137,237,0.09182342173270044,4.858947281989466,10.3926416916999,12.076646163020008,63.87945655547089,45.78853467336372
"('55.610901', '37.71274')",0.06280030990118411,3,4,20,36,146,263,0.11686160198738235,9.699962523264595,6.9397885913927055,19.927760386450352,57.10231193592252,58.86387981703469
"('55.765463', '37.559847')",0.08673822252889551,4,5,81,135,428,492,0.10582591809611501,0.3386451780118579,2.249346563949018,22.40812391834243,44.384642133225555,141.57054694731946
"('55.757288', '37.55681')",0.15978702494321073,3,11,80,131,421,494,0.2964794801981229,0.2304012005656862,1.597769961899475,28.8813281190421,39.883276365617235,146.07299009092674
"('55.7656358', '37.5670872')",0.1452324086884377,4,9,88,140,426,507,0.3309003572675215,0.09804547624090892,2.2582550509586916,22.461723229690865,44.191008627810405,143.70166458829306
"('55.767722', '37.565964')",0.12343714633674918,2,8,89,136,430,501,0.01146527849999674,0.3643642231163167,2.4396637684958606,22.19157018654998,44.53257642214754,143.30930481859556
"('55.76154', '37.554214')",0.2918230624718903,3,6,77,131,423,493,0.10114044308282856,0.313122663400088,1.9428777637889567,28.057937811818952,39.68297264865229,146.8970381141605
"('55.7673304', '37.5727194')",0.2642964882564617,5,7,98,136,423,516,0.2591795716032136,0.14653874268686246,2.292532949861268,22.133627547689564,44.27335223203688,144.49479305606505
"('55.766329', '37.557861')",0.2395460091061132,4,3,78,141,418,497,0.10582591809611501,0.10391480800534324,2.478764416076249,27.78940954831422,38.76615022881184,146.81384589761842
"('55.753311', '37.580661')",0.06044801745895461,6,16,103,144,425,515,0.07504394660990502,0.34819299094813294,3.6158476184338726,16.374821237225547,51.80290374248614,134.60232248566757
"('55.76018', '37.554897')",0.16116709955487615,3,10,78,130,422,494,0.2964794801981229,0.16599148594489566,1.680323255501874,28.27638335786154,40.427117192375015,146.37739182259162
"('55.76246', '37.567554')",0.27907406202321866,5,10,91,140,431,496,0.33365274973824843,0.11660308938278824,1.9386243585060425,22.643046489853763,43.8709986747991,142.06674451648556
"('55.758316', '37.557843')",0.08566251127816991,3,10,85,128,422,493,0.2964794801981229,0.19527864251885863,1.691477923761505,22.447759190868435,46.275590436319746,139.8049764340377
"('55.7602553', '37.5648602')",0.23510113555252252,4,12,87,141,432,494,0.1038928355535555,0.5730054027151232,1.251754957881401,23.156919753482377,44.99221874932308,140.92011370273863
"('55.761381', '37.570186')",0.24057836787134107,7,8,97,141,425,513,0.39143569497809255,0.08497914606738916,2.0611670003986537,22.08164146129177,44.23576818610579,142.23421847305406
"('55.763984', '37.567482')",0.23954919749471654,4,10,87,144,424,503,0.3309003572675215,0.10626054781256089,1.8556981982983198,22.714227434413665,43.728617452995685,142.2600871770956
"('55.789922', '37.677885')",0.05770069221669683,8,1,58,114,392,441,6.7430429776321406,0.003308236693750466,7.718250073983862,28.131917915876357,32.440650086192996,100.34005307329187
"('55.7812', '37.670967')",0.24094263081652328,1,3,70,130,395,483,0.00448774740289697,0.030161972117646433,8.177882039940329,27.663204380149246,41.40572468264035,96.84160390712856
"('55.7889', '37.669369')",0.3167447619821523,3,7,50,135,387,458,6.702078388014935,0.05087648745003648,7.835985190514228,29.423078595465483,31.384632325770426,102.04094641318493
"('55.785286', '37.67969')",0.1481115866200926,2,10,56,128,385,462,0.0295335260428029,6.731053260011731,1.252054381480919,34.88634144391683,25.25053527191988,108.270210511051
"('55.791206', '37.6723')",0.07088042308298743,7,2,53,124,387,448,6.730393559536784,0.018073568525291073,7.580099899714025,29.45473455430312,31.222149027181015,100.17499524296662
"('55.791106', '37.681083')",0.05328613003751785,8,2,54,114,387,443,6.7430429776321406,0.009930229784110622,7.688443281773878,28.12236775003791,31.96746760966488,100.88967041813544
"('55.791098', '37.675892')",0.06487385420858126,8,0,56,118,388,445,6.7430429776321406,0.0,7.700399067324918,28.354147212490133,31.99448829276438,99.58101056263303
"('55.783266', '37.675738')",0.2812444414823688,1,11,56,135,382,480,0.012649418095355254,6.747937367959179,1.1747374466438458,34.804466405705284,27.248788529099556,108.20050914624372
"('55.79289', '37.682873')",0.07719177845259398,7,3,52,101,397,422,6.730393559536784,0.02257964787946687,7.842183093399289,27.795481380951795,32.41501145238156,99.00880885686435
"('55.78774', '37.673096')",0.3093394178568254,5,4,57,127,392,456,6.731611914057737,0.015918810977299636,7.708919345167689,28.221659219723495,32.5045073396778,101.81168613974422
"('55.78', '37.69993')",0.14687173198739148,4,7,56,100,395,431,0.045566678943281154,0.03924673495070679,29.313285424470426,2.3375145709835756,69.2361742584066,63.51764065933568
"('55.764425', '37.65214')",0.15370867371756625,5,11,100,146,405,524,0.09078397271520094,0.11283767468455402,2.1335011077012163,10.455497720139574,83.75700935275917,95.29540660721118
"('55.759881', '37.642159')",0.09632104426669716,6,15,107,148,399,541,0.07822939963757986,0.12469460311377267,2.1893807346362912,10.669329890722274,83.52845158035527,99.44898931152144
"('55.763355', '37.646793')",0.20170345373344287,4,13,99,146,402,536,0.06172445580484435,0.15716245229458978,2.052958764777283,10.495826443207996,83.42590140856183,96.46011337549066
"('55.766511', '37.648295')",0.15285827081626005,4,13,95,151,393,538,0.03319141150589617,0.19054049286214028,8.630415944950602,3.9706866566572785,86.17641808003182,94.07885872610126
"('55.764764', '37.65116')",0.22575093962184103,6,11,100,146,405,522,0.10431725908272094,0.11692194127681083,2.0794872096848946,10.519058350344256,83.59009786693815,95.34116112127734
"('55.7651089', '37.6555295')",0.0862023092657529,4,8,94,148,395,529,0.07980450013578425,0.10999539592926344,1.9681974823612889,10.562287228291126,79.51595882230168,99.70606899021121
"('55.761923', '37.649633')",0.2726262064580166,7,11,104,144,406,532,0.0877624725823578,0.1322641223155866,2.2122732178648814,10.392872763130178,83.75489719375028,96.08792898178723
"('55.762505', '37.649651')",0.30643347100467105,6,12,102,146,407,528,0.07016726706427534,0.14985932783366906,2.1871805137301115,10.433240255245376,83.7410437322013,95.77585450298336
"('55.765949', '37.654224')",0.1932458264563876,5,6,96,148,395,529,0.09333778650330424,0.07886690404366098,8.659527133341694,3.887109800994141,86.49094061253503,92.31447541091408
"('55.764101', '37.66044')",0.17282901855340346,3,10,84,153,392,525,0.07536854976296611,0.1911061725411615,1.5714162203020654,10.928562830872634,80.0362354677266,101.07354580595707
"('55.761558', '37.647298')",0.1252545243021442,6,15,99,152,397,543,0.0798930928895832,0.16138138305927463,2.154956055812343,10.5573860458595,83.54266843174692,96.56478431000757
"('55.81244', '37.532196')",0.615742984471129,0,2,35,65,440,409,0.0,0.03462670070121814,6.669763331444746,4.379878981985997,74.09799943389429,53.66050087991698
"('55.8098133', '37.5337395')",0.4038143121674325,1,2,37,61,455,402,0.026656151997563972,0.013396829001264599,6.745642528687182,3.4486877985069677,74.85767469575939,53.59194788231733
"('55.803833', '37.526123')",0.22504165345683402,4,2,42,60,456,403,0.14263181901158756,0.15749576442921964,6.828730446476012,4.18980108811115,74.16958338102245,55.21333402315989
"('55.799932', '37.491907')",0.4332956375475048,2,3,48,57,401,414,0.18900857582801228,3.6592448732748624,10.092732516363078,8.509548263542417,66.52064334892394,44.29292145465702
"('55.795226', '37.515263')",0.14349329829057694,5,3,43,64,442,419,0.7413374014303629,0.5004606426104299,6.302199297278497,16.774524385900534,60.54073241735681,73.67510006631214
"('55.808674', '37.531666')",0.22267863431625828,1,4,35,62,454,401,0.026656151997563972,0.12394621571767778,6.526582405057603,3.7479431293689043,74.47046147221003,53.77911231923839
"('55.805817', '37.5289')",0.04963432490910832,1,4,37,61,457,401,0.026656151997563972,0.12394621571767778,6.4591983492642635,4.501354999797223,73.3933877523326,55.978910922528385
"('55.805002', '37.526618')",0.10648593735401574,3,3,38,63,451,405,0.1362143877991535,0.1639131956416537,6.419231369340287,4.591218437678092,72.98300239330307,56.33758698638944
"('55.81152', '37.52616')",0.2864619111501739,2,2,36,68,427,417,0.03462670070121814,0.03392897872446623,6.5852151045199365,6.37399414603568,71.66676562441575,55.92972780550595
"('55.808178', '37.5327')",0.23776546775720067,1,4,38,60,458,398,0.026656151997563972,0.12394621571767778,6.599334238129916,3.692599290857033,74.58070003143601,53.755464434883635
"('55.588649', '37.604448')",0.5789510055017651,0,3,15,32,138,219,0.0,26.76307149999663,1.100191801740909,40.35244039582628,29.229495346542976,88.28127037246965
"('55.603303', '37.622073')",0.10407687780537576,2,0,22,33,151,260,0.09177945645646197,0.0,32.62233878497307,9.521257492683908,63.354995903588794,55.38682182227158
"('55.59546', '37.615542')",0.22506110238871735,1,2,18,29,148,232,0.026992236984271722,0.09177945645646199,27.612570723378983,13.51898335783186,58.72759664265644,59.36903384101389
"('55.60078', '37.606136')",0.3963536521013999,1,3,14,39,148,258,0.04092777302244675,0.14351760555594334,27.39485284349618,14.440453538385349,62.714090684800674,57.15550238691784
"('55.59224', '37.598447')",0.33542216445808115,1,1,17,29,148,222,26.60267911838358,0.026992236984270335,27.733390776658563,13.489153284096975,60.91841220936563,57.06119206601659
"('55.599423', '37.605167')",0.5040926297243192,0,5,13,37,148,252,0.0,26.78712449696197,0.7644812216429848,40.95778926090682,36.28502173480291,83.40255358457806
"('55.590267', '37.595869')",0.2315987863599511,1,2,16,33,139,221,26.60267911838358,0.16039238161305036,27.599990632029783,13.826765593664415,60.39775943514056,56.21042814489158
"('55.601549', '37.620896')",0.2461166453494262,2,1,21,32,152,253,0.09177945645646197,0.026992236984271736,32.5953465479888,9.504135284871609,63.82105490459654,54.66675204272728
"('55.598039', '37.586733')",0.29077864587396984,1,3,18,30,152,239,26.60267911838358,0.16591494281125918,27.7384971349229,4.394491377216763,69.8755132247953,49.20231975728929
"('55.599138', '37.584137')",0.200796112010299,1,3,19,28,153,241,26.60267911838358,0.16591494281125918,27.762888033879715,4.345768816740513,70.91306166062738,49.92626281027465
"('55.59137', '37.652634')",0.140257428895702,2,4,14,31,135,207,0.03635873626644585,0.17746688923260867,10.662502543675703,31.66560321085613,37.98868975605508,69.4802527990387
"('55.740289', '37.658796')",0.11123045620248347,3,13,78,152,414,497,0.12671871743882157,0.17842315756519916,1.902446132496861,3.9411614266578052,89.18256154140467,107.79458250072425
"('55.735824', '37.653469')",0.10208724588900098,4,8,82,146,426,494,0.12027419771086975,0.15264548499593136,2.9931056044133064,2.835332743096966,93.4557953047975,103.01877026236178
"('55.718557', '37.647908')",0.7118248232894401,0,2,71,102,465,428,0.0,0.03973824678610573,3.077275940308142,7.526119485925095,114.87586313770963,80.90036779274423
"('55.739073', '37.669091')",0.04569819521427242,6,11,67,140,422,485,0.1504380573152059,0.08528925079222283,1.5116555111490126,4.13729480095402,86.44624140455728,104.0266976576233
"('55.711767', '37.643345')",0.6962855825840905,0,4,55,107,454,432,0.0,0.05248499717891439,2.692859172156806,9.939519744776648,114.85109717906766,81.57846149329845
"('55.738176', '37.653173')",0.1696840667783726,4,5,87,154,422,496,0.12449671822594194,0.12374812263057067,3.0266592380538744,3.196744048020809,93.52912394884355,103.64510310615039
"('55.733827', '37.653604')",0.034982098765610696,3,9,82,142,429,488,0.11848005298193658,0.15443962972486452,3.0162221344476943,2.847924498564194,92.05104154687254,104.2413288777775
"('55.73581', '37.65939')",0.40517463537814785,4,9,76,146,423,491,0.16690352749437184,0.11060888738783034,1.2786547843300755,4.465468116283484,85.99076050659573,110.17890736759799
"('55.7116', '37.640327')",0.8609215641146796,0,3,57,108,454,438,0.0,0.07377265259891841,2.679542818779021,10.521832818502382,118.76503027284318,79.15889189358415
"('55.721264', '37.653873')",0.5723868094964051,0,3,70,103,471,414,0.0,0.1424805590967268,2.6449598128866225,4.159674513591886,118.79753703550392,76.11132424918884
"('55.737248', '37.675172')",0.11165358375720279,5,10,57,134,429,460,0.0964048867472906,0.18889387776189687,1.1698233837038967,4.3368489624628666,84.86583488894928,99.04243775376247
"('55.710332', '37.643129')",0.7569570061889846,0,4,52,107,458,426,0.0,0.05248499717891439,2.6857750965328386,10.514974836666733,115.29365285259395,81.15386035240225
"('55.731262', '37.666036')",0.0333060793815458,4,8,65,131,439,454,0.01836297331968679,0.25642629348516616,0.9600704625067842,4.61678970907555,81.11424628456568,116.50281209990764
"('55.727384', '37.652382')",0.3198820276337254,1,4,80,126,445,460,0.10274231231062107,0.0239558107726439,3.08724373892079,3.8756556016874826,90.17920648755432,105.31510775350844
"('55.73644', '37.673546')",0.1899050770977406,6,9,60,132,430,459,0.10321133098712397,0.18208743352206347,1.3075887203607208,4.156116251685983,84.8250815260249,100.88686271950176
"('55.73348', '37.660126')",0.30029264742266076,5,8,75,138,429,480,0.12600706870641135,0.15150534617579084,1.190263415221604,4.575096932494178,81.38877032432795,114.60170143473444
"('55.73889', '37.66663')",0.025158816571629664,6,11,69,144,420,488,0.1504380573152059,0.17909381617672257,1.419986040004201,4.291797777616139,86.46877954116744,108.6670820225423
"('55.740304', '37.662264')",0.012136524090038295,3,17,69,153,409,500,0.12070407690754754,0.22486380544573858,1.5257562694884625,4.123702473881266,86.65613048415604,106.45545757460668
"('55.7226109', '37.6458793')",0.9880782400256274,0,1,76,126,439,464,0.0,0.10274231231062107,3.0210128009314183,4.148492660253444,121.8729205133593,73.8569691354576
"('55.749588', '37.589745')",0.10901676780791558,6,16,116,141,428,517,0.0473155654570254,0.10211257687174694,4.014838934551033,13.362080741573045,57.85386187232296,129.11602461709316
"('55.7415784', '37.5864977')",0.2059377265129598,5,21,111,134,438,510,0.009924753263151908,0.2509954637106571,11.673900514335134,6.807486769744855,66.32870345883832,125.69471764833482
"('55.74224', '37.585035')",0.2502689691241526,6,20,110,135,437,509,0.016135498198988275,0.21862695500299048,11.638721141457069,6.880320302972439,66.16501712821,125.8435520814759
"('55.736458', '37.599678')",0.22181471759116203,6,9,119,143,437,503,1.7829766471593655,0.07712052575637496,6.901037301676861,10.250660286224242,114.89320024465123,79.34719180807694
"('55.7385165', '37.588639')",0.17681689334883446,6,15,111,140,428,524,0.13563341445809604,1.8197244704512952,11.30701690988213,7.457181852958872,65.92895324868148,126.41376758134491
"('55.739554', '37.597414')",0.13577254383322535,5,11,117,142,431,517,0.010666313447098215,1.8509335149147899,1.9719324630701451,14.99690321157807,70.06124459663198,122.04245272117379
"('55.760414', '37.40652')",0.07958032607187492,6,2,14,46,204,403,3.8461163104861242,0.12442976401771011,17.565079854262784,8.336634262696801,45.25718307647941,50.254772548749685
"('55.745083', '37.40912')",0.031294475415958256,3,3,25,30,209,391,3.724882299094421,0.1369169864072446,14.317170379805733,11.596162624964554,43.46278642467546,79.21607496343229
"('55.747566', '37.407645')",0.06413362227210766,2,4,21,33,202,393,3.713804317849711,0.1479949676519543,13.945319952034396,11.956043636826774,44.75090732590607,77.89253529466772
"('55.757009', '37.411472')",0.162102874267239,5,1,18,41,212,407,3.838172757026783,0.007943553459341057,17.764929056982645,8.243475883009573,45.627283876049574,49.86649020147908
"('55.763209', '37.410583')",0.08675418119507776,6,2,13,44,217,405,3.055401120648115,0.9151449538557195,16.771719280313448,2.941598278267641,54.54964426384374,44.65505248550594
"('55.754289', '37.409352')",0.055248897304392745,4,1,19,40,205,405,3.82591210132675,0.012260655700033318,17.8170804124171,8.234263099900506,48.77586548862125,48.48258041349868
"('55.765789', '37.4098294')",0.15291677599419354,5,3,12,45,225,396,3.1162670880529504,5.5934410307042715,12.093423203464896,7.468861658000252,50.9616074737098,48.17452323300737
"('55.765635', '37.405471')",0.06192388610541503,5,4,11,40,220,386,3.1162670880529504,6.425003559591808,11.26186067457736,8.155429523000972,47.37629280844341,51.48771443077253
"('55.755642', '37.40946')",0.14196634891955232,5,1,18,41,204,411,3.838172757026783,0.007943553459341057,17.764929056982645,8.2759942225954,45.1341589284908,52.33535886668964
"('55.761796', '37.410026')",0.24786074667136918,6,2,13,47,211,411,3.055401120648115,0.9151449538557195,16.771719280313448,3.176674232555996,50.6540393939862,48.5976802306941
"('55.770056', '37.410879')",0.01987583407262089,4,3,12,46,226,395,8.577396126120808,2.494529646556506,15.233525113001702,4.767436850934343,53.01252880602855,46.16075485307115
"('55.750368', '37.413601')",0.03996280514002543,3,3,22,37,215,401,3.8154562994634365,3.8619732646456884,12.557743218931481,13.544684087063612,43.65268184735899,80.47332842678622
"('55.745787', '37.426303')",0.07976220718153539,3,3,32,35,249,400,7.554243799387376,5.599776097720871,9.107667603257184,18.808163213307246,35.1443403212236,89.99204620260616
"('55.743573', '37.396515')",0.05924154473842888,2,1,28,22,179,378,2.8995332504204554,0.011077981244709711,14.273332504889286,11.536117431460998,41.93030058657912,78.24458855936648
"('55.727116', '37.457745')",0.21032488495759746,4,9,30,64,292,418,0.9776741017818069,0.8179827651209362,18.98181880551801,13.377556874361431,52.971918082312754,79.71583413723584
"('55.7355823', '37.4076525')",0.09924485795942782,2,7,30,26,207,377,0.020618927446561235,3.0808441185603694,17.674986691670902,8.444789931633125,46.83312974221431,69.6187382844194
"('55.7225556', '37.4288862')",0.07582132270139315,5,9,35,35,239,403,0.30839595524701274,6.421101984606215,14.975826407508182,10.066948604775495,54.253327456000854,64.67205100251397
"('55.801197', '37.3978')",0.19381383912919659,6,7,14,57,185,334,0.17108556755098275,5.843931181380345,4.792170676687318,21.060334518763348,36.603380635754284,47.25509487865201
"('55.71104', '37.39654')",0.04719586359558121,3,5,18,32,145,362,0.17296336447050192,6.109468507856095,1.3452471896841551,20.7200452234693,35.25390078114078,75.64886696063101
"('55.731693', '37.45389')",0.04235510258509251,4,8,32,57,296,410,4.837475666866355,6.133878931535914,16.271535785123078,11.135050262764075,53.75587398949677,81.30839849988342
"('55.736615', '37.466009')",0.10177589347916047,4,4,33,64,319,423,4.095985966233385,1.004712847560909,21.18571019476251,10.50806186616937,49.98425012841894,86.2364498107982
"('55.756336', '37.406908')",0.11117360121332469,5,1,18,40,202,400,3.838172757026783,0.007943553459341057,17.764929056982645,8.217095185641828,45.12459884403478,50.10789327762102
"('55.740223', '37.475109')",0.11508910399565889,3,3,32,74,346,416,3.936311618463114,0.24665615544574626,19.026046199451446,15.078476121596513,44.90664019856041,90.61578345074761
"('55.772416', '37.473024')",0.36663740023034114,2,3,26,65,361,436,1.8878098539036727,5.684010954912999,12.324184470211062,20.18166769290615,47.27850132370014,93.01520040290836
"('55.809925', '37.412487')",0.10620191044877271,5,5,25,64,194,371,5.696730409063711,0.20287597734086837,13.419548466290927,16.13392359541646,34.83874065840921,55.71450964002699
"('55.736855', '37.408714')",0.2549666882196603,2,7,29,27,208,378,0.020618927446561235,3.8255367527142,16.88425670757054,9.235519915733487,46.15073672527983,69.45611163769004
"('55.755325', '37.40681')",0.14929272613072386,4,2,17,41,200,403,3.82771695516347,0.01839935532265402,17.754473255119333,8.26679531423644,45.030190607801316,52.1903820976152
"('55.732986', '37.425405')",0.04229174645460638,3,9,34,31,248,389,0.08336299216149642,10.70697900649124,10.652988487786912,17.522204031827165,42.50545951051068,75.0052360698597
"('55.760545', '37.410969')",0.15372024101823684,5,3,14,49,207,416,3.0145537815985866,0.9559922929052478,16.780445849206725,9.269983411328305,44.46868806656849,54.84539270862889
"('55.743512', '37.422099')",0.04119266666782809,3,3,33,31,239,396,3.724882299094421,3.9053415487043837,16.66785027469404,11.055582148631917,42.899707802338554,81.23257952861127
"('55.7417592', '37.4025916')",0.2809211338493825,2,4,29,22,194,379,2.8995332504204554,0.863259437578809,19.572631343704394,6.239574377894556,45.296627342272316,75.35635172552783
"('55.760302', '37.419197')",0.08334945443382842,2,5,13,56,221,424,2.892697590825486,5.733428102963552,12.014753674000636,14.608515549942089,39.77397558523268,60.00153398180554
"('55.7874823', '37.3596301')",0.29190504113186216,3,1,15,19,165,247,0.28157553355050013,1.8738770074650761,12.226443404228448,6.075740418829653,39.999937126966365,37.371666070687375
"('55.755003', '37.405435')",0.13281503606099954,4,1,18,40,198,399,3.82771695516347,0.010455801863312963,17.762416808578674,8.25913742358182,44.95681698060285,51.941255996319455
"('55.769955', '37.41777')",0.11209419056185083,3,4,11,55,232,407,8.53654878707128,2.5353769856060335,15.181164811034902,5.074761205709413,53.32155341261529,53.25830619333901
"('55.741323', '37.417733')",0.20813447207663263,4,4,32,28,233,381,3.7428558424296576,3.9017570243326865,16.608164839708884,11.008868577151095,42.10701418104851,75.89895501640856
"('55.770897', '37.37809')",0.3179408986946239,2,0,15,24,179,329,3.713804317849711,0.0,14.151686721055496,4.4554733454610105,43.40191432610748,43.377524461320256
"('55.746122', '37.405094')",0.05659512169110774,1,5,20,32,196,387,2.8822417889621734,0.979557496539492,13.113757423146858,12.709837988699277,40.98056603231455,80.40446536573606
"('55.7602', '37.416477')",0.1852019881194758,2,6,12,58,210,426,2.892697590825486,1.0778484836783484,16.67033329328584,10.046310642061776,44.212097539222746,55.39743246483582
"('55.7505', '37.405155')",0.028945844029807263,3,4,18,36,199,386,3.8154562994634365,0.05108590026633841,16.130129905422685,9.610491921265123,46.909877395178164,49.47334588384059
"('55.741946', '37.411912')",0.07165787831754081,4,3,31,24,218,384,3.7428558424296576,0.031680480421821144,20.45421366076674,5.52188434659897,47.04398513830773,74.56377054041079
"('55.744308', '37.419521')",0.030732245551914866,3,2,32,30,238,390,3.724882299094421,3.858413024872903,10.774961927318234,16.84221866886722,36.70906466997598,87.29427347739681
"('55.767616', '37.41175')",0.11771572244998689,5,4,13,48,226,398,3.1162670880529504,7.978375142187707,9.778731141950447,10.360171366152047,47.45228950107046,51.62762953534892
"('55.75896', '37.419476')",0.06759926183024736,2,4,14,52,223,422,2.892697590825486,0.9534187196606383,16.79476305730355,9.670272243286938,44.87929838514524,55.124238132565715
