,author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price,coords
8026,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307610807/,13,23,2,40.0,Текстильщики,1-й Грайвороновский проезд,13к1,80000,"('55.720864', '37.725604')"
8027,Дирекция Заказчика,real_estate_agent,https://www.cian.ru/rent/flat/307779762/,2,24,1,45.0,Проспект Вернадского,Ленинский проспект,134,65000,"('55.666127', '37.508589')"
8028,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307773243/,10,10,1,18.0,Проспект Вернадского,проспект Вернадского,41С1,75000,"('55.673783', '37.50434')"
8029,ID 143898,real_estate_agent,https://www.cian.ru/rent/flat/307771193/,6,25,1,42.0,Проспект Вернадского, Удальцова,19К2,60000,"('55.673046', '37.51035')"
8030,EuroDoma,real_estate_agent,https://www.cian.ru/rent/flat/307725025/,14,14,1,36.0,Проспект Вернадского, Лобачевского,8,120000,"('55.667061', '37.507699')"
8031,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307616255/,16,24,1,46.0,Обручевский, Обручева,5А,69000,"('55.661836', '37.516')"
8032,ID 122002777,homeowner,https://www.cian.ru/rent/flat/307567722/,16,24,1,46.0,Обручевский, Обручева,5А,69000,"('55.661836', '37.516')"
8033,ID 19539,realtor,https://www.cian.ru/rent/flat/307201072/,5,9,1,31.0,Ломоносовский, Гарибальди,10К2,65000,"('55.6737', '37.538063')"
8034,ID 498467,unknown,https://www.cian.ru/rent/flat/307200998/,10,14,1,40.0,Проспект Вернадского,Ленинский проспект,130К1,60000,"('55.668021', '37.508741')"
8035,Антон Мелкозеров,realtor,https://www.cian.ru/rent/flat/306104903/,3,8,1,29.3,Ломоносовский, Крупской,4К2,75000,"('55.683239', '37.530939')"
8036,Эдуард Егиазарян,realtor,https://www.cian.ru/rent/flat/305899123/,8,17,1,36.5,Проспект Вернадского, Лобачевского,8,82000,"('55.667061', '37.507699')"
8037,ID 82200314,homeowner,https://www.cian.ru/rent/flat/307777659/,4,5,2,46.0,Проспект Вернадского, Удальцова,53,95000,"('55.6773', '37.50356')"
8038,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307777375/,2,5,2,45.0,Проспект Вернадского, Удальцова,45,70000,"('55.674118', '37.507008')"
8039,ID 89012416,homeowner,https://www.cian.ru/rent/flat/307754958/,21,24,2,60.5,Ломоносовский,проспект Вернадского,29к1,85000,"('55.680641', '37.51644')"
8040,Александр Галикбаров,realtor,https://www.cian.ru/rent/flat/307748545/,4,8,2,66.3,Гагаринский, Строителей,4К4,120000,"('55.686726', '37.538943')"
8041,ID 43674160,homeowner,https://www.cian.ru/rent/flat/307724898/,2,5,2,45.0,Проспект Вернадского, Удальцова,45,70000,"('55.674118', '37.507008')"
8042,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307723690/,4,5,2,48.0,Проспект Вернадского, Удальцова,53,95000,"('55.6773', '37.50356')"
8043,ID 12496962,realtor,https://www.cian.ru/rent/flat/307722823/,8,25,2,82.0,Проспект Вернадского, Удальцова,17К1,150000,"('55.673126', '37.5131')"
8044,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307667033/,5,5,2,57.0,Ломоносовский, Строителей,5К2,90000,"('55.684366', '37.533993')"
8045,Виктор Васильев,realtor,https://www.cian.ru/rent/flat/307666149/,5,9,2,46.0,Проспект Вернадского, Удальцова,3К11,60000,"('55.67047', '37.509308')"
8046,Verges of estate,real_estate_agent,https://www.cian.ru/rent/flat/307663017/,32,40,2,70.0,Обручевский,Ленинский проспект,111к1,150000,"('55.661327', '37.509342')"
8047,Олеся Сухочева,realtor,https://www.cian.ru/rent/flat/307652807/,13,22,2,52.0,Обручевский, Новаторов,4К4,85000,"('55.666858', '37.518812')"
8048,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307639930/,8,16,2,66.0,Тропарево-Никулино, 26 Бакинских Комиссаров,6,90000,"('55.658813', '37.493156')"
8049,Светлана Райкова,realtor,https://www.cian.ru/rent/flat/307634001/,7,19,2,95.0,Ломоносовский, Гарибальди,7,180000,"('55.677275', '37.53738')"
8050,ID 75363969,realtor,https://www.cian.ru/rent/flat/307622254/,2,8,2,65.0,Ломоносовский, Крупской,4К3,100000,"('55.683518', '37.530256')"
8051,ID 476602,realtor,https://www.cian.ru/rent/flat/307600847/,20,24,2,75.0,Проспект Вернадского, Удальцова,7К2,130000,"('55.671377', '37.513565')"
8052,Светлана Прокопенко,realtor,https://www.cian.ru/rent/flat/307599481/,2,8,2,65.0,Ломоносовский, Крупской,4К3,100000,"('55.683518', '37.530256')"
8053,ID 106469225,homeowner,https://www.cian.ru/rent/flat/307585475/,9,12,2,86.6,Проспект Вернадского, Удальцова,15,170000,"('55.672636', '37.514724')"
8054,Валентина Романова,realtor,https://www.cian.ru/rent/flat/307552400/,3,5,2,46.0,Проспект Вернадского, Лобачевского,24,70000,"('55.669569', '37.507672')"
8055,FAMILY OFFICE,real_estate_agent,https://www.cian.ru/rent/flat/307432648/,10,18,2,56.0,Ломоносовский, Гарибальди,11,130000,"('55.67694', '37.539266')"
8056,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307369802/,7,9,2,46.0,Проспект Вернадского, Лобачевского,12,70000,"('55.666868', '37.505678')"
8057,Жанна Шумакова,realtor,https://www.cian.ru/rent/flat/307336815/,7,9,2,44.6,Проспект Вернадского, Лобачевского,12,70000,"('55.666868', '37.505678')"
8058,CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/rent/flat/307099753/,2,10,2,52.8,Проспект Вернадского,проспект Вернадского,41С1,280000,"('55.673783', '37.50434')"
8059,Verges of estate,real_estate_agent,https://www.cian.ru/rent/flat/307062566/,31,34,2,61.0,Обручевский,Ленинский проспект,111к1,130000,"('55.661327', '37.509342')"
8060,RENT_BAND,real_estate_agent,https://www.cian.ru/rent/flat/306919256/,8,19,2,45.0,Проспект Вернадского,Ленинский проспект,122,120000,"('55.666142', '37.511356')"
8061,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/306894075/,30,48,2,67.0,Обручевский,Ленинский проспект,111к1,140000,"('55.661327', '37.509342')"
8062,Елена Виноградова,realtor,https://www.cian.ru/rent/flat/306858243/,22,36,2,50.0,Обручевский,Ленинский проспект,95Б,150000,"('55.672905', '37.524318')"
8063,Светлана Волкова,realtor,https://www.cian.ru/rent/flat/306502924/,8,19,2,45.0,Проспект Вернадского,Ленинский проспект,122,120000,"('55.666142', '37.511356')"
8064,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306475790/,4,5,2,45.0,Проспект Вернадского, Удальцова,53,95000,"('55.6773', '37.50356')"
8065,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306322371/,16,19,2,40.0,Проспект Вернадского,Ленинский проспект,122,95000,"('55.666142', '37.511356')"
8066,Наталья Шаронова,realtor,https://www.cian.ru/rent/flat/306283750/,16,19,2,40.0,Проспект Вернадского,Ленинский проспект,122,95000,"('55.666142', '37.511356')"
8067,ID 76065245,realtor,https://www.cian.ru/rent/flat/307825887/,7,9,3,65.0,Тропарево-Никулино, 26 Бакинских Комиссаров,4к3,100000,"('55.6588197', '37.4942433')"
8068,Светлана Райкова,realtor,https://www.cian.ru/rent/flat/307783231/,1,9,3,60.0,Ломоносовский,Ленинский проспект,93К4,95000,"('55.674996', '37.530732')"
8069,CapitalEstate,real_estate_agent,https://www.cian.ru/rent/flat/307781574/,10,10,3,120.0,Ломоносовский,проспект Вернадского,33к1,220000,"('55.68027', '37.515191')"
8070,ID 15219953,realtor,https://www.cian.ru/rent/flat/307686524/,4,13,3,90.0,Проспект Вернадского,Ленинский проспект,104,140000,"('55.669711', '37.513431')"
8071,Парус,real_estate_agent,https://www.cian.ru/rent/flat/307627780/,21,25,3,130.0,Проспект Вернадского, Удальцова,17К1,180000,"('55.673126', '37.5131')"
8072,Ирина Горячева,realtor,https://www.cian.ru/rent/flat/307612180/,4,22,3,80.0,Обручевский, Обручева,13К1,95000,"('55.660362', '37.51678')"
8073,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307340258/,9,15,3,136.0,Ломоносовский, Гарибальди,6К1,230000,"('55.676154', '37.536131')"
8074,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307225890/,29,36,3,95.0,Обручевский,Ленинский проспект,95Б,220000,"('55.672905', '37.524318')"
8075,M-PROPERTY moscow property,real_estate_agent,https://www.cian.ru/rent/flat/307108095/,31,51,3,90.0,Обручевский,Ленинский проспект,111к1,200000,"('55.661327', '37.509342')"
8076,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307079355/,10,10,3,135.0,Ломоносовский,проспект Вернадского,33к1,200000,"('55.68027', '37.515191')"
8077,ID 119262192,homeowner,https://www.cian.ru/rent/flat/307076974/,10,10,3,130.0,Ломоносовский,проспект Вернадского,33к1,220000,"('55.68027', '37.515191')"
8078,DOORS AGENCY,real_estate_agent,https://www.cian.ru/rent/flat/307033456/,3,16,3,93.0,Проспект Вернадского, Удальцова,3К12,150000,"('55.6718818', '37.5090102')"
8079,My Hoyse,real_estate_agent,https://www.cian.ru/rent/flat/306923944/,21,25,3,130.0,Проспект Вернадского, Удальцова,19К1,180000,"('55.67335', '37.51068')"
8081,Елена Виноградова,realtor,https://www.cian.ru/rent/flat/306857911/,22,36,3,106.0,Обручевский,Ленинский проспект,95Б,220000,"('55.672905', '37.524318')"
8082,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/306826634/,28,28,3,153.0,Проспект Вернадского,Ленинский проспект,98К1,230000,"('55.669899', '37.515371')"
8083,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306672760/,7,8,3,85.0,Ломоносовский, Крупской,4К1,115000,"('55.682808', '37.531478')"
8084,GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/306562515/,28,30,3,150.0,Проспект Вернадского,Ленинский проспект,98К1,230000,"('55.669899', '37.515371')"
8085,ID 74338273,unknown,https://www.cian.ru/rent/flat/306392665/,9,15,3,136.6,Ломоносовский, Гарибальди,6К1,230000,"('55.676154', '37.536131')"
8086,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306082571/,29,33,3,90.0,Обручевский,Ленинский проспект,95Б,220000,"('55.672905', '37.524318')"
8087,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/305862428/,28,30,3,150.0,Проспект Вернадского,Ленинский проспект,98К1,230000,"('55.669899', '37.515371')"
8088,ID 57426428,unknown,https://www.cian.ru/rent/flat/305059463/,13,17,3,133.0,Ломоносовский, Гарибальди,3,230000,"('55.677895', '37.535763')"
8089,ID 71707290,homeowner,https://www.cian.ru/rent/flat/307738651/,9,9,1,32.8,Ивановское, Молостовых,16К4,45000,"('55.752186', '37.83015')"
8090,ID 9185,realtor,https://www.cian.ru/rent/flat/307724984/,10,12,1,36.0,Новогиреево,Союзный проспект,20К2,45000,"('55.74846', '37.818634')"
8091,ID 84210886,homeowner,https://www.cian.ru/rent/flat/307721361/,5,16,1,34.0,Ивановское, Чечулина,16,70000,"('55.779433', '37.827634')"
8092,Елена Дмитриева,realtor,https://www.cian.ru/rent/flat/307713446/,6,16,1,38.0,Новогиреево, Алексея Дикого,7К3,43000,"('55.748837', '37.811672')"
8093,ID 54442,realtor,https://www.cian.ru/rent/flat/307686541/,3,17,1,38.0,Новокосино,Новокосинская ,24К2,45000,"('55.739693', '37.862778')"
8094,ID 102260,realtor,https://www.cian.ru/rent/flat/307658271/,9,12,1,40.0,Ивановское,Челябинская ,24К2,50000,"('55.778664', '37.834938')"
8095,Realt Pro-Capital,real_estate_agent,https://www.cian.ru/rent/flat/307616887/,6,9,1,34.7,Ивановское, Чечулина,22,50000,"('55.781484', '37.832836')"
8096,ID 27064,realtor,https://www.cian.ru/rent/flat/307608887/,11,14,1,35.1,Вешняки, Старый Гай,4К1,50000,"('55.74152', '37.82997')"
8097,ID 84115234,unknown,https://www.cian.ru/rent/flat/307384300/,12,12,1,43.0,Новогиреево,Перовская ,66к2,60000,"('55.742966', '37.80091')"
8098,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/307323794/,7,14,1,38.0,Новокосино,Суздальская ,18К7,45000,"('55.74059', '37.85056')"
8099,ID 30397724,realtor,https://www.cian.ru/rent/flat/307234599/,5,12,1,40.0,Перово,Федеративный проспект,8К1,50000,"('55.7564', '37.80276')"
8100,Арбат,real_estate_agent,https://www.cian.ru/rent/flat/306405752/,7,18,1,33.0,Перово,Новогиреевская ,24К1,49800,"('55.75703', '37.795268')"
8101,Агент495,real_estate_agent,https://www.cian.ru/rent/flat/301385373/,8,17,1,38.0,Новокосино,Новокосинская ,47,55000,"('55.743928', '37.874464')"
8102,Денис Минханов,realtor,https://www.cian.ru/rent/flat/292886475/,7,19,1,41.0,Новокосино,Новокосинская ,24К2,50000,"('55.739693', '37.862778')"
8103,Анна Романова,realtor,https://www.cian.ru/rent/flat/307713324/,1,9,2,45.0,Вешняки, Старый Гай,1К3,60000,"('55.740036', '37.83068')"
8104,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307706968/,11,17,2,65.0,Новокосино,Салтыковская ,39,65000,"('55.742256', '37.87776')"
8105,ID 99570436,unknown,https://www.cian.ru/rent/flat/307706804/,13,14,2,50.0,Новокосино,Суздальская ,12К5,65000,"('55.73862', '37.851765')"
8106,Артем Косяков,realtor,https://www.cian.ru/rent/flat/307660458/,1,5,2,44.7,Перово,Зеленый проспект,55,50000,"('55.75447', '37.80233')"
8107,ID 69271061,unknown,https://www.cian.ru/rent/flat/307652098/,16,16,2,55.0,Ивановское,Саянская ,4,65000,"('55.76648', '37.825417')"
8108,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307627735/,7,9,2,47.0,Новогиреево,Свободный проспект,37/18,80000,"('55.74824', '37.816396')"
8109,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307602528/,7,16,2,65.0,Новогиреево,Перовская ,66к6,80000,"('55.74419', '37.803318')"
8110,Юрий Иванов,realtor,https://www.cian.ru/rent/flat/307587904/,16,16,2,55.0,Ивановское, Чечулина,6,56000,"('55.779201', '37.826538')"
8111,Екатерина Овсянникова,realtor,https://www.cian.ru/rent/flat/307548329/,5,5,2,42.0,Перово, Металлургов,46К1,60000,"('55.760287', '37.800353')"
8112,ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307540033/,8,9,2,45.0,Новогиреево,Зеленый проспект,64,75000,"('55.749817', '37.821426')"
8113,Елена Матвеева,realtor,https://www.cian.ru/rent/flat/307507930/,1,9,2,52.0,Вешняки, Старый Гай,10,55000,"('55.73973', '37.827213')"
8114,ID 88729001,realtor,https://www.cian.ru/rent/flat/307493234/,2,5,2,45.0,Ивановское,Зеленый проспект,93,50000,"('55.751015', '37.82565')"
8116,Сергей Балашов,realtor,https://www.cian.ru/rent/flat/307774322/,6,9,3,60.4,Ивановское, Чечулина,26,60000,"('55.782233', '37.835692')"
8117,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307773228/,2,9,3,64.0,Ивановское, Молостовых,11К3,75000,"('55.757206', '37.834354')"
8118,ID 48244,realtor,https://www.cian.ru/rent/flat/307746673/,6,9,3,63.0,Ивановское,шоссе Энтузиастов,100К4,55000,"('55.772279', '37.834183')"
8119,ID 13034815,realtor,https://www.cian.ru/rent/flat/307728080/,2,5,3,60.0,Перово,Новогиреевская ,29К3,80000,"('55.75541', '37.79994')"
8120,Квартирный вопрос,real_estate_agent,https://www.cian.ru/rent/flat/307717129/,3,12,3,51.0,Ивановское,Саянская ,11К2,50000,"('55.770011', '37.833491')"
8121,ID 15451866,unknown,https://www.cian.ru/rent/flat/307610948/,7,9,3,60.2,Ивановское,Большой Купавенский проезд,12,70000,"('55.77792', '37.820385')"
8122,ID 168983,realtor,https://www.cian.ru/rent/flat/307474779/,3,5,3,54.9,Перово,Мартеновская ,14/57,65000,"('55.754604', '37.80311')"
8123,ID 83764,realtor,https://www.cian.ru/rent/flat/307399185/,2,17,3,74.0,Новокосино,Городецкая ,13/19К2,80000,"('55.738505', '37.869343')"
8124,Циан х ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307368076/,1,5,3,89.9,Перово,Федеративный проспект,15К4,85000,"('55.757364', '37.806901')"
8125,Юлия Вашура,realtor,https://www.cian.ru/rent/flat/307338099/,14,14,3,85.0,Новокосино,Суздальская ,26К3,109999,"('55.743404', '37.862354')"
8126,ID 16515215,homeowner,https://www.cian.ru/rent/flat/307234935/,7,7,3,81.0,Новокосино,Суздальская ,8К3,70000,"('55.734461', '37.85073')"
8127,ID 7666,realtor,https://www.cian.ru/rent/flat/307218242/,9,12,3,75.0,Новокосино,Суздальская ,10К2,100000,"('55.73688', '37.847927')"
8128,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/306696666/,2,16,3,77.0,Ивановское,Большой Купавенский проезд,2,80000,"('55.773682', '37.820457')"
8129,Ольга Радченко,realtor,https://www.cian.ru/rent/flat/306005333/,7,12,3,80.0,Новокосино,Суздальская ,10К1,90000,"('55.73665', '37.84676')"
8130,ID 113773324,homeowner,https://www.cian.ru/rent/flat/300110278/,1,12,3,68.0,Ивановское,Свободный проспект,7К2,69000,"('55.765764', '37.8266485')"
8131,Иван Музалевский,realtor,https://www.cian.ru/rent/flat/289307817/,2,9,3,67.5,Вешняки, Старый Гай,1К5,60000,"('55.7387466', '37.8320931')"
8132,Ольга Морозова,realtor,https://www.cian.ru/rent/flat/273448590/,14,14,3,79.0,Новокосино,Суздальская ,36К2,135000,"('55.745022', '37.87043')"
8133,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307345402/,11,16,2,76.0,Новокосино,Городецкая ,12/17К2,56000,"('55.73815', '37.86715')"
8134,Only Realty,real_estate_agent,https://www.cian.ru/rent/flat/307745367/,7,14,1,38.5,Новокосино,Новокосинская ,17К6,59990,"('55.740527', '37.85559')"
8135,Недвижимость на Советской,real_estate_agent,https://www.cian.ru/rent/flat/307581323/,9,25,1,42.0,Косино-Ухтомский,Салтыковская ,6/1к7,60000,"('55.7228', '37.868526')"
8136,ID 105010185,homeowner,https://www.cian.ru/rent/flat/302855561/,21,22,1,20.0,Косино-Ухтомский,Салтыковская ,6/2к1,55000,"('55.7254379', '37.8614816')"
8137,Елена Надейкина,realtor,https://www.cian.ru/rent/flat/272089064/,3,9,1,33.0,Вешняки,Реутовская ,8К3,45000,"('55.738525', '37.834462')"
8138,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/302695153/,11,17,2,82.0,Новокосино,Салтыковская ,39,65000,"('55.742256', '37.87776')"
8139,ID 122041839,homeowner,https://www.cian.ru/rent/flat/307626769/,15,22,3,51.0,Косино-Ухтомский,Салтыковская ,6/2к1,149000,"('55.7254379', '37.8614816')"
8140,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306547113/,2,7,3,110.0,Новокосино, Николая Старостина,5,80000,"('55.7315', '37.85038')"
8141,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307707741/,10,14,1,39.0,Замоскворечье,Новокузнецкая ,13С1,120000,"('55.737568', '37.631748')"
8142,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307701685/,7,13,1,37.0,Замоскворечье,Новокузнецкая ,13С1,95000,"('55.737568', '37.631748')"
8143,ID 72363091,realtor,https://www.cian.ru/rent/flat/307659322/,7,13,1,37.7,Замоскворечье,Новокузнецкая ,13С1,95000,"('55.737568', '37.631748')"
8144,YU HOME,real_estate_agent,https://www.cian.ru/rent/flat/306937091/,1,5,1,35.0,Замоскворечье,Вишняковский переулок,6,90000,"('55.737431', '37.632969')"
8145,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306928280/,1,5,1,31.0,Замоскворечье,Вишняковский переулок,6,103000,"('55.737431', '37.632969')"
8146,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306591432/,1,5,1,31.0,Замоскворечье,Вишняковский переулок,6,95000,"('55.737431', '37.632969')"
8147,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/305778945/,1,5,1,32.0,Замоскворечье,Вишняковский переулок,6,90000,"('55.737431', '37.632969')"
8148,ID 154071,unknown,https://www.cian.ru/rent/flat/302928342/,1,5,1,31.3,Замоскворечье,Вишняковский переулок,6,95000,"('55.737431', '37.632969')"
8149,ID 15881,realtor,https://www.cian.ru/rent/flat/270928148/,11,14,1,43.0,Замоскворечье,Новокузнецкая ,13С1,90000,"('55.737568', '37.631748')"
8150,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307701687/,2,4,2,72.0,Замоскворечье,Озерковский переулок,7С1,160000,"('55.740451', '37.635476')"
8151,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307700847/,2,4,2,74.7,Замоскворечье,Озерковский переулок,7С1,150000,"('55.740451', '37.635476')"
8152,ID 100272700,unknown,https://www.cian.ru/rent/flat/307611012/,6,8,2,70.0,Замоскворечье,Климентовский переулок,6,350000,"('55.740892', '37.630239')"
8153,Ярослав Бибиков,realtor,https://www.cian.ru/rent/flat/307572019/,1,5,2,45.4,Замоскворечье,Татарская ,1/7,179990,"('55.73555', '37.637596')"
8154,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307567073/,2,5,2,75.0,Замоскворечье,Большой Ордынский переулок,4С4,450000,"('55.73554', '37.626556')"
8155,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307493015/,2,8,2,59.7,Замоскворечье, Малая Ордынка,19,550000,"('55.736909', '37.62599')"
8156,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307257486/,2,8,2,60.0,Замоскворечье, Малая Ордынка,19,550000,"('55.736909', '37.62599')"
8157,ID 99704473,realtor,https://www.cian.ru/rent/flat/307134262/,2,6,2,59.7,Замоскворечье, Малая Ордынка,19,550000,"('55.736909', '37.62599')"
8158,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306795829/,2,8,2,59.0,Замоскворечье, Малая Ордынка,19,550000,"('55.736909', '37.62599')"
8159,ЦДВ Инвест,real_estate_agent,https://www.cian.ru/rent/flat/306776418/,8,8,2,55.0,Якиманка, Большая Полянка,1/3,150000,"('55.742093', '37.616378')"
8160,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/rent/flat/306608568/,2,5,2,70.0,Замоскворечье,Озерковская набережная,48/50с2,230000,"('55.734897', '37.638818')"
8161,Мария Бобкова,realtor,https://www.cian.ru/rent/flat/305839094/,5,7,2,108.0,Замоскворечье, Малая Ордынка,3,230000,"('55.740436', '37.626088')"
8162,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/305635000/,2,5,2,71.0,Замоскворечье,Озерковская набережная,48/50с2,230000,"('55.734897', '37.638818')"
8163,Иван Димов,realtor,https://www.cian.ru/rent/flat/305607983/,4,13,2,49.0,Замоскворечье,Новокузнецкая ,13С1,120000,"('55.737568', '37.631748')"
8164,CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/rent/flat/305338524/,2,5,2,71.0,Замоскворечье,Озерковская набережная,48/50с2,230000,"('55.734897', '37.638818')"
8165,ID 19566554,homeowner,https://www.cian.ru/rent/flat/305217221/,2,5,2,71.0,Замоскворечье,Озерковская набережная,48/50с2,230000,"('55.734897', '37.638818')"
8166,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/306418444/,3,8,3,110.0,Якиманка,Малый Толмачевский переулок,8С1,280000,"('55.741733', '37.619028')"
8167,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/306362968/,3,7,3,110.0,Якиманка,Малый Толмачевский переулок,8/11С3,280000,"('55.74114', '37.619205')"
8168,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/306325940/,3,8,3,107.0,Якиманка,Малый Толмачевский переулок,8С1,280000,"('55.741733', '37.619028')"
8169,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/306237295/,3,7,3,107.0,Якиманка,Малый Толмачевский переулок,8С1,280000,"('55.741733', '37.619028')"
8170,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/306215200/,3,7,3,105.0,Якиманка,Малый Толмачевский переулок,8С1,280000,"('55.741733', '37.619028')"
8171,Алла Звоник,realtor,https://www.cian.ru/rent/flat/306179202/,5,5,3,150.0,Замоскворечье,Садовническая ,25,350000,"('55.746421', '37.634344')"
8172,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/305732421/,3,7,3,110.0,Замоскворечье,Садовническая набережная,3-7,749000,"('55.74471', '37.635912')"
8173,Stapler Estate,real_estate_agent,https://www.cian.ru/rent/flat/305463504/,4,6,3,110.0,Замоскворечье,Садовническая набережная,7,750000,"('55.746547', '37.628038')"
8174,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/305325960/,3,6,3,112.0,Замоскворечье,Садовническая набережная,7,740000,"('55.746547', '37.628038')"
8175,Selenahome,real_estate_agent,https://www.cian.ru/rent/flat/305295190/,11,12,3,153.0,Замоскворечье,Климентовский переулок,2,270000,"('55.741075', '37.631236')"
8176,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/304384334/,8,8,3,96.0,Якиманка,Лаврушинский переулок,17С2,220000,"('55.740928', '37.622118')"
8177,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/298905708/,1,2,3,170.0,Замоскворечье,Садовническая ,61С2,550000,"('55.738308', '37.64216')"
8178,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/298682115/,2,2,3,160.0,Замоскворечье,Садовническая ,61С2,550000,"('55.738308', '37.64216')"
8179,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/298414454/,2,2,3,160.0,Замоскворечье,Садовническая ,61С2,550000,"('55.738308', '37.64216')"
8180,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/298336215/,1,2,3,170.0,Замоскворечье,Садовническая ,61С2,550000,"('55.738308', '37.64216')"
8181,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/rent/flat/297758989/,2,2,3,160.0,Замоскворечье,Садовническая ,61С2,550000,"('55.738308', '37.64216')"
8182,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/297451370/,12,12,3,156.0,Замоскворечье,Климентовский переулок,2,270000,"('55.741075', '37.631236')"
8183,ID 88716647,homeowner,https://www.cian.ru/rent/flat/307677948/,20,22,1,30.0,, Анны Ахматовой,11к1,65000,"('55.6343125', '37.332509')"
8184,ID 38849827,unknown,https://www.cian.ru/rent/flat/307645426/,14,14,1,39.0,Ново-Переделкино, Шолохова,30,40000,"('55.643983', '37.343532')"
8185,ID 535807,realtor,https://www.cian.ru/rent/flat/307596094/,8,19,1,37.8,, Бориса Пастернака,33к2,48000,"('55.636001', '37.311238')"
8186,Циан х ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307360145/,3,9,1,41.0,,бульвар Андрея Тарковского,5,78200,"('55.627727', '37.342984')"
8187,ID 469780,homeowner,https://www.cian.ru/rent/flat/307146197/,3,10,1,41.0,,бульвар Андрея Тарковского,5,75000,"('55.627727', '37.342984')"
8188,КОНСИНГО,real_estate_agent,https://www.cian.ru/rent/flat/306937468/,7,9,1,40.0,,бульвар Андрея Тарковского,3,65000,"('55.628932', '37.341843')"
8189,Квадратные метры,real_estate_agent,https://www.cian.ru/rent/flat/307651959/,5,14,2,58.0,, Летчика Грицевца,14А,60000,"('55.625339', '37.312526')"
